type,shRNA,count,pctg
target,Taf1.2,123832,7.330464653855284
target,Sp100.1,109399,6.476076479965713
target,Sirt1.2,91351,5.407691683848554
target,Smarcd1.2,90111,5.334287586597595
target,Setd5.2,63184,3.740293936052008
target,Setd5.4,53880,3.1895264192593404
target,Sp140.1,41437,2.4529399820870323
target,Supt16h.4,36715,2.173412444007177
target,Whsc1l1.4,33940,2.0091411779818493
target,Setdb1.2,31934,1.890392291622639
target,Ube2a.1,26489,1.5680654290972658
target,Ube2a.2,23915,1.4156927304489075
target,Suv39h2.3,22817,1.3506945862702373
target,Whsc1.4,20988,1.2424235428250752
target,Smarcc2.4,17556,1.0392599446272641
target,Smyd5.1,16180,0.95780507541975
target,Setmar.2,15228,0.9014496717238538
target,Taf1.3,15100,0.893872474588271
target,Setd2.3,14729,0.8719104422656057
target,Smarce1.4,14549,0.8612550087936925
target,Smarca5.1,13904,0.8230730388526702
target,Wdr82.2,13717,0.8120032274124049
target,Taf3.1,11403,0.675021710445699
target,Trim24.3,10745,0.6360701814205942
target,Smarca4.3,10674,0.6318672048844507
target,Smarca1.1,10476,0.6201462280653461
target,Whsc1l1.2,10232,0.6057021960256417
target,Sirt1.1,9963,0.5897782426703937
target,Setdb1.1,9704,0.574446257841363
target,Sfmbt1.3,9688,0.5734991081994153
target,Satb1.3,9635,0.570361675010463
target,Trim28.3,9321,0.5517738632872368
target,Smarcc1.2,9291,0.5499979577085845
target,Sirt3.4,8963,0.5305813900486539
target,Smarcd3.3,8702,0.5151310115143798
target,Taf3.4,8661,0.5127039405568885
target,Smarcd1.1,8476,0.5017525228218667
target,Ube2b.4,8275,0.4898539554448969
target,Tet2.3,8164,0.48328310480388376
target,Sin3a.2,7733,0.45776926132391393
target,Zmynd11.4,7608,0.45036965474619645
target,Whsc1l1.3,7598,0.4497776862199791
target,Smarcd1.4,7138,0.42254713401397875
target,Suz12.3,7039,0.4166866456044265
target,Ube2b.1,6982,0.4133124250049873
target,Smyd4.1,6724,0.3980396370285784
target,Smyd4.2,6089,0.3604496356137737
target,Setmar.1,5952,0.35233966680459533
target,Suv39h2.2,5705,0.33771804420702556
target,Scmh1.3,5653,0.33463980787069514
target,Smarca1.2,5582,0.3304368313345516
target,Smyd1.3,5516,0.3265298390615168
target,Setmar.4,5362,0.3174135237577689
target,Tcea1.3,5303,0.3139209094530862
target,Setd1a.2,5185,0.3069356808437209
target,Suv39h1.4,5059,0.2994768774133817
target,Smarcc1.3,5050,0.298944105739786
target,Usp22.3,4892,0.28959100302555113
target,Setd7.1,4865,0.2879926880047642
target,Smyd3.1,4790,0.2835529240581337
target,Sfmbt1.1,4683,0.2772188608276075
target,Usp51.2,4573,0.27070720703921614
target,Sirt7.1,4556,0.2697008605446466
target,Scml2.4,4532,0.2682801360817248
target,Scmh1.2,4512,0.26709619902929
target,Sirt7.4,4431,0.26230125396692905
target,Zmynd8.3,4411,0.2611173169144943
target,Suv39h1.2,4397,0.2602885609777899
target,Smarce1.3,4333,0.25649996240999856
target,Usp27x.1,4271,0.25282975754745074
target,Suv39h2.1,4168,0.2467324817274115
target,Tcea1.4,4110,0.2432990642753506
target,Sfmbt2.2,4103,0.24288468630699842
target,Setd2.2,4052,0.23986564682328967
target,Tet2.2,4004,0.23702419789744616
target,Taf3.3,3846,0.2276710951832113
target,Sirt4.2,3772,0.22329052808920258
target,Setd2.4,3755,0.22228418159463298
target,Wdr5.1,3707,0.21944273266878947
target,Setd3.3,3581,0.21198392923845025
target,Ube2b.3,3575,0.21162874812271978
target,Setd3.1,3540,0.2095568582809589
target,Usp22.2,3533,0.20914248031260677
target,Smarca2.2,3497,0.20701139361822413
target,Setdb1.3,3436,0.20340038560829796
target,Sirt1.3,3393,0.20085492094556318
target,Sirt5.1,3315,0.19623756644106746
target,Sfmbt1.4,3219,0.19055466858938044
target,Zmynd11.1,3174,0.18789081022140214
target,Sirt1.4,3129,0.18522695185342386
target,Smarcd3.4,3117,0.18451658962196296
target,Ssrp1.3,3062,0.18126076272776728
target,Suv39h2.4,3057,0.18096477846465858
target,Trim24.2,2990,0.17699858933900203
target,Ube2e1.3,2987,0.1768209987811368
target,Smarcc1.1,2970,0.17581465228656723
target,Satb1.2,2893,0.17125649463469325
target,Smarca4.1,2841,0.16817825829836278
target,Usp22.1,2841,0.16817825829836278
target,Smyd2.1,2818,0.16681673068806277
target,Setd4.2,2816,0.1666983369828193
target,Sirt4.1,2799,0.16569199048824973
target,Trim33.4,2792,0.16527761251989753
target,Sirt5.2,2739,0.16214017933094532
target,Sirt7.2,2709,0.16036427375229315
target,Smarcd1.3,2700,0.15983150207869748
target,Smyd2.2,2616,0.15485896645847133
target,Usp27x.4,2607,0.15432619478487566
target,Uhrf1.3,2572,0.1522543049431148
target,Smyd4.4,2555,0.15124795844854522
target,Smyd2.3,2468,0.14609783227045384
target,Sp140.4,2446,0.14479550151277557
target,Ssrp1.4,2445,0.14473630466015383
target,Ube2i.1,2361,0.13976376903992768
target,Uhrf1.1,2311,0.13680392640884068
target,Scml4.2,2286,0.1353240050932972
target,Tet3.4,2258,0.1336664932198885
target,Trim33.3,2181,0.12910833556801452
target,Sp100.3,2169,0.12839797333655364
target,Whsc1.3,2149,0.12721403628411884
target,Suv39h1.3,2142,0.12679965831576667
target,Ube2i.3,2140,0.12668126461052318
target,Sp110.4,2064,0.12218230381127096
target,Smarca1.4,1933,0.11442751611782304
target,Ube2i.2,1922,0.11377635073898391
target,Trim28.2,1872,0.11081650810789692
target,Trim66.1,1854,0.1097509647607056
target,Setdb1.4,1809,0.10708710639272731
target,Wbp7.4,1775,0.10507441340358815
target,Setdb2.2,1760,0.10418646061426207
target,Usp27x.2,1758,0.10406806690901858
target,Usp51.1,1756,0.1039496732037751
target,Sp140.2,1677,0.09927312184665765
target,Supt16h.1,1612,0.09542532642624457
target,Smyd1.1,1571,0.09299825546875323
target,Smarca4.2,1541,0.09122234989010104
target,Sp110.3,1514,0.08962403486931406
target,Zmynd11.2,1501,0.08885447578523145
target,Sp140.3,1482,0.0877297355854184
target,Smyd5.4,1462,0.0865457985329836
target,Wdr5.4,1461,0.08648660168036186
