shRNA,value,pool
Ezh1.3,12.67041530334835,p1
Ezh1.4,-6.281386794041367,p1
Ezh2.1,-4.565600390376979,p1
Ezh2.2,16.66682874621125,p1
Ezh2.3,6.061913720964796,p1
Ezh2.4,1.4360837650617526,p1
Fbxl19.1,-5.380395563372858,p1
Fbxl19.2,-2.0905847368525414,p1
Fbxl19.3,-13.730737822384377,p1
Fbxl19.4,12.350253107182947,p1
Fbxo44.1,1.3575523193075014,p1
Fbxo44.2,10.804060389996607,p1
Fbxo44.3,21.061999498286102,p1
Fbxo44.4,-1.475237302827587,p1
Fbxw9.1,-8.265698757351501,p1
Fbxw9.2,9.8816005094776,p1
Fbxw9.3,6.1503918726289015,p1
Fbxw9.4,-15.229613420807446,p1
Fkbp1a.1,11.88614607597718,p1
Fkbp1a.3,23.93465577614888,p1
Fkbp1a.4,-5.503124646784983,p1
Fosb.2,56.927443877291196,p1
Gadd45a.1,-19.38176771036438,p1
Gadd45a.2,13.024209569321755,p1
Gadd45a.3,16.574052636399564,p1
Gadd45a.4,-8.075613794614405,p1
Gadd45b.1,1.4351286955071814,p1
Gadd45b.2,13.550692162186579,p1
Gadd45b.3,10.532355071572297,p1
Gadd45b.4,26.404211361152086,p1
Gtf2b.2,9.638959565308944,p1
Gtf2b.3,-11.624601584627715,p1
Gtf2b.4,-8.502887237295582,p1
Gtf2f1.1,-34.9758781815382,p1
Gtf2f1.2,-1.9441214881280047,p1
Gtf2f1.3,22.93508914772231,p1
Gtf2f1.4,-15.83085022038119,p1
Gtf3c4.1,39.3339657928214,p1
Gtf3c4.2,-10.950156808741013,p1
Gtf3c4.3,0,p1
Gtf3c4.4,-7.449245560264345,p1
Hat1.1,4.385486988776876,p1
Hat1.2,-12.224724458797706,p1
Hat1.4,45.93993398517056,p1
Hcfc1.1,5.752059164099368,p1
Hcfc1.2,2.4183771126117843,p1
Hcfc1.3,-12.396550380692865,p1
Hcfc1.4,39.43010511954841,p1
Hdac1.1,2.4183771126117843,p1
Hdac1.2,-21.973745051446635,p1
Hdac1.3,-46.14440401468684,p1
Hdac1.4,2.871225173422907,p1
Hdac10.1,-29.15358693692015,p1
Hdac10.2,4.80284193488724,p1
Hdac10.3,-16.083612271362433,p1
Hdac10.4,33.56361619298677,p1
Hdac2.1,0.6700259562816484,p1
Hdac2.2,18.411848148133274,p1
Hdac2.3,-11.211092973147714,p1
Hdac2.4,-18.142644254040235,p1
Hdac3.1,-8.699306111170221,p1
Hdac3.2,8.92212842119158,p1
Hdac3.3,-13.610792946619455,p1
Hdac3.4,-20.8951083248963,p1
Hdac4.1,-4.685731816504273,p1
Hdac4.2,1.7153495934389298,p1
Hdac4.3,-6.573206165063915,p1
Hdac4.4,2.034124106622002,p1
Hdac6.1,-15.549536637784406,p1
Hdac6.2,3.5520686499433722,p1
Hdac6.3,11.14027863156533,p1
Hdac6.4,2.140356283750293,p1
Hdac7.1,9.566948600783931,p1
Hdac7.2,-3.892560795567121,p1
Hdac7.3,5.89766022500379,p1
Hdac7.4,-16.709198867392644,p1
Hdac8.1,-13.975427780213892,p1
Hdac8.2,1.8833698756559158,p1
Hdac8.3,-11.696042834811621,p1
Hdac8.4,-4.163179148183133,p1
Hdac9.2,0.9072835062617486,p1
Hdac9.3,15.833083844781388,p1
Hells.1,10.879345644977178,p1
Hells.2,25.020510569148627,p1
Hells.3,0,p1
Hes1.2,31.66584752605577,p1
Hes1.3,5.193514334148098,p1
Hes6.3,-29.76130772181405,p1
Hira.1,-3.0976633538072775,p1
Hira.2,19.62485232413944,p1
Hira.3,-40.15018539158915,p1
Hira.4,6.0111427246920215,p1
Hltf.1,0,p1
Hltf.2,-7.29442651997271,p1
Hltf.4,-10.02848615181128,p1
Id2.2,14.164990978118617,p1
Id2.3,6.028312554918159,p1
Id2.4,30.65689991940895,p1
Id2.5,36.57588765727365,p1
Id3.2,30.02805423423207,p1
Id3.3,0.19893676640764113,p1
Id3.4,39.10896093839788,p1
Id3.5,2.8407220638851047,p1
Ing2.1,4.1465699311026185,p1
Ing2.2,-14.589907609546046,p1
Ing2.3,-2.4392368780491864,p1
Ing2.4,-5.438813601172974,p1
Ing3.1,-16.91302376776318,p1
Ing3.2,-19.750349964624817,p1
Ing3.3,-2.8887045775388174,p1
Ing3.4,-15.126288546858419,p1
Ing4.1,-14.683043229322308,p1
Ing4.2,-8.926195350165784,p1
Ing4.3,3.215291275163011,p1
Ing4.4,-4.278229106756932,p1
Ing5.1,-1.387594428630159,p1
Ing5.2,8.970161121134026,p1
Ing5.3,3.880292016493513,p1
Ing5.4,0.6373337605492404,p1
Ino80.1,3.8385673231598076,p1
Ino80.2,16.186302824237956,p1
Ino80.3,4.532533066636702,p1
Ino80.4,27.32407825122788,p1
Jarid2.1,12.076943392975139,p1
Jarid2.2,0.3746393476607466,p1
Jarid2.3,15.676734971085473,p1
Jarid2.4,-2.3520216880747142,p1
Jhdm1d.1,0.7721411392709427,p1
Jhdm1d.2,-15.52778121058163,p1
Jhdm1d.3,19.269560560434357,p1
Jhdm1d.4,3.6863806594715456,p1
Jmjd1c.2,-3.8065817460989706,p1
Jmjd1c.3,-7.405768189527912,p1
Jmjd1c.4,-14.63940218203787,p1
Jmjd4.1,-3.403039643786265,p1
Jmjd4.2,23.14494703152527,p1
Jmjd4.3,-13.934921944706147,p1
Jmjd4.4,13.349873544938845,p1
Klf12.4,14.390970146212155,p1
Klf12.5,6.275268162679993,p1
Klf2.2,-15.500094550740904,p1
Klf2.3,66.6827236051276,p1
Klf2.4,13.364657397105056,p1
Klf2.5,2.982621982092775,p1
Klf2.6,6.112838047356092,p1
Klf2.7,14.630303426831095,p1
Ms4a1.2,-5.971623198431544,p1
Nfatc3.2,-2.4092829878671296,p1
Nfatc3.3,-22.912197652679026,p1
Nfatc3.7,-2.6719402698297747,p1
Nfatc3.8,-4.275739835925403,p1
Runx3.2,-15.698154901603914,p1
Runx3.3,-20.484897269471396,p1
Sgk1.1,-25.146194423616734,p1
Tbx21.3,3.6546668817512398,p1
Tbx21.4,17.33936305249927,p1
Bcl6.2,0.14204479410132365,p2
Bcl6.3,1.946648508334647,p2
Cd4.1,-59.59446036641132,p2
Cd4.2,19.20363813754784,p2
Cd4.3,12.440515713473914,p2
Cd4.4,10.129943024836024,p2
Cd14.2,3.4483826279584235,p2
Cd4.5,-9.337724369427242,p2
Fosb.2,9.041137372291661,p2
Hes1.2,5.431053288895207,p2
Hes1.3,-1.397435983614983,p2
Hes6.3,-2.386802508789504,p2
Id2.2,-5.217329255244113,p2
Id2.3,26.122157108453216,p2
Id2.4,14.874170066808752,p2
Id2.5,11.97710488731595,p2
Id3.2,-10.622017675059809,p2
Id3.3,3.4788365120927693,p2
Id3.4,-16.517594500666966,p2
Id3.5,-6.858902465915023,p2
Jmjd5.1,-0.7183339681440586,p2
Jmjd5.2,-7.07479670162288,p2
Jmjd5.3,4.374655897988106,p2
Jmjd5.4,3.707850348510803,p2
Jmjd6.1,3.482567025285306,p2
Jmjd6.2,1.97084338795176,p2
Jmjd6.3,-20.09996645956477,p2
Jmjd6.4,1.8888859081845908,p2
Kat2a.1,-0.4626125495770719,p2
Kat2a.2,0,p2
Kat2a.3,-3.6057139225268884,p2
Kat2b.1,6.61333593719614,p2
Kat2b.3,2.8999697966506943,p2
Kat2b.4,-30.21826322376444,p2
Kat5.1,9.361164571192127,p2
Kat5.3,2.2289339689743883,p2
Kat5.4,4.744731365957591,p2
Kdm1a.1,11.80614149564714,p2
Kdm1a.2,1.9645178077044534,p2
Kdm1a.4,17.179260715272406,p2
Kdm1b.1,-13.025044278658939,p2
Kdm1b.2,-7.399608540179024,p2
Kdm1b.3,0.6594540488703018,p2
Kdm1b.4,18.01485028473308,p2
Kdm2a.1,-2.26156533406963,p2
Kdm2a.2,-1.349024712635071,p2
Kdm2a.3,9.85523795667089,p2
Kdm2a.4,7.317106039348239,p2
Kdm2b.1,37.873086059073394,p2
Kdm2b.2,15.749278607141285,p2
Kdm2b.3,19.975782246480726,p2
Kdm2b.4,-6.302708495757038,p2
Kdm3a.1,-2.6451716665762603,p2
Kdm3a.2,-0.4609676589010405,p2
Kdm3a.3,2.244195234764362,p2
Kdm3a.4,-29.54483127035271,p2
Kdm3b.2,8.351992930974134,p2
Kdm3b.3,2.682161166217064,p2
Kdm3b.4,4.025273149081926,p2
Kdm4a.1,3.576756184988227,p2
Kdm4a.2,6.241413141440894,p2
Kdm4a.3,3.0335595098511163,p2
Kdm4a.4,5.137650639430682,p2
Kdm4c.2,1.2716157407654975,p2
Kdm4c.3,4.188612364270469,p2
Kdm4c.4,10.737944845561152,p2
Kdm4d.1,-3.5394163439629978,p2
Kdm4d.2,25.297097907127906,p2
Kdm4d.3,-9.47013714599499,p2
Kdm4d.4,-13.221606116953112,p2
Kdm5a.1,-1.2363211914981207,p2
Kdm5a.3,13.60487794306502,p2
Kdm5a.4,-0.020564229594235428,p2
Kdm5b.1,6.4311102933694215,p2
Kdm5b.2,-6.244995873103022,p2
Kdm5b.3,-2.6725592201942163,p2
Kdm5b.4,-4.214352828065671,p2
Kdm5c.2,-1.8036436360944066,p2
Kdm5c.3,7.6836579388862845,p2
Kdm5c.4,-1.3302735527833676,p2
Kdm5d.1,2.1023612796539908,p2
Kdm5d.2,-8.469736431327696,p2
Kdm5d.3,-1.6145786887924913,p2
Kdm5d.4,-7.206312284605957,p2
Kdm6a.1,-7.815372868585882,p2
Kdm6a.2,-8.042745749795372,p2
Kdm6a.3,9.357528790572161,p2
Kdm6a.4,-14.808609107508005,p2
Kdm6b.1,35.427659905664555,p2
Kdm6b.2,-3.6230558848546295,p2
Kdm6b.3,6.346391744625876,p2
Kdm6b.4,-6.903835669347366,p2
Klf12.4,12.748720881054709,p2
Klf12.5,21.565951583285603,p2
Klf2.2,20.631497009282956,p2
Klf2.3,-13.686345924842826,p2
Klf2.4,-2.0849042370894324,p2
Klf2.5,-3.1366113021976147,p2
Klf2.6,7.621485942643943,p2
Klf2.7,17.279873781263642,p2
L3mbtl1.1,4.892234484827696,p2
L3mbtl1.2,11.454630921031601,p2
L3mbtl1.4,-5.3950780122710995,p2
L3mbtl2.1,-2.672492929658212,p2
L3mbtl2.3,-22.952212137554962,p2
L3mbtl2.4,2.924331754316384,p2
L3mbtl3.1,-25.068312287116107,p2
L3mbtl3.2,-9.427086907687084,p2
L3mbtl3.3,-6.396098689803978,p2
L3mbtl3.4,6.066740089679868,p2
L3mbtl4.1,10.695182405209607,p2
L3mbtl4.2,9.662365898517251,p2
L3mbtl4.3,-3.302234851544874,p2
L3mbtl4.4,-1.681369773715808,p2
Mbd1.1,-0.24685240700041788,p2
Mbd1.2,-5.398560651463455,p2
Mbd1.3,1.4903242137095134,p2
Mbd1.4,15.935049449229737,p2
Mbd2.2,-23.699132482620833,p2
Mbd2.3,-26.528869628530913,p2
Mbd2.4,-5.104291336181213,p2
Mbd3.1,-1.5483648506545578,p2
Mbd3.2,-7.113237541392394,p2
Mbd3.3,-24.31055852522922,p2
Mbd3.4,22.625444917028464,p2
Mbd4.1,0.3869563728351437,p2
Mbd4.2,1.4658952447441322,p2
Mbd4.3,0.27819461058975037,p2
Mbd4.4,0.5601067691598018,p2
Mecom.1,11.710905808028954,p2
Mecom.2,-11.722989031507751,p2
Mecom.3,-1.6219379207685165,p2
Mecom.4,13.45029148472456,p2
Men1.1,-9.520848938581032,p2
Men1.3,2.067760216150347,p2
Men1.4,16.11292453771989,p2
Mll1.1,-15.399111770021527,p2
Mll1.2,-1.8665591298925648,p2
Mll1.3,-8.29274926816332,p2
Mll1.4,-9.106502566944506,p2
Mll2.2,1.3993416422953828,p2
Mll2.3,22.724540903337125,p2
Mll2.4,-39.52584382110131,p2
Mll3.3,-1.942093141343392,p2
Mll3.4,-2.1433321814583763,p2
Mll5.2,-3.1181838284323504,p2
Mll5.3,1.5994853958771387,p2
Mll5.4,-11.415103522508957,p2
Morf4l1.3,-7.484152213394935,p2
Morf4l1.4,0.30671693450966586,p2
Ms4a1.2,5.154394624001853,p2
Msl3.1,37.97661004938555,p2
Msl3.2,35.3494366967731,p2
Msl3.3,-2.0191498782296122,p2
Msl3.4,-24.104382450035587,p2
Mta1.1,38.22453852773933,p2
Mta1.2,-49.166949970022614,p2
Mta1.3,-8.970059761232186,p2
Mta1.4,-4.280844728828626,p2
Mta2.1,-12.630436523369411,p2
Mta2.2,-1.5199456074697082,p2
Mta2.3,6.61226198105625,p2
Mta2.4,-12.120673026351945,p2
Mta3.1,-1.8834577463232165,p2
Mta3.2,-5.514362757581242,p2
Mta3.3,10.721516533199067,p2
Mta3.4,15.944429098328065,p2
Mtf2.1,-11.808224231945928,p2
Mtf2.2,6.251013768033019,p2
Mtf2.3,-9.686573046836578,p2
Mtf2.4,10.538176668841828,p2
Myst1.1,-19.044599023623007,p2
Myst1.2,-4.369428086724568,p2
Myst1.3,9.371377899301336,p2
Myst1.4,17.74711793294246,p2
Myst2.1,-27.861248910789783,p2
Myst2.2,6.80363032731772,p2
Myst2.3,6.1831473483858375,p2
Myst2.4,24.24418908543876,p2
Myst3.1,-0.31788027420112286,p2
Myst3.2,-5.987307442472357,p2
Myst3.3,-4.628127174349707,p2
Myst3.4,3.436873485376953,p2
Myst4.1,3.3841957510163923,p2
Myst4.3,-1.569336169603332,p2
Myst4.4,-12.2404878156118,p2
Nap1l1.1,-10.661049487778861,p2
Nap1l1.2,-19.14998529964626,p2
Nap1l1.3,-8.844694560775544,p2
Nap1l1.4,-5.010703547396645,p2
Nap1l2.1,-2.2830883936799466,p2
Nap1l2.2,9.246059310027753,p2
Nap1l2.3,15.624584118266426,p2
Nap1l2.4,-4.545196652815392,p2
Nap1l3.1,1.4211185404948878,p2
Nap1l3.2,7.18637586941162,p2
Nap1l3.3,0.9164308163641977,p2
Nap1l3.4,-11.523342736896112,p2
Ncoa1.1,-13.559842267943395,p2
Ncoa1.2,-1.343610408430564,p2
Ncoa1.3,8.229303297447615,p2
Ncoa1.4,-13.270199959762575,p2
Ncoa3.1,4.609097862327211,p2
Ncoa3.2,2.983801657673112,p2
Ncoa3.3,23.736076885953644,p2
Ncoa3.4,6.616232686645702,p2
Ncor1.1,-4.6301356333955965,p2
Ncor1.3,-18.516377755574496,p2
Ncor1.4,-2.8434281816687985,p2
Ncor2.1,-23.997782987475503,p2
Ncor2.2,-17.630148905012177,p2
Ncor2.3,-9.350458771162558,p2
Ncor2.4,-0.6626980192492056,p2
Nfatc3.2,-1.1807408020632124,p2
Nfatc3.3,3.140271808635852,p2
Nfatc3.7,-27.37177131373989,p2
Nfatc3.8,-23.49585158864135,p2
Nsd1.1,17.605855241903896,p2
Nsd1.2,25.552356769256058,p2
Nsd1.3,18.776139540604596,p2
Nsd1.4,9.115498001948012,p2
Orc1.1,-4.751387479790473,p2
Orc1.2,-4.9826429373178485,p2
Orc1.3,-2.854657926576948,p2
Orc1.4,2.3984666300401116,p2
Padi1.1,-9.34181666540752,p2
Padi1.2,8.841994176304475,p2
Padi1.3,-9.992388854522229,p2
Padi1.4,6.750703561843551,p2
Padi4.1,9.093524427232204,p2
Padi4.2,14.014022387932044,p2
Padi4.3,-8.46044251024928,p2
Padi4.4,12.499032863446466,p2
Padi6.1,2.558638019338801,p2
Padi6.2,0,p2
Padi6.3,17.484943691030495,p2
Padi6.4,-21.016584091761203,p2
Parp1.1,-9.963632554838341,p2
Parp1.2,8.259094217124073,p2
Parp1.4,1.3358328601468585,p2
Paxip1.1,2.010240641020971,p2
Paxip1.2,10.803080632771412,p2
Paxip1.3,-2.5689539375214423,p2
Paxip1.4,4.656261324514489,p2
Pbrm1.1,5.478147554486981,p2
Pbrm1.3,0,p2
Pbrm1.4,3.351152991709874,p2
Pcgf1.1,12.497301934939529,p2
Pcgf1.2,-0.5620255988976268,p2
Pcgf1.3,-16.62828804679411,p2
Pcgf1.4,15.669990992793117,p2
Pcgf2.2,13.771469448353535,p2
Pcgf2.3,20.16147621581849,p2
Pcgf2.4,-21.15546896486169,p2
Pcgf5.1,2.2915328178031302,p2
Pcgf5.2,33.607234234371276,p2
Pcgf5.3,28.012981131245155,p2
Pcgf5.4,16.441639588369604,p2
Pcgf6.1,22.079695346685213,p2
Pcgf6.2,-0.7677450984042196,p2
Pcgf6.4,-10.119468228126266,p2
Pcmt1.1,11.728539536613013,p2
Pcmt1.3,-2.5369075513556254,p2
Phc1.1,3.4678713904629603,p2
Phc1.2,-4.593180598342414,p2
Phc1.3,8.663910071228166,p2
Phc1.4,57.64355198560179,p2
Phf1.1,-14.639293700472805,p2
Phf1.2,3.393851522138327,p2
Phf1.3,10.634668719938176,p2
Phf1.4,4.6558201328465785,p2
Phf19.1,-9.312050491185687,p2
Phf19.2,-5.334449786820365,p2
Phf19.4,4.769546960675193,p2
Phf2.1,13.214700444382029,p2
Phf2.2,-7.498574504978507,p2
Phf2.3,-4.705682842259947,p2
Phf2.4,6.67751472287399,p2
Phf20.1,0,p2
Phf20.2,-9.275783077926476,p2
Phf20.3,1.7342277684737155,p2
Phf20.4,-20.41711296251188,p2
Phf20l1.1,7.915303474887381,p2
Phf20l1.2,30.68789619527734,p2
