shRNA,value,pool
Chd3.3,12.1801947085483,p1
Chd3.4,0.09698944980139856,p1
Chd4.1,-22.82692559962089,p1
Chd4.2,-0.6466524368885729,p1
Chd4.3,-37.87598650921659,p1
Chd4.4,15.374440851940207,p1
Chd5.1,5.6941663235986795,p1
Chd5.2,18.52620031269872,p1
Chd5.3,6.479858455759228,p1
Chd5.4,15.140278340428509,p1
Chd6.1,4.523750856681545,p1
Chd6.2,12.061294613690897,p1
Chd6.3,12.404080019013065,p1
Chd6.4,0.6179734938026797,p1
Chd8.1,4.859549013022729,p1
Chd8.2,-0.796444055687374,p1
Chd8.3,1.5030013474207848,p1
Chd8.4,-1.8801077506852906,p1
Chd9.1,-7.527502135237185,p1
Chd9.2,10.29554136823647,p1
Chd9.3,-14.902549478703932,p1
Chd9.4,-0.028642767775750144,p1
Crebbp.1,-18.181220820596323,p1
Crebbp.2,-4.562775604401047,p1
Crebbp.3,-3.5951039950206933,p1
Crebbp.4,19.07814296143154,p1
Ctsl.1,-2.8164491125507425,p1
Ctsl.2,6.359487972241425,p1
Ctsl.3,0.020945088295100334,p1
Ctsl.4,4.177471756364959,p1
Cxxc1.1,-25.790589693386384,p1
Cxxc1.2,24.89235667762454,p1
Cxxc1.3,-1.5282558499702077,p1
Cxxc1.4,-2.3435774569181973,p1
Dmap1.1,-3.7182033119703277,p1
Dmap1.2,-8.315752986205162,p1
Dmap1.3,22.037417705617848,p1
Dmap1.4,18.630046485205845,p1
Dnmt1.1,4.440892098500626e-16,p1
Dnmt1.2,-1.0763456874494892,p1
Dnmt1.3,-3.182162315918225,p1
Dnmt1.4,14.103575823624361,p1
Dnmt3a.1,-2.427661149392577,p1
Dnmt3a.2,13.567639371527761,p1
Dnmt3a.3,-9.276007594043065,p1
Dnmt3a.4,6.5742794023626345,p1
Dnmt3b.1,-28.489644614113274,p1
Dnmt3b.2,-3.2522530892424157,p1
Dnmt3b.3,-2.2126364184473317,p1
Dnmt3b.4,-14.889797783169811,p1
Dnmt3l.1,-0.7156307722352793,p1
Dnmt3l.2,10.32296570927263,p1
Dnmt3l.3,-6.399839062256554,p1
Dnmt3l.4,-14.715476484829672,p1
Dot1l.1,2.4162244935591985,p1
Dot1l.2,-9.882151137502788,p1
Dot1l.3,-17.31728461459649,p1
Dot1l.4,13.150337232495218,p1
Dub2a.1,4.721200797298735,p1
Dub2a.2,12.517477172772733,p1
Dub2a.3,-21.98765987284237,p1
Dub2a.4,12.715292245159674,p1
Eed.1,-5.965454543230812,p1
Eed.2,-0.5997503009006948,p1
Eed.3,-10.742046049139802,p1
Eed.4,7.710852183321052,p1
Ehmt1.1,-39.662262386978654,p1
Ehmt1.2,-26.84830518275048,p1
Ehmt1.3,41.17091572737169,p1
Ehmt1.4,10.87370576879556,p1
Ehmt2.1,16.673019897090455,p1
Ehmt2.2,2.8174384241974053,p1
Ehmt2.3,-10.573566268210456,p1
Ehmt2.4,-27.890902872342586,p1
Elp3.1,21.989045585972683,p1
Elp3.2,12.55468705333761,p1
Elp3.4,-9.332436771497619,p1
Elp4.1,7.102489403455337,p1
Elp4.2,16.430181080686992,p1
Elp4.3,-12.489423266831537,p1
Ep300.2,13.112163203093608,p1
Ep300.3,-14.211388707831915,p1
Ep400.1,-0.515796002097872,p1
Ep400.2,10.451701994962391,p1
Ep400.3,-8.593029408976669,p1
Ep400.4,46.55922354520281,p1
Epc1.1,-14.033936016702832,p1
Epc1.2,-15.32105720741987,p1
Epc1.3,8.157754661543109,p1
Epc1.4,-11.65948987361045,p1
Epc2.1,17.089941918018937,p1
Epc2.2,18.060552361809286,p1
Epc2.3,12.746711573800297,p1
Ercc5.1,5.452916934421268,p1
Ercc5.2,11.682952169626354,p1
Ercc5.3,21.959186986433892,p1
Ercc5.4,-3.512605633996415,p1
Ezh1.2,-1.9220015589110773,p1
Ezh1.3,18.538290169604778,p1
Ezh1.4,-40.632941892298284,p1
Ezh2.1,-2.6411024682146973,p1
Ezh2.2,6.116830280463127,p1
Ezh2.3,2.975302790742866,p1
Ezh2.4,-6.199507086571231,p1
Fbxl19.1,8.4012491830932845,p1
Fbxl19.2,5.132450600455876,p1
Fbxl19.3,35.577002682685254,p1
Fbxl19.4,-0.5642144857030882,p1
Fbxo44.1,12.973741201548485,p1
Fbxo44.2,10.033941100568256,p1
Fbxo44.3,2.5044539948309925,p1
Fbxo44.4,-6.5132958490596025,p1
Fbxw9.1,-16.620744048715885,p1
Fbxw9.2,-6.855054806914168,p1
Fbxw9.3,31.134854056074843,p1
Fbxw9.4,33.017192003789035,p1
Fkbp1a.1,10.715411040990617,p1
Fkbp1a.3,-2.3579204613219247,p1
Fkbp1a.4,8.28004179707628,p1
Fosb.2,-27.80148709680495,p1
Gadd45a.1,-2.7114097444509184,p1
Gadd45a.2,-11.562487271977247,p1
Gadd45a.3,5.879499536609103,p1
Gadd45a.4,25.777596048852676,p1
Gadd45b.1,-5.9350693211947885,p1
Gadd45b.2,17.36593972699157,p1
Gadd45b.3,-18.79647698135274,p1
Gadd45b.4,23.15663547662725,p1
Gtf2b.2,-18.05064822937758,p1
Gtf2b.3,12.145867982351533,p1
Gtf2b.4,5.776177488363253,p1
Gtf2f1.1,14.267947892077707,p1
Gtf2f1.2,5.768438308306479,p1
Gtf2f1.3,5.841315253214553,p1
Gtf2f1.4,4.952772544570031,p1
Gtf3c4.1,-1.4438338665238746,p1
Gtf3c4.2,-13.980152725820062,p1
Gtf3c4.3,4.440892098500626e-16,p1
Gtf3c4.4,8.487818686066404,p1
Hat1.1,23.528257334408636,p1
Hat1.2,11.956554396331853,p1
Hat1.4,9.315648081304499,p1
Hcfc1.1,-14.65713378313183,p1
Hcfc1.2,11.732582380699387,p1
Hcfc1.3,13.446583562741509,p1
Hcfc1.4,-13.143368373182803,p1
Hdac1.1,0.4138201149487255,p1
Hdac1.2,-18.802338320010495,p1
Hdac1.3,14.290553750796455,p1
Hdac1.4,18.55686734263623,p1
Hdac10.1,55.424032893466034,p1
Hdac10.2,8.86559388784324,p1
Hdac10.3,0.1864635359125515,p1
Hdac10.4,14.305754732669051,p1
Hdac2.1,4.106455852163251,p1
Hdac2.2,1.678859815074233,p1
Hdac2.3,6.665547380483062,p1
Hdac2.4,10.145135216822624,p1
Hdac3.1,-5.688848822120774,p1
Hdac3.2,7.504764921456115,p1
Hdac3.3,0.7628319447941792,p1
Hdac3.4,11.177062649435584,p1
Hdac4.1,8.766378098060109,p1
Hdac4.2,10.056582486184833,p1
Hdac4.3,-2.686697582548824,p1
Hdac4.4,-18.897691109342695,p1
Hdac6.1,12.24951634832454,p1
Hdac6.2,15.441173011898456,p1
Hdac6.3,-12.958440588698899,p1
Hdac6.4,-0.8708532904100252,p1
Hdac7.1,12.64921489617803,p1
Hdac7.2,-21.96198133941553,p1
Hdac7.3,-3.4070547776947357,p1
Hdac7.4,-21.132070680132244,p1
Hdac8.1,1.850464621538407,p1
Hdac8.2,1.0298751526264454,p1
Hdac8.3,-0.2510728705021137,p1
Hdac8.4,1.2455466266843587,p1
Hdac9.2,6.401975239679601,p1
Hdac9.3,-4.446210409512279,p1
Hells.1,-9.571264892919004,p1
Hells.2,-16.640297983368633,p1
Hells.3,4.440892098500626e-16,p1
Hes1.2,-3.516812278139028,p1
Hes1.3,-1.0608937257856574,p1
Hes6.3,-12.307793867776695,p1
Hira.1,-11.841749115918219,p1
Hira.2,-19.43347739973516,p1
Hira.3,-57.82660442394802,p1
Hira.4,4.753744200919044,p1
Hltf.1,4.440892098500626e-16,p1
Hltf.2,4.770941276480897,p1
Hltf.4,15.50974510862639,p1
Id2.2,13.36891449000015,p1
Id2.3,34.08572450483448,p1
Id2.4,5.536316718366834,p1
Id2.5,15.024852309170921,p1
Id3.2,24.5890970326304,p1
Id3.3,10.279012728312281,p1
Id3.4,-10.999478385169674,p1
Id3.5,-13.30940775622991,p1
Ing2.1,11.567523318381404,p1
Ing2.2,-13.87469077684139,p1
Ing2.3,-7.606553054711561,p1
Ing2.4,-5.9866460538414685,p1
Ing3.1,8.897425380701044,p1
Ing3.2,-7.431357520682148,p1
Ing3.3,11.364518356140124,p1
Ing3.4,7.834589271341287,p1
Ing4.1,6.233863963670203,p1
Ing4.2,-21.843201871332408,p1
Ing4.3,-3.132323963625126,p1
Ing4.4,5.618972744265271,p1
Ing5.1,-0.6206285257794804,p1
Ing5.2,9.07944404336628,p1
Ing5.3,-15.06623334577418,p1
Ing5.4,36.945739661148046,p1
Ino80.1,-0.673139873824951,p1
Ino80.2,-3.974667893604604,p1
Ino80.3,13.404386220372245,p1
Ino80.4,-23.39526029375191,p1
Jarid2.1,9.725623362603116,p1
Jarid2.2,-8.224542110495037,p1
Jarid2.3,1.2786736871192943,p1
Jarid2.4,-2.4213592856484922,p1
Jhdm1d.1,0.3715234564864005,p1
Jhdm1d.2,-19.57331139105822,p1
Jhdm1d.3,-5.5959062317033315,p1
Jhdm1d.4,10.119898435821433,p1
Jmjd1c.2,-7.468696327909825,p1
Jmjd1c.3,-46.51282089631796,p1
Jmjd1c.4,5.16494530012973,p1
Jmjd4.1,20.78798037794632,p1
Jmjd4.2,14.099234317396295,p1
Jmjd4.3,-24.489572786457558,p1
Jmjd4.4,2.2932832543934367,p1
Klf12.4,-22.17629204394141,p1
Klf12.5,3.0138380797722846,p1
Klf2.2,-31.54333571609466,p1
Klf2.3,39.51845620741382,p1
Klf2.4,26.65597508365734,p1
Klf2.5,-0.9942073273642587,p1
Klf2.6,-10.714078947690766,p1
Klf2.7,27.804565818465285,p1
Ms4a1.2,9.55301412414255,p1
Nfatc3.2,-22.558529316103844,p1
Nfatc3.3,-19.265142159933784,p1
Nfatc3.7,-10.357641483977726,p1
Nfatc3.8,9.405921948195072,p1
Runx3.2,-0.43481310175057786,p1
Runx3.3,-6.711398281203024,p1
Sgk1.1,-59.30253798185693,p1
Tbx21.3,-7.138521482334909,p1
Tbx21.4,-2.526099298040961,p1
Bcl6.2,14.347611544424993,p2
Bcl6.3,-7.986096876836001,p2
Cd4.1,47.72186834882442,p2
Cd4.2,26.32095420406828,p2
Cd4.3,-14.395004183385886,p2
Cd4.4,-16.944744287141937,p2
Cd14.2,24.44592153278567,p2
Cd4.5,-20.477266172941377,p2
Fosb.2,-32.50120400086136,p2
Hes1.2,3.630815948665912,p2
Hes1.3,20.507532276737976,p2
Hes6.3,-10.561811487460975,p2
Id2.2,22.000461155532765,p2
Id2.3,33.4047055016263,p2
Id2.4,10.77298182663742,p2
Id2.5,19.769985626181725,p2
Id3.2,26.341618151327523,p2
Id3.3,20.066738446733865,p2
Id3.4,-10.286285195971288,p2
Id3.5,-1.4188112915161177,p2
Jmjd5.1,-27.562007689487885,p2
Jmjd5.2,6.267884781052032,p2
Jmjd5.3,-23.3784201301535,p2
Jmjd5.4,-2.7279702758343234,p2
Jmjd6.1,-30.509430941132198,p2
Jmjd6.2,-1.9430559024201557,p2
Jmjd6.3,-7.64120092012206,p2
Jmjd6.4,-7.13070115436922,p2
Kat2a.1,-6.172078995848156,p2
Kat2a.2,4.440892098500626e-16,p2
Kat2a.3,-8.007597256127454,p2
Kat2b.1,-15.147480017926895,p2
Kat2b.3,-7.060827106303435,p2
Kat2b.4,20.016599189685934,p2
Kat5.1,2.751152686116903,p2
Kat5.3,8.699153963807454,p2
Kat5.4,-7.957785942939324,p2
Kdm1a.1,-0.8861139301101701,p2
Kdm1a.2,-3.531719081849573,p2
Kdm1a.4,-35.137183479705605,p2
Kdm1b.1,-17.56034452821693,p2
Kdm1b.2,11.10284980777189,p2
Kdm1b.3,14.963338589176459,p2
Kdm1b.4,-5.15313399431767,p2
Kdm2a.1,19.44451583223738,p2
Kdm2a.2,-0.4220631883794539,p2
Kdm2a.3,-2.617825143416866,p2
Kdm2a.4,-3.7250305560240875,p2
Kdm2b.1,7.762430537377863,p2
Kdm2b.2,-15.46754628687436,p2
Kdm2b.3,4.121281369911969,p2
Kdm2b.4,-11.866865803364497,p2
Kdm3a.1,-2.0625341940664086,p2
Kdm3a.2,-23.149101754103164,p2
Kdm3a.3,-10.641131644265982,p2
Kdm3a.4,-19.14285171979833,p2
Kdm3b.2,6.047527688632215,p2
Kdm3b.3,-15.050074644620707,p2
Kdm3b.4,15.243659572158123,p2
Kdm4a.1,-27.466950298425772,p2
Kdm4a.2,14.754325365434013,p2
Kdm4a.3,-2.7470663112310234,p2
Kdm4a.4,-11.887643393359106,p2
Kdm4c.2,-3.7382732069025053,p2
Kdm4c.3,-16.85050494030601,p2
Kdm4c.4,-16.765506060549512,p2
Kdm4d.1,-3.012718910849955,p2
Kdm4d.2,-0.24855824461123177,p2
Kdm4d.3,-14.094342964249623,p2
Kdm4d.4,-1.0142586282522217,p2
Kdm5a.1,-8.419079636746616,p2
Kdm5a.3,5.39759652624501,p2
Kdm5a.4,2.375724686035305,p2
Kdm5b.1,35.69769697453917,p2
Kdm5b.2,-11.406891448936875,p2
Kdm5b.3,-5.082776116793227,p2
Kdm5b.4,7.940783987712869,p2
Kdm5c.2,-1.5521632814069903,p2
Kdm5c.3,14.269859656626359,p2
Kdm5c.4,-0.24522570445298442,p2
Kdm5d.1,-2.315190369770889,p2
Kdm5d.2,9.728506997505804,p2
Kdm5d.3,-2.5712166826977523,p2
Kdm5d.4,-16.191089208823954,p2
Kdm6a.1,7.325647271760765,p2
Kdm6a.2,-11.04704835109122,p2
Kdm6a.3,12.078138131001289,p2
Kdm6a.4,-6.175176664042034,p2
Kdm6b.1,-4.368790526175491,p2
Kdm6b.2,12.79340656910611,p2
Kdm6b.3,-3.9944245129015385,p2
Kdm6b.4,-12.466553758548308,p2
Klf12.4,6.233506304028477,p2
Klf12.5,3.2696075414259553,p2
Klf2.2,9.535671307049835,p2
Klf2.3,5.238600771781744,p2
Klf2.4,28.898636052310877,p2
Klf2.5,-2.7065169869071184,p2
Klf2.6,11.794646197965527,p2
Klf2.7,9.103826306047846,p2
L3mbtl1.1,25.828239497636517,p2
L3mbtl1.2,-1.8163244075259044,p2
L3mbtl1.4,-11.2889289790769,p2
L3mbtl2.1,-18.820825959082633,p2
L3mbtl2.3,6.9838267683420945,p2
L3mbtl2.4,-26.088565155631283,p2
L3mbtl3.1,-11.153455750625817,p2
L3mbtl3.2,4.829310474382169,p2
L3mbtl3.3,6.142114509697166,p2
L3mbtl3.4,7.004220105454692,p2
L3mbtl4.1,-24.475996452417725,p2
L3mbtl4.2,-3.5029713796124753,p2
L3mbtl4.3,2.0269131531484987,p2
L3mbtl4.4,-1.4066571177565166,p2
Mbd1.1,-0.12850417587299034,p2
Mbd1.2,-2.5632936706793217,p2
Mbd1.3,-19.92021303944574,p2
Mbd1.4,11.10196388555353,p2
Mbd2.2,-3.491078688526521,p2
Mbd2.3,-0.6550835034103386,p2
Mbd2.4,15.700169898994112,p2
Mbd3.1,2.133754938007904,p2
Mbd3.2,-4.282204501573574,p2
Mbd3.3,-8.396022249961064,p2
Mbd3.4,-15.131624907670187,p2
Mbd4.1,-2.493419539014468,p2
Mbd4.2,-11.86216816045247,p2
Mbd4.3,-5.260003930907075,p2
Mbd4.4,-0.646606048238354,p2
Mecom.1,-1.022823815729076,p2
Mecom.2,8.252094090958508,p2
Mecom.3,4.824124051317547,p2
Mecom.4,0.4800012326520431,p2
Men1.1,4.357760421567946,p2
Men1.3,-2.3827142941983794,p2
Men1.4,-18.203416391760946,p2
Mll1.1,-19.450651849525052,p2
Mll1.2,-3.564300734628006,p2
Mll1.3,-25.080059544624582,p2
Mll1.4,-10.45327480777301,p2
Mll2.2,-5.986736609189322,p2
Mll2.3,-20.9570947378025,p2
Mll2.4,1.4010142422441305,p2
Mll3.3,8.219585844754093,p2
Mll3.4,1.3067546949976432,p2
Mll5.2,3.02169328720548,p2
Mll5.3,-2.411725172725781,p2
Mll5.4,-21.896300739043454,p2
Morf4l1.3,-17.559953798001786,p2
Morf4l1.4,-8.864971009752495,p2
Ms4a1.2,14.49762803335394,p2
Msl3.1,-10.171129400073838,p2
Msl3.2,11.134755323611053,p2
Msl3.3,-7.42740650302683,p2
Msl3.4,1.381393675544409,p2
Mta1.1,-8.23725411540353,p2
Mta1.2,-9.444848446148288,p2
Mta1.3,-7.599660568047767,p2
Mta1.4,-0.31302775721908915,p2
Mta2.1,4.024993506343037,p2
Mta2.2,-4.4016945079592205,p2
Mta2.3,-11.804539044926681,p2
Mta2.4,-14.815944503468032,p2
Mta3.1,-8.654105461940375,p2
Mta3.2,-7.797235183767501,p2
Mta3.3,29.919100476763926,p2
Mta3.4,4.691563048689346,p2
Mtf2.1,10.318271749252915,p2
Mtf2.2,-11.789968519853232,p2
Mtf2.3,2.881702126972108,p2
Mtf2.4,-4.7013998082262844,p2
Myst1.1,-19.78856429620032,p2
Myst1.2,-5.873808952699079,p2
Myst1.3,-10.722608988907993,p2
Myst1.4,-4.165980446077782,p2
Myst2.1,-14.98882716224471,p2
Myst2.2,-3.8753339284219948,p2
Myst2.3,22.92180325603823,p2
Myst2.4,-33.3196438786593,p2
Myst3.1,-18.47683002250988,p2
Myst3.2,0.3926343607811589,p2
Myst3.3,0.5205616684590098,p2
Myst3.4,-6.476824619087418,p2
Myst4.1,-13.034359910175638,p2
Myst4.3,-10.818461555738644,p2
Myst4.4,15.58344080918188,p2
Nap1l1.1,-31.33730439338011,p2
Nap1l1.2,-25.771301831776206,p2
Nap1l1.3,-4.023360791299758,p2
Nap1l1.4,-1.0047564108667046,p2
Nap1l2.1,-12.020928415331028,p2
Nap1l2.2,-23.08661298942331,p2
Nap1l2.3,-22.47324218163326,p2
Nap1l2.4,-16.31300697957181,p2
Nap1l3.1,-2.6553832045104286,p2
Nap1l3.2,-11.841423155254247,p2
Nap1l3.4,1.4888806326264046,p2
Ncoa1.1,-5.6938300638197035,p2
Ncoa1.2,6.7175821275695995,p2
Ncoa1.3,-14.524107005353187,p2
Ncoa1.4,-11.575329646232522,p2
Ncoa3.1,-43.07705598800534,p2
Ncoa3.2,-21.35585867658496,p2
Ncoa3.3,5.053545761913988,p2
Ncoa3.4,-9.793059165776064,p2
Ncor1.1,-1.554355202389175,p2
Ncor1.3,4.8544193479651625,p2
Ncor1.4,0.656697494256349,p2
Ncor2.1,2.156074126427015,p2
Ncor2.2,3.2419437839529266,p2
Ncor2.3,20.228381951921087,p2
Ncor2.4,3.428070754146667,p2
Nfatc3.2,-3.5255508322350835,p2
Nfatc3.3,26.55693951094696,p2
Nfatc3.7,-2.9103403992674686,p2
Nfatc3.8,28.62927185030089,p2
Nsd1.1,1.3689398869735072,p2
Nsd1.2,12.1930927613315,p2
Nsd1.3,-6.427188881997459,p2
Nsd1.4,-5.00873755513291,p2
Orc1.1,-23.584751986244335,p2
Orc1.2,6.908057300430642,p2
Orc1.3,20.977177473969462,p2
Orc1.4,-10.727409801064685,p2
Padi1.1,-14.14227250357483,p2
Padi1.2,20.478182772292996,p2
Padi1.3,5.570657192232023,p2
Padi1.4,-0.8338093340280892,p2
Padi4.1,-6.83817831952819,p2
Padi4.2,4.971020584728251,p2
Padi4.3,-1.3108886107785338,p2
Padi4.4,-12.353547316046267,p2
Padi6.1,-6.908043967549034,p2
Padi6.2,4.440892098500626e-16,p2
Padi6.3,-13.04104649548255,p2
Padi6.4,-18.950914917291357,p2
Parp1.1,-0.16595120563509624,p2
Parp1.2,-14.91109362107079,p2
Parp1.4,-15.595953577412452,p2
Paxip1.1,10.44818481661467,p2
Paxip1.2,-15.041400129087137,p2
Paxip1.3,21.027922649617658,p2
Paxip1.4,-3.6302498254920295,p2
Pbrm1.1,5.0697748136995955,p2
Pbrm1.3,4.440892098500626e-16,p2
Pbrm1.4,1.530521314604826,p2
Pcgf1.1,-11.139469801968147,p2
Pcgf1.2,9.343125431818045,p2
Pcgf1.3,-13.939067436678073,p2
Pcgf1.4,-3.1850199770180723,p2
Pcgf2.2,24.23950231623524,p2
Pcgf2.3,14.989997985321189,p2
Pcgf2.4,-4.560138598655449,p2
Pcgf5.1,-10.699809744541682,p2
Pcgf5.2,-29.189280928776313,p2
Pcgf5.3,-28.078933437626393,p2
Pcgf5.4,-9.909249217590947,p2
Pcgf6.1,-19.764464280680453,p2
Pcgf6.2,-0.5189205901420166,p2
Pcgf6.4,-3.2503844091336305,p2
Pcmt1.1,0.3043799605977995,p2
Pcmt1.3,-1.9896606817263347,p2
Phc1.1,-7.576329381886026,p2
Phc1.2,9.05595738360418,p2
Phc1.3,-4.8707338624045065,p2
Phc1.4,-1.8436277029022676,p2
Phf1.1,-15.705198112716818,p2
Phf1.2,-14.217823865374609,p2
Phf1.3,6.552079589440936,p2
Phf1.4,-29.605491732196136,p2
Phf19.1,-11.104157723766463,p2
Phf19.2,0.9569346905196596,p2
Phf19.4,-0.20053180037673712,p2
Phf2.1,31.76044910579439,p2
Phf2.2,-9.825276520458544,p2
Phf2.3,-9.761813462217447,p2
Phf2.4,-1.144193888255817,p2
Phf20.1,4.440892098500626e-16,p2
Phf20.2,-7.2223243913529345,p2
Phf20.3,3.6445612222921966,p2
Phf20.4,-7.219355185555962,p2
