"Position","Pool","shRNA","GeoMean","precentile","z"
"13_B02",2,"Prdm10.1",51.39730551,76.3873108205797,0.718816834754446
"13_B03",2,"Prdm5.1",44.28740402,60.0741787876927,0.255267597884324
"13_B04",2,"Prdm6.1",41.08643381,51.8572704885971,0.0465716967981486
"13_B05",2,"Prdm4.1",43.97891122,59.2955619841025,0.235154576315593
"13_B06",2,"Prdm12.1",41.8347816,53.798645135904,0.0953622528214418
"13_B07",2,"Prkcd.1",39.02053711,46.4890642264468,-0.0881200201102252
"13_B08",2,"Prdm9.1",43.69258765,58.5695896975529,0.216486937592594
"13_B09",2,"Prdm15.1",37.10986517,41.5783822179613,-0.212691439410741
"13_B10",2,"Prdm11.1",22.03556355,11.5945622000802,-1.19550126063388
"13_B11",2,"Prkaa1.1",43.79402761,58.8271390355456,0.223100589850965
"13_C02",2,"Prdm9.2",42.11281453,54.5178701308547,0.113489360870342
"13_C03",2,"Prdm13.1",39.45159886,47.6071531491517,-0.0600157846946655
"13_C04",2,"Prdm10.2",42.9503004,56.6744357727561,0.16809151484871
"13_C05",2,"Prkaa1.2",46.88300446,66.4397494740622,0.424494781253043
"13_C06",2,"Prdm8.1",38.96003371,46.3323316223175,-0.0920647027387392
"13_C07",2,"Prdm6.2",45.31733442,62.6431480127329,0.322416692934492
"13_C08",2,"Prdm12.2",39.68999527,48.226373195072,-0.0444728866554303
"13_C09",2,"Prkaa2.1",42.88860423,56.5161613371707,0.164069066357471
"13_C10",2,"Prdm5.2",44.99013343,61.8324756551116,0.301083940373718
"13_C11",2,"Prdm2.1",45.73602025,63.6723344632734,0.349714046808917
"13_D02",2,"Prdm11.2",48.66897047,70.5724034836065,0.540935660522029
"13_D03",2,"Prkaa2.2",38.47453932,45.0769350402084,-0.123717821182891
"13_D04",2,"Prdm5.3",37.04941897,41.4247419696302,-0.216632392730715
"13_D05",2,"Prdm14.1",40.11880534,49.3411585991646,-0.0165154556009635
"13_D06",2,"Prdm13.2",33.24684051,32.1126239173439,-0.464551769075233
"13_D07",2,"Prkaa2.3",40.33606066,49.9062124248464,-0.00235090804237648
"13_D08",2,"Prdm8.2",45.68423407,63.5455532984758,0.346337706890118
"13_D09",2,"Prdm15.2",33.42485839,32.5294024655728,-0.452945412427494
"13_D10",2,"Prdm10.3",45.93590173,64.1602630789751,0.362745859928802
"13_D11",2,"Prkcd.2",39.09435231,46.6803542808946,-0.0833074387154561
