"Position","Pool","shRNA","GeoMean","precentile","z"
"control2_B02",2,"Bptf.1",181.2542878,22.8109432011768,-0.745087435818204
"control2_B03",2,"Bptf.2",279.3627031,34.2725284218689,-0.405036653779112
"control2_B04",2,"Bptf.3",422.9374297,53.6890763734624,0.0926036140010451
"control2_B05",2,"Bptf.4",330.324916,40.9668429786068,-0.22839798014346
"control2_B06",2,"Whsc1.1",312.0470983,38.5238810815356,-0.291750203129095
"control2_B07",2,"Whsc1.2",443.3341698,56.485895135828,0.163300173524957
"control2_B08",2,"Whsc1.3",295.0611343,36.2934935999399,-0.350624768824867
"control2_B09",2,"Whsc1.4",276.9652172,33.9676378754651,-0.413346511325274
"control2_B10",2,"Cd4.1",337.0110003,41.8698741669107,-0.205223533914337
"control2_B11",2,"Cd4.1",580.4352028,73.8426574619543,0.638502156427818
"control2_C02",2,"Mll2.1",314.3626865,38.831087040295,-0.2837242088667
"control2_C03",2,"Mll2.2",370.9966134,46.5166066647749,-0.0874269689877296
"control2_C04",2,"Mll2.3",773.1812951,90.4321266072419,1.30657389340545
"control2_C05",2,"Mll2.4",173.1795245,21.9738955543773,-0.773075142749859
"control2_C06",2,"Brd8.1",444.3110723,56.6191512844774,0.166686187437068
"control2_C07",2,"Brd8.2",322.1455763,39.8686596941654,-0.256748156354576
"control2_C08",2,"Brd8.3",515.3719743,66.0192427042302,0.412988354520418
"control2_C09",2,"Brd8.4",372.91954,46.7815627221781,-0.0807619679056688
"control2_C10",2,"Cd4.2",516.823766,66.2033887392003,0.418020368353617
"control2_C11",2,"Cd4.2",995.2258458,98.1062094868981,2.07619618199473
"control2_D02",2,"Ncor1.1",125.3278486,17.3882707800407,-0.938932472744631
"control2_D03",2,"Ncor1.2",137.6293007,18.5047678428379,-0.896294760230061
"control2_D04",2,"Ncor1.3",137.6154199,18.5034834179326,-0.896342872075318
"control2_D05",2,"Ncor1.4",235.4870671,28.8725200050027,-0.557112745199401
"control2_D06",2,"Cxxcl.1",489.0932153,62.6237401081137,0.321904296933292
"control2_D07",2,"Cxxcl.2",1037.798503,98.6917569260663,2.22375605573313
"control2_D08",2,"Cxxcl.3",527.7992921,67.5827419984086,0.456062326550402
"control2_D09",2,"Cxxcl.4",708.9165071,86.0779364759362,1.08382754335839
"control2_D10",2,"Cd4.3",475.6461113,60.8455455740809,0.275295673020874
"control2_D11",2,"Cd4.3",527.4159616,67.5349574655491,0.454733675629828
"control2_E02",2,"Smarca4.1",206.2439007,25.5117553837581,-0.658471650785753
"control2_E03",2,"Smarca4.2",210.1817458,25.9521013032126,-0.644822798118944
"control2_E04",2,"Smarca4.3",263.009323,32.2141551650528,-0.461718638448652
"control2_E05",2,"Smarca4.4",279.8662444,34.3366954535083,-0.40329134363084
"control2_E06",2,"Klf2.1",313.7085941,38.744237721715,-0.285991339891757
"control2_E07",2,"Klf2.2",362.7434428,45.3813174935149,-0.116033048377048
"control2_E08",2,"Klf2.3",442.2478173,56.3376227763678,0.15953479808733
"control2_E09",2,"Klf2.4",568.0970733,72.4324637847515,0.595737317422467
"control2_E10",2,"Cd4.4",486.7167905,62.3113183150996,0.313667438665568
"control2_E11",2,"Cd4.4",551.9867298,70.5366213095954,0.539897714985291
"control2_F02",2,"Runx3.1",212.0077435,26.157615751567,-0.638493759534559
"control2_F03",2,"Runx3.2",230.0158983,28.2281836264207,-0.576076207440829
"control2_F04",2,"Runx3.3",302.4338596,37.2563904554436,-0.325070375795909
"control2_F05",2,"Empty",630.1729664,79.1287531298206,0.810896801243322
"control2_F06",2,"Sp140.1",228.5321615,28.0546450354292,-0.581218945274657
"control2_F07",2,"Sp140.2",177.2913178,22.3979110924396,-0.758823373184807
"control2_F08",2,"Sp140.3",258.8048067,31.6933255879899,-0.476291792561265
"control2_F09",2,"Sp140.4",242.3758153,29.6935163482343,-0.533235851402704
"control2_F10",2,"Empty",783.1429439,91.0056279094648,1.34110168038968
"control2_F11",2,"Empty",143.7470703,19.0762432581614,-0.875090133384814
"control2_G02",2,"Smarce1.1",341.6599034,42.500326150668,-0.189110103379913
"control2_G03",2,"Smarce1.2",132.123345,17.9996402908967,-0.915378796354102
"control2_G04",2,"Smarce1.3",180.9670471,22.7808629140472,-0.746083032621697
"control2_G05",2,"Smarce1.4",257.8999649,31.5817075185448,-0.47942803893494
"control2_G06",2,"Wdr82.1",211.8265413,26.1371843293082,-0.639121819315453
"control2_G07",2,"Wdr82.2",230.0237778,28.2291065937988,-0.576048896530456
"control2_G08",2,"Wdr82.3",191.1958087,23.8656955550234,-0.710629413574489
"control2_G09",2,"Wdr82.4",234.2950036,28.7315427662214,-0.561244522521211
"control2_G10",2,"Empty",467.7185301,59.7862428826181,0.247818109771125
"control2_G11",2,"Empty",1972.199264,99.999997652039,5.46245590165728
"12_B02",2,"Pcgf2.1",407.6254931,51.5766619110399,0.0395313469642032
"12_B03",2,"Phf20.1",217.636626,26.796356485371,-0.61898365033263
"12_B04",2,"Phf20l1.1",381.2486258,47.9307071193438,-0.0518927610053235
"12_B05",2,"Phf2.1",172.4162748,21.8956980858217,-0.775720620781305
"12_B06",2,"Pcgf6.1",230.8594922,28.3270805781461,-0.57315225066769
"12_B07",2,"Prdm1.1",109.0986627,15.9823393128863,-0.995183991437266
"12_B08",2,"Phip.1",337.5487516,41.9426967936032,-0.2033596494601
"12_B09",2,"Phf1.1",228.4785001,28.0483784580057,-0.581404939523769
"12_B10",2,"Pcgf5.1",219.1052225,26.9642889263221,-0.613893389861112
"12_B11",2,"Polr2b.1",123.6850353,17.2424775799291,-0.944626581101197
"12_C02",2,"Phip.2",198.5624775,24.6641668061509,-0.685096012807563
"12_C03",2,"Pcmt1.1",147.7158975,19.4527086476201,-0.86133389454423
"12_C04",2,"Pcgf2.2",224.804411,27.6209375001285,-0.594139595036407
"12_C05",2,"Polr2b.2",174.7226573,22.1324834359824,-0.767726534133304
"12_C06",2,"Phf8.1",231.9327762,28.4531444623353,-0.569432171585442
"12_C07",2,"Phf20l1.2",119.2512356,16.8529004632244,-0.95999444787164
"12_C08",2,"Pcgf6.2",123.3994245,17.2172105379671,-0.945616528554755
"12_C09",2,"Ppargc1a.1",155.4706316,20.201219602713,-0.834455431701398
"12_C10",2,"Phf20.2",137.3964311,18.4832271706133,-0.897101902913499
"12_C11",2,"Phf19.1",167.1833246,21.3638934850188,-0.793858400322849
"12_D02",2,"Pcgf5.2",196.921226,24.4850423494534,-0.690784707853663
"12_D03",2,"Ppargc1a.2",178.3497156,22.5078025594578,-0.7551548907361
"12_D04",2,"Phf20.3",258.8724875,31.7016811685846,-0.476057206069386
"12_D05",2,"Phc1.1",268.3521956,32.8810590071115,-0.443199860009416
"12_D06",2,"Pcmt1.2",54.24991962,11.7950680351292,-1.18529365655806
"12_D07",2,"Ppargc1a.3",215.6639506,26.5716150381208,-0.625821084312458
"12_D08",2,"Phf8.2",199.6556594,24.7838638162354,-0.681306966181244
"12_D09",2,"Phf1.2",166.2233181,21.2671550922894,-0.79718585149092
