plate,shRNA,Well,Percentage
CR-pLMPd-A-P20,Fbxo17.2,B02,5.773955774
CR-pLMPd-A-P11,Padi1.3,D04,3.480589023
CR-pLMPd-A-P18,Tet2.2,C08,5.777777778
CR-pLMPd-A-P19,Eaf1.1,B07,5.783991228
CR-pLMPd-A-P20,Hdac11.1,F06,5.786555787
CR-pLMPd-A-P17,Taf3.2,D03,5.786618445
CR-pLMPd-A-P19,Zmynd8.2,E02,5.787037037
CR-pLMPd-A-P08,Kdm5a.3,F03,3.48733234
CR-pLMPd-A-P04,Chd3.4,E04,4.259776536
CR-pLMPd-A-P18,Trim28.2,D09,5.797101449
control screen 1,Sp140.1,F06,4.262672811
CR-pLMPd-A-P06,Gadd45a.1,B06,4.269081501
CR-pLMPd-A-P06,Hdac10.4,G02,4.276985743
CR-pLMPd-A-P08,Kdm1a.1,B09,3.501816981
CR-pLMPd-A-P13,Prdm5.3,D04,3.504043127
CR-pLMPd-A-P08,Kdm3a.3,E06,3.50456073
CR-pLMPd-A-P10,Nap1l1.2,D11,3.507383966
CR-pLMPd-A-P13,Prdm6.2,C07,3.509677419
CR-pLMPd-A-P05,Dub2a.4,E04,4.301075269
control screen 3,Cxxcl.2,D07,5.855855856
control screen 3,Brd8.3,C08,5.857914416
CR-pLMPd-A-P13,Prdm14.1,D05,3.520804755
control screen 3,shCd4.2+Runx3,C10,5.864547862
CR-pLMPd-A-P18,Tet2.4,G08,5.865724382
CR-pLMPd-A-P01,Aff4.4,G08,4.332129964
CR-pLMPd-A-P11,Ncoa1.2,C08,3.527980535
CR-pLMPd-A-P19,Brd7.3,C07,5.90086546
control screen 2,Bptf.1,B02,3.539823009
CR-pLMPd-A-P20,Fkbp2.1,D10,5.905511811
CR-pLMPd-A-P14,Prmt8.3,F09,3.541315346
CR-pLMPd-A-P08,Kdm4c.2,C05,3.541991535
CR-pLMPd-A-P10,Mll1.2,C04,3.544026306
CR-pLMPd-A-P20,Fbxo17.3,C04,5.913150601
CR-pLMPd-A-P11,Nap1l2.3,D10,3.550784476
CR-pLMPd-A-P03,Chd2.4,G05,4.383561644
control screen 1,Bptf.2,B03,4.385964912
CR-pLMPd-A-P10,Myst3.1,B11,3.556218058
CR-pLMPd-A-P06,Hdac4.1,C09,4.395604396
CR-pLMPd-A-P20,Rnf2.2,B07,5.943691345
CR-pLMPd-A-P06,Hdac2.3,E05,4.39727066
CR-pLMPd-A-P13,Prdm10.4,E04,3.561116458
CR-pLMPd-A-P04,Dnmt3l.1,C09,4.40386681
CR-pLMPd-A-P11,Orc1.4,G11,3.563129357
CR-pLMPd-A-P07,Jhdm1d.1,B11,4.426377597
control screen 2,Brd8.1,C06,3.574975174
CR-pLMPd-A-P13,Prkaa2.2,D03,3.590664273
CR-pLMPd-A-P01,Aurkb.3,F03,4.473684211
CR-pLMPd-A-P18,Trim33.4,G03,6.038394415
CR-pLMPd-A-P08,Kat5.4,G07,3.602958721
CR-pLMPd-A-P16,Sirt4.4,G08,6.042741341
CR-pLMPd-A-P13,Prdm9.3,E05,3.609422492
CR-pLMPd-A-P03,Chd1l.1,C09,4.507512521
CR-pLMPd-A-P02,Bptf.4,G03,4.509894156
CR-pLMPd-A-P02,Brd2.4,G09,4.510556622
CR-pLMPd-A-P20,Satb1.1,F03,6.066044508
CR-pLMPd-A-P07,Ing4.1,B03,4.512233874
CR-pLMPd-A-P13,Prdm12.3,F02,3.619114547
CR-pLMPd-A-P02,Brd9.3,E09,4.523026316
CR-pLMPd-A-P10,Mll5.2,D06,3.625377644
CR-pLMPd-A-P08,Kdm3a.2,C07,3.625755366
CR-pLMPd-A-P12,Polr2b.4,F11,3.626943005
CR-pLMPd-A-P05,Epc2.1,B04,4.545454545
control screen 1,Runx3.2,F03,4.545454545
CR-pLMPd-A-P01,Asxl2.3,F08,4.545454545
CR-pLMPd-A-P02,Baz2a.4,G08,4.552129222
CR-pLMPd-A-P09,Kdm6a.4,F10,3.637381086
CR-pLMPd-A-P09,Kdm6a.1,C03,3.639371381
CR-pLMPd-A-P12,Ppargc1a.2,D03,3.640537881
CR-pLMPd-A-P20,Fkbp2.3,B10,6.129550321
CR-pLMPd-A-P10,Myst1.2,D08,3.650586701
CR-pLMPd-A-P09,Mbd3.1,B08,3.656126482
CR-pLMPd-A-P20,Phf17.2,F11,6.15473109
CR-pLMPd-A-P08,Jmjd6.3,E08,3.656647041
CR-pLMPd-A-P03,Cbx1.2,D06,4.611443211
CR-pLMPd-A-P10,Myst1.4,G02,3.667855323
CR-pLMPd-A-P11,Ncoa1.4,G08,3.674832962
CR-pLMPd-A-P19,Clock.3,C09,6.199158485
CR-pLMPd-A-P11,Padi1.2,C10,3.679329943
CR-pLMPd-A-P06,Gtf3c4.1,C11,4.643962848
CR-pLMPd-A-P20,Parp2.2,C06,6.2077597
CR-pLMPd-A-P11,Paxip1.3,E09,3.681885125
CR-pLMPd-A-P06,Fbxw9.4,E04,4.651888854
CR-pLMPd-A-P18,Ube2b.3,D04,6.218402427
CR-pLMPd-A-P04,Dot1l.1,B07,4.654036244
CR-pLMPd-A-P06,Hdac6.2,D11,4.659090909
CR-pLMPd-A-P09,Mecom.4,G06,3.691496374
CR-pLMPd-A-P19,Fbxo17.1,G05,6.240875912
CR-pLMPd-A-P19,Whsc1.2,D06,6.25
CR-pLMPd-A-P18,Trim28.1,B09,6.25
CR-pLMPd-A-P16,Sirt3.2,D02,6.254071661
CR-pLMPd-A-P04,Chd4.1,B10,4.6875
CR-pLMPd-A-P04,Dnmt3l.4,G06,4.6875
CR-pLMPd-A-P03,Brwd1.4,E04,4.692387904
CR-pLMPd-A-P07,Jmjd4.1,B07,4.69953775
CR-pLMPd-A-P03,Chd2.2,D11,4.706409682
CR-pLMPd-A-P06,Hat1.1,B05,4.719188768
CR-pLMPd-A-P09,L3mbtl3.3,F08,3.720735786
CR-pLMPd-A-P17,Suv420h2.1,C06,6.309611152
control screen 3,Smarce1.3,G04,6.316021127
CR-pLMPd-A-P20,Rnf2.1,G06,6.321334504
CR-pLMPd-A-P10,Mta3.1,B03,3.736614263
CR-pLMPd-A-P08,Kat2b.4,F10,3.738317757
CR-pLMPd-A-P04,Dnmt3a.3,E05,4.761904762
CR-pLMPd-A-P05,Epc2.3,E06,4.776299879
CR-pLMPd-A-P04,Dmap1.4,F04,4.779033916
CR-pLMPd-A-P03,Chd1.4,F11,4.786545925
CR-pLMPd-A-P12,Prdm1.4,G05,3.753026634
CR-pLMPd-A-P08,Jmjd5.1,B02,3.756298672
CR-pLMPd-A-P20,Jmjd8.3,E02,6.378704169
CR-pLMPd-A-P19,Zmynd11.3,E11,6.380881991
CR-pLMPd-A-P17,Tcea1.1,B07,6.384455239
CR-pLMPd-A-P20,Gtf2h1.3,F02,6.384892086
CR-pLMPd-A-P16,Smyd3.1,B07,6.391560658
control screen 1,Brd8.2,C07,4.835589942
CR-pLMPd-A-P09,Mecom.3,D07,3.778718259
CR-pLMPd-A-P19,Wdr82.1,B06,6.418716257
CR-pLMPd-A-P09,Kdm5d.1,B06,3.781693167
control screen 1,mll2.3,C04,4.864359214
CR-pLMPd-A-P04,Chd5.4,G08,4.869913276
control screen 2,shCd4.3+Runx3,D10,3.793010024
CR-pLMPd-A-P11,Parp1.2,C02,3.797468354
CR-pLMPd-A-P19,Dpy30.3,G06,6.463195691
CR-pLMPd-A-P08,Jmjd6.1,B10,3.800675676
CR-pLMPd-A-P12,Pcgf6.3,F02,3.805726713
CR-pLMPd-A-P18,Tet3.3,F06,6.481481481
CR-pLMPd-A-P17,Sp110.1,C03,6.488991889
control screen 3,Cxxcl.4,D09,6.492508644
CR-pLMPd-A-P06,Hdac4.2,D03,4.914933837
CR-pLMPd-A-P06,Gadd45a.3,F02,4.921465969
CR-pLMPd-A-P07,Hdac8.1,B10,4.935957513
CR-pLMPd-A-P03,Cbx1.3,F06,4.936530324
CR-pLMPd-A-P17,Suv39h2.3,D04,6.526856409
CR-pLMPd-A-P08,Kdm5a.1,B07,3.830010493
CR-pLMPd-A-P18,Ube2b.1,B03,6.53941322
CR-pLMPd-A-P02,Brd8.4,F07,4.954419342
control screen 3,Runx3.3,F04,6.561403509
CR-pLMPd-A-P08,Jmjd5.3,D10,3.846153846
CR-pLMPd-A-P15,Sfmbt1.4,F07,6.567038518
CR-pLMPd-A-P09,L3mbtl1.4,G10,3.850855746
CR-pLMPd-A-P18,Usp22.2,C05,6.574539363
CR-pLMPd-A-P14,Prmt2.3,E08,3.853794199
CR-pLMPd-A-P20,Fkbp5.1,D02,6.592178771
CR-pLMPd-A-P14,Prmt2.2,D02,3.866587957
CR-pLMPd-A-P07,Ing2.4,G03,5.020283976
CR-pLMPd-A-P04,Dnmt1.2,D08,5.02994012
CR-pLMPd-A-P04,Chd5.1,B06,5.033557047
CR-pLMPd-A-P19,Eaf1.3,F03,6.625527769
CR-pLMPd-A-P11,Pbrm1.1,C09,3.874883287
CR-pLMPd-A-P04,Chd6.4,F10,5.040983607
CR-pLMPd-A-P07,Hdac8.2,D02,5.046826223
CR-pLMPd-A-P18,Ube2i.4,G02,6.639839034
CR-pLMPd-A-P07,Hdac8.4,G04,5.049180328
CR-pLMPd-A-P17,Suv420h1.4,F04,6.644034918
CR-pLMPd-A-P21,Setd7.2,B06,6.645316253
CR-pLMPd-A-P18,Trim66.2,E03,6.666666667
CR-pLMPd-A-P18,Usp51.3,F03,6.676258993
CR-pLMPd-A-P17,Taf3.3,D07,6.684856753
CR-pLMPd-A-P11,Ncoa1.1,B06,3.902034039
CR-pLMPd-A-P17,Suv420h2.2,D08,6.685236769
CR-pLMPd-A-P06,Hdac4.4,G06,5.098163395
CR-pLMPd-A-P06,Hcfc1.1,B03,5.099150142
CR-pLMPd-A-P19,Zmynd8.3,F09,6.700655499
CR-pLMPd-A-P01,Actl6b.4,E04,5.108173077
CR-pLMPd-A-P13,Prdm10.1,B02,3.912111468
CR-pLMPd-A-P16,Sirt1.3,D10,6.720045754
CR-pLMPd-A-P03,Chd1.3,E09,5.128205128
CR-pLMPd-A-P21,Smarca2.2,G08,6.728343146
CR-pLMPd-A-P08,Kdm5a.2,D11,3.926431081
CR-pLMPd-A-P16,Smyd2.4,G06,6.742556918
CR-pLMPd-A-P09,Kdm6a.3,F06,3.93858478
CR-pLMPd-A-P04,Dnmt1.3,E10,5.172413793
CR-pLMPd-A-P02,Brpf3.2,D11,5.18018018
CR-pLMPd-A-P13,Prdm2.2,E02,3.947767993
CR-pLMPd-A-P09,Mbd1.3,E06,3.949329359
CR-pLMPd-A-P16,Sirt5.1,C03,6.793842035
CR-pLMPd-A-P03,Cbx3.1,D05,5.198776758
CR-pLMPd-A-P14,Rbbp7.3,E10,3.956834532
CR-pLMPd-A-P02,Brd1.2,E03,5.203045685
CR-pLMPd-A-P20,Kdm4b.2,G03,6.80608365
CR-pLMPd-A-P03,Cbx1.1,C03,5.20361991
CR-pLMPd-A-P19,Wdr82.2,C08,6.869760785
CR-pLMPd-A-P01,Atad2.3,E06,5.263157895
CR-pLMPd-A-P04,Cxxc1.1,B03,5.27018012
CR-pLMPd-A-P13,Prkaa1.1,B11,3.998161765
CR-pLMPd-A-P13,Prdm9.1,B08,3.998655914
control screen 2,Sp140.1,F06,4.001584786
CR-pLMPd-A-P07,Ing5.1,B04,5.296194586
CR-pLMPd-A-P15,Setdb2.3,E06,6.905710491
CR-pLMPd-A-P18,Trim24.3,F05,6.918238994
CR-pLMPd-A-P09,Kdm5c.2,D02,4.017408771
CR-pLMPd-A-P11,Nap1l2.4,E04,4.022038567
CR-pLMPd-A-P15,Setd4.3,E11,6.94980695
CR-pLMPd-A-P06,Hcfc1.2,C10,5.339805825
CR-pLMPd-A-P17,Suv39h1.3,F08,6.961406937
CR-pLMPd-A-P15,Setdb2.1,B04,6.965572458
CR-pLMPd-A-P15,Setd8.2,E03,6.969949917
CR-pLMPd-A-P16,Smarcc2.2,C07,6.971340046
CR-pLMPd-A-P16,Sirt3.4,G04,6.986215539
CR-pLMPd-A-P10,Msl3.4,G10,4.047878128
CR-pLMPd-A-P09,Kdm5b.4,E04,4.050049391
CR-pLMPd-A-P17,Smyd4.2,C04,7.012278308
CR-pLMPd-A-P12,Polr2b.2,C05,4.054054054
CR-pLMPd-A-P06,Gadd45b.1,C03,5.404014411
CR-pLMPd-A-P04,Chd6.1,C03,5.405405405
CR-pLMPd-A-P02,Bptf.2,E02,5.405405405
CR-pLMPd-A-P04,Chd8.3,F05,5.407463823
CR-pLMPd-A-P20,Mecp2.2,F08,7.04070407
CR-pLMPd-A-P04,Ctsl.1,B05,5.426356589
CR-pLMPd-A-P15,Setmar.2,D08,7.048710602
CR-pLMPd-A-P18,Trim28.4,G10,7.051762941
CR-pLMPd-A-P04,Dnmt3a.1,B08,5.434140579
CR-pLMPd-A-P04,Dnmt3a.4,F07,5.443698732
CR-pLMPd-A-P14,Prmt7.4,G10,4.077791719
CR-pLMPd-A-P11,Pcgf1.3,F03,4.081632653
control screen 3,Smarce1.2,G03,7.073434125
CR-pLMPd-A-P06,Fbxw9.3,D10,5.458089669
CR-pLMPd-A-P12,Phf20.1,B03,4.084574724
CR-pLMPd-A-P14,Prmt7.3,E11,4.084923408
CR-pLMPd-A-P09,Mbd4.3,E09,4.085872576
control screen 3,Klf2.1,E06,7.083333333
CR-pLMPd-A-P10,Myst3.2,C05,4.087385483
CR-pLMPd-A-P18,Ube2b.4,G09,7.085828343
CR-pLMPd-A-P07,Hells.4,F10,5.485544848
CR-pLMPd-A-P15,Rpa3.4,E04,7.116788321
CR-pLMPd-A-P17,Suv420h1.2,C07,7.123854567
CR-pLMPd-A-P19,Arid1a.1,F08,7.13018801
control screen 2,shCd4.1+Runx3,B10,4.109589041
CR-pLMPd-A-P09,Mbd3.2,C02,4.110559887
CR-pLMPd-A-P01,Aff4.1,B06,5.513784461
CR-pLMPd-A-P14,Rbbp4.3,D04,4.119072343
CR-pLMPd-A-P13,Prdm15.1,B09,4.119511091
CR-pLMPd-A-P16,Sirt6.4,G07,7.15590743
CR-pLMPd-A-P19,Whsc1l1.3,F05,7.157057654
control screen 1,Smarce1.1,G02,5.539772727
CR-pLMPd-A-P16,Smarca1.4,G03,7.168860263
CR-pLMPd-A-P15,Scml2.3,E08,7.180431352
CR-pLMPd-A-P19,Whsc1l1.4,G07,7.181259601
control screen 1,Smarce1.2,G03,5.555555556
CR-pLMPd-A-P16,Smarca1.2,E02,7.183673469
CR-pLMPd-A-P08,Jmjd5.2,C04,4.142011834
CR-pLMPd-A-P11,Nsd1.2,E02,4.145342886
CR-pLMPd-A-P05,Ehmt2.1,C03,5.581127733
CR-pLMPd-A-P09,Kdm5d.3,F02,4.147698533
CR-pLMPd-A-P15,Setdb1.2,C10,7.217366789
control screen 3,Smarca4.1,E02,7.221259388
CR-pLMPd-A-P12,Pcgf6.4,G08,4.152712659
control screen 2,Klf2.4,E09,4.154786151
CR-pLMPd-A-P16,Smyd2.2,D03,7.233757535
CR-pLMPd-A-P02,Brd3.1,B04,5.607476636
CR-pLMPd-A-P04,Dot1l.2,D11,5.610972569
CR-pLMPd-A-P20,Iws1.3,E11,7.242251739
CR-pLMPd-A-P14,Rnf40.2,D11,4.160769884
CR-pLMPd-A-P11,Nap1l3.4,G04,4.161516275
control screen 1,Whsc1.4,B09,5.614567527
CR-pLMPd-A-P16,Sirt1.2,C04,7.248484848
CR-pLMPd-A-P05,Ehmt2.3,F06,5.617088608
CR-pLMPd-A-P08,Jmjd5.4,E04,4.166666667
CR-pLMPd-A-P19,Eaf1.2,D11,7.267239378
CR-pLMPd-A-P11,Ncor2.2,D09,4.182076814
CR-pLMPd-A-P16,Sirt6.2,E07,7.29319628
CR-pLMPd-A-P01,Ash1l.1,D05,5.66286216
CR-pLMPd-A-P16,Sirt7.4,G10,7.307270734
CR-pLMPd-A-P18,Usp22.1,B11,7.314578005
control screen 2,Wdr82.4,G09,4.195205479
CR-pLMPd-A-P09,Kdm5d.4,G08,4.210740439
CR-pLMPd-A-P07,Ing2.2,E02,5.714285714
control screen 3,Klf2.2,E07,7.370116794
CR-pLMPd-A-P03,Cbx3.3,F05,5.732484076
CR-pLMPd-A-P15,Setd1a.1,C03,7.38605162
CR-pLMPd-A-P16,Smarcd3.2,C02,7.393577296
CR-pLMPd-A-P13,Prdm2.4,G03,4.234972678
CR-pLMPd-A-P08,Kdm5a.4,G05,4.235924933
CR-pLMPd-A-P08,Kat2a.1,B06,4.240134341
CR-pLMPd-A-P02,Brd3.2,C07,5.781448539
CR-pLMPd-A-P01,Atm.1,B08,5.795148248
CR-pLMPd-A-P20,Hdac5.3,G07,7.443365696
CR-pLMPd-A-P13,Prkaa2.4,G06,4.255319149
CR-pLMPd-A-P13,Prkcd.1,B07,4.257314329
CR-pLMPd-A-P01,Ash1l.3,F05,5.813953488
CR-pLMPd-A-P04,Dnmt3b.3,E09,5.818181818
CR-pLMPd-A-P04,Dnmt1.1,C06,5.82226762
CR-pLMPd-A-P02,Brpf1.3,D07,5.830388693
control screen 2,Wdr82.1,G06,4.272863568
CR-pLMPd-A-P11,Padi6.3,E10,4.274265361
CR-pLMPd-A-P02,Brpf3.4,G05,5.844618674
CR-pLMPd-A-P07,Jmjd1c.2,D03,5.85106383
CR-pLMPd-A-P14,Psip1.1,B05,4.281821721
CR-pLMPd-A-P13,Prkaa1.2,C05,4.282511211
CR-pLMPd-A-P04,Crebbp.1,C11,5.861705862
CR-pLMPd-A-P07,Hira.3,F05,5.863708399
CR-pLMPd-A-P05,Ezh2.3,E09,5.868263473
CR-pLMPd-A-P05,Ehmt1.1,B06,5.892700088
CR-pLMPd-A-P15,Setd2.2,E07,7.546327305
CR-pLMPd-A-P16,Smarca1.1,C11,7.548125633
CR-pLMPd-A-P17,Smyd5.3,E08,7.548240636
CR-pLMPd-A-P06,Fkbp1a.1,B10,5.910735826
CR-pLMPd-A-P04,Chd3.1,B02,5.913503972
CR-pLMPd-A-P14,Rbbp5.4,F04,4.311152765
CR-pLMPd-A-P05,Epc1.3,D04,5.916030534
CR-pLMPd-A-P12,Ppargc1a.4,G06,4.31372549
CR-pLMPd-A-P04,Ctsl.3,F08,5.940988836
CR-pLMPd-A-P03,Brwd3.2,D02,5.947580645
control screen 3,Sp140.1,F06,7.615176152
CR-pLMPd-A-P14,Prmt2.1,B10,4.337349398
CR-pLMPd-A-P19,Clock.2,F11,7.625899281
CR-pLMPd-A-P05,Eed.4,G04,5.970149254
CR-pLMPd-A-P10,Mta2.3,F08,4.338394794
CR-pLMPd-A-P08,Kat2a.3,F02,4.338472571
CR-pLMPd-A-P03,Brwd3.3,E08,5.987055016
CR-pLMPd-A-P11,Ncoa3.4,F10,4.347826087
CR-pLMPd-A-P12,Phc1.4,G07,4.355716878
CR-pLMPd-A-P16,Smyd3.2,D11,7.673469388
CR-pLMPd-A-P12,Phf1.1,B09,4.361370717
CR-pLMPd-A-P09,L3mbtl2.1,C11,4.365400162
CR-pLMPd-A-P05,Ezh1.4,F07,6.025934401
CR-pLMPd-A-P05,Elp3.1,D05,6.028985507
CR-pLMPd-A-P06,Hat1.2,E03,6.041426928
CR-pLMPd-A-P08,Kdm3b.4,G02,4.37834842
CR-pLMPd-A-P03,Chd1.1,B11,6.062992126
CR-pLMPd-A-P02,Baz2b.2,D06,6.068890104
CR-pLMPd-A-P15,Sin3b.3,F03,7.738998483
CR-pLMPd-A-P20,Phf10.2,B11,7.743216413
CR-pLMPd-A-P14,Rbbp5.2,C07,4.392764858
CR-pLMPd-A-P17,Supt16h.3,F09,7.751937984
CR-pLMPd-A-P04,Dnmt3b.1,B11,6.091549296
CR-pLMPd-A-P15,Sin3b.2,D11,7.762096774
CR-pLMPd-A-P17,Sp110.3,F06,7.764265669
CR-pLMPd-A-P04,Dmap1.3,E06,6.100795756
CR-pLMPd-A-P16,Smyd3.4,G05,7.784791103
CR-pLMPd-A-P01,Aurkb.1,B07,6.1328125
CR-pLMPd-A-P04,Dnmt3b.4,F11,6.138933764
CR-pLMPd-A-P16,Sirt5.2,D06,7.812003811
CR-pLMPd-A-P12,Phf2.4,G11,4.426559356
control screen 1,Ncor1.3,D04,6.149545772
CR-pLMPd-A-P18,Tet3.2,D06,7.839506173
control screen 1,Whsc1.2,B07,6.170703576
CR-pLMPd-A-P04,Chd9.1,B09,6.178707224
CR-pLMPd-A-P18,Trim33.2,E02,7.85198556
CR-pLMPd-A-P18,Trim24.4,G07,7.856247388
CR-pLMPd-A-P15,Sin3a.1,C09,7.863031072
CR-pLMPd-A-P17,Taf3.4,G06,7.865374063
CR-pLMPd-A-P06,Gtf2f1.1,B09,6.214039125
CR-pLMPd-A-P13,Prdm8.4,G02,4.459691252
CR-pLMPd-A-P04,Chd9.3,E11,6.221776217
CR-pLMPd-A-P18,Trim33.1,C11,7.895745496
control screen 2,Sp140.2,F07,4.465075155
CR-pLMPd-A-P17,Tcea1.2,D11,7.90513834
CR-pLMPd-A-P03,Cbx5.4,G03,6.233062331
control screen 2,Smarce1.1,G02,4.469646431
control screen 3,shCd4.4+pMig,E11,7.918552036
CR-pLMPd-A-P03,Brwd1.1,B02,6.246134818
CR-pLMPd-A-P04,Dnmt3l.2,D03,6.24741415
CR-pLMPd-A-P03,Chd2.1,B07,6.255247691
CR-pLMPd-A-P05,Fbxo44.2,D11,6.259600614
CR-pLMPd-A-P17,Sp140.3,F05,7.954012201
CR-pLMPd-A-P16,Smarca5.2,C10,7.955689829
CR-pLMPd-A-P11,Ncoa3.3,F06,4.49285228
CR-pLMPd-A-P07,Jarid2.2,C02,6.289308176
CR-pLMPd-A-P10,Myst1.1,C06,4.49704142
CR-pLMPd-A-P05,Ercc5.2,D08,6.291390728
control screen 3,Sp140.3,F08,7.970749543
CR-pLMPd-A-P15,Setdb1.3,D04,7.971586425
CR-pLMPd-A-P04,Chd4.4,G04,6.297229219
CR-pLMPd-A-P01,Asxl1.2,E02,6.308411215
CR-pLMPd-A-P05,Fbxl19.4,G06,6.318082789
CR-pLMPd-A-P20,Padi2.3,D04,7.998861372
CR-pLMPd-A-P16,Sirt5.4,F10,8.002849679
CR-pLMPd-A-P05,Elp3.2,E07,6.325301205
CR-pLMPd-A-P18,Trim66.4,G11,8.00674252
CR-pLMPd-A-P18,Trim33.3,F09,8.008752735
CR-pLMPd-A-P11,Padi6.2,D08,4.515828678
CR-pLMPd-A-P09,Mecom.1,C09,4.520654716
CR-pLMPd-A-P01,Atad2b.3,E10,6.340378198
control screen 3,mll2.3,C04,8.026570717
CR-pLMPd-A-P12,Pcgf2.3,D10,4.52690167
CR-pLMPd-A-P03,Brwd1.2,C04,6.355932203
CR-pLMPd-A-P15,Sin3b.1,B07,8.042421564
control screen 3,Klf2.3,E08,8.045612924
CR-pLMPd-A-P13,Prkaa2.3,D07,4.53544694
CR-pLMPd-A-P15,Rpa3.2,C04,8.056872038
CR-pLMPd-A-P04,Chd6.2,D06,6.373626374
CR-pLMPd-A-P03,Chaf1b.3,E05,6.373937677
CR-pLMPd-A-P03,Cbx8.4,F04,6.37755102
CR-pLMPd-A-P13,Prdm9.4,F07,4.546968688
CR-pLMPd-A-P11,Ncor1.1,D05,4.547803618
CR-pLMPd-A-P05,Ercc5.4,G02,6.397562833
CR-pLMPd-A-P02,Brpf1.4,G06,6.398104265
control screen 2,Wdr82.3,G08,4.551254785
CR-pLMPd-A-P13,Prdm8.1,C06,4.551863041
CR-pLMPd-A-P05,Elp4.2,D09,6.41025641
CR-pLMPd-A-P12,Phf20l1.4,F04,4.558065795
CR-pLMPd-A-P04,Chd9.2,D09,6.424870466
control screen 3,Klf2.4,E09,8.118858212
CR-pLMPd-A-P04,Chd5.3,F02,6.433637285
CR-pLMPd-A-P05,Ezh1.2,C02,6.437077567
CR-pLMPd-A-P05,Fbxl19.3,D07,6.439393939
CR-pLMPd-A-P15,Setd4.1,B09,8.135762416
CR-pLMPd-A-P19,Whsc1.4,F10,8.136117556
CR-pLMPd-A-P17,Suv420h1.3,E06,8.137044968
CR-pLMPd-A-P03,Chd1.2,C05,6.447368421
CR-pLMPd-A-P11,Padi4.4,F04,4.574927954
CR-pLMPd-A-P13,Prdm13.1,C03,4.578800911
control screen 3,shCd4.3+pMig,D11,8.155699722
CR-pLMPd-A-P20,Prdm16.2,D03,8.16890292
CR-pLMPd-A-P14,Rbbp7.4,G02,4.590049054
CR-pLMPd-A-P18,Usp27x.2,D03,8.172571028
CR-pLMPd-A-P02,Brpf1.2,D03,6.493506494
CR-pLMPd-A-P13,Prdm11.3,E08,4.60782306
CR-pLMPd-A-P05,Eed.2,D02,6.52173913
CR-pLMPd-A-P03,Cbx7.3,D04,6.52173913
CR-pLMPd-A-P14,Prmt6.4,G07,4.616687844
CR-pLMPd-A-P01,Atad2b.2,D08,6.535947712
CR-pLMPd-A-P05,Dub2a.3,D10,6.543494996
CR-pLMPd-A-P13,Prdm15.2,D09,4.623567921
CR-pLMPd-A-P03,Carm1.1,B06,6.550449023
control screen 2,Klf2.2,E07,4.630593132
CR-pLMPd-A-P12,Phf1.3,E11,4.636785162
CR-pLMPd-A-P15,Setmar.4,G02,8.307116742
CR-pLMPd-A-P16,Sirt1.1,B02,8.320445407
CR-pLMPd-A-P01,Ash1l.2,E07,6.624319419
CR-pLMPd-A-P14,Prmt5.3,F06,4.663774403
CR-pLMPd-A-P06,Hdac6.1,B07,6.627393225
CR-pLMPd-A-P21,Smarcb1.1,D06,8.333333333
CR-pLMPd-A-P08,Kat5.2,E07,4.667081518
CR-pLMPd-A-P08,Kdm4c.4,F11,4.667242869
CR-pLMPd-A-P08,Kdm2a.2,E03,4.667721519
CR-pLMPd-A-P15,Setdb2.2,C07,8.356062485
CR-pLMPd-A-P08,Kdm1a.4,G10,4.676843131
CR-pLMPd-A-P02,Baz1b.4,G04,6.655433867
CR-pLMPd-A-P11,Parp1.4,F07,4.683342203
CR-pLMPd-A-P05,Fbxo44.1,B07,6.666666667
CR-pLMPd-A-P01,Atr.3,E09,6.666666667
CR-pLMPd-A-P13,Prdm2.3,F09,4.68401487
CR-pLMPd-A-P13,Prdm14.3,F05,4.686289698
CR-pLMPd-A-P18,Tet1.2,D02,8.380952381
CR-pLMPd-A-P02,Baz2a.1,B06,6.67752443
CR-pLMPd-A-P16,Sirt4.1,B06,8.388312912
CR-pLMPd-A-P14,Rbbp5.3,E06,4.692243997
CR-pLMPd-A-P16,Smarcd3.4,F07,8.401344215
CR-pLMPd-A-P19,Cbx2.3,G02,8.417121517
CR-pLMPd-A-P11,Orc1.1,B05,4.705882353
CR-pLMPd-A-P13,Prkaa1.3,E09,4.70685384
CR-pLMPd-A-P18,Usp27x.3,D07,8.42674913
control screen 1,Bptf.4,B05,6.75990676
CR-pLMPd-A-P08,Kdm4d.1,C09,4.730064388
CR-pLMPd-A-P10,Mtf2.1,B04,4.733926473
CR-pLMPd-A-P18,Tet1.3,E08,8.483290488
CR-pLMPd-A-P02,Bop1.2,D09,6.774394034
CR-pLMPd-A-P14,Rbbp7.2,D08,4.754098361
CR-pLMPd-A-P15,Scml4.3,F02,8.525170756
CR-pLMPd-A-P15,Sfmbt2.1,B11,8.53761623
CR-pLMPd-A-P02,Brd1.1,B05,6.824324324
CR-pLMPd-A-P04,Chd8.1,D05,6.825657895
CR-pLMPd-A-P14,Prmt8.2,E02,4.767545158
CR-pLMPd-A-P19,Zmynd8.1,C11,8.566433566
CR-pLMPd-A-P01,Atad2b.4,G02,6.855320845
control screen 3,Bptf.3,B04,8.580343214
CR-pLMPd-A-P10,Myst3.3,E09,4.7823219
CR-pLMPd-A-P04,Chd8.4,G07,6.867845994
CR-pLMPd-A-P01,Actl6b.2,C04,6.869089099
CR-pLMPd-A-P03,Cbx7.1,B03,6.872852234
