plate_well,shRNA,GeoMean
19_B05,Actb,63.00293664
19_E03,Actl6a,67.56304075
1_B02,Actl6b.1,36.04712974
1_C04,Actl6b.2,36.81183431
1_D10,Actl6b.3,36.12514844
1_E04,Actl6b.4,41.33471406
1_B10,Aff1.1,38.55632917
1_D02,Aff1.2,36.90237898
1_E08,Aff1.3,32.4115282
1_G04,Aff1.4,59.00201403
1_B06,Aff4.1,35.93691368
1_C08,Aff4.2,38.3374376
1_F02,Aff4.3,46.57659864
1_G08,Aff4.4,39.84006675
19_F08,Arid1a.1,76.37192534
19_G11,Arid1a.2,219.8094054
19_B03,Arid1b.1,77.16154454
19_C10,Arid1b.2,96.99491659
19_D04,Arid1b.3,68.88041489
1_C03,Arid2.1,55.28254788
1_D06,Arid2.2,36.16523617
1_F06,Arid2.3,43.1262129
1_F10,Arid2.4,57.40178555
1_D05,Ash1l.1,33.05930709
1_E07,Ash1l.2,38.66759228
1_F05,Ash1l.3,47.41376798
1_G07,Ash1l.4,40.29859104
1_B09,Ash2l.1,36.09131132
1_D09,Ash2l.2,45.12986444
1_E11,Ash2l.3,30.93674963
1_G10,Ash2l.4,44.21295714
1_C11,Asxl1.1,35.56874123
1_E02,Asxl1.2,41.91015589
1_F09,Asxl1.3,22.08002701
1_G03,Asxl1.4,65.3457893
1_B05,Asxl2.1,34.66750699
1_E03,Asxl2.2,36.50757793
1_F08,Asxl2.3,36.79586759
1_G11,Asxl2.4,35.20195866
1_B03,Asxl3.1,50.65892928
1_C10,Asxl3.2,31.95940166
1_D04,Asxl3.3,39.18395936
1_G09,Asxl3.4,42.02498995
1_B04,Atad2.1,42.91132129
1_C07,Atad2.2,36.96632592
1_E06,Atad2.3,33.69449997
1_F04,Atad2.4,17.24730748
1_C06,Atad2b.1,34.68700053
1_D08,Atad2b.2,39.41685121
1_E10,Atad2b.3,34.36563769
1_G02,Atad2b.4,38.15954006
1_B08,Atm.1,33.24756874
1_C02,Atm.2,50.78792065
1_E05,Atm.3,40.45802597
1_F07,Atm.4,43.17085436
1_B11,Atr.1,38.95544382
1_C05,Atr.2,51.30791118
1_E09,Atr.3,39.06054099
1_F11,Atr.4,42.48999262
1_C09,Atrx.1,34.77894711
1_D03,Atrx.2,43.55705063
1_D07,Atrx.3,40.73460261
1_G06,Atrx.4,43.91778839
1_B07,Aurkb.1,35.3967767
1_D11,Aurkb.2,33.62367358
1_F03,Aurkb.3,46.80681647
1_G05,Aurkb.4,44.93146311
1_B02,Baz1a.1,55.16003745
2_C04,Baz1a.2,31.1076724
2_D10,Baz1a.3,35.24994418
2_E04,Baz1a.4,46.63918133
2_B10,Baz1b.1,32.20533198
2_D02,Baz1b.2,36.65876429
2_E08,Baz1b.3,39.82127812
2_G04,Baz1b.4,37.49711653
2_B06,Baz2a.1,35.17061202
2_C08,Baz2a.2,9.422952524
2_F02,Baz2a.3,41.28059827
2_G08,Baz2a.4,37.37497649
2_C03,Baz2b.1,43.60926241
2_D06,Baz2b.2,37.83382592
2_F06,Baz2b.3,51.55040671
2_F10,Baz2b.4,40.6587661
2_D05,Bmi1.1,40.61501256
2_E07,Bmi1.2,49.61901804
2_F05,Bmi1.3,47.89641678
2_G07,Bmi1.4,54.87519606
2_B09,Bop1.1,35.91727985
2_D09,Bop1.2,42.76864429
2_E11,Bop1.3,38.05494416
2_G10,Bop1.4,43.51101918
2_C11,Bptf.1,38.38733179
2_E02,Bptf.2,55.24445171
2_F09,Bptf.3,35.34812928
2_G03,Bptf.4,39.79289948
2_B05,Brd1.1,42.5667676
2_E03,Brd1.2,41.48005113
2_F08,Brd1.3,33.97671665
2_G11,Brd1.4,41.43778041
2_B03,Brd2.1,33.78766804
2_C10,Brd2.2,29.57991113
2_D04,Brd2.3,44.34119273
2_G09,Brd2.4,37.78776482
2_B04,Brd3.1,35.13118534
2_C07,Brd3.2,34.36440429
2_E06,Brd3.3,41.27250564
2_F04,Brd3.4,39.63711935
2_C06,Brd4.1,34.08971348
2_D08,Brd4.2,47.32757191
2_E10,Brd4.3,49.09942616
2_G02,Brd4.4,36.10680503
19_G09,Brd7.1,89.33338395
19_B04,Brd7.2,65.7407068
19_C07,Brd7.3,68.25374368
2_B08,Brd8.1,47.49913132
2_C02,Brd8.2,46.00633095
2_E05,Brd8.3,30.58126825
2_F07,Brd8.4,30.78267717
2_B11,Brd9.1,87.16918531
2_C05,Brd9.2,29.94718542
2_E09,Brd9.3,25.74106212
2_F11,Brd9.4,38.94785873
19_E06,Brdt.1,63.50643302
19_F04,Brdt.2,46.77149133
19_C06,Brdt.3,82.24149982
2_C09,Brpf1.1,35.24012166
2_D03,Brpf1.2,37.07633624
2_D07,Brpf1.3,43.36947751
2_G06,Brpf1.4,43.579008
2_B07,Brpf3.1,36.62979698
2_D11,Brpf3.2,39.86924153
2_F03,Brpf3.3,43.04899458
2_G05,Brpf3.4,44.13273857
2_B02,Brwd1.1,32.47018052
3_C04,Brwd1.2,44.5360319
3_D10,Brwd1.3,36.04939771
