plate_well,shRNA,GeoMean
21_C08,Sirt2,1
3_G06,Chd1l.4,0
17_F11,Taf1.4,529.5223553
17_E09,Taf1.3,883.443611
2_D08,Brd4.2,660.1969659
21_B09,Smarcd2.3,1077.01682
control1_D09,shCxxcl.4,900.4853148
control3_D09,shCxxcl.4,1324.138738
17_G06,Taf3.4,1330.671336
control3_G02,shSmarce1.1,1337.721357
control1_G07,shWdr82.2,1115.325795
control1_G06,shWdr82.1,1169.871019
control3_G06,shWdr82.1,1419.981457
control1_D06,shCxxcl.1,1245.315867
19_B06,Wdr82.1,1492.013482
control3_G07,shWdr82.2,1499.5356
control1_D03,shNcor1.2,1287.781526
control1_G09,shWdr82.4,1288.548282
control1_B09,shWhsc1.4,1384.79969
control3_G09,shWdr82.4,1607.997838
control3_B09,shWhsc1.4,1697.64616
13_C06,Prdm8.1,1983.409648
13_D03,Prkaa2.2,1984.523834
5_F05,Elp3.3,1528.230008
19_C08,Wdr82.2,1741.996688
13_E11,Prdm15.3,2037.343095
control1_D08,shCxxcl.3,1600.389439
2_G02,Brd4.4,1601.744031
control1_G04,shSmarce1.3,1603.505763
control3_E03,shSmarca4.2,1804.878559
3_G04,Brwd3.4,1632.48064
13_C10,Prdm5.2,2113.701004
13_F02,Prdm12.3,2115.295144
control1_B08,shWhsc1.3,1679.31673
13_D02,Prdm11.2,2165.209955
control1_E03,shSmarca4.2,1684.315827
13_D07,Prkaa2.3,2170.867172
control1_G08,shWdr82.3,1703.195469
13_E08,Prdm11.3,2236.439469
13_C09,Prkaa2.1,2253.032173
13_C02,Prdm9.2,2266.156274
13_D10,Prdm10.3,2269.531131
control2_G07,shWdr82.2,2298.845858
control1_D07,shCxxcl.2,1833.539752
control2_D09,shCxxcl.4,2338.580868
17_C09,Taf3.1,2017.322241
control1_G03,shSmarce1.2,1858.349977
control3_D06,shCxxcl.1,2027.719304
13_E10,Prdm8.3,2376.287507
13_D11,Prkcd.2,2384.108135
13_F10,Prdm13.4,2387.227381
13_E06,Prdm6.3,2401.094675
13_D09,Prdm15.2,2418.041467
6_F11,Hdac3.4,1927.986782
control1_C10,shCd4.2,1940.707075
13_C03,Prdm13.1,2457.712587
19_G08,Wdr82.4,2105.768302
13_C05,Prkaa1.2,2471.950932
13_C04,Prdm10.2,2490.361729
6_C05,Hdac3.2,1976.957392
15_B03,Setdb1.1,2131.58903
control2_G09,shWdr82.4,2502.835913
4_G09,Cxxc1.4,1989.417636
13_F11,Prkaa1.4,2510.057459
19_G11,Arid1a.2,2147.734367
5_E02,Ep300.2,1998.855571
13_F08,Prdm4.3,2527.556589
14_G04,Prmt2.4,2531.075946
13_D08,Prdm8.2,2531.494274
13_E03,Prdm4.2,2541.672334
control3_B08,shWhsc1.3,2168.021659
control2_G06,shWdr82.1,2549.265628
5_F09,Ep300.3,2026.196702
control1_C11,shCd4.2,2036.711068
13_G08,Prdm12.4,2592.62586
13_F07,Prdm9.4,2598.348034
13_E07,Prdm14.2,2601.239938
13_F05,Prdm14.3,2603.208233
20_E06,Paf1.3,2221.318461
16_E03,Smarca4.2,2227.021673
13_E04,Prdm10.4,2626.505907
control1_B06,shWhsc1.1,2093.783583
17_D07,Taf3.3,2236.426189
13_G03,Prdm2.4,2631.30153
control1_D05,shNcor1.4,2097.835174
13_D05,Prdm14.1,2649.107338
13_E09,Prkaa1.3,2654.048478
13_G09,Prdm5.4,2655.116232
13_D04,Prdm5.3,2657.07684
20_C07,Paf1.2,2265.653001
2_E10,Brd4.3,2127.894766
13_C08,Prdm12.2,2684.935847
control3_D08,shCxxcl.3,2294.780546
16_D07,Smyd2.3,2296.803645
17_G05,Tcea1.4,2298.02184
control1_D04,shNcor1.3,2162.167191
13_G10,Prdm15.4,2711.566776
15_G03,Setd5.4,2313.260598
13_G02,Prdm8.4,2743.648245
13_F06,Prdm13.3,2764.784547
13_G07,Prdm14.4,2777.359012
control1_E04,shSmarca4.3,2235.608126
13_B02,Prdm10.1,2786.313602
control1_E02,shSmarca4.1,2248.442138
13_G11,Prdm4.4,2811.756338
13_F03,Prkcd.3,2824.449538
13_C07,Prdm6.2,2836.907922
control1_B07,shWhsc1.2,2287.036252
control1_C09,shBrd8.4,2288.240669
19_F10,Whsc1.4,2417.588459
13_B05,Prdm4.1,2856.983509
control3_G08,shWdr82.3,2424.588536
15_C11,Setd5.1,2434.133157
13_G04,Prdm11.4,2880.7885
2_C06,Brd4.1,2326.122089
17_C05,Taf1.2,2472.665101
control1_E11,shCd4.4,2361.779017
15_F09,Setd5.3,2485.506973
13_C11,Prdm2.1,2941.984698
control3_G04,shSmarce1.3,2498.178179
20_B04,Paf1.1,2502.929984
12_B02,Pcgf2.1,2979.370206
control3_C11,shCd4.2,2527.990173
13_F09,Prdm2.3,2988.305376
control3_E02,shSmarca4.1,2533.570233
control1_G05,shSmarce1.4,2427.393091
control1_F08,shSp140.3,2431.559093
control1_D02,shNcor1.1,2434.642274
13_B11,Prkaa1.1,3014.350353
18_C10,Ube2b.2,2552.912578
control1_C08,shBrd8.3,2450.592659
13_B04,Prdm6.1,3034.376434
control3_G03,shSmarce1.2,2571.027492
control1_G02,shSmarce1.1,2461.752703
13_E05,Prdm9.3,3052.05395
control2_B09,shWhsc1.4,3056.21194
19_F06,Whsc1.3,2591.833241
control3_E11,shCd4.4,2593.136854
13_G06,Prkaa2.4,3068.980069
1_D05,Ash1l.1,2488.279274
7_B10,Hdac8.1,2495.563726
control1_B11,shCd4.1,2500.383755
control3_C10,shCd4.2,2607.929664
13_B06,Prdm12.1,3086.598183
control2_G08,shWdr82.3,3093.991687
13_B07,Prkcd.1,3097.178513
19_F02,Wdr82.3,2629.636068
control2_D06,shCxxcl.1,3114.506528
12_C05,Polr2b.2,3116.651936
control1_F09,shSp140.4,2541.772392
7_G08,Hdac9.4,2545.250293
21_F05,Smarcd2.1,2656.146373
15_E02,Setd5.2,2657.132631
9_D10,Kdm5b.3,3154.343236
control2_D08,shCxxcl.3,3177.691073
15_G06,Sin3a.4,2690.938199
17_B11,Taf1.1,2691.840195
control1_F02,shRunx3.1,2612.130756
19_E07,Whsc1l1.2,2718.714075
13_E02,Prdm2.2,3221.355532
13_B03,Prdm5.1,3226.244124
control1_E06,shKlf2.1,2635.154291
15_D08,Setmar.2,2729.452349
5_C11,Ep300.1,2637.849853
16_B05,Smarca4.1,2732.827342
6_D06,Gadd45b.2,2642.101343
control1_D11,shCd4.3,2643.821078
13_B08,Prdm9.1,3246.898795
control3_D07,shCxxcl.2,2746.343426
14_F06,Prmt5.3,3270.697394
control1_E08,shKlf2.3,2670.30954
control2_B08,shWhsc1.3,3275.799556
15_D03,Sin3a.2,2766.684124
2_B03,Brd2.1,2678.412933
13_B09,Prdm15.1,3298.753055
control1_C03,shmll2.2,2698.149834
control1_E10,shCd4.4,2699.199591
16_E09,Smarce1.3,2788.89382
control1_E05,shSmarca4.4,2702.906924
control3_B06,shWhsc1.1,2828.388339
14_F02,Prmt3.3,3374.895799
control1_E09,shKlf2.4,2771.415032
10_C09,Myst4.1,3386.590767
13_F04,Prdm6.4,3387.238087
4_B03,Cxxc1.1,2775.637494
control1_F07,shSp140.2,2784.993959
control1_D10,shCd4.3,2788.749856
control1_C07,shBrd8.2,2789.624132
control1_C04,shmll2.3,2794.975507
control3_B07,shWhsc1.2,2875.495306
control1_C06,shBrd8.1,2805.216533
16_C05,Smarce1.2,2884.997528
19_B11,Chd7.2,2889.195225
control2_E03,shSmarca4.2,3432.747417
control1_E07,shKlf2.2,2818.783132
control1_B10,shCd4.1,2823.622005
control3_D03,shNcor1.2,2907.482661
control3_B11,shCd4.1,2907.849903
6_B11,Hdac3.1,2838.418249
14_D10,Prmt1.3,3472.338021
12_F11,Polr2b.4,3476.248684
6_D02,Fkbp1a.2,2853.663519
6_B06,Gadd45a.1,2863.553042
6_D10,Fbxw9.3,2870.593168
control1_F06,shSp140.1,2872.491576
2_G09,Brd2.4,2881.964889
15_G08,Scml4.4,2960.754321
15_D10,Rpa3.3,2973.701721
17_D08,Suv420h2.2,2978.228776
10_B07,Nap1l1.1,3547.201855
6_D05,Gtf2b.1,2917.12009
14_G02,Rbbp7.4,3553.359589
11_C05,Paxip1.2,3555.019688
1_F04,Atad2.4,2933.139865
control1_F04,shRunx3.3,2939.469963
14_C11,Prmt8.1,3576.204333
19_C11,Zmynd8.1,3040.702617
12_C09,Ppargc1a.1,3623.614764
19_D03,Dpy30.1,3054.847084
control2_E02,shSmarca4.1,3640.31283
6_F04,Hdac1.4,3010.47249
16_D08,Smarcd1.2,3072.749018
11_F06,Ncoa3.3,3671.635582
control2_G04,shSmarce1.3,3673.904646
control1_B04,shBptf.3,3035.738038
17_B10,Smyd5.1,3097.625833
14_D07,Rnf217.3,3690.657027
14_C05,Rnf20.2,3695.253984
21_F06,Smarcb1.2,3108.768967
13_D06,Prdm13.2,3709.421096
1_G02,Atad2b.4,3070.56966
14_C03,Prmt5.1,3724.793132
10_E03,Mta2.2,3747.419573
17_D11,Tcea1.2,3147.520783
control2_D07,shCxxcl.2,3749.187294
12_D10,Pcgf2.3,3751.070945
3_G07,Cbx3.4,3101.768609
control1_C02,shmll2.1,3105.311446
6_C09,Hdac4.1,3106.391063
7_F09,Ing2.3,3111.154122
17_C08,Sp100.2,3169.240817
19_D06,Whsc1.2,3174.745786
1_D08,Atad2b.2,3124.620999
12_D07,Ppargc1a.3,3799.197304
20_B09,Iws1.1,3195.481845
18_B05,Trim66.1,3204.205078
14_B02,Prmt1.1,3821.608556
7_C07,Ing5.2,3161.61214
21_C04,Scmh1.1,3213.752201
control1_B05,shBptf.4,3166.798044
14_C04,Prmt1.2,3834.650073
1_E07,Ash1l.2,3179.371121
control3_C09,shBrd8.4,3226.10623
5_G03,Ep300.4,3192.124505
19_B02,Wbp7.1,3238.155098
control3_E04,shSmarca4.3,3238.584683
8_G08,Kat2a.4,3870.544231
16_G11,Smarca4.4,3251.834745
19_E10,Cbx2.2,3255.882699
4_D04,Cxxc1.3,3223.441207
20_D07,Prdm16.3,3266.67946
control3_F02,shRunx3.1,3267.484844
2_E06,Brd3.3,3233.155401
13_G05,Prkcd.4,3906.971322
15_C09,Sin3a.1,3285.826026
control2_G03,shSmarce1.2,3923.579162
11_C04,Nap1l2.2,3926.114758
6_C08,Gadd45a.2,3258.65531
13_B10,Prdm11.1,3936.409122
21_F02,Smarca2.1,3313.831563
5_B07,Fbxo44.1,3287.295568
6_F09,Gtf3c4.3,3289.669729
19_B09,Zmynd11.1,3333.860271
16_D10,Sirt1.3,3337.065802
14_G03,Prmt8.4,3982.042987
16_D04,Smarca5.3,3340.908822
control2_B07,shWhsc1.2,3985.76019
6_E09,Hdac3.3,3307.402829
7_C11,Ing2.1,3308.950333
16_F08,Smarca4.3,3347.50074
15_E06,Setdb2.3,3348.976927
control3_D11,shCd4.3,3362.342982
17_D03,Taf3.2,3366.156926
16_D02,Sirt3.2,3368.089864
8_F05,Kat5.3,4020.505322
6_D07,Hdac4.3,3337.480049
3_E04,Brwd1.4,3342.346062
1_B09,Ash2l.1,3349.420166
control3_C02,shmll2.1,3384.169245
control3_E10,shCd4.4,3399.908744
4_B02,Chd3.1,3372.352617
15_D07,Sin3a.3,3403.930215
14_E10,Rbbp7.3,4063.078884
7_F04,Ing5.4,3384.937433
14_B04,Rbbp5.1,4079.945275
control2_C10,shCd4.2,4081.08207
control2_C11,shCd4.2,4081.230649
6_E08,Fkbp1a.3,3392.658526
19_B04,Brd7.2,3420.326391
6_E06,Hdac1.3,3404.875346
12_C10,Phf20.2,4099.529692
control1_B03,shBptf.2,3416.778542
12_B08,Phip.1,4110.124775
2_B04,Brd3.1,3427.533684
12_B09,Phf1.1,4124.478607
18_C06,Ube2i.1,3454.955801
19_E03,Actl6a,3455.220278
14_C06,Rbbp7.1,4126.83725
12_B03,Phf20.1,4127.900423
2_E09,Brd9.3,3438.001391
6_F08,Hat1.3,3442.46563
3_B02,Brwd1.1,3443.518988
15_E10,Setmar.3,3468.691827
10_G09,Mta3.4,4144.683343
15_C04,Rpa3.2,3471.588929
11_C11,Nsd1.1,4153.861234
16_C03,Sirt5.1,3479.383667
1_G11,Asxl2.4,3458.257914
6_B08,Hdac2.1,3464.244372
16_C09,Smyd2.1,3487.000511
control3_F08,shSp140.3,3488.951241
14_G07,Prmt6.4,4169.049288
16_G02,Smarcd1.4,3494.766882
19_C09,Clock.3,3496.512088
15_D04,Setdb1.3,3498.156645
18_B11,Usp22.1,3500.880758
7_B08,Jarid2.1,3491.935763
2_D03,Brpf1.2,3492.817184
20_B05,Kdm4b.3,3515.987889
3_C02,Chaf1b.2,3502.793181
6_E10,Hdac10.3,3503.784781
1_D06,Arid2.2,3504.232092
11_B11,Paxip1.1,4208.553751
1_D11,Aurkb.2,3508.673679
17_C02,Suz12.2,3526.920511
11_E07,Ncor1.2,4218.36463
7_D04,Ing4.3,3519.509025
7_E09,Jhdm1d.3,3519.978617
14_G08,Prmt3.4,4228.261019
21_F10,Smarcc1.1,3539.531676
8_C05,Kdm4c.2,4230.269707
control1_F03,shRunx3.2,3527.415446
15_G05,Sin3b.4,3548.828146
1_B02,Actl6b.1,3537.927134
control2_D05,shNcor1.4,4248.352286
control2_C09,shBrd8.4,4248.532271
7_D11,Jmjd4.2,3543.244174
6_B04,Hdac1.1,3544.514117
control2_F02,shRunx3.1,4255.355495
1_E11,Ash2l.3,3548.186549
16_G03,Smarca1.4,3564.155105
15_B08,Sfmbt1.1,3567.879981
9_F08,L3mbtl3.3,4267.769561
7_B03,Ing4.1,3559.382476
18_C07,Ube2e1.2,3573.32786
7_D07,Jmjd1c.3,3563.922347
12_B06,Pcgf6.1,4275.591621
2_F07,Brd8.4,3565.928048
3_D05,Cbx3.1,3570.71838
7_B04,Ing5.1,3572.662323
7_B02,Hdac7.1,3576.047237
5_F08,Ep400.3,3582.6146
2_C05,Brd9.2,3585.368359
19_D10,Wbp7.3,3596.142476
14_C02,Ring1.2,4302.594909
12_B05,Phf2.1,4307.447635
14_E05,Ring1.3,4308.648115
12_F03,Prdm1.3,4308.670661
18_B03,Ube2b.1,3607.315333
8_G09,Kdm2b.4,4314.040096
