plate_well,shRNA,Percentage
14_B10,Prmt2.1,46.8344775
1_B11,Atr.1,34.76465731
12_F05,Phc1.3,46.89378758
6_G02,Hdac10.4,34.76821192
15_D03,Sin3a.2,46.5993266
control1_G03,shSmarce1.2,34.91218733
17_C05,Taf1.2,46.82352941
10_E03,Mta2.2,47.13983051
19_F11,Clock.2,46.87282835
12_G07,Phc1.4,47.25935829
8_E08,Jmjd6.3,47.31222386
19_G08,Wdr82.4,47.15649647
17_G11,Suv39h1.4,47.1595775
1_G07,Ash1l.4,35.38812785
16_F08,Smarca4.3,47.17921805
control3_B11,shCd4.1,47.18614719
15_G11,Setd8.4,47.20873786
5_G10,Elp4.4,35.44913573
5_B09,Elp4.1,35.50583658
11_F03,Pcgf1.3,47.55011136
9_G05,Men1.4,47.61453397
17_G03,Supt16h.4,47.42004264
10_G08,Mll3.4,47.66550523
10_E11,Msl3.3,47.74700289
15_E07,Setd2.2,47.58876524
15_D10,Rpa3.3,47.59358289
18_D08,Ube2i.2,47.625
15_F08,Setd8.3,47.67123288
11_F09,Nsd1.3,47.97008547
2_D10,Baz1a.3,36.07594937
17_B09,Ssrp1.1,47.8826591
16_D08,Smarcd1.2,47.94007491
control1_G02,shSmarce1.1,36.20867769
control2_G09,shWdr82.4,48.15270936
15_D11,Sin3b.2,48.05280528
13_C11,Prdm2.1,48.26059456
2_B08,Brd8.1,36.36363636
control3_C09,shBrd8.4,48.11903425
12_E11,Phf1.3,48.3016983
15_D05,Setd2.1,48.15384615
5_G08,Ehmt1.4,36.4628821
1_G02,Atad2b.4,36.52272086
11_G10,Ncor2.4,48.42931937
2_B10,Baz1b.1,36.53585927
12_F09,Phf19.3,48.44740177
2_E10,Brd4.3,36.58243081
17_G10,Ssrp1.4,48.41781014
17_E08,Smyd5.3,48.42906235
3_E11,Cbx4.3,36.69891173
12_G06,Ppargc1a.4,48.60813704
5_E10,Ercc5.3,36.80709534
control3_G03,shSmarce1.2,48.60406091
2_C02,Brd8.2,36.88415446
12_C11,Phf19.1,48.81822089
4_F02,Chd5.3,37.11229947
17_B06,Sp100.1,48.84176183
18_B11,Usp22.1,48.85945548
14_C05,Rnf20.2,49.12140575
9_G06,Mecom.4,49.1353001
control1_C05,shmll2.4,37.36209855
control3_E04,shSmarca4.3,49.07456372
5_D11,Fbxo44.2,37.37785016
16_D03,Smyd2.2,49.0981241
9_F08,L3mbtl3.3,49.24760602
16_F07,Smarcd3.4,49.19835089
3_B09,Cbx4.1,37.50698714
12_F11,Polr2b.4,49.28909953
16_D11,Smyd3.2,49.27395934
16_G03,Smarca1.4,49.33381347
15_G06,Sin3a.4,49.35622318
2_B02,Baz1a.1,37.6744186
6_C06,Hdac10.1,37.71790808
4_C07,Dmap1.2,37.72241993
11_F06,Ncoa3.3,49.47761194
3_B10,Brwd3.1,37.76061776
7_E10,Ino80.3,37.76525199
3_F11,Chd1.4,37.79761905
19_C04,Wbp7.2,49.49439738
10_C09,Myst4.1,49.56949569
18_F08,Trim66.3,49.64809384
11_B09,Ncor2.1,49.81238274
17_D02,Smyd5.2,49.81684982
1_D02,Aff1.2,38.15309842
20_B07,Rnf2.2,49.83655275
19_F10,Whsc1.4,49.84641162
5_G07,Elp3.4,38.18424566
3_B11,Chd1.1,38.19193324
2_E04,Baz1a.4,38.20617356
6_C10,Hcfc1.2,38.22115385
11_B02,Nap1l2.1,49.9272198
6_B09,Gtf2f1.1,38.26606876
18_C07,Ube2e1.2,50
18_C09,Usp27x.1,50
18_D05,Trim24.1,50
control3_D03,shNcor1.2,50
10_C07,Mtf2.2,50
12_D06,Pcmt1.2,50
19_G11,Arid1a.2,50.01772421
5_D03,Fbxl19.2,38.36944128
10_D09,Msl3.2,50.04464286
13_D06,Prdm13.2,50.12376238
2_E11,Bop1.3,38.50415512
13_C06,Prdm8.1,50.18486566
8_G03,Kdm1b.4,50.23400936
2_C10,Brd2.2,38.61386139
12_C09,Ppargc1a.1,50.2568893
12_C02,Phip.2,50.26737968
8_E11,Kdm1a.3,50.26923077
16_C05,Smarce1.2,50.38295038
11_B03,Padi1.1,50.35460993
16_E02,Smarca1.2,50.43622767
1_G11,Asxl2.4,38.8251651
4_C03,Chd6.1,38.86462882
17_E04,Smyd4.4,50.533727
4_G06,Dnmt3l.4,38.88888889
1_B02,Actl6b.1,38.90429958
18_B02,Tdg.1,50.5779532
6_B02,Fbxw9.1,38.9254386
9_F04,Mbd1.4,50.52277819
17_C11,Supt16h.1,50.60422961
2_B06,Baz2a.1,38.96236012
3_D11,Chd2.2,39.01288903
18_G09,Ube2b.4,50.68870523
20_C02,Phc3.2,50.75172694
2_B04,Brd3.1,39.11111111
6_C09,Hdac4.1,39.12037037
17_B10,Smyd5.1,50.78343593
16_G10,Sirt7.4,50.83479789
16_B04,Smarcc2.1,50.85444903
17_B07,Tcea1.1,50.88797814
1_B10,Aff1.1,39.33217693
13_E02,Prdm2.2,50.89141005
6_G10,Gtf2f1.4,39.37708565
3_D10,Brwd1.3,39.38751472
9_C08,Kdm5d.2,50.91911765
14_E08,Prmt2.3,50.95541401
11_G06,Pbrm1.4,50.95846645
6_F10,Gadd45b.4,39.4434629
15_B05,Setd8.1,51.13507378
6_E09,Hdac3.3,39.55276031
9_C05,Mbd4.2,51.0727056
8_C07,Kdm3a.2,51.07913669
4_D04,Cxxc1.3,39.63170536
11_D11,Pcgf1.2,51.18329466
10_G10,Msl3.4,51.19047619
11_E11,Ncor2.3,51.21313923
10_B02,Mll1.1,51.21550591
8_F07,Kdm4a.4,51.26225126
7_G03,Ing2.4,39.79176098
19_D11,Eaf1.2,51.42737196
control3_D11,shCd4.3,51.47058824
4_F03,Dot1l.3,39.8540146
control2_G08,shWdr82.3,51.31964809
14_E02,Prmt8.2,51.34782609
16_B08,Smarcd3.1,51.51515152
9_C06,Mbd2.1,51.35135135
19_G02,Cbx2.3,51.52146728
4_B07,Dot1l.1,39.9031477
15_C09,Sin3a.1,51.52749491
12_D02,Pcgf5.2,51.36054422
2_G07,Bmi1.4,40
5_F08,Ep400.3,40
7_C09,Jmjd1c.1,40
9_C11,L3mbtl2.1,51.44665461
12_G11,Phf2.4,51.46825397
5_G05,Fbxo44.4,40.05333333
20_B11,Phf10.2,51.74244939
18_F10,Tet3.4,51.81704261
16_B11,Smarce1.1,51.82514646
6_D10,Fbxw9.3,40.22988506
6_E02,Gtf3c4.2,40.2363534
16_D06,Sirt5.2,51.8699187
5_C08,Ehmt1.2,40.30172414
10_G07,Morf4l1.4,51.7552658
10_F11,Myst3.4,51.76348548
18_E05,Uhrf1.3,52.01480263
9_C10,L3mbtl4.2,51.82696346
19_G10,Zmynd11.4,52.06237425
20_B06,Gtf2h1.1,52.08681135
4_D02,Chd4.2,40.49479167
19_C05,Chd7.3,52.11528292
8_C11,Kdm1b.1,51.89301841
11_G03,Nsd1.4,51.93548387
8_C05,Kdm4c.2,52.00394867
5_F10,Ehmt2.4,40.65217391
1_F04,Atad2.4,40.74074074
1_C11,Asxl1.1,40.75807206
6_E11,Gtf2f1.3,40.76045627
11_C09,Pbrm1.1,52.116235
17_C10,Suv39h2.2,52.39385727
1_E03,Asxl2.2,40.80188679
2_C06,Brd4.1,40.80604534
18_B09,Trim28.1,52.40665767
1_G09,Asxl3.4,40.81784387
10_D05,Morf4l1.1,52.2037779
8_B07,Kdm5a.1,52.20660347
16_C08,Sirt4.2,52.46990452
16_G05,Smyd3.4,52.49913823
12_C03,Pcmt1.1,52.26195605
12_E03,Phf2.2,52.2673031
12_C10,Phf20.2,52.28384992
12_F04,Phf20l1.4,52.31355471
20_C11,Jmjd8.2,52.58666667
12_C04,Pcgf2.2,52.32371795
19_D08,Cbx2.1,52.60154414
9_C02,Mbd3.2,52.33291299
control1_B09,shWhsc1.4,41.02518624
14_B09,Prmt7.1,52.33798195
7_F02,Hdac9.3,41.12318841
7_E02,Ing2.2,41.13475177
9_B09,L3mbtl1.1,52.45628643
13_F03,Prkcd.3,52.47221158
control3_E11,shCd4.4,52.77108434
12_C07,Phf20l1.2,52.48120301
5_C09,Fbxl19.1,41.2173913
12_E10,Phf8.3,52.51959686
5_F02,Ehmt1.3,41.25
9_C09,Mecom.1,52.56290774
16_C09,Smyd2.1,52.86857905
16_G07,Sirt6.4,52.87781892
control3_C07,shBrd8.2,52.90745291
6_B06,Gadd45a.1,41.3509061
8_E04,Jmjd5.4,52.62081309
1_C08,Aff4.2,41.39145751
10_C11,Mta1.1,52.71338251
8_E05,Kdm4a.3,52.7317589
control2_F08,shSp140.3,52.74445656
control2_G03,shSmarce1.2,52.7458493
8_C04,Jmjd5.2,52.75104413
20_G03,Kdm4b.2,53.08823529
3_G10,Cbx4.4,41.53279786
control2_E04,shSmarca4.3,52.79091769
5_B10,Eed.1,41.55982906
12_D09,Phf1.2,52.82700422
9_G02,Mbd2.4,52.91828794
12_G02,Phf8.4,52.94117647
control2_C05,shmll2.4,52.9455081
2_F07,Brd8.4,41.72661871
control2_G04,shSmarce1.3,52.98722703
16_F10,Sirt5.4,53.33642261
13_C10,Prdm5.2,53.02419355
16_C04,Sirt1.2,53.40488527
9_E11,L3mbtl1.3,53.06010929
15_C05,Sfmbt2.2,53.41643583
10_C10,Mta3.2,53.09928689
16_G02,Smarcd1.4,53.46878097
17_F07,Suz12.4,53.50318471
2_E09,Brd9.3,41.97309417
13_D08,Prdm8.2,53.16742081
15_C07,Setdb2.2,53.56256647
18_C10,Ube2b.2,53.57590966
8_F08,Kdm2a.3,53.20881226
16_G06,Smyd2.4,53.60501567
19_E11,Zmynd11.3,53.61016424
11_D06,Ncoa3.2,53.24074074
2_G08,Baz2a.4,42.06672091
9_B11,Mbd4.1,53.31541219
13_B10,Prdm11.1,53.33333333
15_C03,Setd1a.1,53.75394322
6_F02,Gadd45a.3,42.20930233
5_B06,Ehmt1.1,42.22048475
6_C02,Hdac2.2,42.27272727
15_G07,Setd2.4,53.84615385
8_C06,Kdm3b.1,53.44827586
control1_G05,shSmarce1.4,42.31177094
16_D02,Sirt3.2,53.86721424
17_G02,Suv420h2.4,53.88646288
15_G05,Sin3b.4,53.89487017
16_G08,Sirt4.4,53.90542907
control1_D11,shCd4.3,42.38468233
5_D10,Dub2a.3,42.41103849
15_D06,Setd1a.2,53.96188566
4_F05,Chd8.3,42.44817374
9_G09,L3mbtl4.4,53.61941916
18_C08,Tet2.2,54.05594406
3_C11,Cbx5.1,42.530836
14_D06,Prmt5.2,53.67483296
5_C05,Ezh2.2,42.5767648
4_E05,Dnmt3a.3,42.63074485
14_F04,Rbbp5.4,53.73517153
19_C02,Cecr2.2,54.21279213
11_G09,Padi1.4,53.79113019
7_B02,Hdac7.1,42.70072993
16_C07,Smarcc2.2,54.24044734
4_C04,Chd3.2,42.71137026
10_F09,Mta1.3,53.80577428
15_E05,Sfmbt1.3,54.24575425
14_G03,Prmt8.4,53.88471178
control2_G06,shWdr82.1,53.90827805
1_G10,Ash2l.4,42.84829721
2_D11,Brpf3.2,42.85714286
15_B11,Sfmbt2.1,54.40658049
4_C11,Crebbp.1,42.89059886
17_D07,Taf3.3,54.42083619
12_E09,Polr2b.3,53.97082658
15_E02,Setd5.2,54.45420326
16_B07,Smyd3.1,54.46127946
17_C03,Sp110.1,54.5146379
18_E08,Tet1.3,54.54545455
4_G10,Chd9.4,43.0408472
10_B04,Mtf2.1,54.10192666
control3_G05,shSmarce1.4,54.58207452
6_E10,Hdac10.3,43.08019872
9_G08,Kdm5d.4,54.16066801
1_E11,Ash2l.3,43.15789474
17_F02,Sp100.3,54.67690917
5_B02,Dub2a.1,43.20987654
9_F07,Mbd3.4,54.23932652
18_E09,Usp22.3,54.73927562
10_C08,Mll3.2,54.26324503
17_E10,Suv420h2.3,54.75504323
control3_G07,shWdr82.2,54.77031802
8_D09,Kdm1a.2,54.28708287
8_G02,Kdm3b.4,54.29334429
6_C08,Gadd45a.2,43.28042328
5_G04,Eed.4,43.28358209
3_G11,Cbx6.4,43.32574032
13_C07,Prdm6.2,54.33975008
3_B06,Carm1.1,43.34450198
1_B04,Atad2.1,43.35976214
control2_G07,shWdr82.2,54.36893204
16_F06,Sirt5.3,54.87949427
12_F10,Pcmt1.4,54.44642503
15_E11,Setd4.3,55
4_F04,Dmap1.4,43.50031706
18_E06,Ube2e1.3,55.02392344
10_D04,Mta3.3,54.54545455
14_F11,Rnf20.4,54.55120101
7_G06,Jmjd1c.4,43.63182305
5_G09,Epc1.4,43.65781711
4_G07,Chd8.4,43.69247428
2_G02,Brd4.4,43.70229008
13_G03,Prdm2.4,54.66491459
2_E02,Bptf.2,43.70860927
17_C07,Suv420h1.2,55.22189742
16_D10,Sirt1.3,55.23840415
control2_E11,shCd4.4,54.7008547
9_D11,Men1.2,54.71698113
11_C10,Padi1.2,54.7311828
3_G08,Carm1.4,43.80645161
17_G09,Suv39h2.4,55.32809871
control1_B11,shCd4.1,43.84133612
2_D05,Bmi1.1,43.87047032
control3_G06,shWdr82.1,55.3652968
1_F07,Atm.4,43.87755102
6_C07,Hdac1.2,43.88984509
16_E04,Sirt1.4,55.38358008
18_D10,Tdg.3,55.38922156
5_C03,Ehmt2.1,43.92470051
15_F06,Setd1a.3,55.42949757
20_G10,Jmjd8.1,55.43345543
21_C11,Ube2a.1,55.49227014
14_E03,Psip1.2,54.95361781
7_B11,Jhdm1d.1,44.0445587
2_D08,Brd4.2,44.06779661
15_B08,Sfmbt1.1,55.5613577
19_C07,Brd7.3,55.6424581
control3_B04,shBptf.3,55.65770863
15_G03,Setd5.4,55.67042607
2_C05,Brd9.2,44.24778761
8_G05,Kdm5a.4,55.14344262
13_G07,Prdm14.4,55.15548282
4_G04,Chd4.4,44.27710843
5_C06,Ercc5.1,44.28429423
12_C06,Phf8.1,55.20134228
2_D09,Bop1.2,44.32234432
8_G04,Jmjd6.4,55.20504732
2_C04,Baz1a.2,44.33656958
4_D05,Chd8.1,44.35344828
20_G07,Hdac5.3,55.83333333
2_G10,Bop1.4,44.35897436
9_D09,L3mbtl1.2,55.24920467
8_D04,Kdm2b.3,55.26182859
5_B04,Epc2.1,44.39112178
21_B02,Satb1.3,55.87602238
4_C02,Dnmt3a.2,44.41391941
15_C08,Scml4.2,55.88716271
21_F02,Smarca2.1,55.91463415
3_B08,Chaf1b.1,44.4908928
10_C05,Myst3.2,55.36938309
control2_D11,shCd4.3,55.3816047
1_C05,Atr.2,44.57242583
2_D03,Brpf1.2,44.57627119
2_C07,Brd3.2,44.58092486
8_G11,Kdm2a.4,55.4539057
21_C03,Smarca2.3,56.10607118
9_F09,L3mbtl2.3,55.48980934
18_E07,Trim24.2,56.11862943
4_G03,Crebbp.4,44.65691789
17_G05,Tcea1.4,56.15779346
14_G06,Rnf217.4,55.532926
11_G07,Ncor1.4,55.54460325
control1_B08,shWhsc1.3,44.7265625
18_G02,Ube2i.4,56.22775801
14_C08,Prmt3.2,55.60090703
2_G11,Brd1.4,44.78873239
21_D06,Smarcb1.1,56.25
21_E07,Smarcc1.3,56.25
control3_G02,shSmarce1.1,56.25
control1_E05,shSmarca4.4,44.83790524
5_B03,Epc1.1,44.85849057
15_B03,Setdb1.1,56.33264766
1_B08,Atm.1,44.88536155
21_G08,Smarca2.2,56.34662327
13_G02,Prdm8.4,55.72916667
20_B03,Padi2.1,56.42512077
9_B07,Men1.1,55.77330508
11_E02,Nsd1.2,55.79302587
18_D11,Usp51.2,56.46186441
16_F03,Smyd3.3,56.49867374
control2_G02,shSmarce1.1,55.85235551
11_D02,Nap1l3.2,55.86258402
17_G08,Sp100.4,56.54255319
17_C04,Smyd4.2,56.54345654
4_D06,Chd6.2,45.09646302
9_D07,Mecom.3,55.87828492
9_F10,Kdm6a.4,55.88235294
8_F09,Kdm1b.3,55.93180757
7_C06,Ino80.1,45.1590106
9_G07,Kdm6b.4,55.93495935
13_E10,Prdm8.3,55.94159114
9_C04,Kdm5b.2,55.94405594
16_B06,Sirt4.1,56.68016194
11_G11,Orc1.4,56.06884058
control2_G05,shSmarce1.4,56.07819181
8_B10,Jmjd6.1,56.07995558
13_D11,Prkcd.2,56.10778443
14_C07,Rbbp5.2,56.1237645
19_C08,Wdr82.2,56.82297155
13_G04,Prdm11.4,56.1303673
5_B07,Fbxo44.1,45.39223153
19_G05,Fbxo17.1,56.8356998
6_D05,Gtf2b.1,45.39800995
control1_B05,shBptf.4,45.41511772
10_G04,Mll2.4,56.17202018
control1_G09,shWdr82.4,45.45094937
1_F09,Asxl1.3,45.45454545
6_G07,Gtf2b.4,45.48387097
20_D11,Rnf2.3,56.94444444
11_B07,Pcgf1.1,56.23973727
6_D09,Gtf2f1.2,45.5178416
8_E02,Kdm1b.2,56.266387
16_E07,Sirt6.2,57.00737619
19_D03,Dpy30.1,57.02459792
1_B03,Asxl3.1,45.63540398
1_C07,Atad2.2,45.68115942
15_F02,Scml4.3,57.12171661
control3_F08,shSp140.3,57.12177122
13_C04,Prdm10.2,56.40394089
6_B05,Hat1.1,45.70998495
11_F11,Paxip1.4,56.46090535
11_G08,Ncoa1.4,56.46687697
12_C05,Polr2b.2,56.47482014
6_D11,Hdac6.2,45.78833693
20_F05,Hdac5.2,57.21884498
7_G10,Hltf.4,45.79403998
15_F05,Setd2.3,57.22284434
15_B10,Scml2.1,57.2234763
20_G09,Padi3,57.2265625
8_E03,Kdm2a.2,56.50374968
6_G04,Fkbp1a.4,45.83333333
control2_F06,shSp140.1,56.52173913
20_G05,Satb1.2,57.29522184
10_B03,Mta3.1,56.55577299
7_D02,Hdac8.2,45.87856856
18_B04,Ube2e1.1,57.30452675
5_G02,Ercc5.4,45.90288316
12_D07,Ppargc1a.3,56.57894737
11_F10,Ncoa3.4,56.58465991
15_F03,Sin3b.3,57.3650948
4_D03,Dnmt3l.2,45.94594595
20_C03,H2afz.2,57.40551583
8_C08,Kat2a.2,56.67870036
1_E04,Actl6b.4,46.02026049
6_B03,Hcfc1.1,46.04462475
11_E08,Nap1l3.3,56.75247525
12_D10,Pcgf2.3,56.75675676
2_C03,Baz2b.1,46.11197512
1_D09,Ash2l.2,46.13284804
19_C03,Whsc1.1,57.55985569
14_F09,Prmt8.3,56.83453237
21_F10,Smarcc1.1,57.61452745
18_G04,Tet1.4,57.63660303
12_B03,Phf20.1,56.86402082
8_F02,Kat2a.3,56.87568757
3_E09,Chd1.3,46.24561404
3_D08,Chaf1a.2,46.24664879
3_C05,Chd1.2,46.25520111
14_F07,Ring1.4,56.8986569
10_B10,Mll2.1,56.90056535
7_C10,Ing4.2,46.27586207
9_F06,Kdm6a.3,56.92549843
6_C04,Fbxw9.2,46.33204633
3_B07,Chd2.1,46.37042712
1_F10,Arid2.4,46.41288433
21_G07,Smarcd2.2,57.82857143
14_E10,Rbbp7.3,57.04797048
2_G06,Brpf1.4,46.44444444
4_E07,Chd8.2,46.46464646
8_B11,Kdm4c.1,57.08997722
7_B07,Jmjd4.1,46.52278177
11_C06,Padi6.1,57.14285714
18_B08,Uhrf1.1,57.99467022
4_G02,Dnmt1.4,46.59776055
11_C03,Ncoa3.1,57.19844358
18_E03,Trim66.2,58.06451613
12_B06,Pcgf6.1,57.25062867
2_B05,Brd1.1,46.68458781
8_B02,Jmjd5.1,57.26141079
21_B10,Setd3.1,58.15324165
2_G03,Bptf.4,46.79174484
15_G04,Scml2.4,58.19337267
1_C03,Arid2.1,46.80437424
11_G02,Padi6.4,57.36482287
control2_B11,shCd4.1,57.37122558
14_D11,Rnf40.2,57.40598619
4_C09,Dnmt3l.1,46.86998395
18_F05,Trim24.3,58.27629123
15_D08,Setmar.2,58.27991453
4_E03,Ctsl.2,46.89092762
2_F10,Baz2b.4,46.91358025
6_E08,Fkbp1a.3,46.93129771
21_E02,Ube2a.2,58.33333333
5_F06,Ehmt2.3,46.95524578
13_F09,Prdm2.3,57.49542962
12_E04,Pcgf2.4,57.49840459
13_E07,Prdm14.2,57.50784402
1_G08,Aff4.4,46.97569248
13_E08,Prdm11.3,57.51374465
9_E04,Kdm5b.4,57.51738898
16_B09,Sirt7.1,58.38454785
11_D04,Padi1.3,57.54328112
8_D11,Kdm5a.2,57.55541997
15_C02,Sfmbt1.2,58.42627014
12_E02,Phf19.2,57.5708502
7_D07,Jmjd1c.3,47.05882353
7_F11,Jhdm1d.4,47.06051047
14_E06,Rbbp5.3,57.59416768
1_D07,Atrx.3,47.07520891
16_F05,Sirt6.3,58.47362514
11_E04,Nap1l2.4,57.70433229
6_G06,Hdac4.4,47.20426017
7_D03,Jmjd1c.2,47.21393035
2_E06,Brd3.3,47.22222222
3_G09,Cbx7.4,47.26138202
control2_B09,shWhsc1.4,57.76436964
11_E03,Orc1.2,57.7724359
1_D11,Aurkb.2,47.2826087
4_F10,Chd6.4,47.28682171
17_D05,Sp140.1,58.68457619
17_B04,Suv420h1.1,58.70366356
9_B08,Mbd3.1,57.84313725
14_G07,Prmt6.4,57.84557908
15_B09,Setd4.1,58.77995643
10_F05,Morf4l1.3,57.89473684
control1_B10,shCd4.1,47.42306266
18_E04,Tdg.4,58.80175025
5_D04,Epc1.3,47.44645799
7_G04,Hdac8.4,47.4469991
16_C02,Smarcd3.2,58.90136327
13_D05,Prdm14.1,58
11_B06,Ncoa1.1,58.04117974
11_G04,Nap1l3.4,58.04464973
18_D07,Usp27x.3,58.96211398
control3_E08,shKlf2.3,58.984375
13_G11,Prdm4.4,58.07888041
19_C09,Clock.3,59
3_C08,Carm1.2,47.6498801
4_E11,Chd9.3,47.65245548
17_E03,Suv39h1.2,59.03216111
