plate,shRNA,Well,GeoMean
1,Asxl2.4,G11,4309.167398
control 3,shSp140.1,F06,5665.9807
3,Cbx4.4,G10,4314.000706
14,Ring1.4,F07,9432.921448
2,Baz2b.4,F10,4316.714717
7,Ing2.2,E02,4317.661604
19,Eaf1.3,F03,5674.366411
control 2,shCd4.1,B10,9442.061049
9,L3mbtl4.2,C10,9442.580328
20,Phc3.3,E05,5676.994003
4,Dot1l.2,D11,4323.407508
7,Hdac7.1,B02,4323.868575
21,Smarcc1.1,F10,5683.045426
4,Dmap1.3,E06,4329.135423
2,Bmi1.4,G07,4329.188957
9,Men1.3,F03,9466.941251
3,Cbx4.2,D09,4332.7849
3,Chd1.4,F11,4332.861862
12,Prdm1.4,G05,9490.370477
17,Tcea1.3,F03,5704.633129
2,Brpf1.4,G06,4346.552171
17,Sp100.1,B06,5709.316307
14,Psip1.4,G11,9502.933576
15,Scml2.1,B10,5715.119212
18,Usp22.4,F11,5715.232103
21,Scmh1.1,C04,5722.205701
8,Kdm4c.1,B11,9523.671055
2,Brpf1.3,D07,4367.421996
20,Jmjd8.3,E02,5740.343388
2,Brpf3.3,F03,4372.670339
9,Mbd4.4,F11,9553.872361
7,Jmjd1c.2,D03,4372.924559
15,Setmar.4,G02,5740.879828
11,Nap1l2.4,E04,9565.010155
21,Ube2a.1,C11,5749.506471
8,Kat2b.1,C03,9574.182208
8,Kdm1a.3,E11,9580.682446
13,Prdm5.2,C10,9585.886461
11,Nsd1.4,G03,9590.629321
8,Kdm4d.4,G06,9595.137997
2,Baz1b.3,E08,4393.273476
15,Sin3b.1,B07,5769.50503
1,Asxl2.1,B05,4398.117642
3,Cbx5.4,G03,4402.448498
1,Atad2.2,C07,4407.559075
19,Fbxo17.1,G05,5784.395337
9,L3mbtl4.3,D04,9629.36065
17,Sp140.3,F05,5785.847259
1,Actl6b.4,E04,4411.776499
19,Whsc1l1.3,F05,5792.064931
12,Phf20.4,G09,9649.669927
10,Mll5.3,F06,9650.117682
4,Dnmt3b.3,E09,4419.760888
8,Kdm4a.3,E05,9655.725549
7,Jmjd1c.4,G06,4423.983214
15,Sfmbt2.1,B11,5804.080894
1,Aff4.1,B06,4424.089316
4,Dnmt3a.4,F07,4424.366908
16,Smarce1.1,B11,5810.910569
19,Wbp7.4,E04,5814.59836
1,Aurkb.1,B07,4432.880012
14,Prmt2.3,E08,9682.521015
14,Prmt6.4,G07,9693.209417
17,Smyd5.1,B10,5824.792899
8,Kdm3b.2,D08,9700.858582
5,Elp3.1,D05,4444.706766
16,Sirt1.4,E04,5831.172159
11,Parp1.4,F07,9711.682559
17,Smyd4.4,E04,5839.12593
2,Brpf1.1,C09,4457.049875
13,Prdm13.3,F06,9732.44492
10,Myst4.1,C09,9734.912417
1,Asxl3.1,B03,4458.796307
10,Mtf2.2,C07,9736.266869
16,Smarca1.2,E02,5849.363177
5,Dub2a.2,C04,4464.996252
9,Kdm5c.4,G04,9751.725827
10,Mll1.2,C04,9754.476129
19,Wbp7.1,B02,5860.52852
19,Dpy30.2,D07,5861.107047
17,Suv39h2.4,G09,5861.537645
13,Prdm4.3,F08,9759.918565
16,Smarcd3.3,E05,5862.026652
11,Padi1.1,B03,9764.678644
7,Hells.1,C03,4474.66093
7,Hdac9.3,F02,4475.357325
20,Gtf2h1.3,F02,5868.431072
1,Aff4.3,F02,4476.495309
20,Rnf2.2,B07,5870.370296
6,Gtf2b.3,F05,4477.679722
2,Baz2b.1,C03,4480.051741
2,Bptf.4,G03,4482.976859
7,Hdac7.3,D10,4484.342291
18,Trim28.2,D09,5884.684064
15,Setd5.3,F09,5887.1961
7,Ing5.1,B04,4492.645308
20,Hdac5.1,E07,5890.357319
1,Asxl1.3,F09,4493.799921
control 2,shBrd8.3,C08,9809.482071
3,Brwd3.3,E08,4495.08649
18,Usp22.3,E09,5893.097644
control 3,shCd4.3,D10,5894.712265
14,Rnf20.3,E09,9822.259631
2,Bop1.2,D09,4500.355802
5,Elp4.3,E11,4500.493464
14,Prmt6.1,D05,9829.583173
5,Eed.1,B10,4506.608839
10,Mll2.4,G04,9836.155607
10,Myst3.2,C05,9836.895927
12,Phf19.4,G03,9847.473247
20,Jmjd8.1,G10,5913.88111
16,Smarca1.3,F09,5917.243621
7,Jhdm1d.1,B11,4518.481879
20,Phc3.1,B08,5921.369091
9,Mbd4.3,E09,9866.618797
18,Trim24.4,G07,5925.748827
11,Padi6.4,G02,9869.872696
15,Setdb1.3,D04,5931.037709
11,Parp1.2,C02,9881.94924
3,Chaf1a.2,D08,4528.814202
control 3,shmll2.3,C04,5934.289912
19,Arid1a.1,F08,5934.510301
3,Chd1l.2,D03,4531.826017
18,Tet3.4,F10,5940.514121
4,Chd3.4,E04,4534.159965
15,Scml4.3,F02,5941.925341
4,Dnmt1.3,E10,4537.018025
3,Brwd1.2,C04,4538.552625
4,Chd5.4,G08,4539.129066
18,Ube2b.4,G09,5947.706234
6,Gadd45a.3,F02,4540.116821
2,Brd9.3,E09,4544.057417
14,Psip1.2,E03,9917.533728
16,Sirt3.1,B10,5958.33004
7,Ino80.1,C06,4551.126222
18,Tdg.2,C04,5964.363107
7,Ing5.2,C07,4555.78272
9,Kdm5d.3,F02,9944.597685
6,Gtf3c4.2,E02,4559.305847
8,Kat5.4,G07,9948.452467
17,Ssrp1.1,B09,5973.588569
16,Smarca4.1,B05,5984.17317
control 3,shSmarce1.4,G05,5988.491611
14,Prmt6.3,F05,9975.50864
control 2,shBptf.3,B04,9976.799822
2,Brd3.4,F04,4575.200553
2,Baz2b.2,D06,4575.920801
9,L3mbtl4.4,G09,9985.362285
17,Suv420h2.3,E10,5996.745499
6,Hdac10.2,D08,4581.261
3,Cbx6.4,G11,4581.41565
7,Ing4.2,C10,4583.832923
10,Mta2.1,B05,9999.288767
5,Epc1.4,G09,4586.972319
16,Sirt5.4,F10,6008.043395
9,Mbd4.2,C05,10012.90402
8,Kdm5a.2,D11,10013.20831
1,Asxl3.2,C10,4591.612777
2,Baz2a.2,C08,4595.406539
6,Fbxw9.3,D10,4595.723401
21,Smarca2.2,G08,6020.361213
14,Rnf217.2,D03,10034.02529
11,Nsd1.1,C11,10035.94632
17,Taf3.2,D03,6026.288681
3,Cbx1.4,F10,4605.899391
3,Cbx8.4,F04,4606.4322
6,Hdac4.4,G06,4608.781372
20,Fkbp5.3,G04,6038.727918
10,Myst2.3,E05,10067.66708
10,Mta3.2,C10,10073.75123
10,Mll3.2,C08,10085.7567
3,Chd1.1,B11,4625.301224
control 1,shSmarca4.1,E02,4626.028375
19,Actb,B05,6064.290223
14,Ring1.3,E05,10110.23639
3,Chd2.1,B07,4639.373539
15,Setd8.1,B05,6071.58564
7,Jarid2.4,F07,4641.746006
5,Ezh2.3,E09,4643.348121
10,Mta2.2,E03,10125.2317
6,Gtf2f1.1,B09,4644.888923
13,Prdm12.4,G08,10129.3368
3,Chd1.2,C05,4650.404901
control 1,shKlf2.3,E08,4651.938955
10,Mtf2.1,B04,10149.34261
10,Myst1.3,E10,10152.81175
6,Hdac4.2,D03,4657.505392
5,Ehmt1.4,G08,4657.6848
7,Ing4.1,B03,4659.567237
6,Gadd45a.2,C08,4663.687936
5,Ezh2.1,B11,4665.171267
3,Brwd3.1,B10,4666.645583
20,Phf10.2,B11,6108.205636
20,Phc2.1,E10,6115.780123
11,Ncoa1.1,B06,10193.86185
11,Pcgf1.3,F03,10200.54075
20,H2afz.2,C03,6121.274371
11,Padi1.4,G09,10202.65368
18,Tet1.2,D02,6123.225673
7,Ing3.3,F08,4683.759081
2,Bop1.4,G10,4683.903101
15,Setd2.1,D05,6127.074516
control 2,shWhsc1.4,B09,10212.39581
20,Kdm4b.1,F09,6130.059819
7,Jhdm1d.2,C05,4692.321343
1,Atm.2,C02,4692.998032
18,Usp27x.3,D07,6138.915996
1,Aff4.2,C08,4695.395951
7,Hira.3,F05,4702.676553
19,Chd7.2,B11,6151.865859
11,Ncoa3.2,D06,10254.36707
14,Rnf217.4,G06,10256.91121
14,Prmt8.1,C11,10262.60432
3,Cbx6.1,B05,4709.649623
2,Brd8.3,E05,4709.66795
15,Scml2.3,E08,6158.028743
9,Mbd1.4,F04,10265.06638
1,Aff1.3,E08,4711.399431
15,Sin3b.3,F03,6162.162134
control 2,shRunx3.2,F03,10271.29128
1,Ash1l.4,G07,4716.325496
6,Gadd45a.4,G08,4717.738991
18,Usp22.1,B11,6170.985665
16,Smarcd1.1,C06,6172.283846
11,Nsd1.3,F09,10291.25746
3,Cbx7.1,B03,4724.634086
14,Prmt3.3,F02,10303.21291
6,Gtf2b.1,D05,4728.421826
4,Chd6.2,D06,4728.794028
19,Clock.3,C09,6189.184301
14,Prmt6.2,E07,10327.03607
19,Cecr2.2,C02,6196.505575
3,Cbx5.1,C11,4740.972423
3,Chaf1b.3,E05,4741.957223
7,Hltf.4,G10,4744.959663
control 3,shNcor1.4,D05,6203.666395
3,Chd2.3,F03,4749.08833
9,L3mbtl1.1,B09,10364.24308
6,Gadd45b.4,F10,4759.120364
18,Tet2.1,B06,6221.744002
5,Fbxl19.3,D07,4762.110238
21,Setd7.2,B06,6224.276131
5,Fbxo44.2,D11,4767.797241
15,Setd4.3,E11,6234.633089
20,Parp2.3,D08,6237.460871
13,Prdm10.3,D10,10399.70974
17,Suv39h1.1,B05,6239.210161
1,Ash1l.3,F05,4776.200295
control 2,shBptf.4,B05,10406.54823
18,Uhrf1.1,B08,6243.143889
18,Tet1.1,B10,6244.014524
20,Padi3,G09,6246.454464
13,Prdm10.2,C04,10416.16444
3,Cbx7.4,G09,4788.249773
10,Mta1.2,E02,10430.60911
20,Phf10.1,F07,6257.406309
6,Fkbp1a.4,G04,4792.689601
16,Smyd2.1,C09,6261.634483
10,Myst4.4,G06,10444.26962
5,Fbxo44.3,F03,4795.85099
6,Hdac1.2,C07,4797.173703
3,Cbx7.3,D04,4797.60594
16,Smarca4.3,F08,6267.881276
16,Smarca4.4,G11,6271.886169
20,Phf10.3,C05,6273.033145
5,Ehmt2.1,C03,4805.197571
5,Dub2a.3,D10,4808.321632
13,Prdm8.1,C06,10476.01898
15,Setd4.2,D09,6283.220372
21,Smyd1.1,D09,6285.615673
15,Setd4.1,B09,6287.778779
8,Kdm4c.3,E09,10484.97491
15,Setd1a.1,C03,6289.582005
21,Setd7.1,G04,6291.649781
9,Kdm5c.3,E08,10494.75883
control 3,shCd4.2,C11,6293.879625
13,Prdm5.4,G09,10505.80741
6,Hdac2.3,E05,4825.49751
18,Usp51.4,G05,6305.10723
7,Ing4.3,D04,4830.363864
8,Kdm2b.3,D04,10524.82411
control 2,shBrd8.4,C09,10526.76654
20,Phc3.2,C02,6313.450943
11,Orc1.3,F08,10528.73479
control 2,shSmarca4.4,E05,10532.98421
7,Hdac9.2,C08,4842.146029
20,Padi2.3,D04,6322.267143
13,Prdm9.3,E05,10544.37109
20,Fkbp2.3,B10,6324.962376
18,Tet2.4,G08,6325.264229
control 2,shWhsc1.1,B06,10552.49879
9,Kdm5d.4,G08,10554.22751
5,Ezh1.2,C02,4847.41952
10,Mta2.3,F08,10555.60068
7,Hdac8.3,E08,4850.439277
18,Trim33.4,G03,6332.925628
control 2,shCd4.1,B11,10562.79545
2,Bptf.3,F09,4854.776542
14,Rbbp7.2,D08,10571.08476
15,Rpa3.4,E04,6341.935067
14,Prmt5.1,C03,10577.75878
18,Trim28.3,E11,6342.464734
4,Chd8.1,D05,4860.097576
13,Prdm14.2,E07,10587.60899
21,Smyd1.2,E11,6348.375969
9,Kdm6b.3,F05,10593.69461
11,Orc1.1,B05,10593.77472
7,Hdac7.4,E04,4866.400115
3,Cbx5.2,E02,4867.019419
6,Hat1.3,F08,4872.879991
7,Hdac8.2,D02,4874.12565
20,Hdac11.3,D05,6362.032044
12,Pcmt1.3,F06,10612.42611
13,Prdm13.2,D06,10628.19918
control 2,shSp140.3,F08,10632.83709
10,Myst2.4,F07,10632.97605
5,Ehmt1.1,B06,4884.951315
18,Tdg.3,D10,6378.081162
14,Prmt5.3,F06,10638.70347
16,Smyd3.1,B07,6382.267976
5,Elp4.1,B09,4890.726289
10,Mll1.4,E04,10650.14933
14,Prmt8.4,G03,10652.52922
7,Jarid2.3,E05,4894.147385
18,Trim66.3,F08,6388.296151
20,Phf17.1,E09,6389.263131
18,Tet3.2,D06,6392.195086
9,Men1.4,G05,10664.82592
8,Kdm4a.1,B08,10678.89662
20,Satb1.1,F03,6402.188924
3,Cbx1.1,C03,4907.157714
2,Brd8.4,F07,4907.415652
13,Prdm6.2,C07,10684.43529
14,Prmt3.4,G08,10696.47813
3,Cbx1.2,D06,4914.838446
3,Cbx8.1,B04,4917.217959
13,Prdm2.3,F09,10705.2904
17,Sp100.4,G08,6427.48381
1,Atad2b.1,C06,4930.025824
19,Zmynd11.1,B09,6431.706314
20,Gtf2h1.1,B06,6433.066744
1,Arid2.4,F10,4935.747383
19,Cecr2.3,E05,6439.143186
8,Kat5.3,F05,10747.68252
17,Taf3.4,G06,6442.614648
16,Smarca5.1,B03,6448.990779
3,Cbx7.2,C10,4945.80795
18,Uhrf1.4,F07,6456.641156
control 2,shSmarca4.1,E02,10776.21526
21,Setd3.3,E08,6463.444564
10,Mta1.3,F09,10785.54891
20,Phc2.2,G02,6470.723249
19,Cecr2.1,B08,6471.9973
control 3,shSmarca4.2,E03,6473.295432
18,Ube2b.3,D04,6473.907493
20,Fkbp2.2,E04,6475.760532
7,Hdac7.2,C04,4969.587711
6,Gadd45b.1,C03,4969.988634
5,Elp4.4,G10,4971.252643
10,Myst1.4,G02,10819.46406
7,Ino80.3,E10,4973.451139
18,Ube2e1.4,F04,6487.90788
17,Sp140.4,G07,6488.158582
20,Fbxo17.2,B02,6489.797626
4,Crebbp.3,F09,4977.926015
6,Fbxw9.2,C04,4978.558577
3,Carm1.1,B06,4978.686722
18,Ube2b.2,C10,6495.464277
6,Gadd45a.1,B06,4985.023826
3,Cbx8.2,C07,4991.358889
19,Clock.1,E09,6508.43118
7,Hells.2,D06,4995.279406
1,Atrx.3,D07,4997.500911
19,Brd7.2,B04,6520.330984
9,Men1.1,B07,10881.2638
10,Mll1.1,B02,10885.74051
13,Prdm9.1,B08,10890.51092
18,Tdg.4,E04,6527.7818
18,Tet3.1,C03,6530.796917
20,Parp2.2,C06,6532.339684
11,Paxip1.3,E09,10901.31268
10,Mtf2.3,E06,10902.24878
5,Ezh1.4,F07,5012.659887
9,Kdm5b.4,E04,10905.05858
control 3,shRunx3.2,F03,6537.270704
3,Chaf1a.1,C06,5018.231726
13,Prdm10.1,B02,10934.50738
3,Cbx6.3,F08,5030.874442
control 3,shWhsc1.2,B07,6558.316844
1,Actl6b.3,D10,5036.739803
7,Hells.4,F10,5037.862563
17,Suz12.4,F07,6576.899068
control 3,shSmarca4.4,E05,6577.79365
3,Cbx3.1,D05,5049.793449
9,L3mbtl3.2,E03,10986.86302
20,Padi2.2,C10,6582.965998
7,Hltf.3,E11,5054.332511
6,Hat1.4,G11,5054.608283
14,Rbbp7.3,E10,11010.46976
20,Kdm4b.3,B05,6605.793003
16,Smarca5.3,D04,6610.070876
7,Jmjd4.3,F03,5075.541621
4,Chd8.4,G07,5076.12964
3,Chaf1b.1,B08,5077.112661
6,Fkbp1a.3,E08,5080.49253
10,Msl3.4,G10,11047.62032
20,Kdm4b.2,G03,6619.066701
20,Fkbp5.2,E08,6622.913285
2,Baz2b.3,F06,5091.562741
5,Ercc5.1,C06,5093.014859
5,Epc2.3,E06,5094.624508
16,Smarca5.2,C10,6635.137597
3,Carm1.4,G08,5095.735734
10,Msl3.3,E11,11079.07262
20,Iws1.3,E11,6640.685503
18,Trim33.3,F09,6643.338314
20,Prdm16.2,D03,6652.911419
6,Hdac6.3,F03,5110.251037
7,Jmjd4.4,G05,5112.086869
3,Brwd1.3,D10,5112.119376
control 2,shSp140.4,F09,11114.25113
5,Ezh2.2,C05,5117.142618
15,Setdb1.1,B03,6663.714162
6,Hdac4.1,C09,5118.077171
control 1,shBrd8.4,C09,5125.794727
11,Pcgf1.1,B07,11147.75052
14,Rbbp4.2,C10,11165.97677
15,Sin3b.2,D11,6690.847533
13,Prdm14.1,D05,11178.79792
13,Prdm8.2,D08,11185.42521
7,Hells.3,F06,5146.922307
control 3,shKlf2.3,E08,6700.463871
5,Fbxl19.4,G06,5155.945001
3,Chd1l.4,G06,5161.740357
17,Suz12.1,B08,6733.747783
control 3,shWhsc1.4,B09,6734.932843
18,Uhrf1.3,E05,6741.216774
3,Chd1l.3,D07,5183.410797
17,Tcea1.1,B07,6745.293295
8,Kdm2b.4,G09,11266.89708
7,Jarid2.1,B08,5185.262262
14,Prmt7.2,D09,11283.45236
7,Ing2.1,C11,5195.186997
21,Smarcd2.2,G07,6762.338151
10,Nap1l1.2,D11,11306.14235
6,Gtf2f1.3,E11,5207.519122
6,Gtf2f1.2,D09,5208.92531
18,Trim66.1,B05,6778.778536
5,Fbxl19.1,C09,5212.644712
6,Hdac2.4,F07,5220.360548
19,Wdr5.1,B10,6801.513637
3,Cbx3.2,E07,5230.44705
7,Ing5.4,F04,5230.45774
15,Setd1a.2,D06,6805.210426
6,Hat1.1,B05,5234.565324
11,Pcgf1.2,D11,11373.51506
5,Eed.2,D02,5236.337378
13,Prdm11.3,E08,11391.46787
1,Atad2b.2,D08,5247.272801
6,Hdac1.3,E06,5256.329132
10,Morf4l1.1,D05,11419.98481
control 1,shBrd8.1,C06,5260.312601
1,Asxl2.3,F08,5264.776281
6,Fbxw9.4,E04,5270.115605
3,Brwd1.1,B02,5272.265447
5,Epc2.2,C07,5279.301822
6,Hdac6.1,B07,5280.259506
14,Rnf40.4,G05,11481.34197
9,Kdm5d.1,B06,11493.59392
1,Atr.3,E09,5293.417899
20,Fbxo17.3,C04,6883.442086
control 2,shNcor1.4,D05,11499.62747
7,Ing3.4,G11,5296.009876
20,Iws1.2,D09,6886.778036
1,Arid2.3,F06,5301.344866
10,Mll3.3,F02,11519.38326
7,Jmjd4.1,B07,5319.771038
6,Hat1.2,E03,5320.939133
13,Prdm11.4,G04,11562.86085
15,Rpa3.2,C04,6926.367847
20,Jmjd8.2,C11,6928.785554
20,Padi2.1,B03,6930.751966
13,Prdm6.1,B04,11579.77784
3,Chaf1b.2,C02,5336.840799
control 3,shSmarca4.3,E04,6935.282395
1,Ash1l.2,E07,5339.347716
14,Prmt8.3,F09,11594.82503
6,Hdac6.4,G05,5341.45618
10,Mll3.4,G08,11616.45404
4,Chd9.4,G10,5355.197861
5,Ercc5.3,E10,5356.279292
15,Setdb1.2,C10,6959.977549
7,Hira.4,G07,5358.22296
1,Atad2.3,E06,5361.004433
20,Hdac5.2,F05,6967.155888
15,Setd5.1,C11,6973.390704
3,Cbx5.3,F09,5368.546097
13,Prdm12.2,C08,11655.99258
13,Prkcd.3,F03,11671.48951
5,Elp3.4,G07,5382.453834
9,Kdm5c.1,B10,11684.28837
5,Ezh1.3,E05,5391.901467
19,Whsc1.1,C03,7014.749532
3,Cbx3.4,G07,5420.33552
control 3,shKlf2.1,E06,7039.730029
20,Hdac11.2,F10,7039.89012
control 3,shCd4.1,B10,7040.245998
9,Kdm5c.2,D02,11767.14957
control 3,shBrd8.4,C09,7045.993262
14,Rnf217.1,C09,11781.61125
20,Hdac11.1,F06,7050.974431
control 2,shRunx3.3,F04,11789.67994
7,Ing3.1,B05,5442.688272
9,Kdm6b.4,G07,11817.31045
7,Ing4.4,G09,5446.686587
14,Rbbp7.4,G02,11832.78405
7,Hltf.2,D09,5454.012639
19,Eaf1.1,B07,7096.560774
15,Setdb2.3,E06,7102.489532
16,Sirt7.1,B09,7105.133279
10,Morf4l1.4,G07,11878.82603
18,Uhrf1.2,C02,7114.895433
13,Prkaa1.2,C05,11894.87159
3,Chaf1a.4,G02,5484.836164
5,Elp3.2,E07,5490.965557
control 3,shSp140.4,F09,7126.077424
6,Hdac10.3,E10,5493.739049
5,Ehmt2.3,F06,5496.898811
3,Cbx3.3,F05,5497.763476
20,Parp2.1,F04,7139.351885
5,Epc2.1,B04,5502.247894
13,Prdm5.1,B03,11948.98347
5,Eed.3,E08,5510.851607
5,Ep300.2,E02,5512.598293
5,Elp4.2,D09,5515.431321
20,Prdm16.1,C09,7159.597856
13,Prkaa2.3,D07,11978.02337
13,Prkcd.2,D11,11985.83694
18,Tdg.1,B02,7174.228384
18,Usp51.2,D11,7174.8948
13,Prkcd.4,G05,12019.17681
14,Psip1.3,F08,12027.18901
control 3,shRunx3.1,F02,7194.55939
control 3,shCd4.2,C10,7198.15374
6,Gadd45b.2,D06,5549.431018
20,Mecp2.2,F08,7208.498781
16,Sirt7.2,D09,7209.027542
20,Mecp2.1,E03,7216.691482
13,Prdm2.4,G03,12077.3634
3,Brwd3.2,D02,5571.278326
13,Prdm11.1,B10,12089.60366
13,Prkaa1.3,E09,12098.71049
6,Gtf3c4.4,G03,5581.960108
7,Jhdm1d.4,F11,5582.310969
5,Ep300.3,F09,5591.582952
6,Gtf3c4.3,F09,5594.503903
3,Cbx8.3,E06,5596.870408
15,Setd1a.4,F10,7259.784688
control 2,shRunx3.1,F02,12147.14227
14,Prmt1.2,C04,12150.52531
3,Carm1.2,C08,5607.449478
7,Hltf.1,B09,5623.049291
13,Prdm13.1,C03,12204.37238
2,Brd9.1,B11,5639.245699
18,Usp27x.1,C09,7320.406222
5,Ehmt2.2,D06,5659.613205
10,Mtf2.4,F04,12275.20187
9,Kdm6b.2,E07,12316.92636
13,Prdm4.4,G11,12319.64788
13,Prdm12.1,B06,12333.47551
7,Ing2.4,G03,5694.923912
7,Hdac8.4,G04,5704.738607
13,Prdm5.3,D04,12366.69345
10,Mta3.4,G09,12372.77951
5,Dub2a.4,E04,5715.338306
7,Jmjd4.2,D11,5716.453041
7,Hira.1,D05,5721.32005
control 2,shKlf2.3,E08,12451.89033
13,Prdm2.1,C11,12452.3496
control 3,shWhsc1.3,B08,7446.14944
7,Hdac8.1,B10,5754.119291
5,Ep400.1,B05,5768.026311
6,Hdac6.2,D11,5771.309935
13,Prkaa2.4,G06,12503.97771
20,Gtf2h1.2,C08,7474.056311
5,Ercc5.2,D08,5772.59578
3,Cbx6.2,E03,5774.999391
13,Prkaa1.4,F11,12521.19246
5,Epc1.3,D04,5785.10472
10,Nap1l1.3,F03,12532.12879
3,Chaf1b.4,F07,5797.044023
1,Ash2l.2,D09,5802.415246
13,Prdm10.4,E04,12573.47834
6,Hcfc1.4,G09,5807.783968
control 1,shKlf2.2,E07,5809.164359
13,Prkaa2.2,D03,12584.00174
control 3,shBrd8.3,C08,7544.375055
19,Brdt.2,F04,7548.522684
3,Carm1.3,F02,5832.550206
13,Prdm6.3,E06,12639.83883
3,Brwd1.4,E04,5838.283183
control 3,shRunx3.3,F04,7561.41363
18,Trim24.3,F05,7566.115594
13,Prdm4.1,B05,12680.97788
13,Prdm4.2,E03,12732.93154
20,Fkbp5.1,D02,7625.954431
13,Prdm15.3,E11,12764.32438
13,Prdm14.3,F05,12805.35211
6,Hcfc1.1,B03,5915.414329
13,Prdm11.2,D02,12810.36233
control 2,shKlf2.1,E06,12818.02097
5,Epc2.4,F04,5938.134063
7,Jhdm1d.3,E09,5938.321451
13,Prdm2.2,E02,12889.59291
14,Prmt7.1,B09,12895.45328
10,Mll5.4,F10,12942.31502
13,Prdm6.4,F04,13002.61206
13,Prdm9.2,C02,13012.99599
10,Myst1.1,C06,13014.28959
13,Prdm15.4,G10,13078.77128
18,Usp51.1,B07,7812.456348
4,Dnmt3b.4,F11,6060.790199
control 3,shBptf.2,B03,7838.802207
control 3,shBptf.1,B02,7838.921465
10,Mll5.1,C03,13140.82881
9,Mbd3.3,E05,13145.33058
15,Sfmbt2.3,E09,7867.365429
13,Prdm8.4,G02,13177.48011
13,Prkcd.1,B07,13195.74524
control 2,shKlf2.2,E07,13269.62879
control 3,shBptf.4,B05,7943.036709
5,Fbxo44.1,B07,6159.470979
5,Ehmt1.2,C08,6164.764931
20,Fkbp2.1,D10,7976.442856
20,Phf17.2,F11,8000.081879
9,Mecom.4,G06,13413.10614
13,Prdm14.4,G07,13416.66004
control 2,shBrd8.1,C06,13455.58553
13,Prdm12.3,F02,13606.3013
20,Rnf2.1,G06,8157.45734
7,Ing2.3,F09,6327.949288
14,Prmt5.4,F10,13707.13453
13,Prdm8.3,E10,13713.52587
control 1,shKlf2.4,E09,6365.408726
13,Prkaa1.1,B11,13863.97695
13,Prkaa2.1,C09,14163.17617
control 3,shKlf2.2,E07,8449.793005
20,Iws1.1,B09,8478.323117
control 3,shSmarca4.1,E02,8544.905908
control 3,shKlf2.4,E09,8573.600482
11,Nap1l2.2,C04,14411.92995
6,Gtf2b.2,E07,6768.298691
control 3,shWhsc1.1,B06,8720.020152
control 3,shBptf.3,B04,8723.81211
14,Prmt2.4,G04,14649.60408
20,Paf1.2,C07,8787.635164
3,Chd1l.1,C09,6864.36927
14,Prmt1.3,D10,14872.08055
20,Paf1.3,E06,8895.177871
20,Prdm16.3,D07,8913.972107
13,Prdm15.1,B09,15016.50218
control 3,shBrd8.1,C06,9102.976279
16,Smarca5.4,G09,9241.032005
13,Prdm13.4,F10,15701.89729
control 2,shKlf2.4,E09,15951.08165
13,Prdm15.2,D09,16367.94222
20,Paf1.1,B04,10076.096
