plate,shRNA,Well,Percentage
plate 9,Mbd1.1,B04,1.851851852
plate 19,Wbp7.2,C04,20.04142837
plate 5,Ehmt1.1,B06,0.996796013
plate 13,Prkcd.1,B07,1.856017998
plate 10,Mta3.1,B03,1.857097891
plate 4,Chd3.1,B02,0.998751561
plate 6,Gadd45b.1,C03,0.998864926
plate 10,Mll1.1,B02,1.857749469
plate 5,Ezh2.3,E09,1.000834028
plate 11,Parp1.3,E05,1.861821445
plate 19,Zmynd11.2,D09,20.10617995
plate 2,Baz2a.1,B06,1.007705987
plate 3,Carm1.2,C08,1.007787448
plate 2,Baz1a.1,B02,1.01010101
plate 19,Arid1b.3,D04,20.14607339
plate 20,Phc3.1,B08,20.1540611
plate 20,Hdac11.1,F06,20.17578585
plate 14,Rbbp5.3,E06,1.879404855
plate 5,Fbxo44.1,B07,1.015965167
plate 19,Arid1b.1,B03,20.19022269
control,Whsc1.3,B08,1.88347564
plate 1,Ash2l.4,G10,1.019935095
control,Smarce1.1,G02,1.888828926
plate 16,Smarca4.3,F08,20.23444877
plate 7,Hells.2,D06,1.028013364
plate 1,Aff4.4,G08,1.029269862
plate 6,Gtf3c4.4,G03,1.029269862
Control 1,shCd4.3,D10,1.031873424
Control 1,shCd4.1,B10,1.033591731
plate 15,Setmar.3,E10,20.30641675
plate 4,Dmap1.3,E06,1.035196687
plate 5,Fbxo44.3,F03,1.036757776
plate 14,Psip1.1,B05,1.908467667
plate 18,Tdg.3,D10,20.34005177
control 3,shCxxcl.3,D08,20.34203082
plate 11,Ncor2.4,G10,1.910828025
plate 19,Wbp7.4,E04,20.35074441
plate 17,Tcea1.4,G05,20.3653268
plate 20,Satb1.1,F03,20.36671596
plate 9,Kdm6b.2,E07,1.916537867
plate 15,Setdb1.1,B03,20.3773756
plate 3,Cbx3.4,G07,1.046207498
plate 18,Ube2e1.1,B04,20.39344475
control 3,shRunx3.3,F04,20.41368232
plate 19,Brd7.3,C07,20.42644712
plate 9,Mbd1.2,C07,1.932756191
plate 8,Jmjd6.2,D02,1.933145389
plate 12,Prdm1.3,F03,1.934731935
plate 8,Kat2a.3,F02,1.939753537
plate 11,Padi4.2,C07,1.940252541
plate 13,Prkcd.2,D11,1.940545004
plate 9,L3mbtl2.4,G03,1.941747573
plate 4,Dnmt3l.1,C09,1.065162907
plate 15,Setd2.3,F05,20.55508438
control,Runx3.2,F03,1.952214452
plate 6,Hdac4.4,G06,1.072858287
plate 15,Sin3b.4,G05,20.57028983
plate 11,Ncoa1.4,G08,1.955434288
plate 8,Kdm5a.2,D11,1.958589815
plate 3,Cbx3.3,F05,1.078167116
plate 5,Ehmt2.2,D06,1.078932425
plate 12,Pcmt1.1,C03,1.961265016
plate 16,Sirt5.1,C03,20.60796211
plate 9,L3mbtl4.3,D04,1.962387572
plate 20,Phf10.2,B11,20.62103813
control,Klf2.4,E09,1.969407266
plate 20,Hdac5.3,G07,20.6498841
plate 17,Suv420h1.1,B04,20.65108549
plate 7,Hira.4,G07,1.086587436
plate 17,Suz12.3,E05,20.65993833
plate 3,Chd2.1,B07,1.090047393
control,shCd4.4,E10,1.976528721
plate 7,Ino80.4,G02,1.092150171
plate 2,Brd8.2,C02,1.094890511
plate 14,Prmt7.1,B09,1.981736934
plate 6,Hdac4.2,D03,1.097361662
plate 5,Fbxl19.2,D03,1.098901099
plate 7,Hira.2,E07,1.098901099
plate 12,Phf19.4,G03,1.989247312
plate 20,Fkbp2.3,B10,20.74966729
plate 16,Sirt3.1,B10,20.75389326
plate 6,Gtf2f1.2,D09,1.101783841
control 3,shCd4.2,C11,20.77537809
plate 18,Trim66.1,B05,20.77880229
Control 1,shRunx3.3,F04,1.105311636
Control 1,shKlf2.2,E07,1.105408606
plate 16,Smyd3.4,G05,20.78951704
plate 8,Kdm5a.1,B07,1.99803472
plate 7,Ing5.3,E06,1.10821382
plate 17,Tcea1.3,F03,20.81050548
plate 15,Setdb2.4,F04,20.81218037
plate 17,Sp110.3,F06,20.82171024
plate 10,Msl3.2,D09,2.00477327
plate 8,Kdm2b.3,D04,2.005571031
plate 17,Smyd4.4,E04,20.85862638
plate 1,Actl6b.4,E04,1.119515885
plate 15,Scml2.1,B10,20.87483141
plate 16,Sirt6.4,G07,20.88199403
plate 17,Suv420h2.3,E10,20.8997742
plate 18,Ube2e1.4,F04,20.92880836
plate 9,L3mbtl1.1,B09,2.024291498
plate 19,Actl6a,E03,20.93708275
plate 11,Nsd1.4,G03,2.026221692
plate 19,Brdt.3,C06,20.9488094
plate 1,Aurkb.4,G05,1.132686084
plate 2,Baz2b.4,F10,1.134089393
control 3,shSp140.2,F07,20.97240706
plate 18,Uhrf1.4,F07,20.975233
plate 15,Sfmbt1.1,B08,20.99231179
plate 6,Hcfc1.1,B03,1.137225171
plate 14,Ring1.1,B08,2.037845706
plate 19,Cbx2.3,G02,21.00321357
plate 20,Rnf2.3,D11,21.00483354
plate 18,Trim28.2,D09,21.01723841
plate 9,L3mbtl3.4,G11,2.043726236
plate 13,Prdm10.4,E04,2.045520023
plate 5,Ezh2.2,C05,1.147315282
plate 20,Kdm4b.3,B05,21.06470558
plate 17,Taf3.4,G06,21.0686667
plate 20,Iws1.3,E11,21.07017415
control,Smarca4.2,E03,2.051282051
plate 13,Prdm12.3,F02,2.051551815
plate 18,Trim33.1,C11,21.08994403
plate 15,Sfmbt1.4,F07,21.09209802
plate 20,Rnf2.2,B07,21.11178465
plate 3,Cbx7.1,B03,1.158940397
plate 2,Baz2b.2,D06,1.162790698
plate 6,Hdac2.2,C02,1.163692785
plate 17,Sp140.2,E07,21.17096604
plate 15,Setd2.2,E07,21.17379229
plate 13,Prdm11.4,G04,2.071881607
plate 6,Fkbp1a.4,G04,1.167315175
plate 7,Ing2.2,E02,1.167315175
plate 18,Ube2b.4,G09,21.20107261
plate 7,Hdac7.2,C04,1.168614357
plate 5,Ep300.2,E02,1.169590643
plate 16,Sirt3.2,D02,21.23261593
plate 3,Cbx6.3,F08,1.173020528
control 3,shBrd8.3,C08,21.25107869
Control 1,shSmarce1.4,G05,1.176866174
plate 6,Gadd45a.4,G08,1.178451178
plate 16,Sirt5.4,F10,21.28714817
plate 7,Ing4.2,C10,1.182432432
Control 1,shCd4.3,D11,1.182795699
plate 13,Prkaa1.4,F11,2.096869462
Control 1,shKlf2.4,E09,1.185552798
plate 6,Gadd45a.2,C08,1.189296333
plate 12,Pcmt1.4,F10,2.104630186
plate 11,Padi6.2,D08,2.10688592
plate 1,Aff4.3,F02,1.192131929
plate 8,Kdm2a.2,E03,2.109053498
plate 17,Taf3.1,C09,21.37759047
plate 12,Pcgf2.4,E04,2.111984283
plate 1,Aff1.1,B10,1.197023617
plate 6,Gadd45b.4,F10,1.197080292
control,Bptf.3,B04,2.11337643
plate 13,Prdm2.1,C11,2.114803625
plate 6,Hdac10.2,D08,1.198630137
plate 11,Padi4.4,F04,2.116153304
plate 20,Hdac11.2,F10,21.41912072
Control 1,shWhsc1.4,B09,1.201298701
plate 15,Scml2.4,G04,21.43081992
plate 11,Nsd1.2,E02,2.120640905
plate 9,L3mbtl1.3,E11,2.121771218
plate 18,Usp22.1,B11,21.44865801
control 3,shSmarce1.4,G05,21.46569628
plate 9,Mbd4.3,E09,2.130681818
plate 6,Fbxw9.2,C04,1.210653753
plate 6,Hdac10.3,E10,1.213389121
plate 18,Usp51.1,B07,21.51341218
plate 21,Ube2a.1,C11,21.51450217
plate 7,Hdac9.2,C08,1.215153681
plate 18,Usp27x.3,D07,21.5209313
plate 18,Usp51.2,D11,21.54047481
plate 9,L3mbtl2.3,F09,2.142857143
plate 15,Sfmbt2.3,E09,21.58033188
plate 12,Pcgf2.3,D10,2.149382053
plate 20,Padi2.1,B03,21.59780101
plate 20,Iws1.2,D09,21.60292528
plate 13,Prdm12.1,B06,2.153846154
plate 15,Setmar.4,G02,21.61123312
plate 12,Phip.1,B08,2.155928804
plate 18,Tdg.4,E04,21.6312285
plate 14,Rnf20.1,B11,2.159161012
plate 20,Hdac11.3,D05,21.6363574
plate 11,Nap1l3.3,E08,2.160493827
plate 6,Fbxw9.3,D10,1.234567901
plate 7,Hltf.3,E11,1.236217842
plate 6,Gtf3c4.2,E02,1.238861117
plate 2,Bmi1.1,D05,1.240694789
plate 12,Phf19.1,C11,2.17020239
plate 14,Prmt2.1,B10,2.170283806
plate 18,Tet1.3,E08,21.71177092
plate 20,Fkbp5.2,E08,21.71616392
plate 8,Jmjd5.3,D10,2.176278564
plate 12,Phf2.4,G11,2.176696543
plate 14,Ring1.4,F07,2.177068215
plate 13,Prkaa2.4,G06,2.177751619
plate 20,Satb1.2,G05,21.735176
plate 1,Aff4.1,B06,1.248049922
plate 8,Kdm2b.4,G09,2.189781022
plate 14,Rnf20.4,F11,2.192381474
plate 18,Ube2i.4,G02,21.80887792
plate 7,Ing3.3,F08,1.259445844
plate 7,Jarid2.1,B08,1.263219741
plate 12,Pcgf2.2,C04,2.19890055
plate 17,Suv420h1.4,F04,21.83881352
plate 12,Pcgf6.1,B06,2.200880352
plate 6,Gtf2f1.1,B09,1.269265639
plate 16,Smarca4.4,G11,21.90237004
plate 17,Sp100.3,F02,21.91109381
plate 19,Cbx2.1,D08,21.9273068
Control 1,shSp140.3,F08,1.283101283
plate 19,Chd7.3,C05,21.97409007
plate 4,Chd4.2,D02,1.289566237
plate 11,Ncor1.4,G07,2.233625113
plate 14,Psip1.2,E03,2.236966825
plate 5,Dub2a.3,D10,1.293588301
plate 12,Phf1.2,D09,2.241962775
plate 17,Smyd5.1,B10,22.06393032
plate 16,Sirt7.1,B09,22.06715231
control 3,shBptf.1,,22.07415803
plate 12,Phf19.2,E02,2.246181491
plate 4,Chd5.1,B06,1.300479124
plate 9,Kdm6a.3,F06,2.24955009
plate 21,Smyd1.2,E11,22.11258528
plate 13,Prdm4.3,F08,2.252401457
plate 17,Suv39h1.3,F08,22.12645069
plate 17,Suv39h2.4,G09,22.14935305
plate 19,Zmynd8.4,G03,22.17349378
plate 20,Phc2.1,E10,22.18531673
plate 19,Whsc1.2,D06,22.19510668
plate 5,Epc1.1,B03,1.319796954
plate 9,L3mbtl2.1,C11,2.272727273
plate 17,Tcea1.2,D11,22.22493608
plate 18,Trim28.4,G10,22.23740303
plate 18,Tet3.4,F10,22.23840257
plate 17,Ssrp1.1,B09,22.24363353
plate 1,Actl6b.1,B02,1.325019486
plate 9,Kdm5b.2,C04,2.279677509
plate 4,Dnmt1.1,C06,1.326259947
plate 13,Prdm9.1,B08,2.281502282
plate 9,L3mbtl1.2,D09,2.282749676
plate 9,Mecom.1,C09,2.285951787
plate 20,Jmjd8.1,G10,22.30718475
plate 15,Sin3a.2,D03,22.31218473
plate 13,Prdm4.1,B05,2.292526364
plate 1,Arid2.1,C03,1.336675021
control,Smarce1.4,G05,2.294747578
plate 13,Prdm15.4,G10,2.294792586
plate 11,Padi6.3,E10,2.296964725
plate 1,Aurkb.2,D11,1.34529148
plate 15,Setd1a.2,D06,22.39657051
plate 14,Prmt7.2,D09,2.310231023
plate 9,L3mbtl3.1,B05,2.312138728
plate 14,Rbbp5.4,F04,2.312239221
plate 9,Mbd4.1,B11,2.316006176
plate 15,Scml4.3,F02,22.45051222
plate 4,Dnmt3a.2,C02,1.355206847
plate 7,Ing3.2,E03,1.356102461
plate 10,Mta1.1,C11,2.321582115
control,Whsc1.1,B06,2.32359838
Control 1,shWdr82.1,G06,1.360946746
plate 9,Mecom.3,D07,2.325581395
plate 17,Suv420h2.4,G02,22.5263123
plate 18,Trim33.2,E02,22.52832283
plate 4,Cxxc1.1,B03,1.366742597
plate 8,Kdm4c.1,B11,2.335279399
plate 19,Brd7.1,G09,22.57345677
plate 20,Padi3,G09,22.58914635
plate 7,Hira.3,F05,1.376146789
plate 13,Prdm10.2,C04,2.351247601
plate 14,Prmt6.3,F05,2.355396541
plate 19,Brdt.1,E06,22.65719058
plate 17,Suv39h2.1,B03,22.66113169
plate 7,Jhdm1d.1,B11,1.386377336
plate 17,Suv39h1.4,G11,22.67246034
plate 18,Tet2.4,G08,22.68171242
plate 18,Uhrf1.2,C02,22.68316388
plate 5,Dub2a.1,B02,1.394052045
plate 17,Supt16h.4,G03,22.71388021
plate 8,Kdm3b.4,G02,2.36869207
control,Cxxcl.3,D08,2.377841651
plate 1,Asxl3.3,D04,1.40291807
plate 1,Arid2.3,F06,1.404494382
plate 4,Dnmt3l.2,D03,1.40562249
plate 7,Jarid2.3,E05,1.40567201
plate 5,Fbxl19.3,D07,1.408450704
plate 10,Myst1.1,C06,2.38625517
plate 7,Jmjd1c.2,D03,1.412566975
plate 15,Setd1a.4,F10,22.83939912
plate 7,Jmjd1c.4,G06,1.415571284
plate 1,Atm.1,B08,1.415797317
plate 13,Prkaa1.1,B11,2.395964691
plate 8,Jmjd6.4,G04,2.396514161
plate 1,Atr.1,B11,1.417434444
plate 1,Atrx.3,D07,1.417434444
plate 9,Mbd2.4,G02,2.40352065
plate 18,Trim24.2,E07,22.9062005
plate 18,Trim28.1,B09,22.92481651
plate 18,Trim66.4,G11,22.94614694
control,shCd4.2,C11,2.414654455
plate 8,Kat5.1,D05,2.415566987
plate 1,Asxl3.2,C10,1.433915212
plate 3,Cbx1.1,C03,1.436781609
plate 1,Asxl2.4,G11,1.437290805
plate 15,Setdb1.3,D04,23.00971041
plate 19,Eaf1.2,D11,23.01501485
plate 1,Atad2b.4,G02,1.442190174
plate 8,Jmjd5.1,B02,2.429514097
plate 14,Rnf20.3,E09,2.430044183
plate 15,Scml2.2,D02,23.06935064
Control 1,shWdr82.3,G08,1.450151057
plate 10,Mta2.1,B05,2.440924435
control,Brd8.3,C08,2.442428472
plate 1,Actl6b.2,C04,1.452712719
plate 9,Mbd1.3,E06,2.443609023
plate 15,Rpa3.4,E04,23.11433735
plate 17,Suz12.2,C02,23.21143715
plate 21,Scmh1.3,E04,23.21647107
plate 19,Clock.3,C09,23.23117129
plate 5,Ehmt2.3,F06,1.47299509
plate 20,Parp2.1,F04,23.24687909
plate 16,Smarce1.4,F11,23.25411558
plate 20,Padi2.3,D04,23.27148693
plate 20,Paf1.2,C07,23.2781279
plate 13,Prdm4.4,G11,2.479338843
plate 14,Rbbp5.2,C07,2.481143311
plate 14,Prmt6.4,G07,2.485609628
plate 7,Ing5.4,F04,1.487491548
plate 19,Whsc1.4,F10,23.36138916
Control 1,shWdr82.2,G07,1.491547895
plate 5,Ezh2.1,B11,1.492537313
plate 11,Ncoa3.1,C03,2.497027348
plate 19,Whsc1.3,F06,23.40254379
plate 11,Paxip1.4,F11,2.502001601
plate 10,Myst3.2,C05,2.503816794
plate 19,Dpy30.3,G06,23.42509985
plate 13,Prdm2.2,E02,2.505219207
plate 4,Dnmt3l.3,D07,1.501976285
Control 1,shKlf2.1,E06,1.504334523
plate 3,Carm1.1,B06,1.50801131
plate 19,Brd7.2,B04,23.48246808
plate 3,Cbx1.3,F06,1.509433962
plate 5,Elp3.1,D05,1.513622603
plate 11,Paxip1.1,B11,2.521929825
plate 5,Eed.2,D02,1.515151515
plate 11,Padi4.3,E06,2.523995734
plate 14,Rbbp4.3,D04,2.526215443
plate 4,Chd9.2,D09,1.517241379
plate 9,Mecom.2,D03,2.527472527
plate 4,Chd9.3,E11,1.521164021
plate 8,Kdm4d.4,G06,2.532299742
plate 10,Mll1.2,C04,2.532790592
plate 20,Hdac5.1,E07,23.60862444
control 3,shSmarce1.3,G04,23.61081208
plate 8,Kat2b.2,D06,2.544270303
plate 11,Orc1.3,F08,2.548882682
plate 8,Kat5.2,E07,2.550663871
plate 1,Atm.3,E05,1.53621068
plate 8,Kdm3a.3,E06,2.551127978
plate 15,Setd1a.3,F06,23.67378775
plate 17,Suv420h2.2,D08,23.68070766
plate 4,Dnmt3b.3,E09,1.542207792
plate 6,Hat1.4,G11,1.542416452
plate 5,Ep400.1,B05,1.543784935
plate 8,Kdm2a.3,F08,2.561394243
plate 8,Kdm4a.1,B08,2.562801319
plate 5,Ezh1.2,C02,1.546212648
plate 12,Phf20.2,C10,2.568093385
plate 20,Phf17.2,F11,23.77493991
plate 11,Nap1l3.2,D02,2.571860817
control 3,shCd4.2,C10,23.79595432
plate 1,Atrx.1,C09,1.556676168
plate 19,Wdr5.1,B10,23.81435975
plate 10,Myst1.2,D08,2.588996764
plate 3,Brwd1.1,B02,1.566364386
plate 1,Aff1.4,G04,1.569506726
plate 14,Prmt7.3,E11,2.598566308
plate 16,Sirt7.4,G10,23.94279814
plate 20,Kdm4b.2,G03,23.95935528
plate 9,Kdm6a.2,D06,2.608695652
plate 15,Setd2.4,G07,23.97876792
plate 5,Dub2a.4,E04,1.587301587
plate 8,Kat2b.3,F06,2.61928934
plate 6,Hdac2.4,F07,1.591674319
plate 19,Arid1b.2,C10,24.04103865
plate 15,Setdb1.4,G09,24.06936627
plate 7,Hdac7.1,B02,1.597744361
plate 19,Zmynd11.4,G10,24.09900525
plate 5,Epc1.3,D04,1.602373887
plate 7,Ing4.4,G09,1.603017445
plate 4,Chd4.3,E08,1.605758583
plate 17,Smyd5.4,G04,24.14302122
plate 14,Rnf217.3,D07,2.643171806
plate 7,Ing5.2,C07,1.611603546
plate 10,Myst1.3,E10,2.649690296
plate 14,Prmt1.4,E04,2.650845746
Control 1,shCd4.4,E10,1.614114114
plate 6,Hdac6.2,D11,1.616978272
Control 1,shRunx3.2,F03,1.617954071
plate 17,Suv420h1.3,E06,24.22408871
plate 20,Kdm4b.1,F09,24.24009428
plate 20,H2afz.1,G08,24.24210346
plate 7,Ing2.1,C11,1.623686724
plate 15,Sin3a.3,D07,24.25753802
Control 1,shWhsc1.1,B06,1.632282929
plate 5,Epc2.2,C07,1.636469901
plate 16,Sirt3.4,G04,24.34841788
plate 17,Ssrp1.3,E11,24.3855109
plate 15,Sfmbt2.1,B11,24.39211427
plate 18,Tet2.2,C08,24.40212831
plate 12,Phf20.1,B03,2.693726937
control 3,shCxxcl.1,D06,24.44094021
plate 9,Men1.2,D11,2.702702703
plate 20,Fkbp2.1,D10,24.46939466
plate 9,Kdm5c.1,B10,2.706057597
plate 2,Baz1b.3,E08,1.657458564
plate 17,Ssrp1.2,D09,24.49296063
plate 19,Whsc1l1.2,E07,24.56096447
plate 3,Chaf1b.1,B08,1.679306609
plate 20,Rnf2.1,G06,24.63195005
plate 21,Scmh1.2,D10,24.63431187
plate 18,Ube2e1.3,E06,24.64828161
plate 8,Kdm1b.2,E02,2.762264151
plate 4,Cxxc1.3,D04,1.703163017
plate 1,Atm.2,C02,1.704545455
plate 7,Hdac8.3,E08,1.70794193
control,Wdr82.2,G07,2.772887324
plate 10,Mta3.3,D04,2.775665399
plate 7,Ino80.2,D08,1.712328767
plate 20,Mecp2.2,F08,24.85615911
plate 7,Hells.1,C03,1.715871814
plate 9,Mbd4.2,C05,2.783474949
plate 10,Msl3.1,B09,2.783915157
plate 2,Brd3.3,E06,1.718213058
plate 20,Prdm16.1,C09,24.89138478
control 3,shSp140.4,F09,24.89210416
plate 5,Ezh1.3,E05,1.724137931
Control 1,shBrd8.2,C07,1.724964063
control,Wdr82.4,G09,2.798053528
plate 4,Ctsl.3,F08,1.729399797
plate 21,Smarcc1.2,D05,24.97025292
plate 3,Cbx1.4,F10,1.733576642
plate 15,Rpa3.1,B02,25.00073959
plate 19,Brdt.2,F04,25.00540591
plate 18,Usp22.3,E09,25.00786373
plate 16,Smarca5.2,C10,25.0171373
plate 6,Gtf3c4.3,F09,1.740740741
plate 5,Epc2.4,F04,1.757910598
plate 13,Prdm11.2,D02,2.839295855
plate 3,Chaf1a.2,D08,1.760176018
plate 8,Kat5.4,G07,2.840646651
plate 3,Cbx6.1,B05,1.762114537
plate 19,Fbxo17.1,G05,25.18298846
plate 14,Prmt2.2,D02,2.843846949
plate 1,Atr.2,C05,1.765409934
plate 21,Smarca2.1,F02,25.20999091
plate 7,Jhdm1d.2,C05,1.770736253
plate 1,Ash1l.1,D05,1.771812081
plate 19,Zmynd11.1,B09,25.25185327
control,Bptf.2,B03,2.864583333
plate 12,Phf20l1.2,C07,2.870159453
plate 2,Brd3.1,B04,1.785714286
plate 4,Dnmt1.2,D08,1.788375559
plate 19,Clock.1,E09,25.41137498
plate 15,Setdb2.3,E06,25.42509074
plate 19,Cbx2.2,E10,25.42603944
plate 5,Eed.4,G04,1.803005008
plate 18,Trim33.3,F09,25.51090981
Control 1,shCd4.1,B11,1.818181818
plate 7,Jarid2.2,C02,1.818181818
plate 19,Wdr82.3,F02,25.55544524
plate 2,Bmi1.3,F05,1.821493625
plate 19,Actb,B05,25.59938208
plate 16,Sirt7.3,E11,25.62828484
plate 18,Ube2b.2,C10,25.63464576
plate 19,Zmynd8.3,F09,25.65204886
plate 19,Dpy30.2,D07,25.6629832
plate 8,Kdm3a.1,B04,2.935903182
plate 1,Asxl1.2,E02,1.835443038
plate 15,Setd8.2,E03,25.69238997
plate 15,Setdb1.2,C10,25.70946978
plate 6,Hdac1.1,B04,1.844593037
plate 14,Prmt5.3,F06,2.949190575
plate 8,Kdm1b.4,G03,2.952696595
plate 7,Hdac7.3,D10,1.854714065
plate 19,Wbp7.3,D10,25.83738665
plate 21,Scmh1.1,C04,25.86334372
control 3,shSmarce1.2,G03,25.87929759
plate 21,Smarcc1.1,F10,25.88141226
plate 9,Kdm5b.3,D10,2.980284273
control,Cxxcl.1,D06,2.992776058
plate 16,Smarca1.3,F09,25.97966065
plate 1,Atad2.2,C07,1.88172043
plate 6,Hat1.2,E03,1.903735632
Control 1,shBrd8.3,C08,1.913337085
plate 5,Fbxl19.4,G06,1.916167665
plate 20,Paf1.1,B04,26.2236442
plate 17,Sp100.4,G08,26.23265926
plate 3,Chd1.2,C05,1.919720768
plate 10,Myst3.3,E09,3.048297704
plate 20,Mecp2.3,G11,26.25654672
plate 15,Sin3a.4,G06,26.26917925
plate 13,Prdm10.3,D10,3.052250388
plate 8,Kdm2b.2,C10,3.057353269
plate 9,Mbd3.1,B08,3.058929375
plate 1,Ash2l.1,B09,1.933404941
plate 12,Phf20l1.1,B04,3.066151618
control,shCd4.2,C10,3.07603018
plate 17,Suv39h2.3,D04,26.42954067
plate 5,Dub2a.2,C04,1.951219512
plate 10,Mll2.3,E08,3.094875698
plate 1,Atad2b.2,D08,1.960784314
plate 10,Myst2.2,C02,3.131401814
Control 1,shCxxcl.3,D08,1.986754967
plate 20,Iws1.1,B09,26.72851614
control 3,shWdr82.3,G08,26.7385743
plate 21,Setd7.2,B06,26.73988837
plate 5,Eed.3,E08,2
plate 14,Prmt1.2,C04,3.153239762
plate 15,Setd8.4,G11,26.80236277
plate 1,Atr.4,F11,2.012711864
plate 2,Baz1b.4,G04,2.013422819
Control 1,shCd4.4,E11,2.014218009
plate 19,Clock.2,F11,26.8933157
Control 1,shmll2.1,C02,2.029975337
plate 20,H2afz.3,D06,26.99290354
plate 8,Kdm4c.4,F11,3.191819027
plate 18,Trim24.4,G07,26.99748072
plate 19,Zmynd11.3,E11,27.00885148
plate 4,Crebbp.2,E02,2.040816327
plate 21,Smarca2.2,G08,27.06251537
plate 6,Hcfc1.2,C10,2.048417132
plate 19,Zmynd8.1,C11,27.1305275
plate 16,Smarca5.3,D04,27.15043197
plate 4,Chd6.3,F06,2.063492063
plate 2,Brd1.2,E03,2.067183463
plate 3,Chd1l.2,D03,2.081665332
plate 19,Arid1a.1,F08,27.32529324
plate 2,Brd4.2,D08,2.083333333
plate 6,Hdac2.1,B08,2.090371622
plate 8,Kdm2a.4,G11,3.274288782
plate 17,Sp140.4,G07,27.49489409
control,Wdr82.1,G06,3.293297172
plate 13,Prdm5.1,B03,3.300455235
plate 10,Mll2.1,B10,3.301237964
plate 4,Chd3.4,E04,2.12244898
plate 14,Prmt8.2,E02,3.309137489
plate 14,Rnf40.2,D11,3.312172233
plate 1,Asxl1.1,C11,2.126905353
plate 14,Prmt5.1,C03,3.314679294
plate 10,Nap1l1.1,B07,3.317334839
plate 5,Ercc5.4,G02,2.132998745
plate 8,Kdm4d.3,D07,3.330184223
plate 14,Rbbp4.1,B03,3.333333333
plate 5,Ep300.3,F09,2.159827214
plate 9,Kdm5c.3,E08,3.356247473
plate 12,Polr2b.2,C05,3.357314149
plate 9,L3mbtl1.4,G10,3.375712407
plate 19,Wdr5.2,D02,27.98512815
plate 20,Paf1.3,E06,28.00083263
plate 13,Prdm12.4,G08,3.404255319
plate 19,Chd7.2,B11,28.13388638
Control 1,shBptf.4,B05,2.2121384
plate 21,Setd3.3,E08,28.23665888
plate 7,Jhdm1d.3,E09,2.227722772
plate 8,Kdm4c.3,E09,3.470483005
plate 19,Wdr5.4,G04,28.46801354
plate 5,Epc2.3,E06,2.260044643
plate 10,Myst2.4,F07,3.489889106
plate 2,Baz1b.2,D02,2.276707531
plate 4,Dot1l.4,G05,2.276867031
plate 17,Suz12.1,B08,28.72113767
plate 17,Ssrp1.4,G10,28.77574534
plate 17,Sp100.2,C08,28.81352612
Control 1,shmll2.2,C03,2.308265078
plate 17,Suz12.4,F07,28.87332298
plate 21,Smyd1.3,G10,28.97554412
plate 21,Setd7.1,G04,29.00980054
plate 14,Rnf217.2,D03,3.585757272
plate 10,Mta1.2,E02,3.593145384
plate 4,Crebbp.1,C11,2.344454463
plate 6,Gadd45b.2,D06,2.34705656
plate 19,Whsc1l1.4,G07,29.10451712
plate 11,Nsd1.1,C11,3.622106049
plate 21,Satb1.3,B02,29.24270545
plate 7,Ing4.1,B03,2.378176731
plate 13,Prdm2.4,G03,3.641207815
plate 7,Hltf.1,B09,2.39390642
plate 1,Atrx.2,D03,2.394000577
plate 2,Bmi1.2,E07,2.406417112
plate 11,Nap1l2.3,D10,3.679369251
plate 7,Hdac8.1,B10,2.422611036
plate 13,Prdm14.4,G07,3.709743172
plate 9,Kdm5b.1,B02,3.727008712
plate 14,Prmt3.4,G08,3.76818507
plate 21,Smarcb1.2,F06,30.03853505
plate 14,Rbbp7.2,D08,3.78042465
plate 9,Mbd2.3,E10,3.794369645
Control 1,shSp140.2,F07,2.501157943
plate 15,Setd4.2,D09,30.26931513
control 3,shBrd8.1,C06,30.30008598
plate 19,Wdr5.3,E08,30.41471182
Control 1,shCd4.2,C10,2.553626149
plate 15,Setd8.3,F08,30.49844924
plate 15,Rpa3.3,D10,30.56379341
plate 5,Elp4.2,D09,2.572096648
plate 21,Smarcd2.1,F05,30.61022858
plate 8,Kdm5a.3,F03,3.898754848
plate 21,Setd3.2,D02,30.68015504
plate 7,Hira.1,D05,2.592971682
plate 10,Mta2.2,E03,3.928266439
plate 19,Chd7.1,F07,31.09928404
plate 3,Chd2.3,F03,2.651515152
plate 7,Ing3.1,B05,2.674094708
plate 13,Prdm5.4,G09,4.049844237
plate 18,Trim33.4,G03,31.4973104
plate 11,Parp1.2,C02,4.06504065
plate 21,Smarcb1.1,D06,31.53533298
Control 1,shSmarce1.3,G04,2.719821162
plate 20,Prdm16.3,D07,31.62174659
plate 15,Sfmbt2.4,F11,31.70090599
plate 14,Prmt3.1,B06,4.104549855
plate 8,Kdm2a.1,B05,4.132009659
plate 18,Ube2i.1,C06,31.89184848
plate 7,Ing2.3,F09,2.764976959
plate 2,Baz2b.3,F06,2.785923754
plate 6,Gadd45b.3,F06,2.786624204
plate 21,Smarcd2.2,G07,32.04926148
plate 19,Wdr82.2,C08,32.28916539
Control 1,shSmarce1.2,G03,2.825745683
Control 1,shWhsc1.3,B08,2.836879433
plate 21,Setd3.1,B10,32.47839811
plate 2,Bptf.2,E02,2.857142857
control,mll2.1,C02,4.259980526
plate 2,Brd8.3,E05,2.877697842
plate 10,Mll2.2,D02,4.286145487
plate 14,Psip1.4,G11,4.288464905
plate 8,Kdm4d.2,D03,4.29326288
plate 19,Wdr82.4,G08,32.7390108
