plate_well,shRNA,Percentage
16_E07,Sirt6.2,7.29319628
1_D05,Ash1l.1,5.66286216
16_G10,Sirt7.4,7.307270734
18_B11,Usp22.1,7.314578005
control2_G09,Wdr82.4,4.195205479
9_G08,Kdm5d.4,4.210740439
7_E02,Ing2.2,5.714285714
control3_E07,Klf2.2,7.370116794
3_F05,Cbx3.3,5.732484076
15_C03,Setd1a.1,7.38605162
16_C02,Smarcd3.2,7.393577296
13_G03,Prdm2.4,4.234972678
8_G05,Kdm5a.4,4.235924933
8_B06,Kat2a.1,4.240134341
2_C07,Brd3.2,5.781448539
1_B08,Atm.1,5.795148248
20_G07,Hdac5.3,7.443365696
13_G06,Prkaa2.4,4.255319149
13_B07,Prkcd.1,4.257314329
1_F05,Ash1l.3,5.813953488
4_E09,Dnmt3b.3,5.818181818
4_C06,Dnmt1.1,5.82226762
2_D07,Brpf1.3,5.830388693
control2_G06,Wdr82.1,4.272863568
11_E10,Padi6.3,4.274265361
2_G05,Brpf3.4,5.844618674
7_D03,Jmjd1c.2,5.85106383
14_B05,Psip1.1,4.281821721
13_C05,Prkaa1.2,4.282511211
4_C11,Crebbp.1,5.861705862
7_F05,Hira.3,5.863708399
5_E09,Ezh2.3,5.868263473
5_B06,Ehmt1.1,5.892700088
15_E07,Setd2.2,7.546327305
16_C11,Smarca1.1,7.548125633
17_E08,Smyd5.3,7.548240636
6_B10,Fkbp1a.1,5.910735826
4_B02,Chd3.1,5.913503972
14_F04,Rbbp5.4,4.311152765
5_D04,Epc1.3,5.916030534
12_G06,Ppargc1a.4,4.31372549
4_F08,Ctsl.3,5.940988836
3_D02,Brwd3.2,5.947580645
control3_F06,Sp140.1,7.615176152
14_B10,Prmt2.1,4.337349398
19_F11,Clock.2,7.625899281
5_G04,Eed.4,5.970149254
10_F08,Mta2.3,4.338394794
8_F02,Kat2a.3,4.338472571
3_E08,Brwd3.3,5.987055016
11_F10,Ncoa3.4,4.347826087
12_G07,Phc1.4,4.355716878
16_D11,Smyd3.2,7.673469388
12_B09,Phf1.1,4.361370717
9_C11,L3mbtl2.1,4.365400162
5_F07,Ezh1.4,6.025934401
5_D05,Elp3.1,6.028985507
6_E03,Hat1.2,6.041426928
8_G02,Kdm3b.4,4.37834842
3_B11,Chd1.1,6.062992126
2_D06,Baz2b.2,6.068890104
15_F03,Sin3b.3,7.738998483
20_B11,Phf10.2,7.743216413
14_C07,Rbbp5.2,4.392764858
17_F09,Supt16h.3,7.751937984
4_B11,Dnmt3b.1,6.091549296
15_D11,Sin3b.2,7.762096774
17_F06,Sp110.3,7.764265669
4_E06,Dmap1.3,6.100795756
16_G05,Smyd3.4,7.784791103
1_B07,Aurkb.1,6.1328125
4_F11,Dnmt3b.4,6.138933764
16_D06,Sirt5.2,7.812003811
12_G11,Phf2.4,4.426559356
control1_D04,Ncor1.3,6.149545772
18_D06,Tet3.2,7.839506173
control1_B07,Whsc1.2,6.170703576
4_B09,Chd9.1,6.178707224
18_E02,Trim33.2,7.85198556
18_G07,Trim24.4,7.856247388
15_C09,Sin3a.1,7.863031072
17_G06,Taf3.4,7.865374063
6_B09,Gtf2f1.1,6.214039125
13_G02,Prdm8.4,4.459691252
4_E11,Chd9.3,6.221776217
18_C11,Trim33.1,7.895745496
control2_F07,Sp140.2,4.465075155
17_D11,Tcea1.2,7.90513834
3_G03,Cbx5.4,6.233062331
control2_G02,Smarce1.1,4.469646431
control3_E11,shCd4.4+pMig,7.918552036
3_B02,Brwd1.1,6.246134818
4_D03,Dnmt3l.2,6.24741415
3_B07,Chd2.1,6.255247691
5_D11,Fbxo44.2,6.259600614
17_F05,Sp140.3,7.954012201
16_C10,Smarca5.2,7.955689829
11_F06,Ncoa3.3,4.49285228
7_C02,Jarid2.2,6.289308176
10_C06,Myst1.1,4.49704142
5_D08,Ercc5.2,6.291390728
control3_F08,Sp140.3,7.970749543
15_D04,Setdb1.3,7.971586425
4_G04,Chd4.4,6.297229219
1_E02,Asxl1.2,6.308411215
5_G06,Fbxl19.4,6.318082789
20_D04,Padi2.3,7.998861372
16_F10,Sirt5.4,8.002849679
5_E07,Elp3.2,6.325301205
18_G11,Trim66.4,8.00674252
18_F09,Trim33.3,8.008752735
11_D08,Padi6.2,4.515828678
9_C09,Mecom.1,4.520654716
1_E10,Atad2b.3,6.340378198
control3_C04,mll2.3,8.026570717
12_D10,Pcgf2.3,4.52690167
3_C04,Brwd1.2,6.355932203
15_B07,Sin3b.1,8.042421564
control3_E08,Klf2.3,8.045612924
13_D07,Prkaa2.3,4.53544694
15_C04,Rpa3.2,8.056872038
4_D06,Chd6.2,6.373626374
3_E05,Chaf1b.3,6.373937677
3_F04,Cbx8.4,6.37755102
13_F07,Prdm9.4,4.546968688
11_D05,Ncor1.1,4.547803618
5_G02,Ercc5.4,6.397562833
2_G06,Brpf1.4,6.398104265
control2_G08,Wdr82.3,4.551254785
13_C06,Prdm8.1,4.551863041
5_D09,Elp4.2,6.41025641
12_F04,Phf20l1.4,4.558065795
4_D09,Chd9.2,6.424870466
control3_E09,Klf2.4,8.118858212
4_F02,Chd5.3,6.433637285
5_C02,Ezh1.2,6.437077567
5_D07,Fbxl19.3,6.439393939
15_B09,Setd4.1,8.135762416
19_F10,Whsc1.4,8.136117556
17_E06,Suv420h1.3,8.137044968
3_C05,Chd1.2,6.447368421
11_F04,Padi4.4,4.574927954
13_C03,Prdm13.1,4.578800911
control3_D11,shCd4.3+pMig,8.155699722
20_D03,Prdm16.2,8.16890292
14_G02,Rbbp7.4,4.590049054
18_D03,Usp27x.2,8.172571028
2_D03,Brpf1.2,6.493506494
13_E08,Prdm11.3,4.60782306
5_D02,Eed.2,6.52173913
3_D04,Cbx7.3,6.52173913
14_G07,Prmt6.4,4.616687844
1_D08,Atad2b.2,6.535947712
5_D10,Dub2a.3,6.543494996
13_D09,Prdm15.2,4.623567921
3_B06,Carm1.1,6.550449023
control2_E07,Klf2.2,4.630593132
12_E11,Phf1.3,4.636785162
15_G02,Setmar.4,8.307116742
16_B02,Sirt1.1,8.320445407
1_E07,Ash1l.2,6.624319419
14_F06,Prmt5.3,4.663774403
6_B07,Hdac6.1,6.627393225
21_D06,Smarcb1.1,8.333333333
8_E07,Kat5.2,4.667081518
8_F11,Kdm4c.4,4.667242869
8_E03,Kdm2a.2,4.667721519
15_C07,Setdb2.2,8.356062485
8_G10,Kdm1a.4,4.676843131
2_G04,Baz1b.4,6.655433867
11_F07,Parp1.4,4.683342203
5_B07,Fbxo44.1,6.666666667
1_E09,Atr.3,6.666666667
13_F09,Prdm2.3,4.68401487
13_F05,Prdm14.3,4.686289698
18_D02,Tet1.2,8.380952381
2_B06,Baz2a.1,6.67752443
16_B06,Sirt4.1,8.388312912
14_E06,Rbbp5.3,4.692243997
16_F07,Smarcd3.4,8.401344215
19_G02,Cbx2.3,8.417121517
11_B05,Orc1.1,4.705882353
13_E09,Prkaa1.3,4.70685384
18_D07,Usp27x.3,8.42674913
control1_B05,Bptf.4,6.75990676
8_C09,Kdm4d.1,4.730064388
10_B04,Mtf2.1,4.733926473
18_E08,Tet1.3,8.483290488
2_D09,Bop1.2,6.774394034
14_D08,Rbbp7.2,4.754098361
15_F02,Scml4.3,8.525170756
15_B11,Sfmbt2.1,8.53761623
2_B05,Brd1.1,6.824324324
4_D05,Chd8.1,6.825657895
14_E02,Prmt8.2,4.767545158
19_C11,Zmynd8.1,8.566433566
1_G02,Atad2b.4,6.855320845
control3_B04,Bptf.3,8.580343214
10_E09,Myst3.3,4.7823219
4_G07,Chd8.4,6.867845994
1_C04,Actl6b.2,6.869089099
3_B03,Cbx7.1,6.872852234
4_F03,Dot1l.3,6.87960688
control3_C06,Brd8.1,8.602620087
9_B09,L3mbtl1.1,4.790874525
8_G04,Jmjd6.4,4.794520548
4_C04,Chd3.2,6.896551724
14_F10,Prmt5.4,4.797843666
control2_C07,Brd8.2,4.799647732
11_D03,Pbrm1.2,4.808024905
13_C02,Prdm9.2,4.808126411
8_B05,Kdm2a.1,4.818624797
17_B11,Taf1.1,8.669201521
2_F03,Brpf3.3,6.94980695
21_C03,Smarca2.3,8.680381335
3_E10,Chaf1a.3,6.955736224
7_G05,Jmjd4.4,6.964420893
17_F02,Sp100.3,8.697916667
control3_B09,Whsc1.4,8.700616579
3_D08,Chaf1a.2,6.988564168
20_E04,Fkbp2.2,8.718304967
2_G07,Bmi1.4,7
3_G09,Cbx7.4,7.005347594
18_D11,Usp51.2,8.734177215
5_E08,Eed.3,7.027363184
12_C06,Phf8.1,4.86381323
control3_C07,Brd8.2,8.777024847
19_E05,Cecr2.3,8.778173191
15_F05,Setd2.3,8.785648574
16_F05,Sirt6.3,8.800567779
12_E07,Phc1.2,4.88590604
1_D09,Ash2l.2,7.098491571
control1_B02,Bptf.1,7.102092581
control2_B11,shCd4.1+pMig,4.901960784
15_B06,Scml4.1,8.861767047
16_F04,Smarcc2.4,8.883899936
17_B09,Ssrp1.1,8.884210526
19_D03,Dpy30.1,8.88533577
17_E10,Suv420h2.3,8.897876643
20_G02,Phc2.2,8.899483512
control3_D04,Ncor1.3,8.905228758
2_D02,Baz1b.2,7.170542636
9_G07,Kdm6b.4,4.933814681
control2_D11,shCd4.3+pMig,4.938271605
8_D07,Kdm4d.3,4.939400869
5_C07,Epc2.2,7.186030893
9_B07,Men1.1,4.941551541
9_F11,Mbd4.4,4.945904173
15_E05,Sfmbt1.3,8.94990568
2_E10,Brd4.3,7.209612817
13_B06,Prdm12.1,4.95412844
19_C06,Brdt.3,8.956796628
8_D02,Jmjd6.2,4.957945994
4_C02,Dnmt3a.2,7.235142119
3_C07,Cbx8.2,7.236467236
1_E05,Atm.3,7.249466951
16_E08,Sirt3.3,9.006707122
20_G11,Mecp2.3,9.014084507
3_B04,Cbx8.1,7.276819205
10_F03,Nap1l1.3,4.987350922
19_G09,Brd7.1,9.03686088
2_D04,Brd2.3,7.302823759
10_E02,Mta1.2,5
9_C10,L3mbtl4.2,5.003335557
1_F06,Arid2.3,7.326007326
16_E04,Sirt1.4,9.085948158
12_C03,Pcmt1.1,5.018020516
9_C04,Kdm5b.2,5.022026432
15_D07,Sin3a.3,9.135691894
20_G09,Padi3,9.138724523
2_G11,Brd1.4,7.392996109
11_G10,Ncor2.4,5.04587156
21_B10,Setd3.1,9.162995595
control3_E10,shCd4.4+Runx3,9.173387097
1_D07,Atrx.3,7.42778542
6_E02,Gtf3c4.2,7.440336921
20_C02,Phc3.2,9.205298013
2_E08,Baz1b.3,7.471980075
17_B08,Suz12.1,9.252506837
5_B10,Eed.1,7.49219563
control1_B08,Whsc1.3,7.509505703
1_C06,Atad2b.1,7.517309594
18_D10,Tdg.3,9.298721426
9_G03,L3mbtl2.4,5.113122172
control2_B04,Bptf.3,5.117017057
1_C10,Asxl3.2,7.544836116
17_E03,Suv39h1.2,9.318259678
5_F02,Ehmt1.3,7.560137457
9_F09,L3mbtl2.3,5.135557873
17_G09,Suv39h2.4,9.361600762
3_C08,Carm1.2,7.592281879
control2_E08,Klf2.3,5.146036161
5_B02,Dub2a.1,7.603305785
8_D08,Kdm3b.2,5.147864184
20_G10,Jmjd8.1,9.377738826
11_G02,Padi6.4,5.151915456
3_E02,Cbx5.2,7.624831309
2_F11,Brd9.4,7.637540453
14_F11,Rnf20.4,5.173169662
5_G10,Elp4.4,7.665964173
8_E05,Kdm4a.3,5.181695828
17_C02,Suz12.2,9.452389257
5_B05,Ep400.1,7.687165775
1_E03,Asxl2.2,7.692307692
18_B06,Tet2.1,9.495387954
12_E09,Polr2b.3,5.206247497
16_E06,Smarcc2.3,9.504
1_C07,Atad2.2,7.736625514
18_E11,Trim28.3,9.523809524
15_C05,Sfmbt2.2,9.531374106
3_F03,Chd2.3,7.756232687
20_B06,Gtf2h1.1,9.539473684
1_C09,Atrx.1,7.795582503
3_D07,Chd1l.3,7.80141844
control3_B02,Bptf.1,9.589041096
control2_G07,Wdr82.2,5.251641138
17_D02,Smyd5.2,9.606081548
13_E10,Prdm8.3,5.255420801
16_F03,Smyd3.3,9.620253165
13_B10,Prdm11.1,5.263157895
9_C07,Mbd1.2,5.266666667
8_C11,Kdm1b.1,5.270394134
4_C08,Chd5.2,7.859358842
17_G02,Suv420h2.4,9.648493544
5_B11,Ezh2.1,7.87037037
5_E10,Ercc5.3,7.884972171
4_B04,Dmap1.1,7.916666667
2_F08,Brd1.3,7.957393484
2_C09,Brpf1.1,7.976878613
19_C02,Cecr2.2,9.777517564
3_G02,Chaf1a.4,7.985257985
1_B03,Asxl3.1,7.990690458
12_C10,Phf20.2,5.34939759
3_D09,Cbx4.2,8.023483366
2_F10,Baz2b.4,8.033664881
5_C05,Ezh2.2,8.046817849
12_G09,Phf20.4,5.385190726
17_G08,Sp100.4,9.899229401
3_E06,Cbx8.3,8.098591549
1_C05,Atr.2,8.109875736
15_B03,Setdb1.1,9.985243483
19_F06,Whsc1.3,10.02124646
11_D07,Pbrm1.3,5.452620434
18_B07,Usp51.1,10.03616637
11_G03,Nsd1.4,5.459057072
15_D05,Setd2.1,10.05942275
3_B09,Cbx4.1,8.246597278
14_B06,Prmt3.1,5.469020422
11_F02,Ncoa1.3,5.470368835
16_B10,Sirt3.1,10.09817672
11_E03,Orc1.2,5.492957746
1_B04,Atad2.1,8.309990663
9_C05,Mbd4.2,5.498007968
control3_B07,Whsc1.2,10.18932874
20_B05,Kdm4b.3,10.19399011
17_B04,Suv420h1.1,10.2297593
14_E07,Prmt6.2,5.544554455
17_B06,Sp100.1,10.24042743
12_B11,Polr2b.1,5.550737207
15_B08,Sfmbt1.1,10.25145068
15_B10,Scml2.1,10.26438569
2_C03,Baz2b.1,8.438818565
14_G09,Rbbp4.4,5.561993048
3_E03,Cbx6.2,8.452380952
control1_D02,Ncor1.1,8.457711443
12_C07,Phf20l1.2,5.571428571
14_D09,Prmt7.2,5.571593533
18_F10,Tet3.4,10.29411765
13_D08,Prdm8.2,5.574136009
14_G05,Rnf40.4,5.576559546
15_D03,Sin3a.2,10.33067825
6_C02,Hdac2.2,8.505367465
16_B04,Smarcc2.1,10.34288926
1_F02,Aff4.3,8.515699334
control2_E06,Klf2.1,5.600789539
2_G10,Bop1.4,8.551068884
12_F09,Phf19.3,5.620953502
1_G10,Ash2l.4,8.569353667
21_G04,Setd7.1,10.41995579
1_B02,Actl6b.1,8.583247156
15_B05,Setd8.1,10.42639278
13_B03,Prdm5.1,5.641348881
13_C08,Prdm12.2,5.641891892
6_E09,Hdac3.3,8.613804906
6_C05,Hdac3.2,8.620689655
1_D10,Actl6b.3,8.639308855
3_D03,Chd1l.2,8.650793651
17_G03,Supt16h.4,10.49640015
9_D10,Kdm5b.3,5.675833821
5_G05,Fbxo44.4,8.670820353
9_C08,Kdm5d.2,5.67942785
5_B09,Elp4.1,8.692767087
5_G07,Elp3.4,8.701472557
3_G11,Cbx6.4,8.73015873
11_C03,Ncoa3.1,5.711519845
9_G05,Men1.4,5.723234624
1_G04,Aff1.4,8.768267223
1_C03,Arid2.1,8.775008775
5_C08,Ehmt1.2,8.778625954
15_E02,Setd5.2,10.660941
1_E11,Ash2l.3,8.849557522
5_C06,Ercc5.1,8.880903491
9_G09,L3mbtl4.4,5.804311774
5_G08,Ehmt1.4,8.936170213
2_B09,Bop1.1,8.942307692
3_G10,Cbx4.4,8.949416342
2_B03,Brd2.1,8.955223881
17_B10,Smyd5.1,10.82901554
13_E03,Prdm4.2,5.821917808
4_G02,Dnmt1.4,8.964316797
20_F10,Hdac11.2,10.87124133
1_C08,Aff4.2,9.014810045
1_E08,Aff1.3,9.07227063
7_B06,Hdac9.1,9.090909091
2_C10,Brd2.2,9.090909091
1_F09,Asxl1.3,9.090909091
15_B02,Rpa3.1,10.98204857
2_C11,Bptf.1,9.107468124
1_B09,Ash2l.1,9.124928037
5_C04,Dub2a.2,9.132420091
1_G07,Ash1l.4,9.165302782
1_C11,Asxl1.1,9.167054444
15_F09,Setd5.3,11.05398458
14_C03,Prmt5.1,5.94028932
17_B05,Suv39h1.1,11.09200344
18_F08,Trim66.3,11.10213969
10_F10,Mll5.4,5.955006617
6_C04,Fbxw9.2,9.240099893
5_D03,Fbxl19.2,9.263157895
4_E02,Crebbp.2,9.274193548
7_B05,Ing3.1,9.282422646
3_F02,Carm1.3,9.285714286
15_F06,Setd1a.3,11.2122023
3_B08,Chaf1b.1,9.323813524
12_F08,Phf2.3,6.006006006
2_E04,Baz1a.4,9.349766256
8_C03,Kat2b.1,6.027535259
14_C09,Rnf217.1,6.034482759
14_B02,Prmt1.1,6.035562234
11_B04,Padi4.1,6.067172264
1_G09,Asxl3.4,9.463276836
15_G04,Scml2.4,11.37523065
20_B08,Phc3.1,11.3836187
18_E07,Trim24.2,11.42993783
2_E11,Bop1.3,9.534368071
15_D06,Setd1a.2,11.45218418
5_F10,Ehmt2.4,9.56284153
9_F03,Men1.3,6.121281465
1_F11,Atr.4,9.579439252
12_D04,Phf20.3,6.129597198
control1_C02,mll2.1,9.594822735
5_C10,Epc1.2,9.617612978
20_B03,Padi2.1,11.53281097
control3_B08,Whsc1.3,11.57548126
19_D08,Cbx2.1,11.61330822
8_G03,Kdm1b.4,6.194225722
19_D02,Wdr5.2,11.63556531
10_B08,Myst2.1,6.204081633
6_F11,Hdac3.4,9.76744186
12_E03,Phf2.2,6.221198157
3_G08,Carm1.4,9.773123909
control3_G09,Wdr82.4,11.69944528
2_F02,Baz2a.3,9.803921569
10_D03,Myst4.2,6.25
8_C06,Kdm3b.1,6.25
1_G05,Aurkb.4,9.848484848
control2_B07,Whsc1.2,6.266846361
1_D04,Asxl3.3,9.89729225
13_F08,Prdm4.3,6.290531777
10_C11,Mta1.1,6.297613002
18_E04,Tdg.4,11.88118812
11_B10,Nap1l3.1,6.329113924
10_E04,Mll1.4,6.354668502
15_D09,Setd4.2,12.01501877
14_C04,Prmt1.2,6.393775372
control3_G07,Wdr82.2,12.14215202
14_D10,Prmt1.3,6.445783133
10_B06,Mll3.1,6.451612903
13_G05,Prkcd.4,6.459627329
20_F07,Phf10.1,12.20735786
17_G10,Ssrp1.4,12.23362273
5_F11,Ezh2.4,10.28
control3_G08,Wdr82.3,12.24097415
16_F06,Sirt5.3,12.31212024
14_C10,Rbbp4.2,6.50994575
10_B02,Mll1.1,6.516963632
control3_G06,Wdr82.1,12.36893549
14_D07,Rnf217.3,6.539351852
18_F07,Uhrf1.4,12.41291957
21_B02,Satb1.3,12.41351241
14_C08,Prmt3.2,6.557377049
3_G07,Cbx3.4,10.45655376
3_B10,Brwd3.1,10.50632911
1_B10,Aff1.1,10.51972448
12_D09,Phf1.2,6.594885599
2_F04,Brd3.4,10.52631579
18_B04,Ube2e1.1,12.54125413
14_D03,Rnf217.2,6.639523959
11_G06,Pbrm1.4,6.640106242
10_C02,Myst2.2,6.675703151
6_C06,Hdac10.1,10.68931069
18_E05,Uhrf1.3,12.70758123
5_E11,Elp4.3,10.72164948
control1_B06,Whsc1.1,10.72239891
3_D10,Brwd1.3,10.73762838
19_G04,Wdr5.4,12.75440977
11_F05,Ncor1.3,6.719924812
8_C08,Kat2a.2,6.734177215
2_C04,Baz1a.2,10.82352941
11_B09,Ncor2.1,6.756756757
15_E10,Setmar.3,12.85433071
5_C09,Fbxl19.1,10.86042065
18_F04,Ube2e1.4,12.86425018
15_G05,Sin3b.4,12.86443749
14_F05,Prmt6.3,6.783919598
9_G11,L3mbtl3.4,6.788990826
15_G07,Setd2.4,12.92979943
3_B05,Cbx6.1,10.95890411
16_D07,Smyd2.3,13.02083333
3_C02,Chaf1b.2,11.01694915
control3_B06,Whsc1.1,13.0345031
9_G02,Mbd2.4,6.848582129
3_C11,Cbx5.1,11.05651106
12_C11,Phf19.1,6.876061121
20_C05,Phf10.3,13.12462372
1_C02,Atm.2,11.12956811
13_E07,Prdm14.2,6.903353057
14_D05,Prmt6.1,6.909937888
2_D10,Baz1a.3,11.19894598
14_G06,Rnf217.4,6.933457422
18_E06,Ube2e1.3,13.2396282
15_G03,Setd5.4,13.24606371
12_F10,Pcmt1.4,6.968902211
control1_C03,mll2.2,11.28696377
3_C10,Cbx7.2,11.29943503
19_C03,Whsc1.1,13.33333333
7_B02,Hdac7.1,11.32561133
control2_D04,Ncor1.3,6.996935649
15_F08,Setd8.3,13.40057637
1_G03,Asxl1.4,11.37349398
14_B03,Rbbp4.1,7.021276596
1_F10,Arid2.4,11.38888889
1_D06,Arid2.2,11.43478261
control3_D02,Ncor1.1,13.47789116
3_E11,Cbx4.3,11.46245059
3_F08,Cbx6.3,11.50442478
control2_F08,Sp140.3,7.152542373
12_C09,Ppargc1a.1,7.16934487
9_F07,Mbd3.4,7.188841202
control2_E11,shCd4.4+pMig,7.191316147
17_G11,Suv39h1.4,13.79797504
18_E09,Usp22.3,13.82411726
5_G09,Epc1.4,11.83127572
17_D10,Smyd4.3,13.92434988
1_F07,Atm.4,11.86440678
10_B10,Mll2.1,7.287191726
14_F07,Ring1.4,7.29317852
17_B02,Smyd4.1,14.04440154
18_F02,Tet2.3,14.07379937
14_E03,Psip1.2,7.392887146
11_D06,Ncoa3.2,7.42280285
15_F10,Setd1a.4,14.30615165
17_C11,Supt16h.1,14.32160804
11_B02,Nap1l2.1,7.465940054
1_D02,Aff1.2,12.28733459
control1_B04,Bptf.3,12.34782609
17_F07,Suz12.4,14.4820296
11_D02,Nap1l3.2,7.524115756
18_B10,Tet1.1,14.54429978
6_B02,Fbxw9.1,12.44598099
14_B11,Rnf20.1,7.578558226
control2_B09,Whsc1.4,7.618369527
1_D11,Aurkb.2,12.71929825
9_F04,Mbd1.4,7.695456406
15_G08,Scml4.4,14.89361702
18_F11,Usp22.4,14.92168178
14_F03,Rnf40.3,7.750060547
12_F06,Pcmt1.3,7.799245994
control2_D02,Ncor1.1,7.808716707
9_G04,Kdm5c.4,7.814336075
10_D02,Mll2.2,7.854183927
14_B07,Rnf40.1,7.866323907
1_B11,Atr.1,13.09707242
14_E05,Ring1.3,7.882082375
2_C02,Brd8.2,13.1294964
18_D05,Trim24.1,15.38461538
14_C06,Rbbp7.1,7.98146241
18_D08,Ube2i.2,15.6779661
14_F02,Prmt3.3,8.070041873
4_G11,Ctsl.4,13.80897583
14_B08,Ring1.1,8.23015295
4_C07,Dmap1.2,13.90581717
control2_E10,shCd4.4+Runx3,8.272506083
8_C10,Kdm2b.2,8.30246241
6_B11,Hdac3.1,14.01098901
7_D07,Jmjd1c.3,14.28571429
control3_C02,mll2.1,16.52628892
12_C08,Pcgf6.2,8.513853904
17_F10,Sp110.4,16.66666667
1_D03,Atrx.2,14.42622951
13_E06,Prdm6.3,8.544652701
2_F09,Bptf.3,14.56380678
10_D10,Mll1.3,8.648648649
17_E02,Supt16h.2,17.05020921
18_C02,Uhrf1.2,17.13911906
12_G03,Phf19.4,8.771929825
control2_C02,mll2.1,8.809891808
4_C10,Cxxc1.2,15
16_B08,Smarcd3.1,17.34408936
12_G10,Phf1.4,8.85032538
15_G09,Setdb1.4,17.749658
12_F07,Phip.4,9.039548023
14_E09,Rnf20.3,9.071351739
15_D02,Scml2.2,18.02143814
2_B10,Baz1b.1,15.78467153
2_B07,Brpf3.1,15.90697674
9_D08,Mbd2.2,9.350434423
12_B05,Phf2.1,9.382518043
control3_C03,mll2.2,18.54267083
8_D09,Kdm1a.2,9.405306496
15_F11,Sfmbt2.4,19.14893617
control2_B08,Whsc1.3,10.11426153
18_C06,Ube2i.1,20.24
control2_B06,Whsc1.1,10.18691589
17_D09,Ssrp1.2,20.31948882
12_B07,Prdm1.1,10.46815351
14_G04,Prmt2.4,10.50554871
15_D10,Rpa3.3,21.23893805
12_F05,Phc1.3,10.68249258
10_G04,Mll2.4,10.68859198
control1_C05,mll2.4,18.83067578
10_F11,Myst3.4,10.96084633
2_B02,Baz1a.1,19.61538462
8_G08,Kat2a.4,11.11111111
5_C11,Ep300.1,20
5_F05,Elp3.3,20
11_E11,Ncor2.3,11.44578313
control2_C03,mll2.2,11.50817686
control3_C05,mll2.4,23.19831668
5_G11,Ep400.4,20.70145423
17_E11,Ssrp1.3,23.72881356
15_G06,Sin3a.4,23.85643913
21_E07,Smarcc1.3,25
9_E10,Mbd2.3,12.4775045
12_B02,Pcgf2.1,12.5
11_E07,Ncor1.2,12.5
control2_C05,mll2.4,13.01411909
18_B08,Uhrf1.1,26.92012289
15_G11,Setd8.4,27.8677686
control2_D03,Ncor1.2,14.28571429
8_C02,Kdm4a.2,14.62747779
16_E11,Sirt7.3,31.25
7_C09,Jmjd1c.1,30
15_G10,Setd4.4,34.61946903
18_E10,Ube2i.3,50
6_D02,Fkbp1a.2,50
2_B11,Brd9.1,50
14_G11,Psip1.4,NaN
