plate,shRNA,Well,Percentage
9,L3mbtl3.4,G11,952.9616224
5,Ezh1.1,B08,428.857967
7,Hdac7.1,B02,429.6614067
4,Chd9.3,E11,430.3186949
17,Taf1.2,C05,578.7544874
6,Gadd45a.2,C08,431.4540821
16,Smarca4.1,B05,580.7819762
21,Smarcb1.1,D06,581.0009426
control 1,shMll2.2,C03,433.2933146
2,Brd8.4,F07,433.4653295
control 1,shCd4.1,B11,433.8690132
2,Brd8.2,C02,434.2352282
20,Gtf2h1.1,B06,584.014757
16,Smyd3.4,G05,584.4570035
16,Smarcd3.1,B08,584.7941597
control 1,shSmarca4.2,E03,435.2518283
control 2,shSmarca4.3,E04,963.4981484
14,Prmt8.1,C11,964.0804401
control 1,shNcor1.3,D04,438.3639329
9,Mbd2.2,D08,967.8563888
7,Hdac9.1,B06,439.2063946
9,Mbd3.2,C02,968.8894723
control 3,shSmarca4.1,E02,592.6227601
12,Phf20.2,C10,970.0127617
7,Ing4.4,G09,440.8932917
7,Ino80.3,E10,440.9260653
4,Dot1l.3,F03,441.9927913
19,Actl6a,E03,595.7115067
4,Crebbp.1,C11,443.3411187
6,Hdac10.1,C06,443.8365135
20,Phc3.1,B08,600.0455784
7,Ing2.2,E02,446.5768033
5,Ep300.3,F09,447.0916517
16,Smarcc2.3,E06,602.6400529
12,Prdm1.2,D11,979.6042436
15,Rpa3.4,E04,604.2448888
16,Sirt4.1,B06,604.27486
5,Ezh2.4,F11,450.1660542
7,Hdac9.3,F02,452.0024261
9,Men1.2,D11,986.9697657
control 1,shSmarce1.3,G04,453.4109284
2,Baz1b.2,D02,454.7900515
2,Baz1b.3,E08,454.9249147
2,Bptf.3,F09,456.9925608
16,Smarcd3.4,F07,617.4972464
18,Uhrf1.1,B08,617.9356911
control 2,shSmarce1.1,G02,994.2228742
7,Ing2.4,G03,459.7367745
16,Smarca4.2,E03,621.4030718
17,Sp100.1,B06,622.9508376
control 2,shMll2.4,C05,998.8046672
19,Arid1a.2,G11,624.1098161
4,Chd4.2,D02,462.7067055
control 3,shCd4.1,B11,625.1573473
6,Gtf2f1.1,B09,464.1252975
5,Elp3.4,G07,465.1136488
17,Taf3.1,C09,628.507699
4,Dmap1.4,F04,465.5515615
2,Baz1a.4,E04,465.7044643
5,Ercc5.3,E10,465.7093429
9,L3mbtl3.3,F08,1004.794061
2,Bop1.1,B09,466.4226427
6,Fbxw9.1,B02,467.908155
4,Cxxc1.2,C10,469.8487967
control 3,shNcor1.4,D05,635.371319
17,Suz12.1,B08,637.0179414
8,Kdm2b.3,D04,1012.205192
control 1,shKlf2.1,E06,471.5049828
11,Ncoa1.2,C08,1012.257832
control 2,shSmarce1.4,G05,1013.088819
9,Kdm5d.2,C08,1013.313137
15,Sfmbt1.1,B08,638.9047536
2,Brd2.3,D04,472.5978373
16,Sirt4.3,F02,639.3307176
9,Kdm5d.4,G08,1014.984786
14,Rnf20.2,C05,1015.224524
9,Mbd2.1,C06,1015.735634
16,Smarce1.1,B11,641.6842655
4,Dnmt3a.3,E05,474.8698597
6,Hdac1.2,C07,475.4322856
19,Whsc1l1.1,D05,644.1331165
2,Brpf1.1,C09,476.8863129
4,Dnmt3l.1,C09,479.5680383
4,Chd8.3,F05,479.6564716
12,Pcgf5.3,E08,1024.422884
16,Smyd3.3,F03,651.2026285
control 3,shBrd8.4,C09,651.4178507
16,Smarca4.4,G11,651.4777671
1,Asxl1.2,E02,481.5385295
6,Hcfc1.1,B03,481.7404135
16,Sirt7.4,G10,652.5750095
control 1,shWhsc1.4,B09,482.331612
2,Baz2a.4,G08,482.5974984
15,Setd2.1,D05,654.4175371
15,Rpa3.1,B02,654.8859545
4,Crebbp.4,G03,484.3130622
15,Setmar.3,E10,655.959553
1,Aff1.2,D02,484.4320678
17,Suv420h2.3,E10,657.1655463
11,Ncoa3.3,F06,1031.288046
14,Rbbp5.4,F04,1031.397167
9,L3mbtl4.4,G09,1032.072007
4,Chd5.2,C08,486.4758092
14,Rnf217.2,D03,1032.77505
12,Phip.4,F07,1033.050569
16,Sirt7.3,E11,659.6055799
8,Kdm4d.1,C09,1033.486909
control 1,shMll2.1,C02,487.9925883
20,Padi3,G09,661.9628674
19,Wdr5.2,D02,662.2704993
18,Ube2e1.2,C07,662.4513492
16,Sirt5.4,F10,663.7037613
15,Setdb1.3,D04,663.8304447
20,Iws1.1,B09,664.0926544
18,Trim28.4,G10,664.3719422
2,Baz1a.3,D10,490.7746085
2,Brd9.3,E09,491.1159211
11,Paxip1.1,B11,1040.900165
18,Trim28.3,E11,669.0673641
4,Chd3.2,C04,494.5114888
14,Prmt5.4,F10,1043.90156
5,Eed.4,G04,495.080702
2,Brpf1.2,D03,495.5696131
17,Smyd5.1,B10,672.7179792
control 2,shWhsc1.3,B08,1049.004394
4,Crebbp.2,E02,499.2089274
4,Dnmt3l.3,D07,499.6497096
16,Sirt1.3,D10,678.377953
control 1,shSmarca4.1,E02,500.8580504
12,Polr2b.2,C05,1052.575748
7,Hdac8.4,G04,502.1449553
14,Rbbp5.2,C07,1054.043612
7,Hdac8.2,D02,502.6247036
5,Epc2.2,C07,503.2258774
8,Kdm3a.4,F04,1056.222839
19,Whsc1l1.4,G07,684.7744911
18,Usp22.1,B11,685.4701839
17,Suz12.4,F07,686.0762624
20,Satb1.2,G05,686.1592622
10,Morf4l1.3,F05,1058.71504
12,Phip.3,E05,1059.09218
16,Sirt4.2,C08,687.3563413
12,Phf2.3,F08,1059.940436
control 1,shCd4.3,D11,507.2948871
15,Setd1a.4,F10,689.151879
4,Chd8.1,D05,507.4696457
7,Hltf.4,G10,508.7559929
17,Smyd4.1,B02,691.3826019
16,Smarcc2.1,B04,693.6287705
13,Prdm14.2,E07,1065.530218
6,Gadd45b.2,D06,511.6066855
8,Kdm2b.2,C10,1067.023115
16,Smyd2.1,C09,696.5794842
16,Sirt4.4,G08,696.8738763
10,Myst2.1,B08,1068.655277
14,Prmt6.4,G07,1068.737348
5,Epc1.2,C10,513.0499313
14,Prmt8.4,G03,1071.129087
18,Tet2.3,F02,700.602858
15,Scml4.3,F02,700.8737755
6,Hat1.1,B05,515.8184194
control 3,shCd4.4,E11,703.0647194
10,Myst2.2,C02,1074.780081
11,Ncor1.1,D05,1075.377322
9,Kdm6b.4,G07,1076.279546
16,Sirt6.4,G07,705.5828801
15,Rpa3.2,C04,708.2298831
16,Smarca4.3,F08,708.494386
control 1,shCd4.1,B10,520.8797934
control 1,shWhsc1.1,B06,521.2998391
control 1,shSmarca4.3,E04,522.4411252
10,Myst1.1,C06,1082.67478
10,Mta1.1,C11,1083.266218
21,Ube2a.2,E02,712.857102
5,Elp4.1,B09,524.3416107
9,Men1.4,G05,1084.909358
16,Sirt5.3,F06,715.0489035
7,Jhdm1d.3,E09,525.6455417
10,Mta1.4,G03,1086.277411
5,Ehmt1.2,C08,525.8113786
17,Suv420h1.1,B04,716.5376621
7,Ing3.2,E03,526.970403
15,Setd4.3,E11,718.1858802
16,Sirt6.2,E07,718.7761228
4,Chd9.4,G10,527.9912465
14,Prmt6.2,E07,1089.949165
control 3,shBrd8.2,C07,719.6952404
2,Brd1.4,G11,529.0240377
4,Chd6.2,D06,529.0465776
11,Nap1l3.2,D02,1091.00365
15,Setd8.1,B05,721.2146152
16,Smarce1.3,E09,721.5545225
16,Smarca5.2,C10,721.8617249
14,Rbbp7.2,D08,1092.762384
4,Chd6.3,F06,531.0866308
4,Chd6.1,C03,531.1539204
12,Ppargc1a.1,C09,1093.688448
1,Atr.1,B11,531.4602275
16,Smarce1.4,F11,725.6840068
control 2,shCxxcl.3,D08,1096.143516
17,Supt16h.1,C11,726.770503
5,Ep400.1,B05,533.5788221
14,Prmt5.2,D06,1097.129966
17,Sp110.4,F10,728.2846255
15,Setmar.4,G02,728.5088282
9,Mbd3.1,B08,1099.242751
8,Kdm4c.2,C05,1099.461253
control 3,shKlf2.4,E09,730.1148043
14,Rnf217.4,G06,1099.915247
control 1,shBptf.1,B02,535.7695761
12,Pcgf5.4,G04,1100.483915
14,Rnf20.1,B11,1100.658433
7,Jmjd4.4,G05,536.5555252
14,Prmt5.3,F06,1102.007013
15,Setd1a.3,F06,732.3487195
9,Kdm5d.3,F02,1102.28708
19,Whsc1.4,F10,732.8802713
2,Baz2b.1,C03,538.3397691
18,Ube2i.2,D08,734.8745344
16,Sirt6.3,F05,735.2792323
8,Kat2a.4,G08,1104.835233
6,Hdac6.1,B07,539.4065782
11,Ncor1.4,G07,1105.849789
15,Scml4.1,B06,736.8089823
6,Hdac3.3,E09,540.7803247
control 3,shMll2.1,C02,737.4871973
control 2,shCxxcl.2,D07,1107.999912
2,Bmi1.4,G07,541.9294453
control 1,shBptf.4,B05,542.1068442
11,Nap1l3.1,B10,1108.875335
19,Wdr5.4,G04,740.0671077
control 1,shWhsc1.2,B07,542.7372288
15,Scml4.2,C08,740.8690198
14,Prmt7.4,G10,1110.139406
14,Prmt2.3,E08,1111.409799
15,Scml4.4,G08,743.673006
4,Chd5.3,F02,545.9178981
14,Ring1.4,F07,1114.279901
15,Setdb2.2,C07,745.3116822
15,Sin3a.3,D07,745.4971973
6,Hdac2.2,C02,546.7697251
17,Taf3.4,G06,747.0812728
6,Gtf2b.4,G07,548.5832671
2,Brd3.4,F04,548.7475446
14,Prmt8.2,E02,1118.112365
7,Ing4.2,C10,550.0198616
8,Kdm2a.2,E03,1119.579776
6,Gtf2f1.4,G10,551.1430753
15,Sin3b.1,B07,752.4627986
control 2,shCd4.3,D11,1121.377472
1,Atad2b.4,G02,552.0003618
7,Ino80.1,C06,552.5045205
13,Prdm10.3,D10,1123.432586
13,Prdm2.4,G03,1123.506374
control 2,shCd4.1,B11,1124.046937
16,Smyd3.2,D11,756.8677215
7,Hdac8.1,B10,555.0441046
19,Brdt.1,E06,758.6260043
11,Padi1.4,G09,1127.009047
18,Trim66.3,F08,759.0003237
15,Setd5.2,E02,759.0407625
15,Setd5.3,F09,759.3946995
15,Setd5.4,G03,759.7431194
5,Elp4.3,E11,556.5787363
11,Ncor1.3,F05,1128.535148
15,Sfmbt1.4,F07,760.4606193
18,Trim66.2,E03,761.1131426
control 2,shKlf2.1,E06,1129.556254
15,Sin3a.2,D03,761.4815763
9,Kdm5d.1,B06,1129.677671
17,Sp140.2,E07,761.6757547
1,Aff1.4,G04,557.64849
8,Jmjd6.1,B10,1130.812373
10,Mta2.1,B05,1131.64784
16,Sirt6.1,D05,764.239509
7,Jarid2.4,F07,559.9967005
15,Setdb2.3,E06,766.0229467
4,Chd4.3,E08,560.7604924
2,Brpf1.4,G06,560.9236039
7,Hdac7.4,E04,561.1741127
2,Bptf.1,C11,561.3118516
control 2,shCd4.4,E10,1134.973191
5,Ep300.1,C11,561.6563854
control 2,shBptf.2,B03,1136.009128
16,Smarca1.2,E02,768.3871373
19,Zmynd11.4,G10,769.9393133
control 2,shCxxcl.1,D06,1137.758237
8,Kdm1b.2,E02,1138.319539
14,Rbbp4.2,C10,1138.339528
18,Trim24.1,D05,771.0350212
9,Men1.1,B07,1138.877635
15,Sin3b.2,D11,771.4762027
9,Mecom.4,G06,1139.077212
18,Trim24.3,F05,771.8412563
17,Smyd5.3,E08,773.3100779
control 2,shWhsc1.4,B09,1141.308523
10,Mll5.1,C03,1141.376991
19,Eaf1.2,D11,774.015995
18,Trim28.1,B09,774.4103506
16,Smarce1.2,C05,774.6899475
control 1,shSmarca4.4,E05,567.5773442
13,Prdm11.1,B10,1143.949193
18,Tdg.1,B02,776.8807807
19,Clock.2,F11,777.1942584
17,Smyd4.4,E04,777.2460438
12,Phf8.3,E10,1144.954061
12,Phf1.2,D09,1145.009882
control 1,shNcor1.4,D05,569.2152214
14,Prmt3.2,C08,1145.758674
4,Chd8.2,E07,569.5410352
16,Sirt1.2,C04,779.2807952
control 3,shCd4.3,D11,779.2929537
5,Dub2a.1,B02,571.1454224
19,Cbx2.1,D08,781.6068821
16,Smyd2.2,D03,781.8742668
14,Rbbp7.3,E10,1150.277799
12,Polr2b.3,E09,1151.366411
15,Setd4.1,B09,784.491379
4,Ctsl.3,F08,573.7954631
18,Usp22.3,E09,785.5521514
4,Chd4.4,G04,574.2129186
9,L3mbtl2.1,C11,1152.649651
8,Jmjd5.2,C04,1153.061391
control 1,shBptf.2,B03,575.6388337
16,Smyd2.4,G06,787.7103423
4,Chd6.4,F10,575.7337298
16,Sirt1.4,E04,788.0439053
17,Sp100.4,G08,788.5905223
12,Phf19.3,F09,1155.304334
9,Mbd1.4,F04,1155.327114
8,Kdm3b.1,C06,1155.527898
12,Phf20l1.4,F04,1156.510713
control 3,shBrd8.1,C06,791.0810755
15,Setd4.2,D09,791.3784155
6,Hdac4.1,C09,578.5702792
14,Rnf40.3,F03,1158.669395
2,Baz2a.1,B06,579.0275643
16,Sirt5.2,D06,792.7311405
5,Dub2a.2,C04,579.392875
2,Brpf1.3,D07,579.7330755
control 1,shSmarce1.4,G05,580.0508221
20,Rnf2.2,B07,794.4355475
8,Kdm3b.3,E10,1162.231379
15,Scml2.4,G04,796.2208502
8,Kat2b.1,C03,1163.222207
9,Kdm5c.2,D02,1163.419283
12,Pcmt1.4,F10,1163.768798
15,Scml2.1,B10,797.9702161
control 2,shSmarca4.4,E05,1166.641201
2,Brpf3.4,G05,584.6657145
6,Hdac2.1,B08,584.937737
9,Kdm6a.3,F06,1167.521791
5,Ehmt1.4,G08,586.5493104
9,Kdm5b.2,C04,1169.285488
control 2,shWhsc1.2,B07,1169.621203
11,Nsd1.4,G03,1169.699613
12,Phc1.4,G07,1170.489819
15,Sin3b.4,G05,804.8542902
2,Bop1.2,D09,588.5876382
10,Myst3.1,B11,1172.227463
control 1,shRunx3.2,F03,588.8751998
5,Fbxo44.2,D11,590.3027589
8,Kdm5a.2,D11,1174.490293
17,Suv39h2.2,C10,809.0734583
8,Kdm1a.2,D09,1175.169912
18,Tet1.3,E08,810.2160228
14,Psip1.2,E03,1175.98762
6,Fkbp1a.2,D02,591.9824092
3,Brwd3.1,B10,592.1515423
20,Mecp2.3,G11,812.0523492
12,Pcmt1.3,F06,1177.88762
13,Prdm11.2,D02,1179.015434
16,Sirt3.2,D02,813.6986683
7,Hira.3,F05,593.865679
control 2,shBrd8.2,C07,1179.335223
15,Setd8.2,E03,814.6160535
12,Phf19.2,E02,1179.969886
4,Dnmt3b.3,E09,594.9626324
control 1,shSp140.2,F07,595.2274372
12,Prdm1.4,G05,1181.226867
9,L3mbtl4.2,C10,1181.542063
control 2,shCd4.1,B10,1182.914629
11,Ncor2.4,G10,1182.982534
18,Ube2b.4,G09,818.1258881
9,L3mbtl1.1,B09,1183.451316
6,Gadd45a.1,B06,596.9908344
18,Trim33.1,C11,818.4542183
4,Dnmt1.2,D08,597.6139665
13,Prdm9.2,C02,1184.574544
control 2,shWhsc1.1,B06,1185.673496
9,Kdm5b.3,D10,1185.698223
19,Zmynd8.4,G03,821.1589474
control 3,shSp140.3,F08,821.2068182
17,Supt16h.4,G03,821.4568694
11,Ncor2.2,D09,1186.437828
10,Msl3.3,E11,1186.654209
control 2,shMll2.2,C03,1187.463112
control 3,shSmarca4.3,E04,823.0102182
5,Ercc5.4,G02,600.3358456
7,Ing3.1,B05,600.6440961
17,Suz12.2,C02,824.3050394
9,Kdm6a.2,D06,1189.079287
18,Trim24.2,E07,825.538591
8,Kdm4d.2,D03,1190.750172
control 1,shBrd8.2,C07,602.5453782
4,Chd5.4,G08,602.8681205
7,Jmjd1c.4,G06,604.0227503
16,Sirt7.2,D09,829.2359479
18,Ube2e1.3,E06,829.6280074
9,Mecom.1,C09,1194.381642
15,Setd1a.2,D06,830.1410618
13,Prdm6.2,C07,1194.736633
15,Setd2.2,E07,830.8450093
6,Hdac1.1,B04,605.6897021
6,Hdac4.3,D07,606.8163582
8,Kat5.3,F05,1196.994876
20,Padi2.1,B03,832.8057765
12,Pcgf6.4,G08,1197.912633
9,Kdm5b.1,B02,1198.393037
10,Myst4.4,G06,1198.5124
20,Kdm4b.3,B05,835.7227131
8,Kdm2b.4,G09,1200.193588
5,Ep400.4,G11,609.2418161
16,Sirt3.4,G04,836.2400287
6,Fkbp1a.3,E08,609.4627004
20,Phc2.2,G02,837.0494005
10,Mll1.2,C04,1201.97267
1,Atrx.2,D03,610.8573452
20,Phc3.2,C02,839.4135097
10,Myst2.4,F07,1204.349199
11,Nap1l3.3,E08,1204.593738
9,Kdm6a.1,C03,1204.898778
5,Dub2a.3,D10,612.8063374
17,Suv420h2.4,G02,841.5117474
8,Kdm2a.1,B05,1205.511683
4,Dot1l.4,G05,613.4929771
16,Smarcc2.4,F04,842.3630619
5,Ercc5.1,C06,613.7429214
6,Gtf3c4.4,G03,613.8191347
2,Baz2b.4,F10,614.0971253
8,Kdm1b.4,G03,1207.200885
18,Trim24.4,G07,844.1355826
7,Jhdm1d.1,B11,615.1780708
13,Prdm15.3,E11,1208.776139
19,Whsc1.2,D06,845.1816488
17,Tcea1.4,G05,845.7778868
11,Pcgf1.2,D11,1209.939606
9,Kdm6b.1,D05,1210.897086
6,Gtf3c4.2,E02,617.2135111
7,Ing4.3,D04,617.4172071
4,Chd3.4,E04,618.8811093
10,Mll5.3,F06,1213.678637
4,Chd9.2,D09,619.3877203
2,Bmi1.3,F05,619.9975141
14,Prmt1.3,D10,1215.019196
7,Jhdm1d.4,F11,620.1016094
6,Hdac4.2,D03,620.4058442
15,Sfmbt1.2,C02,852.2748207
2,Brd8.1,B08,620.9180294
7,Jarid2.3,E05,621.0554285
5,Elp4.4,G10,622.0087079
12,Phf20l1.2,C07,1217.895261
5,Fbxl19.1,C09,622.3541652
12,Phf1.3,E11,1218.339196
18,Ube2b.2,C10,855.6761018
5,Eed.1,B10,623.6957525
10,Myst3.4,F11,1220.411883
control 3,shSp140.2,F07,857.5097708
7,Hells.3,F06,624.5030484
17,Suv39h1.1,B05,859.0248147
1,Asxl3.2,C10,625.6844912
10,Nap1l1.3,F03,1223.727062
8,Kat5.4,G07,1223.736903
9,L3mbtl1.4,G10,1225.503964
5,Ehmt2.1,C03,627.875312
16,Smarca5.4,G09,863.2044023
16,Smarca5.3,D04,863.4410698
15,Scml2.3,E08,863.7092471
9,Mbd4.1,B11,1226.53892
12,Phf8.2,D08,1227.455458
5,Ehmt1.1,B06,629.4643985
21,Smarcc1.3,E07,865.3240703
20,Jmjd8.2,C11,865.5175561
2,Bptf.2,E02,629.712652
7,Hdac7.2,C04,629.8359451
12,Ppargc1a.3,D07,1228.773079
8,Kdm1a.3,E11,1229.364984
control 3,shSmarce1.2,G03,867.0702196
5,Fbxo44.4,G05,630.8589735
20,Paf1.3,E06,867.9353758
2,Brd1.3,F08,631.344408
5,Ep300.2,E02,631.3761483
control 3,shCxxcl.3,D08,868.2486221
19,Arid1b.3,D04,868.4018969
10,Myst1.3,E10,1230.906356
4,Dmap1.3,E06,633.5183623
15,Setdb2.1,B04,872.523868
12,Pcgf2.3,D10,1234.752461
7,Jmjd4.1,B07,634.7002034
20,Phf10.3,C05,873.7276319
13,Prdm10.1,B02,1237.128104
15,Setd1a.1,C03,875.7860874
21,Smarcd2.3,B09,876.2873353
7,Ing5.4,F04,637.4944406
8,Jmjd6.4,G04,1239.46075
control 3,shCxxcl.2,D07,878.4174962
5,Elp3.1,D05,639.212132
6,Gadd45b.1,C03,639.3119254
17,Supt16h.3,F09,879.8856999
19,Cecr2.2,C02,879.9487607
2,Brpf3.2,D11,639.7942325
7,Ino80.4,G02,639.8493
4,Dnmt3a.4,F07,640.1788233
18,Tet3.4,F10,880.805131
control 1,shKlf2.4,E09,640.4464934
20,Hdac5.1,E07,882.0624212
16,Sirt7.1,B09,882.2705938
10,Mll2.2,D02,1244.424723
18,Uhrf1.3,E05,883.2897558
20,Phf10.2,B11,883.6792764
8,Kat2a.3,F02,1245.283967
7,Hltf.1,B09,642.4231259
1,Atad2.1,B04,642.4277968
5,Ehmt2.4,F10,642.4863261
19,Cbx2.3,G02,884.1481488
6,Gtf2b.3,F05,642.5989662
8,Kdm5a.3,F03,1245.832903
11,Orc1.4,G11,1246.773512
7,Hells.1,C03,643.6365648
17,Taf3.2,D03,886.3941952
control 1,shCxxcl.2,D07,644.1232235
19,Whsc1l1.3,F05,886.8751315
14,Prmt3.4,G08,1248.601237
2,Bptf.4,G03,644.7152049
2,Bmi1.1,D05,644.9699932
1,Asxl2.2,E03,645.176096
12,Phf20l1.3,E06,1249.836187
12,Phf2.1,B05,1250.41741
13,Prdm10.2,C04,1250.427128
4,Dot1l.1,B07,646.2875757
12,Phf2.2,E03,1251.601722
9,Mbd4.3,E09,1252.014932
20,Phf10.1,F07,892.3758464
15,Sin3b.3,F03,892.3797101
control 3,shBrd8.3,C08,892.6289116
5,Fbxo44.1,B07,648.7277339
18,Uhrf1.2,C02,893.3680046
6,Gtf2b.1,D05,649.0128856
9,Kdm5b.4,E04,1255.400679
2,Brd3.1,B04,650.7046893
18,Uhrf1.4,F07,896.4056918
10,Mta3.1,B03,1257.657665
8,Kdm2b.1,B03,1257.835065
7,Hdac7.3,D10,652.5905002
15,Sin3a.1,C09,899.5473818
5,Ezh2.3,E09,653.8348507
10,Mta2.3,F08,1261.54587
15,Sfmbt2.1,B11,901.4839534
3,Chaf1a.3,E10,655.1431205
21,Smarca2.3,C03,902.3630199
