shRNA,t1,t2
Padi2.3,-13.211859,-44.892094
Hdac11.3,-30.398914,-45.983635
H2afz.3,-54.593864,-29.939177
Prdm16.3,-37.771255,-40.80561
Parp2.3,-31.941713,-47.92257
Iws1.2,-29.759953,-46.17892
Fkbp2.1,-15.94328,-45.767975
Rnf2.3,12.3725605,-37.451397
Jmjd8.3,-15.471454,-37.678722
Mecp2.1,-55.50937,-31.814316
Fkbp2.2,-2.3764253,-42.01242
Phc3.3,-5.1016293,-46.41347
Paf1.3,-61.644978,-37.85828
Hdac5.1,-14.996275,-35.547325
Fkbp5.2,-29.683388,-46.69823
Phf17.1,13.430513,-38.05979
Phc2.1,-21.785414,-36.00985
Iws1.3,-16.030027,-38.558086
Gtf2h1.3,-14.968574,-37.232143
Satb1.1,-6.285054,37.795578
Parp2.1,-28.88243,-47.715527
Hdac5.2,-12.966413,-36.790188
Hdac11.1,-28.313795,-44.120857
Phf10.1,39.052746,22.933609
Mecp2.2,-14.938088,-46.100903
Kdm4b.1,-21.649483,-40.458744
Hdac11.2,24.345936,-4.0315638
Phf17.2,-20.237206,-39.143288
Phc2.2,3.2654765,2.0505047
Kdm4b.2,-13.559529,-20.443089
Fkbp5.3,-11.859928,-36.3964
Satb1.2,-12.803287,-17.772934
Rnf2.1,16.605888,-36.721687
Hdac5.3,-9.345076,-18.257322
H2afz.1,-40.881393,-53.940792
Padi3,13.156617,-2.6879625
Jmjd8.1,14.19314,-11.358563
Mecp2.3,12.407636,-13.030835
Satb1.3,19.682713,33.667747
Setd7.2,-32.202232,-58.930614
Smarcd2.3,-85.18522,-31.172678
Setd3.1,-11.589742,-46.073875
Smarca2.3,-36.091454,-59.279453
Scmh1.1,-46.516914,-23.740639
Sirt2,-84.555504,-30.727217
Ube2a.1,-32.45656,-60.04474
Setd3.2,-40.506943,-55.961773
Smarcc1.2,-28.779394,-64.005135
Smarcb1.1,-31.282904,55.66439
Smyd1.1,-26.450808,-55.33326
Scmh1.2,-26.843801,-60.0305
Ube2a.2,-40.697502,-57.35757
Scmh1.3,-27.944319,-60.708145
Smarcc1.3,11.564334,79.18499
Setd3.3,-28.978737,-44.82929
Smyd1.2,-28.099731,-60.712036
Smarca2.1,-37.632225,-58.043285
Smarcd2.1,-29.735453,-66.58701
Smarcb1.2,-34.547653,-42.984966
Smarcc1.1,-29.721306,-65.386696
Setd7.1,-11.311035,-47.657177
Smarcd2.2,-29.821903,-65.196846
Smarca2.2,-32.15391,-58.616905
Smyd1.3,-40.959145,-54.73081
Brwd1.1,26.601486,-27.131693
Cbx7.1,61.887478,11.052276
Cbx8.1,59.29296,6.824253
Cbx6.1,62.119537,20.04886
Carm1.1,54.881287,5.83557
Chd2.1,54.54996,5.408876
Chaf1b.1,62.593967,23.235933
Cbx4.1,52.5761,23.554705
Brwd3.1,58.535347,19.296055
Chd1.1,55.041218,6.0905056
Chaf1b.2,65.975555,27.040121
Cbx1.1,65.77503,1.1204429
Brwd1.2,64.62996,8.753507
Chd1.2,68.320175,9.397104
Chaf1a.1,66.082504,27.069038
Cbx8.2,57.28459,0.34977788
Carm1.2,59.09174,6.6019382
Chd1l.1,57.40249,-19.196627
Cbx7.2,60.037395,13.111321
Cbx5.1,60.505264,19.312675
Brwd3.2,62.78337,10.839273
Chd1l.2,65.1758,9.902681
Cbx7.3,65.273186,8.098152
Cbx3.1,65.88696,1.718407
Cbx1.2,67.61635,4.9658484
Chd1l.3,60.770096,19.203342
Chaf1a.2,61.939667,22.841503
Cbx4.2,52.778275,22.964394
Brwd1.3,61.298,6.66088
Chd2.2,53.01389,16.141619
Cbx5.2,60.470993,5.5549436
Cbx6.2,63.527225,6.4036713
Brwd1.4,69.01948,-32.85997
Chaf1b.3,67.89223,9.42522
Cbx8.3,61.55945,1.617281
Cbx3.2,63.378113,0.9332096
Brwd3.3,58.832256,8.333828
Chd1.3,52.050102,16.334595
Chaf1a.3,64.070724,26.82704
Cbx4.3,65.43379,13.242034
Carm1.3,59.575222,4.8334403
Chd2.3,63.85364,6.2469788
Cbx8.4,57.175594,0.16262911
Cbx3.3,64.78093,0.77346253
Cbx1.3,67.578094,4.2165904
Chaf1b.4,64.162056,26.346504
Cbx6.3,65.32565,12.444655
Cbx5.3,67.42265,5.552134
Cbx1.4,68.74795,5.2801557
Chd1.4,53.4685,16.007431
Chaf1a.4,63.568237,24.772682
Cbx5.4,53.395054,10.146199
Brwd3.4,-29.11678,57.191517
Chd2.4,25.712725,-27.576822
Cbx3.4,36.724796,9.959685
Carm1.4,59.43612,10.14904
Cbx7.4,52.889812,21.299007
Cbx4.4,53.380344,23.532452
Cbx6.4,60.30451,11.138326
Chd3.1,-13.063464,-4.2776675
Cxxc1.1,34.534748,70.240036
Dmap1.1,37.50297,73.76566
Ctsl.1,37.523033,72.54913
Chd5.1,36.950905,70.51485
Dot1l.1,70.09778,-15.765982
Dnmt3a.1,36.396038,71.749245
Chd9.1,36.83802,71.66651
Chd4.1,35.647697,73.12882
Dnmt3b.1,36.43865,70.0838
Dnmt3a.2,83.34647,-11.701468
Chd6.1,32.885242,-5.7126265
Chd3.2,33.54441,-6.8580794
Dnmt3b.2,37.57986,-37.12464
Dnmt1.1,35.918808,71.819145
Dmap1.2,43.47368,-8.201055
Chd5.2,45.161297,-8.253986
Dnmt3l.1,42.48458,-10.722091
Cxxc1.2,23.671358,22.02315
Crebbp.1,29.584877,-14.489904
Chd4.2,28.515343,-13.614987
Dnmt3l.2,42.801537,-9.483515
Cxxc1.3,-1.2988272,25.787603
Chd8.1,52.202274,-14.19746
Chd6.2,51.25557,-13.754528
Dnmt3l.3,29.341887,-14.247219
Dnmt1.2,31.08282,-9.846885
Chd9.2,47.33664,-7.467922
Chd3.3,34.19757,-19.110703
Dot1l.2,48.67285,-6.6953554
Crebbp.2,71.86009,-19.457155
Ctsl.2,31.333424,-16.755993
Chd3.4,49.303886,-9.118999
Dnmt3a.3,42.6552,-10.581992
Dmap1.3,51.56695,-7.275351
Chd8.2,46.275654,-12.691047
Chd4.3,50.717594,-8.613869
Dnmt3b.3,48.683456,-7.48089
Dnmt1.3,51.083035,-13.718138
Chd9.3,35.09608,-9.186472
Chd5.3,34.813557,-6.731866
Dot1l.3,34.284695,-7.298348
Dmap1.4,47.05297,-12.213947
Chd8.3,30.735546,11.236753
Chd6.3,49.922485,-10.199534
Dnmt3a.4,48.8056,-9.1526375
Ctsl.3,39.15603,22.283554
Crebbp.3,48.461277,11.572985
Chd6.4,47.335705,-12.027467
Dnmt3b.4,50.19646,-5.4508114
Dnmt1.4,85.28983,-6.707595
Crebbp.4,33.130013,-4.690582
Chd4.4,46.50447,11.744702
Dot1l.4,35.58847,-18.572607
Dnmt3l.4,35.22192,-9.259355
Chd8.4,53.254555,-14.6111355
Chd5.4,65.991554,-15.036414
Cxxc1.4,-41.993088,65.61989
Chd9.4,47.671898,-3.6400564
Ctsl.4,92.73294,-8.253735
Dub2a.1,75.12074,-20.394585
Epc1.1,6.698354,-33.473034
Epc2.1,60.77392,-23.773848
Ep400.1,57.679985,-23.910982
Ehmt1.1,86.79038,-32.409798
Fbxo44.1,58.25971,-21.906675
Ezh1.1,30.147142,4.458473
Elp4.1,89.19529,-11.911684
Eed.1,87.66106,-32.990242
Ezh2.1,89.75219,-27.037169
Ezh1.2,58.00581,-51.548164
Ehmt2.1,85.80006,-29.479885
Dub2a.2,74.06315,-22.500801
Ezh2.2,85.173584,-28.878225
Ercc5.1,84.40756,-28.652273
Epc2.2,82.52579,-29.129612
Ehmt1.2,92.12513,-15.677564
Fbxl19.1,87.98029,-19.690477
Epc1.2,91.03414,-13.102307
Ep300.1,4.6129103,91.308464
Eed.2,58.73775,-23.260113
Fbxl19.2,87.667015,-20.952917
Epc1.3,58.278423,2.645824
Elp3.1,76.72963,-35.21693
Ehmt2.2,74.45457,-35.533485
Fbxl19.3,77.41396,-35.44464
Ercc5.2,74.77679,-35.315495
Elp4.2,57.692516,-20.055784
Dub2a.3,86.917,-20.221985
Fbxo44.2,75.24138,-19.268127
Ep300.2,-51.89338,-40.41589
Ep400.2,64.84411,-14.742924
Dub2a.4,72.27939,-34.68856
Ezh1.3,69.97529,-34.802467
Epc2.3,49.625286,-49.515804
Elp3.2,85.66186,-30.881823
Eed.3,88.91579,-27.413202
Ezh2.3,87.31159,-28.058998
Ercc5.3,89.01681,-12.102378
Elp4.3,85.06895,-20.09004
Ehmt1.3,67.12098,-16.668795
Fbxo44.3,73.337456,-33.278484
Epc2.4,69.83252,-33.90184
Elp3.3,-11.304314,-76.37133
Ehmt2.3,72.67632,-34.311985
Ezh1.4,59.43398,-23.421719
Ep400.3,-1.8376452,51.19695
Ep300.3,-52.232704,-41.196693
Ehmt2.4,75.0304,-20.854376
Ezh2.4,84.60888,-20.063435
Ercc5.4,34.851276,-3.2992122
Ep300.4,-11.341738,-76.4772
Eed.4,90.473305,-26.724794
Fbxo44.4,89.76494,-13.6724
Fbxl19.4,83.882835,-28.014769
Elp3.4,91.717964,-14.834072
Ehmt1.4,89.96035,-13.428735
Epc1.4,87.2094,-10.9167795
Elp4.4,86.295074,-20.11186
Ep400.4,42.863865,48.196953
Fbxw9.1,71.71153,-49.351315
Hcfc1.1,59.863926,-51.638973
Hdac1.1,63.670387,-53.138294
Hat1.1,76.386375,-47.423035
Gadd45a.1,56.33559,-29.550278
Hdac6.1,77.05629,-47.47385
Hdac2.1,61.567455,-54.775467
Gtf2f1.1,77.1978,-48.295647
Fkbp1a.1,77.85713,-48.877274
Hdac3.1,78.38408,-49.72494
Hdac2.2,69.94207,-46.59333
Gadd45b.1,67.64695,-45.44296
Fbxw9.2,72.59093,-48.15901
Hdac3.2,67.19187,21.851229
Hdac10.1,71.47991,-49.21557
Hdac1.2,61.34344,-54.82003
Gadd45a.2,75.953354,-47.394096
Hdac4.1,56.370445,-29.39356
Hcfc1.2,92.19316,-13.20786
Gtf3c4.1,77.91905,-16.684017
Fkbp1a.2,40.838783,49.16761
Hdac4.2,85.984665,-31.767214
Hcfc1.3,41.109913,-56.0335
Gtf2b.1,55.593666,-33.35601
Gadd45b.2,42.89612,-36.760853
Hdac4.3,56.59527,-33.32861
Hdac10.2,58.476948,-42.60083
Gtf2f1.2,48.81548,-31.934961
Fbxw9.3,60.900944,-41.303825
Hdac6.2,75.720276,-44.377407
Gtf3c4.2,68.31271,-46.21688
Hat1.2,62.35829,-33.92284
Fbxw9.4,66.29456,-44.992424
Hdac2.3,65.68385,-42.76434
Hdac1.3,65.38187,-53.555744
Gtf2b.2,42.053738,-57.037895
Fkbp1a.3,54.968685,-34.47521
Hdac3.3,66.52452,22.01411
Hdac10.3,52.227726,-34.517025
Gtf2f1.3,79.40553,-37.3121
Gadd45a.3,68.0004,-44.667233
Hdac6.3,49.010242,-31.271826
Hdac1.4,64.378685,-53.296234
Gtf2b.3,57.893192,-43.363285
Gadd45b.3,67.4456,0.8651299
Hdac2.4,79.00211,-37.562885
Hat1.3,61.9056,-33.69435
Gtf3c4.3,48.855076,-33.31862
Gadd45b.4,62.01678,3.5806868
Hdac3.4,3.6189852,91.0264
Hdac10.4,78.298904,-17.589252
Gtf3c4.4,61.174202,-43.13682
Fkbp1a.4,58.532948,-41.60161
Hdac6.4,50.039886,-40.119965
Hdac4.4,59.818195,-45.78116
Gtf2b.4,70.7706,-15.409105
Gadd45a.4,59.943565,-42.52054
Hcfc1.4,41.49107,-56.093483
Gtf2f1.4,73.73887,-58.069633
Hat1.4,73.73339,-58.085526
Hdac7.1,71.34515,-47.778885
Ing4.1,42.477745,-43.12742
Ing5.1,60.407593,-49.46878
Ing3.1,60.94663,-47.9823
Hdac9.1,5.3110485,-35.470383
Jmjd4.1,65.02524,-45.841743
Jarid2.1,43.023376,-53.383224
Hltf.1,64.525185,-46.8011
Hdac8.1,54.453686,-32.827324
Jhdm1d.1,54.963383,-34.972755
Jarid2.2,57.890186,-45.808365
Hells.1,41.58499,-40.939194
Hdac7.2,49.037025,-43.5752
Jhdm1d.2,48.00145,-43.764694
Ino80.1,47.13108,-42.074738
Ing5.2,39.142796,-44.78523
Hdac9.2,47.7602,-34.379414
Jmjd1c.1,34.66032,46.052643
Ing4.2,59.512367,-50.88267
Ing2.1,61.55349,-33.509735
Hdac8.2,55.061523,-49.72186
Jmjd1c.2,59.427647,-46.058636
Ing4.3,41.415405,-37.70023
Hira.1,78.850975,-38.929523
Hells.2,50.445335,-46.332695
Jmjd1c.3,28.530283,51.07013
Ino80.2,44.98198,-34.9253
Hltf.2,43.120758,-53.903168
Hdac7.3,48.30302,-41.58407
Jmjd4.2,48.802586,-33.805386
Ing2.2,38.507668,-37.889454
Ing3.2,39.269535,-38.36926
Hdac7.4,43.226143,-40.392
Jarid2.3,43.111107,-44.547188
Ing5.3,66.23092,-41.672222
Hira.2,38.357464,-45.173634
Hdac8.3,43.05234,-44.15442
Jhdm1d.3,44.765774,-54.30622
Ino80.3,34.259937,-39.79819
Hltf.3,45.123566,-44.424118
Hdac9.3,46.025356,-41.4547
Jmjd4.3,47.915157,-44.54095
Ing5.4,42.10972,-37.377846
Hira.3,52.79677,-46.311897
Hells.3,50.44621,-46.2144
Jarid2.4,55.836964,-44.20236
Ing3.3,40.13539,-44.42313
Ing2.3,43.897316,-54.268135
Hells.4,60.3697,-48.833637
Jhdm1d.4,49.94574,-42.353714
Ino80.4,34.059254,-19.287529
Ing2.4,55.860397,-51.123302
Hdac8.4,55.166096,-50.19322
Jmjd4.4,80.382675,-35.905556
Jmjd1c.4,41.80382,-40.679333
Hira.4,49.17144,-42.768314
Hdac9.4,31.485912,-38.046383
Ing4.4,53.101894,-44.24372
Hltf.4,69.93144,-11.861131
Ing3.4,56.61561,-40.737988
Jmjd5.1,-22.1681,-4.4012313
Kdm2b.1,-23.46995,-6.798308
Kdm3a.1,-38.086933,2.2957485
Kdm2a.1,-13.966483,45.364334
Kat2a.1,-13.9400015,46.35671
Kdm5a.1,-25.930696,22.95048
Kdm4a.1,-42.51949,-38.306927
Kdm1a.1,-68.942924,5.277532
Jmjd6.1,-20.774343,24.871115
Kdm4c.1,-27.179922,23.665192
Kdm4a.2,34.04893,43.578136
Kat2b.1,4.6376853,13.857887
Jmjd5.2,-37.742996,24.210388
Kdm4c.2,-36.666862,23.24707
Kdm3b.1,-27.85139,58.72161
Kdm3a.2,-36.9001,15.319689
Kat2a.2,-21.600695,33.708176
Kdm4d.1,3.055766,34.88765
Kdm2b.2,16.601465,52.87274
Kdm1b.1,-23.547504,30.894136
Jmjd6.2,-21.605825,28.578854
Kdm4d.2,-29.420488,-5.35708
Kdm2b.3,-50.919273,34.777668
Kat5.1,-39.126476,-3.0236392
Kat2b.2,-37.847225,1.229702
Kdm4d.3,-25.38433,19.0002
Kdm3b.2,-47.022137,28.270014
Kdm1a.2,-46.01409,32.37755
Jmjd5.3,-13.828985,45.101284
Kdm5a.2,-47.03947,29.435186
Kdm1b.2,-23.138397,-5.423305
Kdm2a.2,-24.77658,20.13972
Jmjd5.4,-21.134897,24.50047
Kdm4a.3,-25.080832,23.756924
Kdm3a.3,-40.54478,-5.7271605
Kat5.2,-38.20812,3.3633943
Jmjd6.3,-20.681875,22.381601
Kdm4c.3,-71.43416,-14.802355
Kdm3b.3,-50.75645,1.1572118
Kdm1a.3,-47.101414,4.414142
Kat2a.3,-5.2754383,14.610406
Kdm5a.3,-31.86818,30.136656
Kdm3a.4,-22.33022,-32.294525
Kat5.3,-54.12393,32.703793
Kat2b.3,-27.083826,-6.0927815
Kdm4a.4,-30.861576,0.60813046
Kdm2a.3,-39.333435,-4.692524
Kdm1b.3,-45.704205,9.115762
Kat2b.4,-40.20782,39.709072
Kdm4c.4,-12.642973,45.199253
Kdm3b.4,-9.084951,-0.61590654
Kdm1b.4,-1.3766693,4.656067
Jmjd6.4,-23.674547,20.052618
Kdm5a.4,-25.110336,21.133696
Kdm4d.4,-28.480326,-6.541141
Kat5.4,-50.28116,1.0160091
Kat2a.4,-59.569386,-6.1750937
Kdm2b.4,-54.213406,32.591652
Kdm1a.4,-69.00519,5.3284097
Kdm2a.4,-40.13755,-4.473452
Kdm5b.1,-6.414751,-48.98936
L3mbtl4.1,-40.766087,-14.608233
Mbd1.1,-43.722446,9.289457
L3mbtl3.1,-48.07001,16.252268
Kdm5d.1,-50.89981,27.749365
Men1.1,5.4270377,22.176659
Mbd3.1,-43.049976,9.538959
L3mbtl1.1,-50.42391,17.040781
Kdm5c.1,-47.186825,16.157812
Mbd4.1,-16.261591,-3.452196
Mbd3.2,-0.33122543,26.235521
Kdm6a.1,-14.314673,-6.456485
Kdm5b.2,2.365505,24.326555
Mbd4.2,-12.982313,12.630887
Mbd2.1,-31.296207,9.283143
Mbd1.2,1.2303525,25.1109
Kdm5d.2,0.60320395,29.265314
Mecom.1,5.882566,-6.145901
L3mbtl4.2,11.170965,23.292768
L3mbtl2.1,11.002754,23.733593
Kdm5c.2,-51.822388,27.03544
Mecom.2,-34.15743,8.059289
L3mbtl4.3,-45.25613,-25.095873
Kdm6b.1,-54.738914,-2.1406713
Kdm6a.2,-37.61129,12.99419
Mecom.3,-47.274757,10.655789
Mbd2.2,17.166962,53.11167
L3mbtl1.2,-46.33884,9.069524
Kdm5b.3,-24.946623,-2.6554449
Men1.2,-13.179524,-12.117379
L3mbtl2.2,-56.87418,-1.203344
L3mbtl3.2,-49.186195,17.475119
Kdm5b.4,-49.839058,16.94146
Mbd3.3,-37.484856,-29.173971
Mbd1.3,-45.900974,10.724173
Kdm6b.2,-50.995213,15.075896
Kdm5c.3,-47.54149,7.965548
Mbd4.3,-47.618736,11.039253
Mbd2.3,16.731287,53.64051
L3mbtl1.3,-1.6508633,20.910536
Kdm5d.3,5.7168636,30.106125
Men1.3,5.1434097,49.045563
Mbd1.4,0.5779018,38.846737
Kdm6b.3,-48.652107,10.945375
Kdm6a.3,-37.323082,13.800783
Mbd3.4,-0.8456978,30.018085
L3mbtl3.3,-17.082523,8.771652
L3mbtl2.3,10.808888,22.201647
Kdm6a.4,-1.7777829,20.41994
Mbd4.4,0.18295231,27.16939
Mbd2.4,0.7142568,39.255215
L3mbtl2.4,10.861565,20.946096
Kdm5c.4,27.820644,12.400026
Men1.4,5.176339,48.91059
Mecom.4,6.501122,29.740538
Kdm6b.4,-13.850682,15.512986
Kdm5d.4,-12.7562475,11.502347
L3mbtl4.4,14.728262,24.463024
L3mbtl1.4,-47.479088,1.7397901
L3mbtl3.4,1.9134749,39.334698
Bptf.1,29.123392,-4.060016
Bptf.2,-4.1268473,-45.61101
Bptf.3,23.334055,22.959646
Bptf.4,21.755552,-0.7648664
Whsc1.1,19.899107,43.432922
Whsc1.2,9.567301,1.7406733
Whsc1.3,11.79389,40.540634
Whsc1.4,11.844385,39.87234
Cd4.1,18.140917,2.198312
Cd4.1,-12.257022,9.9360075
Mll2.1,-22.936954,63.484673
Mll2.2,-23.034395,63.5395
Mll2.3,-9.469946,-48.766502
Mll2.4,36.17461,40.83537
Brd8.1,-69.74604,11.883201
Brd8.2,15.997558,3.8799236
Brd8.3,-40.94183,-40.949154
Brd8.4,-43.21283,-39.864597
Cd4.2,-41.429974,-43.394985
Cd4.2,-41.72102,-44.299465
Ncor1.1,-7.833054,57.80424
Ncor1.2,-30.419025,70.29825
Ncor1.3,-8.167061,57.99599
Ncor1.4,-60.91717,-22.050505
Cxxcl.1,-80.75344,-6.428759
Cxxcl.2,-51.51196,-17.265121
Cxxcl.3,-81.86513,-3.170913
Cxxcl.4,-81.58565,-6.530235
Cd4.3,-26.434847,-34.56169
Cd4.3,-11.805329,9.504555
Smarca4.1,-76.38179,-33.28854
Smarca4.2,-80.05939,-33.304363
Smarca4.3,-73.62347,-32.34783
Smarca4.4,-62.268894,23.257996
Klf2.1,19.388554,3.7556016
Klf2.2,18.244663,-64.12151
Klf2.3,18.308174,-63.32137
Klf2.4,20.401012,-63.365227
Cd4.4,3.9784033,-9.258633
Cd4.4,-45.87823,-23.164846
Runx3.1,-74.77608,-12.11535
Runx3.2,-72.612366,-14.6512165
Runx3.3,-73.47286,-14.550486
Empty,-85.33705,-33.92647
Sp140.1,-11.812195,-49.68837
Sp140.2,-15.516175,-28.438335
Sp140.3,-27.244446,-33.858124
Sp140.4,-41.980198,-39.184387
Empty,-12.907753,49.357548
Empty,35.768917,50.79565
Smarce1.1,4.3542824,-15.727329
Smarce1.2,-88.07393,-33.489285
Smarce1.3,-88.41777,-33.130085
Smarce1.4,-73.26897,-31.044268
Wdr82.1,-40.96832,68.48359
Wdr82.2,-40.78688,69.00619
Wdr82.3,-41.827026,66.13996
Wdr82.4,-35.50242,68.5757
Empty,-60.263813,-3.1011524
Empty,-9.350558,39.71381
Bptf.1,9.297106,-42.131176
Bptf.2,-34.781055,-31.900108
Bptf.3,5.813732,21.48102
Bptf.4,-35.2592,-31.293512
Whsc1.1,19.873384,43.28996
Whsc1.2,13.22763,41.34199
Whsc1.3,17.617542,42.605522
Whsc1.4,12.676243,40.333107
Cd4.1,17.833275,2.8143144
Cd4.1,3.9170105,10.605079
Mll2.1,-19.0551,65.05369
Mll2.2,-17.861073,65.79577
Mll2.3,-54.925186,-2.9586353
Mll2.4,36.148773,40.829746
Brd8.1,-69.7867,11.828099
Brd8.2,16.105143,4.2673116
Brd8.3,-40.34773,-40.72467
Brd8.4,-24.584076,-26.1824
Cd4.2,-42.64881,-49.385696
Cd4.2,-42.537636,-49.72971
Ncor1.1,-7.310848,56.393665
Ncor1.2,30.029814,52.518166
Ncor1.3,-7.1890984,55.024014
Ncor1.4,-61.198524,-23.331732
Cxxcl.1,-81.39993,-4.286921
Cxxcl.2,-55.890797,-4.8113785
Cxxcl.3,-81.54012,-3.952638
Cxxcl.4,-80.82253,-7.42229
Cd4.3,-18.945232,-34.800426
Cd4.3,-6.94819,-2.1258059
Smarca4.1,-79.18026,-33.366936
Smarca4.2,-80.456154,-33.69071
Smarca4.3,-72.959175,-32.6667
Smarca4.4,-62.071606,23.126139
Klf2.1,19.894892,5.1607933
Klf2.2,18.034044,-62.270557
Klf2.3,18.291695,-62.273815
Klf2.4,-13.410132,18.424383
Cd4.4,3.978981,-4.554065
Cd4.4,-2.8196845,1.1156938
Runx3.1,-76.63152,-12.72095
Runx3.2,-73.97634,-15.136333
Runx3.3,-76.42358,-13.453591
Empty,-74.43311,-16.63038
Sp140.1,11.234594,2.4107478
Sp140.2,13.565885,-3.4980066
Sp140.3,4.4714084,11.775522
Sp140.4,-40.784573,-38.219837
Empty,34.74347,50.036465
Empty,-13.5655985,-63.294445
Smarce1.1,-5.4614983,13.255186
Smarce1.2,-90.77054,-32.515865
Smarce1.3,-90.846054,-32.499084
Smarce1.4,-71.65909,-30.6715
Wdr82.1,-40.0792,70.260445
Wdr82.2,-39.78738,71.1699
Wdr82.3,-45.356018,73.58287
Wdr82.4,-35.327625,69.47974
Empty,-30.492361,70.30059
Empty,-15.295062,72.38584
Bptf.1,56.27495,-39.92929
Bptf.2,-36.32898,-30.186201
Bptf.3,15.130548,-59.47318
Bptf.4,-36.010956,-30.482182
Whsc1.1,20.351713,42.345123
Whsc1.2,17.743196,41.12533
Whsc1.3,18.004705,41.110184
Whsc1.4,13.048989,39.131
Cd4.1,-28.860489,-6.5604734
Cd4.1,-11.12921,0.47266275
Mll2.1,-17.786478,63.212173
Mll2.2,-18.225367,64.052345
Mll2.3,-26.12914,-36.51165
Mll2.4,34.327137,41.8916
Brd8.1,36.54156,11.223669
Brd8.2,16.392874,25.026018
Brd8.3,19.117517,1.4435029
Brd8.4,-13.6756525,9.836857
Cd4.2,-28.173065,-32.91799
Cd4.2,-43.06427,-48.399265
Ncor1.1,-6.998834,57.498352
Ncor1.2,-8.401956,-4.3314548
Ncor1.3,5.4432297,-8.581452
Ncor1.4,-61.05628,-23.064272
Cxxcl.1,-81.43669,-1.8350039
Cxxcl.2,-50.54043,-17.412083
Cxxcl.3,-81.55991,-2.1546826
Cxxcl.4,-80.8117,-7.9237146
Cd4.3,-25.96398,-34.504498
Cd4.3,-8.877782,0.7772096
Smarca4.1,-77.07086,-33.382336
Smarca4.2,-80.78135,-32.54511
Smarca4.3,-73.62603,-33.03063
Smarca4.4,-61.23476,22.596321
Klf2.1,18.683374,4.015233
Klf2.2,19.453094,-62.830173
Klf2.3,-48.536804,18.357428
Klf2.4,-13.5897,17.33921
Cd4.4,4.2707286,-4.6404567
Cd4.4,-9.612666,1.574473
Runx3.1,-74.99631,-12.116512
Runx3.2,-74.31662,-14.968123
Runx3.3,-75.65631,-14.161524
Empty,-33.268684,54.15525
Sp140.1,-12.067234,-48.22821
Sp140.2,-5.881862,-47.701984
Sp140.3,-4.7063446,-10.903875
Sp140.4,-41.041077,-40.51402
Empty,-58.89644,-3.1639438
Empty,-23.936049,64.08479
Smarce1.1,-78.32904,-10.481123
Smarce1.2,-88.46725,-31.859894
Smarce1.3,-88.99697,-31.699997
Smarce1.4,-71.71879,-30.433756
Wdr82.1,-39.739693,71.9101
Wdr82.2,-40.122078,72.473335
Wdr82.3,-45.019707,73.529816
Wdr82.4,-35.884743,70.24209
Empty,-28.710152,59.810246
Empty,-26.170515,60.02473
