shRNA,t1,t2
Gtf2h1.2,-14.137056,-28.63462
Prdm16.1,-24.450851,-33.332207
Padi2.2,-15.058032,-30.615147
Jmjd8.2,-13.506563,-27.67012
Fkbp5.1,-10.526979,-41.961346
Prdm16.2,-7.9597926,-39.75132
Padi2.3,-9.320044,-37.508553
Hdac11.3,-23.991333,-37.758507
H2afz.3,-40.843338,-26.946156
Prdm16.3,-29.507399,-34.625946
Parp2.3,-26.168646,-39.52022
Iws1.2,-23.554836,-38.34252
Fkbp2.1,-11.675367,-38.382
Rnf2.3,2.1412818,-38.524612
Jmjd8.3,-12.886013,-32.070286
Mecp2.1,-42.387405,-28.158314
Fkbp2.2,-3.2028422,-38.088383
Phc3.3,-1.3908433,-34.64937
Paf1.3,-48.183468,-27.91875
Hdac5.1,-11.272869,-30.580471
Fkbp5.2,-23.973812,-38.804825
Phf17.1,1.467867,-39.615986
Phc2.1,-15.671306,-26.360413
Iws1.3,-13.674946,-32.644863
Gtf2h1.3,-12.412759,-31.98892
Satb1.1,-23.014511,39.427784
Parp2.1,-23.204403,-39.63811
Hdac5.2,-13.571895,-35.514664
Hdac11.1,-21.669682,-36.87322
Phf10.1,34.646786,12.444077
Mecp2.2,-10.6326885,-38.067425
Kdm4b.1,-17.59907,-35.88948
Hdac11.2,25.863222,-7.19667
Phf17.2,-15.355874,-32.724503
Phc2.2,3.4201765,0.62723845
Kdm4b.2,-13.4439125,-17.682148
Fkbp5.3,-14.339732,-36.255863
Satb1.2,-12.737601,-15.525247
Rnf2.1,3.0991964,-41.25372
Hdac5.3,-10.614001,-15.141667
H2afz.1,-28.520756,-23.366758
Padi3,4.4442067,-6.4722714
Jmjd8.1,16.534212,7.463825
Mecp2.3,13.80297,7.081256
Satb1.3,14.87672,26.43858
Setd7.2,-24.41459,-46.93927
Smarcd2.3,-65.78946,27.423872
Setd3.1,-7.0595465,-42.15467
Smarca2.3,-20.294727,-20.450722
Scmh1.1,-42.658714,-16.34685
Sirt2,-66.49487,26.74414
Ube2a.1,-24.948841,-47.90077
Setd3.2,-30.350807,-24.03794
Smarcc1.2,-24.482187,-51.73623
Smarcb1.1,-32.50119,47.32491
Smyd1.1,-20.762983,-45.839657
Scmh1.2,-20.551615,-49.463226
Ube2a.2,-31.942225,-23.927942
Scmh1.3,-22.07305,-49.39014
Smarcc1.3,2.9842775,63.517296
Setd3.3,-22.500082,-37.440895
Smyd1.2,-22.134096,-49.32252
Smarca2.1,-31.013027,-25.610886
Smarcd2.1,-27.030306,-52.770016
Smarcb1.2,-26.60352,-32.797436
Smarcc1.1,-26.100683,-51.934002
Setd7.1,-6.8166103,-41.109295
Smarcd2.2,-26.00681,-51.738377
Smarca2.2,-24.39494,-46.582146
Smyd1.3,-29.270866,-23.196272
Brwd1.1,51.812138,2.3989248
Cbx7.1,58.57876,10.734741
Cbx8.1,57.253002,6.621347
Cbx6.1,55.48369,18.51103
Carm1.1,54.276802,9.172992
Chd2.1,53.752586,9.045283
Chaf1b.1,54.303013,20.24404
Cbx4.1,48.52364,15.787104
Brwd3.1,52.795883,16.529505
Chd1.1,54.35113,9.585966
Chaf1b.2,55.486736,25.102713
Cbx1.1,62.876198,0.6404813
Brwd1.2,59.780647,6.8396125
Chd1.2,62.78663,8.632595
Chaf1a.1,55.59088,25.179176
Cbx8.2,57.3148,1.3961582
Carm1.2,56.945057,6.3392625
Chd1l.1,67.50905,5.308316
Cbx7.2,56.564114,12.2978525
Cbx5.1,54.509552,17.175573
Brwd3.2,59.723457,10.853437
Chd1l.2,60.45787,7.7977676
Cbx7.3,60.995335,6.5154576
Cbx3.1,62.899525,0.15031472
Cbx1.2,60.97327,2.6057851
Chd1l.3,55.05131,16.957462
Chaf1a.2,53.68772,19.458668
Cbx4.2,48.34343,15.370163
Brwd1.3,58.366013,8.709012
Chd2.2,49.920574,11.475028
Cbx5.2,58.220043,6.0105033
Cbx6.2,62.171803,5.7533503
Brwd1.4,65.15127,-0.45103124
Chaf1b.3,62.195206,8.7916765
Cbx8.3,65.43041,4.5235357
Cbx3.2,64.52294,1.935314
Brwd3.3,56.22982,7.6085086
Chd1.3,48.962402,11.818228
Chaf1a.3,53.889008,24.399675
Cbx4.3,60.81604,14.019083
Carm1.3,56.847126,4.697311
Chd2.3,62.620415,5.5777435
Cbx8.4,57.132877,0.88516086
Cbx3.3,63.571163,1.3810627
Cbx1.3,61.46364,2.2508645
Chaf1b.4,54.22503,24.002247
Cbx6.3,60.810837,13.322491
Cbx5.3,60.8313,3.3441763
Cbx1.4,60.06147,2.0163085
Chd1.4,50.463646,11.310062
Chaf1a.4,54.4023,22.40264
Cbx5.4,53.907547,5.3019032
Brwd3.4,-30.78862,49.458935
Chd2.4,52.623646,1.7941407
Cbx3.4,41.067135,1.4191183
Carm1.4,56.355408,9.154349
Cbx7.4,49.1114,13.973841
Cbx4.4,47.85022,16.409063
Cbx6.4,57.030663,10.58048
Chd3.1,-3.194751,10.084529
Cxxc1.1,20.225151,53.273106
Dmap1.1,23.543085,55.984016
Ctsl.1,23.472696,54.67669
Chd5.1,22.602371,53.08838
Dot1l.1,58.814827,-21.318335
Dnmt3a.1,22.321758,54.25677
Chd9.1,22.711346,54.076584
Chd4.1,21.96135,55.68711
Dnmt3b.1,21.892607,52.82644
Dnmt3a.2,64.44969,-11.459891
Chd6.1,35.2291,-8.973907
Chd3.2,35.71185,-9.999703
Dnmt3b.2,37.32618,-30.581419
Dnmt1.1,21.833925,54.285305
Dmap1.2,43.651073,-10.419135
Chd5.2,45.103035,-11.166319
Dnmt3l.1,43.13692,-13.111701
Cxxc1.2,23.47972,20.542738
Crebbp.1,28.306812,-13.828938
Chd4.2,27.662756,-12.53327
Dnmt3l.2,43.208332,-11.845596
Cxxc1.3,-10.163054,27.750465
Chd8.1,50.240196,-16.196478
Chd6.2,49.74638,-15.2323265
Dnmt3l.3,28.198221,-13.4297085
Dnmt1.2,31.454668,-11.501674
Chd9.2,46.98103,-10.503714
Chd3.3,35.318493,-26.315983
Dot1l.2,48.12299,-9.483499
Crebbp.2,62.51522,-26.02276
Ctsl.2,28.660587,-16.102234
Chd3.4,49.09475,-11.874031
Dnmt3a.3,43.463413,-13.001967
Dmap1.3,49.871872,-10.005237
Chd8.2,46.1693,-14.309146
Chd4.3,50.59978,-11.179419
Dnmt3b.3,48.405296,-10.398025
Dnmt1.3,49.78721,-15.183741
Chd9.3,36.308643,-12.204767
Chd5.3,36.978687,-9.953689
Dot1l.3,36.38486,-10.625662
Dmap1.4,47.110065,-14.098342
Chd8.3,34.452946,-0.084358156
Chd6.3,50.20757,-12.673042
Dnmt3a.4,48.52566,-12.112571
Ctsl.3,35.372856,12.088404
Crebbp.3,50.244358,-6.5227227
Chd6.4,47.481766,-13.875056
Dnmt3b.4,52.54012,-8.74737
Dnmt1.4,73.227,-11.743587
Crebbp.4,35.587803,-7.8108616
Chd4.4,42.851765,8.477512
Dot1l.4,35.7898,-24.945452
Dnmt3l.4,36.480606,-12.405239
Chd8.4,50.61746,-17.356487
Chd5.4,55.08504,-19.434994
Cxxc1.4,-38.96861,57.511803
Chd9.4,49.30746,-7.268676
Ctsl.4,77.33438,-19.006804
Dub2a.1,65.79037,-26.363913
Epc1.1,24.740788,-23.990631
Epc2.1,50.59829,-32.814022
Ep400.1,52.931656,-30.655203
Ehmt1.1,72.43418,-34.446808
Fbxo44.1,53.26156,-32.76088
Ezh1.1,31.436956,7.2784185
Elp4.1,72.62563,-21.94259
Eed.1,73.67259,-34.453056
Ezh2.1,75.19357,-30.329622
Ezh1.2,50.363953,-45.641823
Ehmt2.1,71.16808,-32.726685
Dub2a.2,64.49943,-28.430315
Ezh2.2,70.47899,-32.245327
Ercc5.1,69.72296,-32.21107
Epc2.2,68.02101,-31.37353
Ehmt1.2,75.57046,-25.333761
Fbxl19.1,72.18679,-26.311478
Epc1.2,74.78208,-22.760109
Ep300.1,-3.3315992,82.70704
Eed.2,52.440758,-31.73856
Fbxl19.2,71.64871,-27.55891
Epc1.3,51.204132,-29.408157
Elp3.1,66.88386,-36.780422
Ehmt2.2,64.51322,-36.863422
Fbxl19.3,67.621994,-37.079754
Ercc5.2,64.97971,-36.674675
Elp4.2,67.07001,4.639374
Dub2a.3,71.013054,-26.703676
Fbxo44.2,66.59924,-25.792639
Ep300.2,-43.873898,-35.409454
Ep400.2,53.8342,-19.281025
Dub2a.4,62.627502,-36.538307
Ezh1.3,60.8716,-36.6659
Epc2.3,57.752243,-36.31723
Elp3.2,70.79672,-33.920498
Eed.3,74.22356,-30.869938
Ezh2.3,72.64298,-31.37651
Ercc5.3,73.2138,-22.002216
Elp4.3,69.94948,-25.494223
Ehmt1.3,58.045452,-22.686543
Fbxo44.3,63.79116,-35.112034
Epc2.4,60.95052,-35.849422
Elp3.3,-41.469444,-53.11606
Ehmt2.3,63.196545,-36.07791
Ezh1.4,51.77384,-32.398018
Ep400.3,-8.184755,50.798607
Ep300.3,-44.66799,-35.793762
Ehmt2.4,65.873695,-27.001581
Ezh2.4,70.023415,-24.967358
Ercc5.4,37.935787,-6.69058
Ep300.4,-41.493973,-52.938126
Eed.4,75.85584,-30.042606
Fbxo44.4,73.46169,-23.248388
Fbxl19.4,68.93,-32.815254
Elp3.4,75.205444,-24.333078
Ehmt1.4,73.66976,-23.075726
Epc1.4,74.183304,-20.233555
Elp4.4,70.34394,-26.450462
Ep400.4,36.36364,35.32224
Fbxw9.1,64.17311,-47.65381
Hcfc1.1,51.86574,-47.066494
Hdac1.1,53.438995,-51.03377
Hat1.1,60.92999,-50.657696
Gadd45a.1,41.91086,-50.064983
Hdac6.1,61.556396,-50.5391
Hdac2.1,55.015564,-49.89356
Gtf2f1.1,62.10587,-51.072968
Fkbp1a.1,62.661636,-51.69829
Hdac3.1,63.814816,-51.82053
Hdac2.2,61.82712,-45.279835
Gadd45b.1,59.74303,-44.061954
Fbxw9.2,63.129505,-48.432304
Hdac3.2,58.669712,22.254421
Hdac10.1,64.08506,-47.27727
Hdac1.2,54.99183,-49.447453
Gadd45a.2,60.509586,-50.996906
Hdac4.1,41.701694,-50.167023
Hcfc1.2,75.86878,-23.072124
Gtf3c4.1,63.84472,-22.931307
Fkbp1a.2,33.84519,36.30639
Hdac4.2,71.36418,-34.680504
Hcfc1.3,45.82038,-31.056458
Gtf2b.1,44.532223,-48.26812
Gadd45b.2,36.968575,-39.364517
Hdac4.3,44.93489,-49.184307
Hdac10.2,54.48633,-40.51859
Gtf2f1.2,40.74073,-43.752083
Fbxw9.3,57.61527,-47.71673
Hdac6.2,59.042423,-49.212364
Gtf3c4.2,60.408264,-45.128624
Hat1.2,48.541225,-52.782063
Fbxw9.4,58.61734,-43.171837
Hdac2.3,58.687675,-40.311497
Hdac1.3,51.90444,-52.3731
Gtf2b.2,44.6082,-30.34131
Fkbp1a.3,45.562847,-47.298904
Hdac3.3,58.022156,21.936771
Hdac10.3,44.832882,-45.40883
Gtf2f1.3,67.47451,-40.33013
Gadd45a.3,60.14756,-43.384197
Hdac6.3,40.57266,-44.39297
Hdac1.4,52.85546,-51.63188
Gtf2b.3,53.537422,-40.70559
Gadd45b.3,61.216248,-0.38780794
Hdac2.4,66.90134,-40.043545
Hat1.3,48.606407,-52.295193
Gtf3c4.3,41.03956,-42.519665
Gadd45b.4,58.75307,3.78073
Hdac3.4,-3.3930347,81.50237
Hdac10.4,64.084274,-23.960505
Gtf3c4.4,56.471603,-42.058125
Fkbp1a.4,55.59271,-39.741917
Hdac6.4,43.331364,-39.89528
Hdac4.4,54.41912,-43.05781
Gtf2b.4,59.500034,-20.94479
Gadd45a.4,55.089962,-41.64279
Hcfc1.4,45.435486,-31.202671
Gtf2f1.4,43.122433,-55.017773
Hat1.4,43.096222,-54.981365
Hdac7.1,62.91009,-46.89388
Ing4.1,41.344433,-36.92726
Ing5.1,52.83943,-45.50585
Ing3.1,54.183243,-45.87957
Hdac9.1,22.748652,-25.31806
Jmjd4.1,55.976704,-44.3843
Jarid2.1,44.706417,-34.302864
Hltf.1,56.887215,-45.077423
Hdac8.1,43.38724,-47.168945
Jhdm1d.1,46.159916,-47.11347
Jarid2.2,52.330017,-41.735264
Hells.1,39.667107,-36.803528
Hdac7.2,46.776638,-39.028194
Jhdm1d.2,46.852123,-40.109047
Ino80.1,45.30437,-40.604126
Ing5.2,34.113197,-38.479507
Hdac9.2,40.328712,-41.195656
Jmjd1c.1,30.228298,32.814457
Ing4.2,51.905075,-46.088665
Ing2.1,48.66956,-51.84639
Hdac8.2,49.96042,-42.427418
Jmjd1c.2,53.589718,-43.122147
Ing4.3,37.536926,-37.462944
Hira.1,65.97442,-41.362507
Hells.2,48.542934,-38.094727
Jmjd1c.3,22.331964,34.59119
Ino80.2,38.828545,-39.91647
Hltf.2,44.666832,-33.622856
Hdac7.3,45.74231,-41.793167
Jmjd4.2,41.188408,-42.00988
Ing2.2,37.514755,-31.98144
Ing3.2,37.926773,-33.0455
Hdac7.4,38.797787,-35.190353
Jarid2.3,42.803318,-36.808067
Ing5.3,59.65636,-39.72315
Hira.2,33.231354,-38.59103
Hdac8.3,42.315968,-37.168056
Jhdm1d.3,43.21771,-33.160614
Ino80.3,33.89673,-33.512608
Hltf.3,45.74328,-37.971348
Hdac9.3,35.81416,-33.32096
Jmjd4.3,47.77367,-40.509037
Ing5.4,37.85585,-38.43399
Hira.3,49.97006,-39.45376
Hells.3,48.264748,-38.27018
Jarid2.4,51.638695,-40.096523
Ing3.3,34.923588,-38.160114
Ing2.3,44.130478,-33.145924
Hells.4,53.315784,-44.79445
Jhdm1d.4,45.153923,-39.492775
Ino80.4,35.270958,-26.639622
Ing2.4,49.34102,-44.093662
Hdac8.4,49.31397,-42.884876
Jmjd4.4,68.98152,-39.76777
Jmjd1c.4,39.399143,-36.682384
Hira.4,45.976048,-39.308174
Hdac9.4,31.503994,-31.268806
Ing4.4,50.71686,-38.39212
Hltf.4,58.083164,-17.930733
Ing3.4,53.53856,-37.850048
Jmjd5.1,-10.427878,5.4589996
Kdm2b.1,-24.197735,-3.3567936
Kdm3a.1,-21.050522,9.908308
Kdm2a.1,-12.026248,41.4803
Kat2a.1,-12.0715,42.418293
Kdm5a.1,-20.237665,12.342283
Kdm4a.1,-33.831448,-35.401268
Kdm1a.1,-61.218548,1.0011269
Jmjd6.1,-22.684443,19.158634
Kdm4c.1,-21.807281,12.313562
Kdm4a.2,28.67975,30.537354
Kat2b.1,1.4976851,13.149049
Jmjd5.2,-29.657839,15.9665785
Kdm4c.2,-29.681679,14.736611
Kdm3b.1,-29.155998,50.653675
Kdm3a.2,-29.299683,12.135023
Kat2a.2,0.6903314,20.378925
Kdm4d.1,-1.3449788,27.434097
Kdm2b.2,15.487591,39.6844
Kdm1b.1,-22.982155,16.85203
Jmjd6.2,-11.008406,6.886974
Kdm4d.2,-30.19347,-2.1374424
Kdm2b.3,-32.093136,24.634682
Kat5.1,-32.192524,0.17284194
Kat2b.2,-32.82292,-3.9019103
Kdm4d.3,-15.03699,8.830577
Kdm3b.2,-26.598362,24.314955
Kdm1a.2,38.076225,34.445168
Jmjd5.3,-12.285514,41.21321
Kdm5a.2,-26.74253,23.249092
Kdm1b.2,-24.307894,-1.8570716
Kdm2a.2,-15.595266,9.861957
Jmjd5.4,-22.45512,18.39065
Kdm4a.3,-19.71336,13.282415
Kdm3a.3,-34.705677,0.19412415
Kat5.2,-21.833567,10.312399
Jmjd6.3,-17.291555,12.039306
Kdm4c.3,-66.94924,-27.909513
Kdm3b.3,-33.85469,7.596393
Kdm1a.3,-39.11446,7.4357395
Kat2a.3,-9.997738,13.096197
Kdm5a.3,-24.091888,7.386912
Kdm3a.4,11.975598,-15.0817795
Kat5.3,-31.684845,20.526041
Kat2b.3,-27.027737,-2.044079
Kdm4a.4,-17.607767,7.213322
Kdm2a.3,-33.649082,-0.64499223
Kdm1b.3,-41.00935,12.272839
Kat2b.4,-20.41281,23.574411
Kdm4c.4,-13.422488,41.812202
Kdm3b.4,-7.0240407,4.364079
Kdm1b.4,-1.3341426,2.9516122
Jmjd6.4,-14.8029175,10.787974
Kdm5a.4,-16.666288,10.205304
Kdm4d.4,-28.630049,-2.4414768
Kat5.4,-33.527355,7.422203
Kat2a.4,-52.140972,-5.747251
Kdm2b.4,-31.405416,20.496248
Kdm1a.4,-61.29423,1.0154353
Kdm2a.4,-33.734486,0.2478343
Kdm5b.1,-3.562156,-32.28253
L3mbtl4.1,-34.744816,-12.22486
Mbd1.1,-43.180576,12.678225
L3mbtl3.1,-24.829184,27.86249
Kdm5d.1,-28.465935,26.923687
Men1.1,8.54315,26.233118
Mbd3.1,-43.98736,12.636139
L3mbtl1.1,-22.93801,27.662271
Kdm5c.1,-25.827442,27.563637
Mbd4.1,-21.084766,0.006279281
Mbd3.2,-8.846821,27.422792
Kdm6a.1,-18.17966,-1.6217983
Kdm5b.2,-8.098769,30.280893
Mbd4.2,-14.192975,2.7028804
Mbd2.1,-45.52497,28.514776
Mbd1.2,-8.408794,29.009089
Kdm5d.2,-6.1436453,27.038963
Mecom.1,15.787652,-3.0012095
L3mbtl4.2,9.918664,19.37674
L3mbtl2.1,9.408034,19.901468
Kdm5c.2,-29.374285,27.719902
Mecom.2,-43.531754,23.545757
L3mbtl4.3,-41.50697,-14.788519
Kdm6b.1,-47.272724,-5.4356747
Kdm6a.2,-36.70589,10.850126
Mecom.3,-39.60827,13.2790165
Mbd2.2,16.056993,39.36091
L3mbtl1.2,-40.33222,11.9674425
Kdm5b.3,-25.56195,0.8235136
Men1.2,-15.105946,-10.143808
L3mbtl2.2,-48.926323,-4.3246574
L3mbtl3.2,-24.037144,28.6309
Kdm5b.4,-23.3418,28.627804
Mbd3.3,-53.55619,1.5342096
Mbd1.3,-39.04057,12.190108
Kdm6b.2,-21.53781,29.4586
Kdm5c.3,-41.146008,10.3603945
Mbd4.3,-39.764217,13.738367
Mbd2.3,15.492752,38.834454
L3mbtl1.3,-11.007329,23.093054
Kdm5d.3,-6.320592,23.354889
Men1.3,10.30885,31.610094
Mbd1.4,1.5362313,23.394398
Kdm6b.3,-39.283672,14.647099
Kdm6a.3,-36.05121,11.203253
Mbd3.4,-9.845287,34.87663
L3mbtl3.3,-4.04106,23.061192
L3mbtl2.3,9.971411,18.461086
Kdm6a.4,-11.301733,22.43446
Mbd4.4,-7.994723,26.518621
Mbd2.4,1.234881,23.810867
L3mbtl2.4,10.653072,17.464363
Kdm5c.4,24.85371,13.599152
Men1.4,10.23166,31.615078
Mecom.4,-6.8214865,22.633568
Kdm6b.4,-14.498476,4.067745
Kdm5d.4,-13.652142,1.5094559
L3mbtl4.4,13.709754,20.384716
L3mbtl1.4,-36.621265,5.951825
L3mbtl3.4,1.5887856,25.041368
Bptf.1,31.166222,-7.399773
Bptf.2,-1.5296571,-35.910946
Bptf.3,22.513351,21.021536
Bptf.4,23.091518,-9.300551
Whsc1.1,6.998863,36.504704
Whsc1.2,7.1322036,-2.5644834
Whsc1.3,0.46305364,35.507725
Whsc1.4,0.5912409,34.80152
Cd4.1,10.02397,-8.903943
Cd4.1,-12.770165,0.34609202
Mll2.1,-22.704937,54.677193
Mll2.2,-22.792124,54.716724
Mll2.3,-3.7014272,-33.795444
Mll2.4,30.553286,27.938574
Brd8.1,-55.567192,1.8083117
Brd8.2,12.03706,-7.5637875
Brd8.3,-31.805363,-37.12836
Brd8.4,-34.0619,-36.991543
Cd4.2,-31.494932,-39.283382
Cd4.2,-31.56444,-40.195694
Ncor1.1,-3.1640534,48.413097
Ncor1.2,-29.561361,60.890945
Ncor1.3,-2.9474254,48.679806
Ncor1.4,-53.240654,11.396459
Cxxcl.1,-58.05637,-16.116898
Cxxcl.2,-47.29412,-10.945868
Cxxcl.3,-55.371677,-17.782505
Cxxcl.4,-57.41057,-16.649
Cd4.3,-18.50132,-30.419483
Cd4.3,-12.123236,0.116230935
Smarca4.1,-62.952236,20.76603
Smarca4.2,-64.72947,22.97042
Smarca4.3,-59.43285,19.399221
Smarca4.4,-28.558365,4.9452977
Klf2.1,11.1382065,-10.349415
Klf2.2,5.236851,-51.294514
Klf2.3,5.459153,-50.52225
Klf2.4,7.352856,-51.080788
Cd4.4,18.032213,-5.4714737
Cd4.4,-41.86449,-16.944902
Runx3.1,-65.81828,-24.937366
Runx3.2,-66.95925,-26.840555
Runx3.3,-66.96947,-26.04843
Empty,-63.774723,27.321884
Sp140.1,-5.3985033,-40.10068
Sp140.2,-1.2427019,-32.041073
Sp140.3,-19.589344,-30.02485
Sp140.4,-33.111053,-36.031708
Empty,-12.52154,45.89755
Empty,29.052217,37.582355
Smarce1.1,-8.3483715,10.384698
Smarce1.2,-63.69785,29.890108
Smarce1.3,-64.05485,30.3232
Smarce1.4,-58.41106,20.136467
Wdr82.1,-37.97301,60.21125
Wdr82.2,-37.76606,60.87571
Wdr82.3,-38.806686,58.187946
Wdr82.4,-34.653698,60.086525
Empty,-63.130108,34.243977
Empty,-4.274684,57.87054
Bptf.1,2.7475157,-34.801826
Bptf.2,-5.0150957,-49.204834
Bptf.3,8.297589,25.18794
Bptf.4,-4.1485496,-49.11344
Whsc1.1,6.877059,36.625256
Whsc1.2,1.4155061,36.67736
Whsc1.3,4.9765935,36.788395
Whsc1.4,1.3464081,35.53851
Cd4.1,10.669255,-8.713203
Cd4.1,1.4008149,-1.1156374
Mll2.1,-19.528328,55.708588
Mll2.2,-18.371737,56.290115
Mll2.3,-47.26722,-6.243755
Mll2.4,30.455776,27.93782
Brd8.1,-55.534267,1.761847
Brd8.2,12.411147,-7.9562244
Brd8.3,-31.58169,-36.361675
Brd8.4,-35.021774,-31.877216
Cd4.2,-26.995623,-27.14956
Cd4.2,-27.22926,-26.793741
Ncor1.1,-4.5644565,48.2738
Ncor1.2,23.159983,36.52563
Ncor1.3,-5.7897434,48.472126
Ncor1.4,-54.15534,12.29524
Cxxcl.1,-55.743,-16.75372
Cxxcl.2,-48.173447,-8.110772
Cxxcl.3,-55.52229,-17.00486
Cxxcl.4,-58.373634,-17.109554
Cd4.3,-16.366137,-29.01657
Cd4.3,-4.542117,2.062768
Smarca4.1,-64.18365,22.312086
Smarca4.2,-65.30333,23.30117
Smarca4.3,-59.607998,18.898111
Smarca4.4,-28.70851,5.0779643
Klf2.1,12.392276,-11.133595
Klf2.2,5.2128115,-49.522957
Klf2.3,5.486608,-49.520782
Klf2.4,-3.437118,-5.445759
Cd4.4,18.192554,-2.274757
Cd4.4,0.34901467,5.0007443
Runx3.1,-66.15811,-23.355783
Runx3.2,-67.89355,-25.935707
Runx3.3,-66.942665,-23.56585
Empty,-69.4985,-26.020185
Sp140.1,8.5491705,-4.243118
Sp140.2,3.9291575,-7.1511674
Sp140.3,1.5216306,10.927614
Sp140.4,-32.45407,-34.526203
Empty,28.060083,36.33999
Empty,-12.763259,-49.162453
Smarce1.1,-9.454182,11.767761
Smarce1.2,-64.47756,31.915201
Smarce1.3,-64.386986,32.24039
Smarce1.4,-58.990715,21.443241
Wdr82.1,-37.185062,61.736713
Wdr82.2,-37.072975,62.638187
Wdr82.3,-41.19693,63.8272
Wdr82.4,-34.310818,60.929977
Empty,-29.681553,60.907356
Empty,-16.021196,62.117523
Bptf.1,53.676163,-36.8352
Bptf.2,-2.8212023,-48.883762
Bptf.3,1.7010618,-48.450577
Bptf.4,-2.9741025,-48.99487
Whsc1.1,6.715791,37.649506
Whsc1.2,4.5152373,38.047382
Whsc1.3,4.8955665,38.239918
Whsc1.4,1.8669233,34.451622
Cd4.1,-28.895742,-2.7528808
Cd4.1,-8.683754,2.9916303
Mll2.1,-18.244097,54.00206
Mll2.2,-18.680899,54.769947
Mll2.3,-18.284752,-31.879337
Mll2.4,29.801733,29.49117
Brd8.1,39.670544,1.514457
Brd8.2,15.609516,20.86848
Brd8.3,8.998261,-10.1634
Brd8.4,-14.221179,-0.15653777
Cd4.2,-21.09684,-29.182652
Cd4.2,-26.311619,-27.969343
Ncor1.1,-3.5971394,47.603413
Ncor1.2,-5.779816,-0.25338545
Ncor1.3,16.552366,-4.941347
Ncor1.4,-53.92633,12.084639
Cxxcl.1,-53.957497,-18.040567
Cxxcl.2,-46.495304,-11.645445
Cxxcl.3,-54.369137,-17.997492
Cxxcl.4,-58.6502,-17.603739
Cd4.3,-17.950312,-30.06013
Cd4.3,-6.0210824,3.0745893
Smarca4.1,-63.57489,21.232813
Smarca4.2,-64.50995,23.795506
Smarca4.3,-60.269997,19.367651
Smarca4.4,-29.30894,5.855342
Klf2.1,11.506956,-9.698698
Klf2.2,6.503429,-50.257973
Klf2.3,-23.585575,26.475327
Klf2.4,-4.1523027,-4.73398
Cd4.4,17.763529,-2.1539016
Cd4.4,-6.971138,2.3954382
Runx3.1,-65.87152,-24.533354
Runx3.2,-67.72355,-25.620356
Runx3.3,-67.37992,-24.511875
Empty,-35.062557,47.03218
Sp140.1,-7.15869,-39.78722
Sp140.2,-2.1204555,-33.649494
Sp140.3,-9.743794,-4.35895
Sp140.4,-31.161015,-36.905704
Empty,-50.09975,-5.307675
Empty,-23.828033,55.04064
Smarce1.1,-64.465904,-22.269754
Smarce1.2,-64.9871,30.193142
Smarce1.3,-65.30898,30.891851
Smarce1.4,-58.638447,21.680283
Wdr82.1,-37.161747,63.319218
Wdr82.2,-37.7688,63.706055
Wdr82.3,-40.819942,63.880844
Wdr82.4,-34.795273,61.821293
Empty,-29.773369,52.02345
Empty,-26.738115,51.761513
