"Position","shRNA","CD103Percentage_100U","CD103Percentage_10U","CD127GeoMean_100U","CD127GeoMean_10U","CD25GeoMean_100U","CD25GeoMean_10U","CD44GeoMean_100U","CD44GeoMean_10U","CD62LPercentage_100U","CD62LPercentage_10U","CXCR3GeoMean_100U","CXCR3GeoMean_10U","CXCR3Percentage_100U","CXCR3Percentage_10U","Lag3GeoMean_100U","Lag3GeoMean_10U","PD1GeoMean_100U","PD1GeoMean_10U","Tim3GeoMean_100U","Tim3GeoMean_10U","Tim3Percentage_100U","Tim3Percentage_10U"
"1_C10","Asxl3.2",40.7349834493976,74.7609481359213,28.4734423389303,72.8103533455236,60.2783928796674,94.5817208786925,98.6738779306903,99.7283994205268,24.0285967572593,28.08602784475,28.843658802402,88.2969746693295,26.7872801380893,74.0493877668417,72.2271645552083,88.7745391030791,72.1496402155953,84.7485962996971,97.6960089285762,63.8892511710434,93.1381359138451,75.8462345585781
"1_C11","Asxl1.1",46.5518142056907,39.7280527323531,31.9897858069184,79.9239133658733,60.3869937556193,94.5943188902438,99.0930153900401,91.9052037872626,23.2826868651533,54.4989249254975,32.0912640781249,62.0352501221595,34.8038436167327,64.9784134829075,37.9795078800465,55.2278962570943,29.806462250256,58.0925283809785,93.4724146458156,74.8486794668357,90.2416568636531,85.5878885190743
"1_D02","Aff1.2",36.9459372908338,33.2347264304279,33.3335651066892,44.011494973978,42.1720238323241,68.0346757917659,95.7648621576112,47.2224125616539,25.6113334305393,19.7966612424087,28.564554857095,51.5051382483663,26.1998749619787,61.8613090378647,76.374736869592,59.0270789890931,29.6451755546125,37.601984016941,98.3979301341217,78.230210068537,92.4418935638921,96.0423923942449
"1_D03","Atrx.2",48.8206905771021,68.5556799950761,40.3312992324661,70.1092553966501,43.4728549588713,93.427913787057,99.3816283031144,99.6996452677864,45.6750639274261,42.8396606103173,31.9631703895487,64.8905125476101,37.4708450084774,65.9287649033773,85.7095797886538,95.8471819277677,69.587960187919,55.2108792912972,86.0080661185408,83.6995874081491,86.0336460965842,98.7162918080194
"1_D04","Asxl3.3",40.4785411844999,61.0355878888013,35.6820437167385,79.8449487616592,47.3994919829457,79.556549554862,99.4345786823106,83.0069905309355,44.0549592863781,61.5416422113831,30.4482226122068,58.7581294276538,27.7461305772652,65.0220490209583,85.2603144184582,71.1143073928148,43.998169326733,39.1654696314665,71.1884507636102,61.110457196677,73.8361806901256,88.9583881324637
"1_D05","A1l.1",43.5539353536783,79.4772231774789,29.5253596236452,88.0128163602419,59.2961519273039,61.178567268789,55.8119047500246,57.2876884808892,33.3025616373459,56.8154537203424,42.1782591618676,75.9991707516216,58.3783693104585,73.8150436200056,73.2840306209499,55.1823827482594,43.5664051536128,41.3569774313813,73.0081618216647,51.6018726078931,75.688632391238,61.1411709267253
"1_D06","Arid2.2",35.3478809435643,60.111184236656,32.5880322871877,94.5075951827178,47.9157169038391,83.4641157365487,92.385263636421,98.5870611058291,27.8802900333741,56.4434490247052,29.8342621570539,81.5246636229302,35.1516081183548,71.3156178278592,93.9013083660105,67.7382923815916,38.9846115154137,42.0886999985327,99.1390233655528,75.6046634865379,93.7115630728194,94.133782837871
"1_D07","Atrx.3",40.5985863210292,56.326597555192,37.3103870865405,99.2177060471349,34.690367260902,51.6636322793242,96.0801411802837,99.3001625212042,20.1478533190431,39.6480309829341,36.4230723477718,93.0570680797734,50.8190781251456,77.7026714869637,77.3045840478973,88.0674058665667,71.5345541800827,45.9927744053334,94.8558323470427,63.4609433195544,89.36409360326,75.0271521831682
"1_D08","Atad2b.2",45.1458416403876,84.1150283001292,35.9250308162147,98.7027337498336,31.6529022610091,42.7749938423484,82.9256445866447,94.3966327798018,31.8468099298049,75.2717749014859,35.2566321019941,95.1398581871662,52.9188556342874,78.3335742138062,63.9876068502162,74.6042322284693,65.2868850557774,59.1649073528491,83.5115713628066,52.6154135475863,81.3100471337078,68.3350297192313
"1_D09","A2l.2",33.7466906674147,53.849936501876,42.0413941261488,89.8644907727608,47.5595976686966,78.5179963992043,99.9811980643559,99.9890918648626,29.0810670395639,52.9962995834131,26.799443145525,98.0076515150906,23.3807819478013,77.262145546624,76.1535701993387,90.1506216069839,70.3551540780785,43.7092423569656,95.6365058223424,50.5015626885282,90.2042353783532,72.6460225564536
"1_D10","Actl6b.3",34.3242676904698,84.1948250551997,32.5476837841659,96.4165294371372,47.4120810568131,68.8560728205507,99.0691547356826,99.4989820046155,35.348449746573,55.281853310932,28.5946220418047,93.4235405676116,24.779773010615,74.6188586186124,38.6628705894893,84.5337875535387,63.33685744097,86.8945633039789,98.6626179822419,68.2609011400061,94.6357033997041,82.7585606990656
"1_D11","Aurkb.2",40.0028841072676,56.868704766331,30.0719569091449,82.0202327954743,48.8919630150966,81.4597395464312,92.4654059813106,99.2165931078241,39.7786272113752,36.9270185705406,27.2818384410936,73.314326755035,24.0297772030692,66.4824730669074,19.7688304263292,74.7739587273996,42.5152949846032,74.4024073279399,98.1509055811085,92.5359010631951,95.251405906875,96.7962147240543
"1_E02","Asxl1.2",44.0889300644263,15.5043108723268,38.5603160455453,43.399957982865,62.7063327340402,85.9071445527615,98.6809409601658,66.7454533102029,32.1494547990191,80.425774538029,36.7569842735912,41.2108068713313,45.0809414313463,58.0666147674722,37.0419983164038,30.422832001785,20.4304279169097,25.6190839266052,45.958410527361,48.8437559973592,54.006457568947,66.5130592722443
"1_E03","Asxl2.2",55.0280170812382,39.8403411327513,32.9334279221554,76.1659963066841,47.2202167437883,66.7440730394892,99.4301329449771,61.2998452832954,44.5658121929727,70.5022414801837,34.5329549836509,63.4319232571966,42.6388485055923,70.4944028904631,3.46506801070089,96.4009383044381,62.3141320728215,76.3020011312858,10.7200674366643,81.0818235227791,46.4824886173132,76.8570726067069
"1_E04","Actl6b.4",38.1541719150844,53.5528458381746,37.946891404885,96.3650255260492,58.004219456181,66.3630441486288,99.5657401841702,84.8655138532513,27.8805698385779,52.9007802018738,34.0707218194452,85.5753652357465,46.0766948187942,76.0795991583133,78.9601061313991,39.1058155579953,58.3328109308534,46.5796651675781,99.0351027633628,50.1650357729463,89.8989703725335,56.3438316595743
"1_E05","Atm.3",41.5840475448443,68.4576705402039,37.0181878653393,79.7311647953078,48.5228731762564,48.3876515740696,95.0370291645101,95.7687131076332,31.0054039770142,43.482141820317,34.0017044644668,83.025554970532,41.822234599309,70.8387269254163,94.1499610328686,85.5144855438607,42.1802857892439,53.1081205943763,83.8647583474178,51.8158486567081,83.1468318212824,73.7515340180851
"1_E06","Atad2.3",31.0592019231962,82.3681302064975,30.1408746239622,94.3534262687697,47.2300710274299,25.5182763096988,98.8735681095552,99.2557512263857,29.546577913883,45.8117663655246,28.9999373808473,95.9057571055869,33.7515493380997,79.6939427222924,72.8328823056805,56.9252492188516,59.0322642186697,32.2431358323621,88.9031182176212,41.0700053233211,85.8277601561408,57.6969099809456
"1_E07","A1l.2",53.8882702546196,80.2194203976681,35.1453733233424,95.5005035856172,36.505121621901,43.1794904237153,84.6253077093624,99.849094355869,17.1947990236845,27.0375969103545,38.4834604066601,95.7679886933311,52.0707316884767,76.583996372272,84.1979957764014,84.5107130804841,71.4419708107834,73.8208636242449,60.0526194279659,48.3702667662633,66.1089243099238,69.0311392702453
"1_E08","Aff1.3",36.9682550705276,65.864541864396,28.9036746695165,87.4912013781071,41.0310889487356,47.4206430642523,95.9635318400942,99.2830043245773,19.9717131530096,60.3812171275731,30.6963561091282,89.8947335369667,33.2570426037544,74.8207808683272,94.2820174482186,77.7163370106508,44.2653737165735,53.0900110388618,93.6282336289785,64.4985035485913,88.3626825827969,85.1042512625737
"1_E09","Atr.3",35.0289121136442,68.9579303535187,35.553509864573,92.481381208591,49.5982448554968,53.7565060205759,99.9841363676083,99.8578024922412,43.4595988228012,78.2536422355183,25.3065058208168,95.4633940557156,24.9154452327643,76.641683913209,92.4741120474514,89.7513529853725,58.4335062652541,53.6187882934953,91.7631759003373,37.0811304402775,75.688632391238,69.3623278724497
"1_E10","Atad2b.3",34.3515375898628,65.5963944260617,30.7974224863838,92.1450421358276,60.0399857647226,63.8892086561247,96.20569540483,95.9401340249936,31.6854111506252,68.7913004631026,26.816748764817,78.2154914104606,24.2717188491637,70.4414249191245,73.3855001266018,83.8669719127572,92.6026781341173,77.4801318972361,99.9839025418591,58.2077053593004,97.5092030796054,66.7715176499164
"1_E11","A2l.3",36.6214823838999,45.9786241812607,27.5117469128016,90.7040511467496,52.8880374804528,69.3104511980584,93.1503054148354,93.1027383765065,33.2687835253233,62.7593686372323,25.4249136824134,58.4738192333934,16.0985021609153,64.8881359217275,16.7606930768067,42.8062135756764,34.467213744003,63.7557967221717,88.0231369762506,65.8025926567421,86.3446473060842,83.9256245600343
"1_F02","Aff4.3",38.7460524176948,58.3330241301538,43.6278639644059,88.4760258111769,40.9740404832055,57.3611757354111,98.5423893270953,92.7819618486505,35.3557923266859,69.0434599277665,35.0369886558547,86.6001914233247,42.230269504723,74.7573184571115,71.2694536875641,37.6742679694959,37.6010030692989,37.5424884607313,86.5099114915882,60.8472065848446,86.2346620915993,82.0478123975085
"1_F03","Aurkb.3",33.0335213786643,63.2651555011346,43.8813350909623,85.979907982399,53.4519925175964,69.4950306147465,99.3356531980467,96.771011902501,34.9522641608206,71.2458293573439,29.1223664246862,80.5649918759848,29.6728540423465,72.402028297172,60.4574969700927,70.1622769302819,42.7528307467143,51.2587173943982,95.8941065854754,47.1961101418524,91.335487174711,50.7437829227456
"1_F04","Atad2.4",29.4513802840604,39.6836594528599,16.3565681111587,92.036851151234,24.9512932368789,24.1987064485546,76.0834761116162,53.0228777812893,29.6435786965569,99.3522390094863,50.8214709866972,67.1793409719972,86.1701968284664,66.2692273005004,80.9435564623535,10.5478838336624,29.7863181966412,37.8867272579755,99.9999511363805,99.9802209935613,98.826010366899,98.609188677864
"1_F05","A1l.3",36.5219271906074,75.0444248014446,44.5507693355482,98.3547966100854,51.8625010813841,36.6598234031912,98.6194990370718,98.4374455873244,14.7454200983373,81.3601020845979,29.3811174733334,90.6897588810759,20.9078288187001,76.0418541933898,41.7502983104612,76.7646163003443,33.4798599038003,76.8497336895358,95.24500961496,64.3957455451163,87.9540016364788,62.4221908501867
"1_F06","Arid2.3",40.4915723972709,72.673173749629,39.8659183056006,94.4824063715714,61.6726734249425,66.3369402826441,97.8792737205043,99.6163011761254,19.7528262978515,69.940795305518,37.3023751822957,95.5171877839467,49.5571832827122,76.5630918412338,91.1118462416327,77.7448311800214,39.4917704445666,51.8590500933239,92.6921952746576,54.2335797909611,86.0026158863289,74.3031297929641
"1_F07","Atm.4",29.4513802840604,47.8800024416691,39.9140733377808,99.6217069755314,44.0870788265592,60.2281871938727,99.4108122157734,56.953870610601,41.6932039323451,47.6934257528816,29.6105134254383,83.1638726493225,32.7643715384342,73.8687539401656,77.1873103641115,50.6563869810873,26.644923466384,42.4973127968315,76.7392358294107,65.1703434381915,72.1188831222445,95.1704456704886
"1_F08","Asxl2.3",34.2168773213117,63.7153041926245,33.2254247387998,98.0043830159198,40.7398346657158,51.7286030254652,99.2078399271066,98.7766112683786,24.999121402466,41.0605378366259,30.8079786352446,95.2646866885599,33.8205875382151,76.5883081479267,43.8541171136903,63.7407323631585,55.7581485755511,68.7703941882987,50.934292523449,51.5667075164465,62.2682228926861,51.3800476382285
"1_F09","Asxl1.3",29.4513802840604,52.0573994806409,19.9090014281027,99.8006513910331,71.4217894029934,44.3384454845732,99.9999620105903,42.507167799555,91.0315416370025,51.1745037401632,34.207189082738,86.8655191596912,40.4452573423202,70.2484101384323,84.7355565820918,99.8664945318776,10.6378774851257,82.6993646418098,21.9192110446264,99.5839305347331,19.136077411824,85.2002010549262
"1_F10","Arid2.4",37.1379776243507,54.5879165153332,55.6483014749552,91.5833979066801,52.4342366950349,70.2951640685904,97.9607487595532,93.6418985353045,19.0755915358358,25.3297829362279,26.6877293182324,92.4487322750725,18.4779356452255,73.8122897414592,56.4181637126034,92.2316432148403,37.516557281962,82.521840359309,99.9710769202408,78.1284608603235,96.8368055936189,94.0134239012191
"1_F11","Atr.4",45.5847629091693,65.6215416494805,39.1813331040037,97.1293152872216,63.9345451497044,83.6631656439211,96.7391794459518,81.7497694359136,24.9582516116032,59.3086137137953,28.3462521598597,69.9888035789492,28.8111494694577,69.4363573151081,64.7692635398254,51.9827998787759,58.2083351856137,53.2988015102092,99.9022705320619,76.6775201743007,95.6614407798408,87.5680024207601
"1_G02","Atad2b.4",40.8035106832262,29.3996464339796,34.6202185055669,58.386855736394,36.6411483189166,43.7510074211679,81.1341682665283,57.5748931779129,26.7059680890488,57.0615308408994,32.0702886253209,56.0811788327357,34.4580169826497,69.9824204303304,63.5813740521431,50.0929359349726,30.6078261087751,50.0906239973977,68.9837585149211,62.3394001867727,75.3871980709379,70.8183238441651
"1_G03","Asxl1.4",61.4795909130747,68.6986366054757,64.2079858759301,90.4231141950224,68.0312764702605,89.741485450399,99.9962598797786,92.2038761089175,45.036516017046,76.5558927655457,33.6158632420584,55.8505004943633,40.7547519102661,68.7624089457746,50.1357529575847,29.4964784390368,28.5672015588615,40.9630276382148,90.6489837583281,75.9557554758836,87.6482820624401,93.9726193969317
"1_G04","Aff1.4",41.861278754785,14.7702774910167,57.4079781098474,59.5648769143916,56.3553438426327,45.7668076401074,99.8940587368509,76.8862440398997,26.3593991103515,51.6386406091655,29.3548566378897,46.4118925495327,28.611192781256,61.2567190377528,56.857400315962,33.8591900886647,30.9359678070276,25.498558173376,96.5807454557179,72.8429344443345,88.0695389190321,83.4806536192837
"1_G05","Aurkb.4",38.2613189584025,66.358582114322,41.8247743501355,80.4709826793017,43.1847696038417,47.4731755964615,99.6837427004673,73.0183881886039,32.3506485320838,59.0396777197906,30.2530828542992,66.8889834659761,40.0225515849335,68.4840219000014,60.8202341091538,50.6004822099101,40.9771416409756,50.6172358148148,85.1582109625206,76.1822145017662,82.9773142504397,88.7524568535454
"1_G06","Atrx.4",35.2167429321887,59.055332469177,40.7220187995156,83.3571231666979,61.4846784449691,48.8159122559496,99.8364558335531,95.5556970549048,37.5480943742831,70.1044479920962,31.4957529530077,73.7064515277661,31.5387782696778,71.2949933048234,71.4701937187921,55.3851647069407,54.1547859501219,48.237579900626,82.4815880389449,52.2220992895421,84.3453123432037,46.3010555535935
"1_G07","A1l.4",34.5028000164917,26.857850405384,36.8500857343569,83.2766344876849,45.7441044240042,64.2671547967281,99.9884661564757,99.6845034502573,26.622302997648,55.7566821448738,31.7600995228929,89.9568551443823,33.0472247239232,73.9859508243726,74.6721754122432,84.0316841233162,41.7727880454502,66.2470316962324,97.4654271637906,79.2441806057812,94.7804301137939,85.5790477548663
"1_G08","Aff4.4",37.4224495469514,56.0660498640201,36.3680460303991,86.5553955853302,57.2491695427372,47.4804072104939,99.9718568352504,79.5840627103698,56.5912083653015,93.2666986923648,32.7486606754443,67.5400541087098,36.9413359585422,70.1202943353695,56.6233120221743,42.6685583120881,19.7367864089462,39.8406652042733,35.7793968785611,45.6786896398036,45.2678697627356,49.4884627260782
"1_G09","Asxl3.4",36.9094289574149,39.8812569005285,38.6830786174403,84.7743238233941,49.6932969421512,51.9252908303622,99.9267239570099,96.754924795952,29.2589398307854,36.5036697008674,26.3093795654708,80.8906657383141,21.2311913203059,71.6949233484653,64.3551673374825,75.29354301652,52.8103749515353,59.5907427817338,99.6402886939832,74.0961248462773,96.4013995970195,87.0305428137113
"1_G10","A2l.4",37.3470153251764,45.1632134763774,41.0424098285974,78.8020837395251,41.5500141030797,38.8055348386181,99.991396160099,86.1859628685155,22.1461110978727,62.4558390054464,27.57324294794,79.9994643455937,30.3026229753878,70.6997644056155,43.118642672664,84.4022969134667,44.2049161077426,75.4525766460772,97.9323201828567,66.6452193853075,93.490683732283,82.3585548970134
"1_G11","Asxl2.4",40.7629342510283,34.8713728136364,31.6242257108153,87.7720342388841,35.8320693437233,43.5111984258938,91.5172230931383,71.5593752320651,27.1425633081432,61.97664353754,30.4670853287424,83.8447845148206,36.9606674709985,73.0177867640326,63.2115402688989,38.9308568427534,41.671614293584,56.5782436191471,53.9054185099504,50.1487780068525,62.5792053194778,47.8306415143204
"10_B02","Mll1.1",41.2197376553585,40.716574897129,79.9993332260865,73.6146880162295,69.6431696027456,26.4575488314489,89.5582285072449,51.26480851485,37.7518463015887,36.0617305274033,34.0667773694661,79.113201119295,36.7776473342714,64.2185475124345,69.0351943302798,99.4813919125875,99.9734402171637,95.7334759186507,98.3517168208891,84.1804270942453,92.8171589422611,68.1673900542298
"10_B03","Mta3.1",41.2093334796413,55.4678091890279,76.2933153344021,62.240498431075,56.4455455044873,27.9216108853117,64.3021616913596,28.4047082327323,61.0230281435876,45.9463622482933,41.5392883209201,54.7836625013429,58.5777910215393,60.6720070677649,73.293131890887,91.6889853673038,92.2562204370396,67.7313667877881,56.0489131992263,45.0155737843213,65.1706193130302,38.2459218596496
"10_B04","Mtf2.1",29.4341013060986,48.6599556371459,60.389733839979,31.8170851691398,41.5974253428425,28.8551904323403,86.2498957445714,61.6116991499663,17.0654881045931,11.4176570754683,34.4798607611376,71.9929741927302,31.7283820673737,64.8197714980759,68.6612747139087,99.1663843131281,64.8718546694626,78.537762416193,44.0847100780418,63.3081060363587,53.031028961207,49.1095465996785
"10_B05","Mta2.1",50.6919088734188,74.444860807414,75.3746158019584,49.9260998522712,51.9258974048625,28.9655917425683,85.8494429455437,61.8698680573632,25.6047977941096,13.9934304078316,38.3330171398987,70.4100333656811,51.5572784732781,64.7472545333254,84.1976637954101,99.9314638936339,38.1313666980871,65.3251349987599,31.9305862562461,40.9339360796967,36.4947156463959,32.589500751989
"10_B06","Mll3.1",16.2553904821536,80.979023966755,17.4321165766806,80.4120510262516,37.7848260119364,38.6787581769567,47.3697974639452,56.6662355537291,39.4926362013535,69.5074647023366,43.2406797472963,30.9655325883312,75.0974994765316,56.7018839897715,52.556390892582,25.9755733671021,27.5507049874922,68.8466890063176,17.6846838498751,42.4215025431981,22.4800431820987,67.5176649321323
"10_B07","Nap1l1.1",64.6869113754754,60.4637594242967,68.8182192945689,83.9025468218072,46.1440859614919,53.3820534948727,18.5848992849564,20.9016934740839,16.5775109325947,10.4440596613053,48.4575305727355,45.0700168086556,69.4949881589869,61.3551162358325,35.0002519075508,47.9554345939304,84.2915653116437,72.2543190817697,48.8688700371371,47.5403878135332,55.7852350628013,33.6320685868119
"10_B08","Myst2.1",90.3182907929871,24.3852085812678,78.3806183228466,43.6972511732374,80.395275362019,51.8508171095013,97.2655568489785,19.762849780995,13.7199590534493,18.9110253996326,41.5232740599572,18.6621358995804,68.0623463066059,35.7329372436327,55.6667702645822,21.0976089327897,58.4168748324578,39.6637454587736,87.7556467170647,52.181416752737,80.1004033815347,65.0094291729786
"10_B09","Msl3.1",56.2792207841976,65.6185994386226,65.4466889708098,89.1673272071624,56.0997679467095,47.8656854220512,60.673852678016,56.0674645114274,44.592955388365,39.9009832546777,42.5949320050352,48.2167683315254,57.2076836718411,59.0897992532687,45.8316924092675,63.2002377314334,42.3132558972438,47.7883416332415,34.1820427513618,27.352018513127,47.5648022496092,29.6786958578558
"10_B10","Mll2.1",64.4412247727629,56.4161627834905,91.1777661785867,68.1889136049175,87.8746626703291,66.3461991166932,99.8174191970976,29.9470468555557,81.3047608074031,57.0312615003789,29.8381007342603,3.90445718567609,15.1510795051327,3.02062797533189,11.7461882496426,18.6731120255117,19.726599054865,21.8656337744526,51.9732809632663,87.0598401946836,56.079610161997,75.3670540967453
"10_B11","Myst3.1",90.6527207063574,92.7111580827844,76.675440722059,53.9492726440619,22.281522263248,25.7311008958054,90.2803666607305,37.7330149796967,34.3534789496988,12.4414915364861,39.8000456877344,41.1109171572375,46.2682243859716,62.9631696562443,34.0752411909607,57.8139345182902,97.4411039642245,95.0699170624392,89.425978635999,45.4430248294389,87.8405224683307,36.3514783274838
"10_C02","Myst2.2",61.8141972261003,83.3856079134619,59.4456100475956,44.2985550079951,57.6627788792928,59.3476079382989,68.286719247512,66.3614358448945,70.8917160496102,50.0751000768387,36.4767013775066,53.651850628851,35.4498140727326,55.2853971290691,62.2210177672966,90.6785769969545,71.6437586638286,67.8764518333386,72.7673979623599,84.605019884987,80.6885801006614,69.7222000769473
