shRNA,count
Actb,1
Actl6a,39
Actl6b.1,2874
Actl6b.2,0
Actl6b.3,0
Actl6b.4,0
Aff1.1,0
Aff1.2,0
Aff1.3,4
Aff1.4,0
Aff4.1,0
Aff4.2,0
Aff4.3,2
Aff4.4,0
Arid1a.1,2
Arid1a.2,0
Arid1b.1,0
Arid1b.2,0
Arid1b.3,1
Arid2.1,0
Arid2.2,9
Arid2.3,1
Arid2.4,0
Ash1l.1,283
Ash1l.2,0
Ash1l.3,0
Ash1l.4,6
Ash2l.1,0
Ash2l.2,0
Ash2l.3,0
Ash2l.4,0
Asxl1.1,36
Asxl1.2,1
Asxl1.3,0
Asxl1.4,166
Asxl2.1,2
Asxl2.2,65
Asxl2.3,135
Asxl2.4,0
Asxl3.1,26
Asxl3.2,5181
Asxl3.3,201
Asxl3.4,10408
Atad2.1,0
Atad2.2,12
Atad2.3,22
Atad2.4,0
Atad2b.1,1455
Atad2b.2,5
Atad2b.3,4
Atad2b.4,4099
Atm.1,642
Atm.2,131
Atm.3,6
Atm.4,1918
Atr.1,8
Atr.2,334
Atr.3,0
Atr.4,0
Atrx.1,99
Atrx.2,470
Atrx.3,2
Atrx.4,366
Aurkb.1,251
Aurkb.2,195
Aurkb.3,9
Aurkb.4,0
Baz1a.1,0
Baz1a.2,13366
Baz1a.3,0
Baz1a.4,1909
Baz1b.1,0
Baz1b.2,0
Baz1b.3,327
Baz1b.4,2
Baz2a.1,1
Baz2a.3,0
Baz2a.4,0
Baz2b.1,10185
Baz2b.2,61005
Baz2b.3,6
Baz2b.4,6
Bcl6,1656
Bcl6.2,2694
Bcl6.3,856
Bmi1.1,0
Bmi1.2,0
Bmi1.3,0
Bmi1.4,949
Bop1.1,0
Bop1.2,16
Bop1.3,43010
Bop1.4,1
Bptf.1,841
Bptf.2,0
Bptf.3,0
Bptf.4,0
Brd1.1,1452
Brd1.2,0
Brd1.3,0
Brd1.4,0
Brd2.1,0
Brd2.2,0
Brd2.3,1
Brd2.4,0
Brd3.1,0
Brd3.2,0
Brd3.3,1
Brd3.4,5
Brd4.1,0
Brd4.2,16
Brd4.3,1
Brd4.4,0
Brd7.1,0
Brd7.2,0
Brd7.3,2
Brd8.1,1214
Brd8.2,0
Brd8.3,3
Brd8.4,1652
Brd9.2,0
Brd9.3,0
Brd9.4,34
Brdt.1,57
Brdt.2,0
Brdt.3,758
Brpf1.1,0
Brpf1.2,309
Brpf1.3,1
Brpf1.4,0
Brpf3.1,0
Brpf3.2,3
Brpf3.3,5
Brpf3.4,0
Brwd1.1,735
Brwd1.2,419
Brwd1.3,1
Brwd1.4,5
Brwd3.1,1
Brwd3.2,830
Brwd3.3,424
Carm1.1,0
Carm1.2,536
Carm1.3,0
Carm1.4,0
Cbx1.1,139
Cbx1.2,2
Cbx1.3,0
Cbx1.4,0
Cbx2.1,8
Cbx2.2,69
Cbx2.3,0
Cbx3.1,4289
Cbx3.2,0
Cbx3.3,72
Cbx3.4,0
Cbx4.1,531
Cbx4.2,1
Cbx4.3,1
Cbx4.4,1
Cbx5.1,221
Cbx5.2,22
Cbx5.3,0
Cbx5.4,3
Cbx6.1,0
Cbx6.2,0
Cbx6.3,2
Cbx6.4,0
Cbx7.1,8
Cbx7.2,1
Cbx7.3,1
Cbx7.4,1
Cbx8.1,2
Cbx8.2,0
Cbx8.3,0
Cbx8.4,0
Ccnt1,4327
Ccnt1.2,98027
Ccnt1.3,13021
Ccnt1.4,2665
Cd14,7127
Cd14.2,2619
Cd19,3624
Cd19.3,11539
Cd19.4,12627
CD4.1,130
CD4.2,39
CD4.3,1079
CD4.4,501
Cd4.5,0
CDK9.1,4961
CDK9.2,292
CDK9.3,17753
Cecr2.1,1
Cecr2.2,3
Cecr2.3,0
Chaf1a.1,1
Chaf1a.2,0
Chaf1a.3,2
Chaf1a.4,147
Chaf1b.1,121
Chaf1b.2,0
Chaf1b.3,0
Chaf1b.4,0
Chd1.1,3
Chd1.2,2
Chd1.3,1417
Chd1.4,4
Chd1l.1,24
Chd1l.2,1
Chd1l.3,0
Chd2.1,1
Chd2.2,104
Chd2.3,0
Chd2.4,8
Chd3.1,219
Chd3.2,1
Chd3.3,3
Chd3.4,27
Chd4.1,0
Chd4.2,59
Chd4.3,0
Chd4.4,0
Chd5.1,5
Chd5.2,0
Chd5.3,0
Chd5.4,0
Chd6.1,1
Chd6.2,0
Chd6.3,0
Chd6.4,1
Chd7.1,898
Chd7.2,27
Chd7.3,28
Chd8.1,101
Chd8.2,98
Chd8.3,0
Chd8.4,4
Chd9.1,54
Chd9.2,2078
Chd9.3,6
Chd9.4,93
Clock.1,5
Clock.2,46
Clock.3,0
Crebbp.1,2
Crebbp.2,0
Crebbp.3,1143
Crebbp.4,3
Ctsl.1,40
Ctsl.2,24
Ctsl.3,35
Ctsl.4,2
Cxxc1.1,2
Cxxc1.2,0
Cxxc1.3,1
Cxxc1.4,0
Dmap1.1,0
Dmap1.2,13
Dmap1.3,0
Dmap1.4,971
Dnmt1.1,0
Dnmt1.2,24
Dnmt1.3,0
Dnmt1.4,16
Dnmt3a.1,3
Dnmt3a.2,0
Dnmt3a.3,3
Dnmt3a.4,30
Dnmt3b.1,0
Dnmt3b.2,17
Dnmt3b.3,147
Dnmt3b.4,7
Dnmt3l.1,0
Dnmt3l.2,645
Dnmt3l.3,990
Dnmt3l.4,1
Dot1l.1,1
Dot1l.2,451
Dot1l.3,0
Dot1l.4,0
Dpy30.1,2
Dpy30.2,1
Dpy30.3,0
Dub2a.1,0
Dub2a.2,0
Dub2a.3,10
Dub2a.4,0
Eaf1.1,121
Eaf1.2,102
Eaf1.3,0
Eed.1,0
Eed.2,0
Eed.3,0
Eed.4,266
Ehmt1.1,3
Ehmt1.2,3
Ehmt1.3,296
Ehmt1.4,0
Ehmt2.1,0
Ehmt2.2,0
Ehmt2.3,1
Ehmt2.4,0
Elp3.1,0
Elp3.2,2
Elp3.4,0
Elp4.1,3
Elp4.2,0
Elp4.3,0
Elp4.4,21205
Ep300.2,6
Ep300.3,5
Ep400.1,1
Ep400.2,1
Ep400.3,3091
Ep400.4,0
Epc1.1,0
Epc1.2,0
Epc1.3,176
Epc1.4,0
Epc2.1,9
Epc2.2,82
Epc2.3,0
Epc2.4,0
Ercc5.1,852
Ercc5.2,1
Ercc5.3,0
Ercc5.4,225
Ezh1.2,4835
Ezh1.3,3174
Ezh1.4,5
Ezh2.1,10
Ezh2.2,0
Ezh2.3,1
Ezh2.4,1
Fbxl19.1,453
Fbxl19.2,23
Fbxl19.3,0
Fbxl19.4,0
Fbxo17.1,0
Fbxo17.2,1
Fbxo17.3,0
Fbxo44.1,1958
Fbxo44.2,1081
Fbxo44.3,0
Fbxo44.4,13
Fbxw9.1,0
Fbxw9.2,0
Fbxw9.3,1
Fbxw9.4,0
Fkbp1a.1,2
Fkbp1a.3,0
Fkbp1a.4,1
Fkbp2.1,0
Fkbp2.2,0
Fkbp2.3,31
Fkbp5.1,785
Fkbp5.2,790
Fkbp5.3,0
Fosb,40
Fosb.2,1438
Gadd45a.1,3
Gadd45a.2,0
Gadd45a.3,0
Gadd45a.4,0
Gadd45b.1,1
Gadd45b.2,2743
Gadd45b.3,0
Gadd45b.4,16
Gtf2b.1,99
Gtf2b.2,16
Gtf2b.3,0
Gtf2b.4,0
Gtf2f1.1,381
Gtf2f1.2,0
Gtf2f1.3,0
Gtf2f1.4,0
Gtf2h1.1,293
Gtf2h1.2,3
Gtf2h1.3,613
Gtf3c4.1,1
Gtf3c4.2,5
Gtf3c4.3,0
Gtf3c4.4,0
H2afz.1,0
H2afz.2,0
H2afz.3,0
Hat1.1,139
Hat1.2,0
Hat1.3,0
Hat1.4,0
Hcfc1.1,0
Hcfc1.2,2
Hcfc1.3,0
Hcfc1.4,0
Hdac1.1,1
Hdac1.2,37
Hdac1.3,0
Hdac1.4,0
Hdac10.1,0
Hdac10.2,7
Hdac10.3,2502
Hdac10.4,0
Hdac11.1,1
Hdac11.2,0
Hdac11.3,2
Hdac2.1,0
Hdac2.2,6
Hdac2.3,25
Hdac2.4,5127
Hdac3.1,0
Hdac3.2,0
Hdac3.3,0
Hdac3.4,5
Hdac4.1,0
Hdac4.2,0
Hdac4.3,0
Hdac4.4,0
Hdac5.1,2
Hdac5.2,0
Hdac5.3,4
Hdac6.1,81
Hdac6.2,0
Hdac6.3,0
Hdac6.4,0
Hdac7.1,0
Hdac7.2,0
Hdac7.3,0
Hdac7.4,0
Hdac8.1,1575
Hdac8.2,0
Hdac8.3,748
Hdac8.4,72
Hdac9.2,2337
Hdac9.3,1
Hells.1,4
Hells.2,3
Hells.3,0
Hells.4,891
Hes1,1126
Hes1.2,7636
Hes1.3,2689
Hes6,0
Hes6.3,0
Hira.1,1
Hira.2,1
Hira.3,0
Hira.4,1874
Hltf.1,0
Hltf.2,0
Hltf.3,0
Hltf.4,0
Id2,1
Id2.2,603
Id2.3,5406
Id2.4,7328
Id2.5,1978
Id3,4832
Id3.2,9992
Id3.3,23944
Id3.4,1705
Id3.5,27
Ing2.1,0
Ing2.2,0
Ing2.3,2
Ing2.4,37
Ing3.1,1
Ing3.2,0
Ing3.3,0
Ing3.4,0
Ing4.1,0
Ing4.2,3
Ing4.3,0
Ing4.4,0
Ing5.1,0
Ing5.2,0
Ing5.3,0
Ing5.4,0
Ino80.1,0
Ino80.2,0
Ino80.3,67
Ino80.4,35
Iws1.1,0
Iws1.2,0
Iws1.3,2
Jarid2.1,12
Jarid2.2,260
Jarid2.3,0
Jarid2.4,0
Jhdm1d.1,0
Jhdm1d.2,2
Jhdm1d.3,0
Jhdm1d.4,1
Jmjd1c.2,355
Jmjd1c.3,0
Jmjd1c.4,3094
Jmjd4.1,1
Jmjd4.2,1
Jmjd4.3,0
Jmjd4.4,38
Jmjd5.1,18
Jmjd5.2,58
Jmjd5.3,1400
Jmjd5.4,14609
Jmjd6.1,69
Jmjd6.2,17726
Jmjd6.3,279
Jmjd6.4,549
Jmjd8.1,0
Jmjd8.2,1
Jmjd8.3,0
Kat2a.1,0
Kat2a.2,0
Kat2a.3,14710
Kat2b.1,577
Kat2b.2,211714
Kat2b.3,17308
Kat2b.4,86
Kat5.1,3535
Kat5.2,215893
Kat5.3,3406
Kat5.4,9166
Kdm1a.1,22070
Kdm1a.2,982
Kdm1a.3,2524
Kdm1a.4,1003
Kdm1b.1,779
Kdm1b.2,3962
Kdm1b.3,88
Kdm1b.4,3494
Kdm2a.1,2247
Kdm2a.2,8110
Kdm2a.3,1904
Kdm2a.4,187
Kdm2b.1,1664
Kdm2b.2,562
Kdm2b.3,2068
Kdm2b.4,70
Kdm3a.1,2864
Kdm3a.2,388
Kdm3a.3,18855
Kdm3a.4,1146
Kdm3b.2,2575
Kdm3b.3,105
Kdm3b.4,1918
Kdm4a.1,3302
Kdm4a.2,826
Kdm4a.3,25132
Kdm4a.4,2424
Kdm4b.1,0
Kdm4b.2,93
Kdm4b.3,0
Kdm4c.1,14409
Kdm4c.2,11399
Kdm4c.3,955
Kdm4c.4,1153
Kdm4d.1,18016
Kdm4d.2,8279
Kdm4d.3,7
Kdm4d.4,5843
Kdm5a.1,10864
Kdm5a.2,12086
Kdm5a.3,14980
Kdm5a.4,3152
Kdm5b.1,178
Kdm5b.2,1952
Kdm5b.3,18940
Kdm5b.4,2848
Kdm5c.1,8707
Kdm5c.2,11657
Kdm5c.3,6168
Kdm5c.4,3626
Kdm5d.1,8111
Kdm5d.2,5249
Kdm5d.3,2895
Kdm5d.4,19
Kdm6a.1,3497
Kdm6a.2,3153
Kdm6a.3,11630
Kdm6a.4,5
Kdm6b.1,9
Kdm6b.2,2231
Kdm6b.3,1683
Kdm6b.4,101
Klf12,1079
Klf12.4,638
Klf12.5,9271
Klf2,941
Klf2.2,1426
Klf2.3,90
Klf2.4,4020
Klf2.5,0
Klf2.6,3356
Klf2.7,627
L3mbtl1.1,1372
L3mbtl1.2,1050
L3mbtl1.3,40120
L3mbtl1.4,1198
L3mbtl2.1,622
L3mbtl2.3,1
L3mbtl2.4,796
L3mbtl3.1,1183
L3mbtl3.2,2173
L3mbtl3.3,6591
L3mbtl3.4,15153
L3mbtl4.1,1773
L3mbtl4.2,10228
L3mbtl4.3,1391
L3mbtl4.4,2590
Mbd1.1,12472
Mbd1.2,892
Mbd1.3,262
Mbd1.4,13644
Mbd2.2,345
Mbd2.3,4036
Mbd2.4,2174
Mbd3.1,1600
Mbd3.2,12252
Mbd3.3,192
Mbd3.4,468
Mbd4.1,29501
Mbd4.2,2243
Mbd4.3,3921
Mbd4.4,5196
Mecom.1,1869
Mecom.2,1441
Mecom.3,4912
Mecom.4,2388
Mecp2.1,0
Mecp2.2,0
Mecp2.3,2
Men1.1,1047
Men1.3,433
Men1.4,8783
Mll1.1,135
Mll1.2,5569
Mll1.3,14023
Mll1.4,977
Mll2.1,2306
Mll2.2,17380
Mll2.3,1295
Mll2.4,241
Mll3.2,4290
Mll3.3,2184
Mll3.4,954
Mll5.1,49587
Mll5.2,3820
Mll5.3,460
Mll5.4,958
Morf4l1.2,67415
Morf4l1.3,1127
Morf4l1.4,3266
Ms4a1,13883
Ms4a1.2,11280
Msl3.1,5000
Msl3.2,948
Msl3.3,4881
Msl3.4,727
Mta1.1,170
Mta1.2,3
Mta1.3,1499
Mta1.4,18940
Mta2.1,5563
Mta2.2,8401
Mta2.3,46
Mta2.4,1928
Mta3.1,15550
Mta3.2,27
Mta3.3,41
Mta3.4,6364
Mtf2.1,8463
Mtf2.2,5529
Mtf2.3,146
Mtf2.4,4580
Myst1.1,32
Myst1.2,13982
Myst1.3,3658
Myst1.4,2162
Myst2.1,177
Myst2.2,1657
Myst2.3,945
Myst2.4,657
Myst3.1,594
Myst3.2,11210
Myst3.3,1502
Myst3.4,47
Myst4.1,5806
Myst4.3,2274
Myst4.4,1232
Nap1l1.1,2467
Nap1l1.2,208
Nap1l1.3,4504
Nap1l1.4,20218
Nap1l2.1,10416
Nap1l2.2,555
Nap1l2.3,1665
Nap1l2.4,4679
Nap1l3.1,23143
Nap1l3.2,14180
Nap1l3.3,69829
Nap1l3.4,8611
Ncoa1.1,2861
Ncoa1.2,20953
Ncoa1.3,5913
Ncoa1.4,21
Ncoa3.1,136
Ncoa3.2,522
Ncoa3.3,4516
Ncoa3.4,5721
Ncor1.1,10483
Ncor1.3,902
Ncor1.4,20029
Ncor2.1,2778
Ncor2.2,1255
Ncor2.3,835
Ncor2.4,1707
Nfatc3.2,14178
Nfatc3.3,3031
Nfatc3.7,3
Nfatc3.8,1980
Nsd1.1,9959
Nsd1.2,950
Nsd1.3,852
Nsd1.4,2808
Orc1.1,678
Orc1.2,5218
Orc1.3,4119
Orc1.4,585
Padi1.1,6780
Padi1.2,115
Padi1.3,259
Padi1.4,13993
Padi2.1,0
Padi2.2,3
Padi2.3,0
Padi3,1648
Padi4.1,2064
Padi4.2,2274
Padi4.3,809
Padi4.4,2789
Padi6.1,9702
Padi6.2,0
Padi6.3,1854
Padi6.4,1417
Paf1.1,1
Paf1.2,0
Paf1.3,1230
Parp1.1,2370
Parp1.2,1447
Parp1.3,25050
Parp1.4,1
Parp2.1,11
Parp2.2,0
Parp2.3,1
Paxip1.1,3239
Paxip1.2,1724
Paxip1.3,912
Paxip1.4,13491
Pbrm1.1,13159
Pbrm1.2,82110
Pbrm1.3,0
Pbrm1.4,3547
Pcgf1.1,3385
Pcgf1.2,2184
Pcgf1.3,519
Pcgf1.4,2959
Pcgf2.2,777
Pcgf2.3,331
Pcgf2.4,333
Pcgf5.1,355
Pcgf5.2,1399
Pcgf5.3,891
Pcgf5.4,728
Pcgf6.1,447
Pcgf6.2,2025
Pcgf6.3,67656
Pcgf6.4,3404
Pcmt1.1,2445
Pcmt1.3,3824
Pcmt1.4,33425
Phc1.1,11801
Phc1.2,15358
Phc1.3,2020
Phc1.4,6
Phc2.1,3
