shRNA,count
Actb,1
Actl6a,1673
Actl6b.1,0
Actl6b.2,12
Actl6b.3,0
Actl6b.4,0
Aff1.1,0
Aff1.2,0
Aff1.3,620
Aff1.4,0
Aff4.1,8
Aff4.2,0
Aff4.3,2
Aff4.4,0
Arid1a.1,15
Arid1a.2,1547
Arid1b.1,185
Arid1b.2,1133
Arid1b.3,4460
Arid2.1,578
Arid2.2,56
Arid2.3,0
Arid2.4,0
Ash1l.1,0
Ash1l.2,1
Ash1l.3,1
Ash1l.4,1
Ash2l.1,0
Ash2l.2,3961
Ash2l.3,1
Ash2l.4,636
Asxl1.1,1114
Asxl1.2,1
Asxl1.3,0
Asxl1.4,16
Asxl2.1,2295
Asxl2.2,2
Asxl2.3,1245
Asxl2.4,1363
Asxl3.1,1920
Asxl3.2,52
Asxl3.3,0
Asxl3.4,572
Atad2.1,0
Atad2.2,0
Atad2.3,655
Atad2.4,0
Atad2b.1,27
Atad2b.2,6
Atad2b.3,547
Atad2b.4,13
Atm.1,0
Atm.2,1
Atm.3,985
Atm.4,16
Atr.1,39
Atr.2,24
Atr.3,0
Atr.4,0
Atrx.1,9
Atrx.2,3
Atrx.3,1209
Atrx.4,0
Aurkb.1,10
Aurkb.2,0
Aurkb.3,0
Aurkb.4,0
Baz1a.1,0
Baz1a.2,66636
Baz1a.3,0
Baz1a.4,1
Baz1b.1,0
Baz1b.2,0
Baz1b.3,26
Baz1b.4,0
Baz2a.1,25
Baz2a.3,0
Baz2a.4,0
Baz2b.1,1471
Baz2b.2,3
Baz2b.3,1
Baz2b.4,1
Bcl6,1414
Bcl6.2,4513
Bcl6.3,1774
Bmi1.1,0
Bmi1.2,0
Bmi1.3,12
Bmi1.4,444
Bop1.1,0
Bop1.2,0
Bop1.3,53
Bop1.4,0
Bptf.1,0
Bptf.2,286
Bptf.3,4
Bptf.4,0
Brd1.1,0
Brd1.2,0
Brd1.3,0
Brd1.4,0
Brd2.1,0
Brd2.2,1251
Brd2.3,0
Brd2.4,0
Brd3.1,0
Brd3.2,0
Brd3.3,30
Brd3.4,1
Brd4.1,3
Brd4.2,0
Brd4.3,0
Brd4.4,0
Brd7.1,97
Brd7.2,0
Brd7.3,3388
Brd8.1,2
Brd8.2,0
Brd8.3,4
Brd8.4,1
Brd9.2,313
Brd9.3,1
Brd9.4,0
Brdt.1,37451
Brdt.2,308
Brdt.3,6502
Brpf1.1,104
Brpf1.2,0
Brpf1.3,0
Brpf1.4,0
Brpf3.1,0
Brpf3.2,0
Brpf3.3,2721
Brpf3.4,0
Brwd1.1,1305
Brwd1.2,1
Brwd1.3,2
Brwd1.4,18
Brwd3.1,1726
Brwd3.2,176
Brwd3.3,0
Carm1.1,0
Carm1.2,1855
Carm1.3,3
Carm1.4,0
Cbx1.1,91
Cbx1.2,6
Cbx1.3,788
Cbx1.4,1
Cbx2.1,2198
Cbx2.2,1337
Cbx2.3,503
Cbx3.1,5643
Cbx3.2,0
Cbx3.3,0
Cbx3.4,0
Cbx4.1,0
Cbx4.2,0
Cbx4.3,0
Cbx4.4,0
Cbx5.1,43
Cbx5.2,0
Cbx5.3,4
Cbx5.4,4
Cbx6.1,0
Cbx6.2,0
Cbx6.3,0
Cbx6.4,0
Cbx7.1,0
Cbx7.2,0
Cbx7.3,0
Cbx7.4,1
Cbx8.1,15
Cbx8.2,11
Cbx8.3,418
Cbx8.4,49
Ccnt1,563
Ccnt1.2,35912
Ccnt1.3,2890
Ccnt1.4,1862
Cd14,3727
Cd14.2,1365
Cd19,817
Cd19.3,4624
Cd19.4,4434
CD4.1,1
CD4.2,43
CD4.3,4103
CD4.4,2246
Cd4.5,0
CDK9.1,3159
CDK9.2,3
CDK9.3,14609
Cecr2.1,5603
Cecr2.2,2804
Cecr2.3,1392
Chaf1a.1,14
Chaf1a.2,0
Chaf1a.3,60
Chaf1a.4,0
Chaf1b.1,44
Chaf1b.2,0
Chaf1b.3,0
Chaf1b.4,0
Chd1.1,1
Chd1.2,225
Chd1.3,1035
Chd1.4,5
Chd1l.1,81
Chd1l.2,0
Chd1l.3,0
Chd2.1,1
Chd2.2,0
Chd2.3,0
Chd2.4,18
Chd3.1,461
Chd3.2,0
Chd3.3,9
Chd3.4,0
Chd4.1,0
Chd4.2,6
Chd4.3,0
Chd4.4,0
Chd5.1,0
Chd5.2,0
Chd5.3,0
Chd5.4,0
Chd6.1,0
Chd6.2,8
Chd6.3,0
Chd6.4,0
Chd7.1,14831
Chd7.2,14597
Chd7.3,994
Chd8.1,1
Chd8.2,1
Chd8.3,0
Chd8.4,7
Chd9.1,0
Chd9.2,15
Chd9.3,0
Chd9.4,47
Clock.1,4325
Clock.2,3707
Clock.3,0
Crebbp.1,1649
Crebbp.2,42
Crebbp.3,0
Crebbp.4,5
Ctsl.1,18
Ctsl.2,2099
Ctsl.3,0
Ctsl.4,20
Cxxc1.1,17
Cxxc1.2,11
Cxxc1.3,13
Cxxc1.4,0
Dmap1.1,0
Dmap1.2,0
Dmap1.3,0
Dmap1.4,7
Dnmt1.1,0
Dnmt1.2,5
Dnmt1.3,0
Dnmt1.4,0
Dnmt3a.1,0
Dnmt3a.2,392
Dnmt3a.3,1
Dnmt3a.4,4
Dnmt3b.1,0
Dnmt3b.2,0
Dnmt3b.3,0
Dnmt3b.4,0
Dnmt3l.1,0
Dnmt3l.2,1
Dnmt3l.3,38
Dnmt3l.4,0
Dot1l.1,0
Dot1l.2,8
Dot1l.3,0
Dot1l.4,0
Dpy30.1,17692
Dpy30.2,208
Dpy30.3,129
Dub2a.1,0
Dub2a.2,5
Dub2a.3,0
Dub2a.4,852
Eaf1.1,849
Eaf1.2,838
Eaf1.3,166
Eed.1,0
Eed.2,173
Eed.3,0
Eed.4,1
Ehmt1.1,1
Ehmt1.2,0
Ehmt1.3,0
Ehmt1.4,5
Ehmt2.1,0
Ehmt2.2,81
Ehmt2.3,0
Ehmt2.4,0
Elp3.1,25
Elp3.2,3
Elp3.4,1
Elp4.1,1
Elp4.2,7
Elp4.3,0
Elp4.4,2
Ep300.2,55
Ep300.3,0
Ep400.1,1640
Ep400.2,0
Ep400.3,0
Ep400.4,0
Epc1.1,0
Epc1.2,0
Epc1.3,0
Epc1.4,0
Epc2.1,0
Epc2.2,0
Epc2.3,2
Epc2.4,168
Ercc5.1,0
Ercc5.2,112
Ercc5.3,0
Ercc5.4,0
Ezh1.2,9999
Ezh1.3,210
Ezh1.4,0
Ezh2.1,28
Ezh2.2,0
Ezh2.3,0
Ezh2.4,0
Fbxl19.1,0
Fbxl19.2,0
Fbxl19.3,2
