shRNA,count
Actb,30
Actl6a,683
Actl6b.1,0
Actl6b.2,1
Actl6b.3,1
Actl6b.4,50
Aff1.1,0
Aff1.2,0
Aff1.3,588
Aff1.4,1
Aff4.1,1
Aff4.2,0
Aff4.3,1
Aff4.4,391
Arid1a.1,90
Arid1a.2,436
Arid1b.1,1242
Arid1b.2,789
Arid1b.3,456
Arid2.1,329
Arid2.2,1
Arid2.3,0
Arid2.4,0
Ash1l.1,0
Ash1l.2,0
Ash1l.3,0
Ash1l.4,1
Ash2l.1,8
Ash2l.2,3154
Ash2l.3,0
Ash2l.4,550
Asxl1.1,1381
Asxl1.2,0
Asxl1.3,0
Asxl1.4,5
Asxl2.1,2998
Asxl2.2,0
Asxl2.3,2074
Asxl2.4,2228
Asxl3.1,3989
Asxl3.2,95
Asxl3.3,2
Asxl3.4,671
Atad2.1,0
Atad2.2,0
Atad2.3,721
Atad2.4,0
Atad2b.1,10
Atad2b.2,14
Atad2b.3,48
Atad2b.4,154
Atm.1,0
Atm.2,714
Atm.3,2115
Atm.4,0
Atr.1,0
Atr.2,5
Atr.3,0
Atr.4,0
Atrx.1,2
Atrx.2,3
Atrx.3,2145
Atrx.4,0
Aurkb.1,2
Aurkb.2,0
Aurkb.3,0
Aurkb.4,0
Baz1a.1,0
Baz1a.2,68791
Baz1a.3,0
Baz1a.4,1
Baz1b.1,223
Baz1b.2,2
Baz1b.3,10
Baz1b.4,0
Baz2a.1,0
Baz2a.3,0
Baz2a.4,0
Baz2b.1,260
Baz2b.2,1
Baz2b.3,0
Baz2b.4,22
Bcl6,2506
Bcl6.2,7935
Bcl6.3,908
Bmi1.1,0
Bmi1.2,16
Bmi1.3,183
Bmi1.4,0
Bop1.1,0
Bop1.2,0
Bop1.3,0
Bop1.4,0
Bptf.1,0
Bptf.2,4
Bptf.3,21
Bptf.4,0
Brd1.1,0
Brd1.2,109
Brd1.3,0
Brd1.4,0
Brd2.1,0
Brd2.2,248
Brd2.3,1
Brd2.4,0
Brd3.1,0
Brd3.2,0
Brd3.3,0
Brd3.4,1
Brd4.1,7
Brd4.2,0
Brd4.3,1
Brd4.4,0
Brd7.1,331
Brd7.2,0
Brd7.3,3930
Brd8.1,0
Brd8.2,0
Brd8.3,1
Brd8.4,0
Brd9.2,6
Brd9.3,0
Brd9.4,0
Brdt.1,25684
Brdt.2,1131
Brdt.3,4113
Brpf1.1,84
Brpf1.2,0
Brpf1.3,0
Brpf1.4,0
Brpf3.1,0
Brpf3.2,0
Brpf3.3,1961
Brpf3.4,0
Brwd1.1,902
Brwd1.2,1
Brwd1.3,0
Brwd1.4,1
Brwd3.1,753
Brwd3.2,262
Brwd3.3,0
Carm1.1,0
Carm1.2,1606
Carm1.3,3
Carm1.4,0
Cbx1.1,0
Cbx1.2,0
Cbx1.3,37
Cbx1.4,85
Cbx2.1,1553
Cbx2.2,2276
Cbx2.3,1836
Cbx3.1,4719
Cbx3.2,1
Cbx3.3,0
Cbx3.4,0
Cbx4.1,0
Cbx4.2,1
Cbx4.3,0
Cbx4.4,0
Cbx5.1,44
Cbx5.2,0
Cbx5.3,1
Cbx5.4,119
Cbx6.1,0
Cbx6.2,0
Cbx6.3,1
Cbx6.4,0
Cbx7.1,0
Cbx7.2,116
Cbx7.3,0
Cbx7.4,1
Cbx8.1,8
Cbx8.2,88
Cbx8.3,92
Cbx8.4,358
Ccnt1,539
Ccnt1.2,51894
Ccnt1.3,6314
Ccnt1.4,1417
Cd14,4376
Cd14.2,1411
Cd19,2233
Cd19.3,5095
Cd19.4,3027
CD4.1,81
CD4.2,26
CD4.3,2751
CD4.4,1481
Cd4.5,0
CDK9.1,5214
CDK9.2,76
CDK9.3,11312
Cecr2.1,1235
Cecr2.2,4045
Cecr2.3,124
Chaf1a.1,1437
Chaf1a.2,0
Chaf1a.3,1574
Chaf1a.4,0
Chaf1b.1,1
Chaf1b.2,0
Chaf1b.3,0
Chaf1b.4,0
Chd1.1,4
Chd1.2,22
Chd1.3,1951
Chd1.4,1
Chd1l.1,41
Chd1l.2,0
Chd1l.3,1446
Chd2.1,0
Chd2.2,0
Chd2.3,0
Chd2.4,58
Chd3.1,1
Chd3.2,1
Chd3.3,27
Chd3.4,1
Chd4.1,0
Chd4.2,3
Chd4.3,0
Chd4.4,0
Chd5.1,65
Chd5.2,1
Chd5.3,5
Chd5.4,0
Chd6.1,0
Chd6.2,1
Chd6.3,0
Chd6.4,0
Chd7.1,11688
Chd7.2,13637
Chd7.3,2207
Chd8.1,0
Chd8.2,0
Chd8.3,0
Chd8.4,4
Chd9.1,0
Chd9.2,30
Chd9.3,0
Chd9.4,3
Clock.1,3752
Clock.2,3458
Clock.3,0
Crebbp.1,338
Crebbp.2,0
Crebbp.3,18
Crebbp.4,194
Ctsl.1,7
Ctsl.2,1056
Ctsl.3,0
Ctsl.4,21
Cxxc1.1,1
Cxxc1.2,18
Cxxc1.3,508
Cxxc1.4,0
Dmap1.1,0
Dmap1.2,3
Dmap1.3,0
Dmap1.4,1
Dnmt1.1,0
Dnmt1.2,190
Dnmt1.3,76
Dnmt1.4,0
Dnmt3a.1,0
Dnmt3a.2,566
Dnmt3a.3,0
Dnmt3a.4,7
Dnmt3b.1,0
Dnmt3b.2,0
Dnmt3b.3,0
Dnmt3b.4,10
Dnmt3l.1,0
Dnmt3l.2,0
Dnmt3l.3,85
Dnmt3l.4,0
Dot1l.1,0
Dot1l.2,0
Dot1l.3,0
Dot1l.4,0
Dpy30.1,21302
Dpy30.2,1471
Dpy30.3,217
Dub2a.1,0
Dub2a.2,0
Dub2a.3,1
Dub2a.4,161
Eaf1.1,3571
Eaf1.2,1669
Eaf1.3,427
Eed.1,0
Eed.2,0
Eed.3,0
Eed.4,0
Ehmt1.1,0
Ehmt1.2,1
Ehmt1.3,0
Ehmt1.4,2
Ehmt2.1,0
Ehmt2.2,49
Ehmt2.3,16
Ehmt2.4,0
Elp3.1,0
Elp3.2,3
Elp3.4,3
Elp4.1,1
Elp4.2,5
Elp4.3,0
Elp4.4,2
Ep300.2,0
Ep300.3,2
Ep400.1,1
Ep400.2,0
Ep400.3,0
Ep400.4,0
Epc1.1,0
Epc1.2,0
Epc1.3,1
Epc1.4,0
Epc2.1,0
Epc2.2,0
Epc2.3,3
Epc2.4,0
Ercc5.1,0
Ercc5.2,0
Ercc5.3,0
Ercc5.4,0
Ezh1.2,14175
Ezh1.3,227
Ezh1.4,0
Ezh2.1,0
Ezh2.2,0
Ezh2.3,0
Ezh2.4,0
Fbxl19.1,1
