shRNA,count
Actb,1
Actl6a,19
Actl6b.1,1711
Actl6b.2,0
Actl6b.3,0
Actl6b.4,0
Aff1.1,0
Aff1.2,0
Aff1.3,0
Aff1.4,1
Aff4.1,0
Aff4.2,0
Aff4.3,0
Aff4.4,0
Arid1a.1,4
Arid1a.2,0
Arid1b.1,0
Arid1b.2,0
Arid1b.3,0
Arid2.1,0
Arid2.2,3
Arid2.3,1
Arid2.4,2
Ash1l.1,0
Ash1l.2,0
Ash1l.3,0
Ash1l.4,0
Ash2l.1,118
Ash2l.2,1
Ash2l.3,0
Ash2l.4,0
Asxl1.1,42
Asxl1.2,0
Asxl1.3,0
Asxl1.4,8
Asxl2.1,3
Asxl2.2,70
Asxl2.3,283
Asxl2.4,381
Asxl3.1,0
Asxl3.2,1808
Asxl3.3,0
Asxl3.4,21097
Atad2.1,1
Atad2.2,0
Atad2.3,4
Atad2.4,0
Atad2b.1,2582
Atad2b.2,2
Atad2b.3,111
Atad2b.4,1969
Atm.1,12
Atm.2,98
Atm.3,9
Atm.4,4786
Atr.1,0
Atr.2,34
Atr.3,0
Atr.4,0
Atrx.1,0
Atrx.2,1
Atrx.3,74
Atrx.4,160
Aurkb.1,4173
Aurkb.2,79
Aurkb.3,13
Aurkb.4,40
Baz1a.1,0
Baz1a.2,38737
Baz1a.3,0
Baz1a.4,7054
Baz1b.1,0
Baz1b.2,0
Baz1b.3,41
Baz1b.4,0
Baz2a.1,0
Baz2a.3,0
Baz2a.4,0
Baz2b.1,13513
Baz2b.2,43175
Baz2b.3,1
Baz2b.4,4
Bcl6,1358
Bcl6.2,4345
Bcl6.3,994
Bmi1.1,0
Bmi1.2,0
Bmi1.3,3
Bmi1.4,0
Bop1.1,0
Bop1.2,12
Bop1.3,32774
Bop1.4,1
Bptf.1,5269
Bptf.2,1
Bptf.3,1
Bptf.4,0
Brd1.1,2112
Brd1.2,0
Brd1.3,0
Brd1.4,0
Brd2.1,0
Brd2.2,0
Brd2.3,62
Brd2.4,0
Brd3.1,0
Brd3.2,0
Brd3.3,2
Brd3.4,4
Brd4.1,0
Brd4.2,2
Brd4.3,0
Brd4.4,0
Brd7.1,0
Brd7.2,0
Brd7.3,14
