shRNA,count
Actb,3
Actl6a,63
Actl6b.1,152
Actl6b.2,2165
Actl6b.3,1114
Actl6b.4,1678
Aff1.1,28
Aff1.2,535
Aff1.3,3769
Aff1.4,2237
Aff4.1,5
Aff4.2,11113
Aff4.3,2132
Aff4.4,5711
Arid1a.1,0
Arid1a.2,0
Arid1b.1,0
Arid1b.2,0
Arid1b.3,2
Arid2.1,9771
Arid2.2,23767
Arid2.3,4
Arid2.4,305
Ash1l.1,6979
Ash1l.2,857
Ash1l.3,40
Ash1l.4,988
Ash2l.1,11750
Ash2l.2,1727
Ash2l.3,987
Ash2l.4,45
Asxl1.1,1133
Asxl1.2,2171
Asxl1.3,73
Asxl1.4,8804
Asxl2.1,4881
Asxl2.2,3844
Asxl2.3,1278
Asxl2.4,114312
Asxl3.1,56145
Asxl3.2,16121
Asxl3.3,1925
Asxl3.4,14265
Atad2.1,1911
Atad2.2,873
Atad2.3,6195
Atad2.4,5234
Atad2b.1,16908
Atad2b.2,6192
Atad2b.3,7538
Atad2b.4,2695
Atm.1,1193
Atm.2,1558
Atm.3,3109
Atm.4,1018
Atr.1,2082
Atr.2,3628
Atr.3,8459
Atr.4,767
Atrx.1,1057
Atrx.2,695
Atrx.3,6171
Atrx.4,3133
Aurkb.1,2431
Aurkb.2,145
Aurkb.3,4167
Aurkb.4,919
Baz1a.1,2
Baz1a.2,1460085
Baz1a.3,0
Baz1a.4,3004
Baz1b.1,37882
Baz1b.2,10715
Baz1b.3,1378
Baz1b.4,222
Baz2a.1,1140
Baz2a.3,0
Baz2a.4,202
Baz2b.1,8226
Baz2b.2,789
Baz2b.3,37
Baz2b.4,967
Bcl6,56
Bcl6.2,12796
Bcl6.3,452
Bmi1.1,1343
Bmi1.2,418
Bmi1.3,243
Bmi1.4,27332
Bop1.1,634
Bop1.2,2310
Bop1.3,3078
Bop1.4,9
Bptf.1,692
Bptf.2,48
Bptf.3,292
Bptf.4,799
Brd1.1,3242
Brd1.2,8998
Brd1.3,542
Brd1.4,0
Brd2.1,37
Brd2.2,513
Brd2.3,108
Brd2.4,277
Brd3.1,264
Brd3.2,20024
Brd3.3,749
Brd3.4,98
Brd4.1,153
Brd4.2,324
Brd4.3,739
Brd4.4,114
Brd7.1,3
Brd7.2,0
Brd7.3,18
Brd8.1,2777
Brd8.2,23
Brd8.3,500
Brd8.4,2910
Brd9.2,295
Brd9.3,7175
Brd9.4,268
Brdt.1,3
Brdt.2,0
Brdt.3,0
Brpf1.1,368
Brpf1.2,3182
Brpf1.3,1782
Brpf1.4,131
Brpf3.1,3530
Brpf3.2,4
Brpf3.3,1073
Brpf3.4,63
Brwd1.1,2580
Brwd1.2,191
Brwd1.3,1101
Brwd1.4,1327
Brwd3.1,4657
Brwd3.2,3433
Brwd3.3,5
Carm1.1,102
Carm1.2,1871
Carm1.3,9
Carm1.4,74
Cbx1.1,1297
Cbx1.2,1695
Cbx1.3,143
Cbx1.4,5482
Cbx2.1,1103
Cbx2.2,3200
Cbx2.3,461
Cbx3.1,31973
Cbx3.2,0
Cbx3.3,1952
Cbx3.4,4792
Cbx4.1,319
Cbx4.2,6065
Cbx4.3,183
Cbx4.4,2875
Cbx5.1,2001
Cbx5.2,8607
Cbx5.3,663
Cbx5.4,2400
Cbx6.1,0
Cbx6.2,158
Cbx6.3,5
Cbx6.4,1095
Cbx7.1,16
