shRNA,count
Actb,1
Actl6a,53
Actl6b.1,274
Actl6b.2,5649
Actl6b.3,1531
Actl6b.4,3302
Aff1.1,2266
Aff1.2,1715
Aff1.3,4158
Aff1.4,1215
Aff4.1,117
Aff4.2,10624
Aff4.3,3546
Aff4.4,6746
Arid1a.1,0
Arid1a.2,0
Arid1b.1,0
Arid1b.2,0
Arid1b.3,4
Arid2.1,10607
Arid2.2,34777
Arid2.3,4
Arid2.4,295
Ash1l.1,5910
Ash1l.2,3545
Ash1l.3,471
Ash1l.4,1712
Ash2l.1,7632
Ash2l.2,6061
Ash2l.3,1828
Ash2l.4,0
Asxl1.1,3703
Asxl1.2,5326
Asxl1.3,26
Asxl1.4,9723
Asxl2.1,11994
Asxl2.2,5734
Asxl2.3,2211
Asxl2.4,108230
Asxl3.1,174038
Asxl3.2,33780
Asxl3.3,68
Asxl3.4,34455
Atad2.1,4284
Atad2.2,1966
Atad2.3,20902
Atad2.4,2197
Atad2b.1,27794
Atad2b.2,4487
Atad2b.3,7064
Atad2b.4,1649
Atm.1,89
Atm.2,2058
Atm.3,4976
Atm.4,595
Atr.1,1444
Atr.2,5040
Atr.3,13747
Atr.4,539
Atrx.1,642
Atrx.2,1563
Atrx.3,8549
Atrx.4,7384
Aurkb.1,3673
Aurkb.2,17
Aurkb.3,9320
Aurkb.4,3062
Baz1a.1,0
Baz1a.2,36391
Baz1a.3,0
Baz1a.4,7689
Baz1b.1,6778
Baz1b.2,22504
Baz1b.3,3619
Baz1b.4,130
Baz2a.1,1683
Baz2a.3,0
Baz2a.4,1654
Baz2b.1,11276
Baz2b.2,1994
Baz2b.3,1347
Baz2b.4,2354
Bcl6,2382
Bcl6.2,5225
Bcl6.3,999
Bmi1.1,1490
Bmi1.2,1148
Bmi1.3,465
Bmi1.4,64511
Bop1.1,3293
Bop1.2,4965
Bop1.3,10862
Bop1.4,15
Bptf.1,915
Bptf.2,948
Bptf.3,584
Bptf.4,357
Brd1.1,4006
Brd1.2,2803
Brd1.3,2168
Brd1.4,15
Brd2.1,215
Brd2.2,777
Brd2.3,9
Brd2.4,400
Brd3.1,221
Brd3.2,37132
Brd3.3,944
Brd3.4,34
Brd4.1,853
Brd4.2,36
Brd4.3,478
Brd4.4,559
Brd7.1,1
Brd7.2,0
Brd7.3,4
Brd8.1,1169
Brd8.2,191
Brd8.3,786
Brd8.4,5170
Brd9.2,750
Brd9.3,22159
Brd9.4,812
Brdt.1,15
Brdt.2,0
Brdt.3,0
Brpf1.1,661
Brpf1.2,13823
Brpf1.3,3726
Brpf1.4,2473
Brpf3.1,3485
Brpf3.2,1
Brpf3.3,926
Brpf3.4,2543
Brwd1.1,4585
Brwd1.2,1272
Brwd1.3,2900
Brwd1.4,1619
Brwd3.1,7713
Brwd3.2,19166
Brwd3.3,2
Carm1.1,1456
Carm1.2,1762
Carm1.3,1347
Carm1.4,4184
Cbx1.1,7133
Cbx1.2,2238
Cbx1.3,857
Cbx1.4,9333
Cbx2.1,2103
Cbx2.2,4857
Cbx2.3,2298
Cbx3.1,52117
Cbx3.2,310
Cbx3.3,5747
Cbx3.4,8578
Cbx4.1,516
Cbx4.2,3291
Cbx4.3,102
Cbx4.4,8236
Cbx5.1,2728
