shRNA,count
Actb,2
Actl6a,749
Actl6b.1,0
Actl6b.2,26
Actl6b.3,0
Actl6b.4,0
Aff1.1,0
Aff1.2,0
Aff1.3,77
Aff1.4,0
Aff4.1,0
Aff4.2,435
Aff4.3,0
Aff4.4,3
Arid1a.1,653
Arid1a.2,150
Arid1b.1,774
Arid1b.2,1241
Arid1b.3,1090
Arid2.1,6782
Arid2.2,48
Arid2.3,0
Arid2.4,1
Ash1l.1,0
Ash1l.2,1
Ash1l.3,1
Ash1l.4,1
Ash2l.1,5
Ash2l.2,3545
Ash2l.3,0
Ash2l.4,2204
Asxl1.1,2
Asxl1.2,0
Asxl1.3,0
Asxl1.4,9
Asxl2.1,987
Asxl2.2,5
Asxl2.3,971
Asxl2.4,5477
Asxl3.1,2232
Asxl3.2,262
Asxl3.3,1
Asxl3.4,1576
Atad2.1,1
Atad2.2,0
Atad2.3,1633
Atad2.4,0
Atad2b.1,0
Atad2b.2,5
Atad2b.3,99
Atad2b.4,9
Atm.1,0
Atm.2,14
Atm.3,341
Atm.4,1
Atr.1,12
Atr.2,4
Atr.3,0
Atr.4,0
Atrx.1,1
Atrx.2,3
Atrx.3,2285
Atrx.4,1
Aurkb.1,0
Aurkb.2,0
Aurkb.3,0
Aurkb.4,0
Baz1a.1,0
Baz1a.2,48853
Baz1a.3,0
Baz1a.4,1
Baz1b.1,250
Baz1b.2,0
Baz1b.3,2
Baz1b.4,0
Baz2a.1,7
Baz2a.3,0
Baz2a.4,0
Baz2b.1,141
Baz2b.2,0
Baz2b.3,0
Baz2b.4,0
Bcl6,723
Bcl6.2,2268
Bcl6.3,1538
Bmi1.1,5
Bmi1.2,0
Bmi1.3,1
Bmi1.4,311
Bop1.1,0
Bop1.2,160
Bop1.3,1099
Bop1.4,0
Bptf.1,0
Bptf.2,1
Bptf.3,0
Bptf.4,0
Brd1.1,54
Brd1.2,0
Brd1.3,0
Brd1.4,0
Brd2.1,1
Brd2.2,687
Brd2.3,0
Brd2.4,0
Brd3.1,0
Brd3.2,119
Brd3.3,4
Brd3.4,0
Brd4.1,18
Brd4.2,0
Brd4.3,0
Brd4.4,0
Brd7.1,173
Brd7.2,0
Brd7.3,1877
Brd8.1,0
Brd8.2,0
Brd8.3,0
Brd8.4,0
Brd9.2,7586
Brd9.3,0
Brd9.4,0
Brdt.1,46389
Brdt.2,1241
Brdt.3,5394
Brpf1.1,65
Brpf1.2,0
Brpf1.3,0
Brpf1.4,0
Brpf3.1,423
Brpf3.2,0
Brpf3.3,7829
Brpf3.4,0
Brwd1.1,3355
Brwd1.2,1
Brwd1.3,34
Brwd1.4,0
Brwd3.1,861
Brwd3.2,1027
Brwd3.3,0
Carm1.1,0
Carm1.2,998
Carm1.3,2
Carm1.4,0
Cbx1.1,0
Cbx1.2,42
Cbx1.3,2404
