"Experiment: 10 U p1","Analysis: Analysis 3","User: Admin","Number of Plates: 8","Plate Type: 96 Well","Plate Order: Row","Export Date: 6/2/2015","Export Time: 2:03:29 PM"
"Plate: control"
"Well ID","Well Type","GFP+CD103+ as % of GFP+","Amet+GFP+CD103+ as % of Amet+GFP+","Amet+CD103+ as % of Amet+"
"G08","Sample",26.873798846893,43.2724562057398,56.5425531914894
"G09","Sample",31.1926605504587,34.5700193008793,55.3280987100393
"G10","Sample",26.6959798994975,26.9871106337272,48.4178101372165
"G11","Sample",32.7272727272727,35.1051263879046,47.1595775049957
"Plate: 18"
"Well ID","Well Type","GFP+CD103+ as % of GFP+","Amet+GFP+CD103+ as % of Amet+GFP+","Amet+CD103+ as % of Amet+"
"B02","Sample",32.3636363636364,35.8435207823961,50.5779531998872
"B03","Sample",34.9900596421471,43.7910541132311,59.3297791317593
"B04","Sample",41.7153996101365,41.6,57.3045267489712
"B05","Sample",33.5798816568047,47.9143798024149,61.6567036720752
"B06","Sample",41.2132024977698,44.7146401985112,61.9047619047619
"B07","Sample",38.4802925639984,47.8103837471783,64.7356012125295
"B08","Sample",35.0197628458498,46.1105424769703,57.9946702198534
"B09","Sample",35.2257181942544,37.5641025641026,52.4066576698156
"B10","Sample",33.6856941508104,37.3005605864597,39.84375
"B11","Sample",45.7902511078287,43.0085609457807,48.859455481972
"C02","Sample",42.7290198590647,51.1887608069164,72.1619667389732
"C03","Sample",45.0408401400233,49.1566265060241,68.0221811460259
"C04","Sample",40.5405405405405,46.1192810457516,66.4477611940299
"C05","Sample",42.3483583750696,43.0533544638141,61.9131975199291
"C06","Sample",35.9417652411283,46.0436137071651,68.4388593523441
"C07","Sample",45.8025520483546,60,50
"C08","Sample",31.6504854368932,41.9527896995708,54.0559440559441
"C09","Sample",44.3824865757951,22.7272727272727,50
"C10","Sample",37.9061371841155,40.5172413793103,53.5759096612296
"C11","Sample",33.4894613583138,34.3197401660051,41.5215835917004
"D02","Sample",37.7821670428894,45.4831932773109,61.3589567604667
"D03","Sample",39.0728476821192,46.6981132075472,63.5810997513125
"D04","Sample",41.1479385610348,48.1571486431754,71.6451016635859
"D05","Sample",43.1403234220136,45.4545454545455,50
"D06","Sample",38.9867841409692,43.1983071342201,63.6569872958258
"D07","Sample",38.6666666666667,37.4775851763299,58.9621139764406
"D08","Sample",29.4455066921606,36.9036903690369,47.625
"D09","Sample",47.8475652787579,57.5504523312457,68.9554419284149
"D10","Sample",36.237897648686,42.0823568798125,55.3892215568862
"D11","Sample",34.8837209302326,43.1600955794504,56.4618644067797
"E02","Sample",33.3333333333333,46.0015835312747,61.0445205479452
"E03","Sample",38.2971448110788,52.6315789473684,58.0645161290323
"E04","Sample",36.6339979722879,38.0965749578888,58.8017502524403
"E05","Sample",31.0891681627768,38.0560747663551,52.0148026315789
"E06","Sample",31.7073170731707,38.0037783375315,55.0239234449761
"E07","Sample",32.3624595469256,37.8425080227104,56.1186294270083
"E08","Sample",34.2030360531309,38.8674884437596,54.5454545454545
"E09","Sample",29.6495956873315,38.9258950874271,54.7392756229129
"E10","Sample",32.9270994903612,64.8148148148148,70.6666666666667
"E11","Sample",29.5824175824176,32.9493087557604,36.1431870669746
"F02","Sample",33.974358974359,29.1993720565149,43.2392273402675
"F03","Sample",28.0811232449298,45.9992116673236,66.8260292164675
"F04","Sample",34.1558441558442,42.4366872005476,62.4928530588908
"F05","Sample",29.9205648720212,38.7161084529506,58.2762912258868
"F06","Sample",38.7047031611411,46.3987473903967,60.59670781893
"F07","Sample",37.2625048468399,43.801652892562,63.4615384615385
"F08","Sample",29.2474786656323,35.9389038634322,49.6480938416422
"F09","Sample",26.3684520306062,41.6149068322981,62.3022551329519
"F10","Sample",34.0579710144928,36.1727896649172,51.8170426065163
"F11","Sample",31.4650934119961,28.1986531986532,34.0066277418337
"G02","Sample",37.8415933302455,31.7629917435648,56.2277580071174
"G03","Sample",41.1764705882353,57.831762146483,78.225352112676
"G04","Sample",40.234375,41.1380597014925,57.6366030283081
"G05","Sample",57.3653911276668,62.2668579626973,76.6624040920716
"G06","Sample",30.5649717514124,49.870322341608,65.0793650793651
"G07","Sample",46.7515923566879,51.2195121951219,69.4514767932489
"G08","Sample",34.4432509846044,46.4342313787639,61.1281422440221
"G09","Sample",33.5707019328586,34.8042262274705,50.6887052341598
"G10","Sample",31.4097598760651,33.0465389127884,40.3858120721842
"G11","Sample",29.3460925039872,49.4791666666667,64.9432534678436
"Plate: 19"
"Well ID","Well Type","GFP+CD103+ as % of GFP+","Amet+GFP+CD103+ as % of Amet+GFP+","Amet+CD103+ as % of Amet+"
"B02","Sample",42.7018633540373,48.2252141982864,65.7381615598886
"B03","Sample",41.2350597609562,49.2499085254299,66.1951909476662
"B04","Sample",47.2754050073638,49.7756017951856,67.7053824362606
"B05","Sample",39.4515539305302,53.1239212978944,76.6680832979175
"B06","Sample",46.8680089485459,44.3832599118943,62.1781115879828
"B07","Sample",45.9489456159822,49.1649966599866,68.0665610142631
"B08","Sample",49.868073878628,48.048399687744,71.8249733191035
"B09","Sample",52.2947925860547,58.2304526748971,78.1212121212121
"B10","Sample",46.7767295597484,52.3155216284987,73.6781609195402
"B11","Sample",52.4691358024691,40.5320813771518,64.4592952612394
"C02","Sample",41.8708240534521,40.5962297238054,54.2127921279213
"C03","Sample",41.0971223021583,39.9270072992701,57.5598556903903
"C04","Sample",29.3402777777778,36.1875637104995,49.4943973763323
"C05","Sample",42.1139101861993,36.5209125475285,52.1152829190904
"C06","Sample",44.7911424257675,45.8289611752361,70.7066869300912
"C07","Sample",46.3761018609207,42.0066889632107,55.6424581005587
"C08","Sample",36.8878357030016,37.150466045273,56.822971548999
"C09","Sample",36.7100371747212,35.9907715970264,59
"C10","Sample",40.0359066427289,46.9652109548483,66.4004914004914
"C11","Sample",36.5727429557217,47.4576271186441,65.1338009872694
"D02","Sample",31.9883040935673,48.1349911190053,60.450563204005
"D03","Sample",33.5607094133697,42.504118616145,57.0245979186377
"D04","Sample",42.0729366602687,46.0372157133012,65.071368597817
"D05","Sample",36.3587684069612,40.8163265306122,44.8275862068965
"D06","Sample",39.4858693916653,55.7692307692308,72.972972972973
"D07","Sample",37.2419376602348,56.5217391304348,45.4545454545455
"D08","Sample",38.3608815426997,34.2518788430881,52.6015441423296
"D09","Sample",33.7393422655298,41.8417945690673,67.4372523117569
"D10","Sample",35.6283699709664,44.3620756925478,65.9604519774011
"D11","Sample",27.7683134582624,29.7230769230769,51.4273719563392
"E02","Sample",36.2005519779209,37.2932985204526,59.2121982210928
"E03","Sample",40.3217436429683,41.6955017301038,43.7365010799136
"E04","Sample",42.4336973478939,49.8940677966102,66.5222528554549
"E05","Sample",42.1847246891652,37.0537465672813,60.0411522633745
"E06","Sample",44.473455178416,41.5991237677985,64.9940734887396
"E07","Sample",41.923259118901,46.328754144955,68.0438028870085
"E08","Sample",47.2649852603996,49.6926229508197,80.5774278215223
"E09","Sample",39.4020288307528,46.2212486308872,67.0537634408602
"E10","Sample",39.2386530014641,40.1535929786067,59.2511700468019
"E11","Sample",37.6884422110553,34.8099535138091,53.6101642392315
"F02","Sample",32.6824254881809,30.7836520434946,44.9137055837563
"F03","Sample",36.4937388193202,43.3282904689864,60.3318846305808
"F04","Sample",33.8443396226415,53.9664378337147,69.9071812408402
"F05","Sample",36.745886654479,40.6764168190128,69.880174291939
"F06","Sample",43.2835820895522,45.4801647517884,68.1148469965999
"F07","Sample",38.680926916221,42.3323013415893,60.4046242774566
"F08","Sample",40.1058201058201,45.7148578293953,65.7539529502507
"F09","Sample",37.2424722662441,44.5139431847798,62.5514403292181
"F10","Sample",35.0724637681159,37.4825174825175,49.8464116168668
"F11","Sample",29.483282674772,32.2482967448902,46.8728283530229
"G02","Sample",35.2459016393443,37.3909745923398,51.5214672780325
"G03","Sample",38.6938775510204,48.7939352170917,59.0536851683348
"G04","Sample",35.4694485842027,45.2876376988984,61.5483045425464
"G05","Sample",34.581881533101,39.8,56.8356997971602
"G06","Sample",42.0317952694843,45.3695836873407,62.6388888888889
"G07","Sample",36.8844221105528,37.229862475442,59.6728016359918
"G08","Sample",32.5125628140704,31.5648445873526,47.156496471565
"G09","Sample",41.2432432432432,43,61.136023916293
"G10","Sample",34.1292952824694,35.7657657657658,52.0623742454728
"G11","Sample",21.058434399118,35.820203892493,50.0177242112726
"Plate: 20"
"Well ID","Well Type","GFP+CD103+ as % of GFP+","Amet+GFP+CD103+ as % of Amet+GFP+","Amet+CD103+ as % of Amet+"
"B02","Sample",49.185667752443,56.8796992481203,69.9581297976274
"B03","Sample",22.3356009070295,39.3168351341931,56.4251207729469
"B04","Sample",20.5196182396607,33.9712918660287,62.7483443708609
"B05","Sample",28.8339222614841,42.3294383716547,64.8829431438127
"B06","Sample",32.1150389454763,30.1260022909507,52.0868113522538
"B07","Sample",29.0953545232274,30.8468468468468,49.8365527488856
"B08","Sample",23.6714975845411,30.4102564102564,42.3028258118937
"B09","Sample",35.2727272727273,47.5189234650967,73.2769830949285
"B10","Sample",32.6824254881809,37.118544600939,62.2448979591837
"B11","Sample",41.2307692307692,33.6080929186961,51.742449385994
"C02","Sample",31.4126394052045,41.2419449326303,50.7517269402682
"C03","Sample",30.8743169398907,41.1609498680739,57.4055158324821
"C04","Sample",37.4472573839662,39.3496420047733,60.3597601598934
"C05","Sample",42.8389560789306,41.7033773861968,63.0051223676722
"C06","Sample",40.7098121085595,44.5728291316527,59.1661557326793
"C07","Sample",43.6655139893115,56.2027231467474,75.4691689008043
"C08","Sample",34.7957639939486,45.2706396938218,60.1315789473684
"C09","Sample",40.1480637813212,46.1500974658869,63.5791366906475
"C10","Sample",33.362293657689,44.8116121062384,62.3897707231041
"C11","Sample",38.5120350109409,40.3940886699507,52.5866666666667
"D02","Sample",49.3806771263419,52.5488692985818,67.9213718109578
"D03","Sample",38.3792909397862,45.1121334100058,66.4806695894779
"D04","Sample",42.9505135387488,48.5442844008581,68.4095860566449
"D05","Sample",39.8526456798392,47.7947295423024,66.7587476979742
"D06","Sample",39.083820662768,52.5117213663764,74.5916515426497
"D07","Sample",43.3128834355828,56.1275451402228,73.9935215178158
"D08","Sample",42.8646656134808,53.8415900326313,73.1056144483706
"D09","Sample",41.3687436159346,57.7415599534342,71.8627450980392
"D10","Sample",40.993328391401,45.433323606653,65.825586542718
"D11","Sample",42.7457773928107,40.1524032825322,56.9444444444444
"E02","Sample",35.3859131168283,44.2555147058824,59.4379639448568
"E03","Sample",39.6551724137931,40.8599242833964,59.8161764705882
"E04","Sample",38.9057750759878,41.8575697211155,66.4099743307664
"E05","Sample",44.5259298061812,48.5398021667452,67.8745267712277
"E06","Sample",35.8705161854768,47.6418570375829,73.7609329446064
"E07","Sample",36.9994359842076,52.9787234042553,72.508038585209
"E08","Sample",40.3239556692242,48.9221405021557,71.9512195121951
"E09","Sample",38.536866359447,48.2298136645963,67.4492099322799
"E10","Sample",41.1858974358974,43.4615384615385,63.1901840490798
"E11","Sample",37.9094076655052,44.6864686468647,60.4255319148936
"F02","Sample",38.5220125786163,50.7974867085549,60.8056265984655
"F03","Sample",43.3868974042027,54.1970802919708,73.087171678721
"F04","Sample",49.4614747307374,50.8220786846741,73.1437598736177
