Plate,Well,Percentage
control3,B02,4.761904762
control3,B03,2.495543672
control3,B04,1.950585176
control3,B05,0.769971126
control3,B06,1.238390093
control3,B07,1.519756839
control3,B08,2.350265353
control3,B09,0.764525994
control3,B10,1.546391753
control3,B11,2.47848537
control3,C02,10.70154578
control3,C03,3.296703297
control3,C04,1.680672269
control3,C05,0.988467875
control3,C06,2.279202279
control3,C07,1.100513573
control3,C08,1.40077821
control3,C09,1.096364686
control3,C10,1.611374408
control3,C11,4.604051565
control3,D02,1.137800253
control3,D03,0
control3,D04,0.641025641
control3,D05,0.997506234
control3,D06,1.532801962
control3,D07,3.750564844
control3,D08,1.874062969
control3,D09,2.325581395
control3,D10,0.803571429
control3,D11,2.189265537
control3,E02,0.803212851
control3,E03,1.123595506
control3,E04,1.538461538
control3,E05,0.692440854
control3,E06,1.769911504
control3,E07,1.276595745
control3,E08,1.145475372
control3,E09,1.57946693
control3,E10,2.134471718
control3,E11,4.702842377
control3,F02,0.905797101
control3,F03,2.226524685
control3,F04,1.043643264
control3,F05,0
control3,F06,1.965811966
control3,F07,1.962387572
control3,F08,1.352874859
control3,F09,1.978518937
control3,F10,16.66666667
control3,F11,0
control3,G02,6.666666667
control3,G03,1.851851852
control3,G04,2.428115016
control3,G05,1.306782825
control3,G06,1.444788442
control3,G07,1.247401247
control3,G08,1.650165017
control3,G09,1.58172232
control3,G10,0
control3,G11,0
15,B02,2.692307692
15,B03,1.251738526
15,B04,1.220865705
15,B05,1.581027668
15,B06,1.595744681
15,B07,1.80342651
15,B08,0.483675937
15,B09,1.92893401
15,B10,1.719197708
15,B11,1.652892562
15,C02,0.799086758
15,C03,2.792792793
15,C04,3.571428571
15,C05,1.874490628
15,C06,2.023988006
15,C07,1.51187905
15,C08,1.042654028
15,C09,1.480484522
15,C10,1.893491124
15,C11,12.22760291
15,D02,1.106719368
15,D03,0.811359026
15,D04,0.582072177
15,D05,2.75862069
15,D06,0.484966052
15,D07,0.928074246
15,D08,0.691775557
15,D09,4.162633107
15,D10,2.542372881
15,D11,0.652528548
15,E02,2.186421174
15,E03,1.486620416
15,E04,1.354401806
15,E05,1.458670989
15,E06,1.042345277
15,E07,1.171875
15,E08,0.838414634
15,E09,0.785854617
15,E10,0.778210117
15,E11,1.294117647
15,F02,1.207243461
15,F03,0.950871632
15,F04,1.171605789
15,F05,1.603498542
15,F06,1.227495908
15,F07,0.656455142
15,F08,0.911854103
15,F09,0.801424755
15,F10,0.921658986
15,F11,0
15,G02,1.418439716
15,G03,2.158273381
15,G04,1.427003293
15,G05,2.558314522
15,G06,1.988950276
15,G07,1.971522453
15,G08,14.28571429
15,G09,0.679347826
15,G10,0.939597315
15,G11,0.838574423
16,B02,0.248447205
16,B03,5.9375
16,B04,2.123142251
16,B05,0.347947112
16,B06,0.766283525
16,B07,1.210898083
16,B08,1.403508772
16,B09,1.350390903
16,B10,1.231802912
16,B11,1.25
16,C02,1.779755284
16,C03,1.385041551
16,C04,1.770833333
16,C05,1.015625
16,C06,0.847457627
16,C07,1.164294955
16,C08,1.162790698
16,C09,1.234567901
16,C10,2.409638554
16,C11,0.694980695
16,D02,3.174603175
16,D03,0.656275636
16,D04,4.967602592
16,D05,2.122641509
16,D06,0.78369906
16,D07,35.29411765
16,D08,0.723763571
16,D09,1.876675603
16,D10,1.306532663
16,D11,0.691699605
16,E02,1.650485437
16,E03,1.169188446
16,E04,1.063829787
16,E05,1.102941176
16,E06,0.319829424
16,E07,0.579290369
16,E08,0.953137411
16,E09,1.016702977
16,E10,0.59127864
16,E11,0
16,F02,2.29226361
16,F03,3.020134228
16,F04,1.739130435
16,F05,1.923076923
16,F06,1.163636364
16,F07,0.97640358
16,F08,1.184433164
16,F09,1.981981982
16,F10,1.276935355
16,F11,0.767964893
16,G02,1.070528967
16,G03,0.779036827
16,G04,0.838574423
16,G05,0.780640125
16,G06,1.567398119
16,G07,0.742574257
16,G08,1.047120419
16,G09,9.425287356
16,G10,1.608806097
16,G11,1.257071025
17,B02,1.211556384
17,B03,4.890829694
17,B04,1.422319475
17,B05,1.814058957
17,B06,0.993883792
17,B07,1.245753114
17,B08,2.140309156
17,B09,0.501253133
17,B10,0.894187779
17,B11,0.476190476
17,C02,1.97309417
17,C03,1.958650707
17,C04,1.137123746
17,C05,0.850734725
17,C06,1.254705144
17,C07,0.687022901
17,C08,2.986348123
17,C09,1.529636711
17,C10,0.881834215
17,C11,1.895734597
17,D02,1.112484549
17,D03,1.117886179
17,D04,1.276595745
17,D05,0.945179584
17,D06,0.642791552
17,D07,0.716332378
17,D08,1.422764228
17,D09,1.486988848
17,D10,0.623441397
17,D11,0.625
17,E02,0.862068966
17,E03,0.829493088
17,E04,0.856954515
17,E05,0.977653631
17,E06,0.72655218
17,E07,1.000667111
17,E08,0.661455201
17,E09,0.80941869
17,E10,0.972762646
17,E11,4.494382022
17,F02,1.078748652
17,F03,0.799200799
17,F04,1.10864745
17,F05,1.301369863
17,F06,1.308698999
17,F07,2.770083102
17,F08,1.650943396
17,F09,0.853485064
17,F10,0
17,F11,1.58013544
17,G02,1.306413302
17,G03,0.782268579
17,G04,1.824034335
17,G05,1.453710788
17,G06,0.899550225
17,G07,1.02915952
17,G08,1.475237092
17,G09,1.6
17,G10,0.492125984
17,G11,1.947502117
18,B02,1.18623962
18,B03,1.034482759
18,B04,2.612826603
18,B05,0.681431005
18,B06,1.486620416
18,B07,1.177394035
18,B08,1.860465116
18,B09,0.961538462
18,B10,0.518134715
18,B11,1.399067288
18,C02,2.520252025
18,C03,1.226551227
18,C04,0.725221595
18,C05,0.903161064
18,C06,2.30105465
18,C07,0
18,C08,1.050175029
18,C09,0
18,C10,0.906892382
18,C11,1.084875558
18,D02,0.817160368
18,D03,1.390268123
18,D04,0.891089109
18,D05,0
18,D06,0.851970181
18,D07,0.60331825
18,D08,0.564971751
18,D09,1.146496815
18,D10,1.305220884
18,D11,1.115241636
18,E02,1.048218029
18,E03,0
18,E04,0.446096654
18,E05,1.241721854
18,E06,0.899031812
18,E07,0.810810811
18,E08,0.708103855
18,E09,0.422832981
18,E10,0
18,E11,0.552486188
18,F02,0.904159132
