"Experiment: 100U p1","Analysis: Analysis 1","User: Admin","Number of Plates: 8","Plate Type: 96 Well","Plate Order: Row","Export Date: 6/2/2015","Export Time: 2:11:44 PM"
"Plate: control 100 p1"
"Well ID","Well Type","GFP+CD103+ as % of GFP+","Amet+CD103+ as % of Amet+","Amet+GFP+CD103+ as % of Amet+GFP+"
"E04","Sample",0.142857142857143,1.35135135135135,1.53846153846154
"E05","Sample",0.679245283018868,1.05050505050505,0.692440854010387
"E06","Sample",0,1.46420824295011,1.76991150442478
"E07","Sample",0.732064421669107,1.32871172732525,1.27659574468085
"E08","Sample",0.270758122743682,1.53751537515375,1.1454753722795
"E09","Sample",0.447761194029851,2.16333153055706,1.57946692991116
"E10","Sample",0.831255195344971,3.89523169912693,2.13447171824973
"E11","Sample",2.23378212974296,2.53411306042885,4.70284237726098
"F02","Sample",0.353356890459364,1.58730158730159,0.905797101449275
"F03","Sample",0.194363459669582,2.72654370489174,2.22652468538238
"F04","Sample",0.17921146953405,1.91545574636724,1.04364326375712
"F05","Sample",0.748713149274684,5.55555555555556,0
"F06","Sample",0.783289817232376,2.02269363591515,1.96581196581197
"F07","Sample",0.430769230769231,3.33960489181562,1.96238757154538
"F08","Sample",0.677966101694915,2.97891842346471,1.35287485907554
"F09","Sample",0.144508670520231,3.2,1.97851893725269
"F10","Sample",0.755965036617057,0,16.6666666666667
"F11","Sample",2.65439932318105,0,0
"G02","Sample",1.12359550561798,0,6.66666666666667
"G03","Sample",0.40281973816717,4.75297060662914,1.85185185185185
"G04","Sample",0.266903914590747,6.05693519079346,2.42811501597444
"G05","Sample",0.55045871559633,1.875,1.30678282514001
"G06","Sample",0.805729632945389,1.58415841584158,1.44478844169247
"G07","Sample",0.456100342075257,2.18360071301248,1.24740124740125
"G08","Sample",0.609756097560976,1.10424028268551,1.65016501650165
"G09","Sample",0.332225913621262,3.27868852459016,1.5817223198594
"G10","Sample",11.7647058823529,0,0
"G11","Sample",77.7777777777778,0,0
"Plate: 15"
"Well ID","Well Type","GFP+CD103+ as % of GFP+","Amet+CD103+ as % of Amet+","Amet+GFP+CD103+ as % of Amet+GFP+"
"B02","Sample",0.62749572162008,5.08474576271187,2.69230769230769
"B03","Sample",0.235849056603774,1.51515151515152,1.25173852573018
"B04","Sample",0.715015321756895,2.01005025125628,1.22086570477248
"B05","Sample",0.780437044745057,1.1325782811459,1.58102766798419
"B06","Sample",0.591216216216216,2.1875,1.59574468085106
"B07","Sample",0.802334062727936,1.63934426229508,1.8034265103697
"B08","Sample",0.56980056980057,2.06128133704735,0.483675937122128
"B09","Sample",0.583941605839416,2.97193175564117,1.92893401015228
"B10","Sample",0.487012987012987,2.01310861423221,1.71919770773639
"B11","Sample",0.871369294605809,3.27022375215146,1.65289256198347
"C02","Sample",0.596569724086503,1.06524633821571,0.799086757990868
"C03","Sample",1.06007067137809,1.09789569990851,2.79279279279279
"C04","Sample",0.546149645002731,4.90654205607477,3.57142857142857
"C05","Sample",0.765696784073507,1.22950819672131,1.87449062754686
"C06","Sample",0.802568218298555,3.34004024144869,2.023988005997
"C07","Sample",1.27713920817369,1.46088595664468,1.51187904967603
"C08","Sample",0.568181818181818,1.81077410593029,1.04265402843602
"C09","Sample",0.746268656716418,0.763358778625954,1.48048452220727
"C10","Sample",0.738007380073801,1.67451596023025,1.89349112426036
"C11","Sample",6.88259109311741,21.045197740113,12.227602905569
"D02","Sample",0,1.27727514635444,1.10671936758893
"D03","Sample",0,0.65050266114725,0.811359026369168
"D04","Sample",0.139470013947001,1.17724002616089,0.582072176949942
"D05","Sample",0.374882849109653,1.48367952522255,2.75862068965517
"D06","Sample",0.303643724696356,1.34964150147617,0.484966052376334
"D07","Sample",0.282685512367491,1.41190914671578,0.928074245939675
"D08","Sample",0.532859680284192,0.440528634361234,0.691775557263643
"D09","Sample",0.843373493975904,5.6782334384858,4.16263310745402
"D10","Sample",0.743801652892562,4.76190476190476,2.54237288135593
"D11","Sample",0.57609217474796,1.28962923159592,0.65252854812398
"E02","Sample",0.835654596100279,3.54639175257732,2.18642117376295
"E03","Sample",0.474576271186441,2.69340974212034,1.48662041625372
"E04","Sample",0.654545454545455,2.75229357798165,1.35440180586907
"E05","Sample",0.218102508178844,1.04806649801229,1.45867098865478
"E06","Sample",0.459981600735971,1.7849553761156,1.04234527687296
"E07","Sample",0,0.476442562202223,1.171875
"E08","Sample",0.512295081967213,0.989736070381232,0.838414634146342
"E09","Sample",0.348217943465793,0.664893617021277,0.785854616895874
"E10","Sample",0.45662100456621,1.23239436619718,0.778210116731518
"E11","Sample",0.473512873631252,0.705052878965923,1.29411764705882
"F02","Sample",0.383631713554987,1.91082802547771,1.20724346076459
"F03","Sample",0.311203319502075,1.543596161869,0.950871632329636
"F04","Sample",0.226244343891403,1.07427869858809,1.17160578911096
"F05","Sample",0.290275761973875,1.92069392812887,1.60349854227405
"F06","Sample",0.333889816360601,0.825354902608122,1.22749590834697
"F07","Sample",0.586166471277843,1.12577639751553,0.656455142231948
"F08","Sample",0.563063063063063,0.684931506849315,0.911854103343465
"F09","Sample",0.204918032786885,1.43018441851712,0.801424755120214
"F10","Sample",0,0.651544401544402,0.921658986175115
"F11","Sample",0.879204892966361,0,0
"G02","Sample",0.307692307692308,1.92307692307692,1.41843971631206
"G03","Sample",0,1.92168237853517,2.15827338129496
"G04","Sample",0.323624595469256,1.58730158730159,1.42700329308452
"G05","Sample",0.595001983339944,1.82212581344902,2.55831452219714
"G06","Sample",0.50251256281407,1.43391521197007,1.98895027624309
"G07","Sample",0.394866732477789,0.821444012105491,1.97152245345016
"G08","Sample",0.677200902934537,0,14.2857142857143
"G09","Sample",0.342172797262618,0.800355713650511,0.679347826086957
"G10","Sample",0.746666666666667,0.988142292490119,0.939597315436242
"G11","Sample",0.352112676056338,1.51175811870101,0.838574423480084
"Plate: 16"
"Well ID","Well Type","GFP+CD103+ as % of GFP+","Amet+CD103+ as % of Amet+","Amet+GFP+CD103+ as % of Amet+GFP+"
"B02","Sample",0.99601593625498,1.50842945874002,0.248447204968944
"B03","Sample",0.909090909090909,14.5070422535211,5.9375
"B04","Sample",0.173310225303293,0.79136690647482,2.12314225053079
"B05","Sample",0.664206642066421,0.592255125284738,0.34794711203897
"B06","Sample",0.495867768595041,3.47826086956522,0.766283524904215
"B07","Sample",0.156128024980484,0.7701661937576,1.2108980827447
"B08","Sample",0.301932367149758,0.988467874794069,1.40350877192982
"B09","Sample",0.496277915632754,1.72774869109948,1.35039090262971
"B10","Sample",0.32258064516129,1.95173882185947,1.23180291153415
"B11","Sample",0.0892060660124889,1.14731528223956,1.25
"C02","Sample",0.544662309368192,1.84601530841963,1.7797552836485
"C03","Sample",0.56980056980057,2.1728861596599,1.38504155124654
"C04","Sample",0.354609929078014,1.10153256704981,1.77083333333333
"C05","Sample",0.356294536817102,2.85394515948517,1.015625
"C06","Sample",0.246710526315789,0.651354130956462,0.847457627118644
"C07","Sample",0.545171339563863,1.30769230769231,1.16429495472186
"C08","Sample",0.171821305841924,0.99889012208657,1.16279069767442
"C09","Sample",0.96830985915493,0.970873786407767,1.23456790123457
"C10","Sample",0.236826524570752,5.10344827586207,2.40963855421687
"C11","Sample",0.578452639190166,1.09759715218036,0.694980694980695
"D02","Sample",0.530376084860174,3.60082304526749,3.17460317460317
"D03","Sample",0.835421888053467,1.40459061322371,0.656275635767022
"D04","Sample",0.612369871402327,7.89473684210526,4.96760259179266
"D05","Sample",0.334448160535117,2.38907849829352,2.12264150943396
"D06","Sample",0.485698866702644,1.02082482645978,0.783699059561129
"D07","Sample",25,37.5,35.2941176470588
"D08","Sample",0.306748466257669,1.21278941565601,0.723763570566948
"D09","Sample",0.260824204486176,1.7059708981435,1.87667560321716
"D10","Sample",0.14265335235378,1.5732546705998,1.30653266331658
"D11","Sample",0.477897252090801,0.641025641025641,0.691699604743083
"E02","Sample",0.416088765603329,0.945378151260504,1.6504854368932
"E03","Sample",0.63752276867031,1.23674911660777,1.16918844566713
"E04","Sample",0.293470286133529,1.27901468498342,1.06382978723404
"E05","Sample",0.460606060606061,1,1.10294117647059
"E06","Sample",0.110864745011086,0.632339656729901,0.319829424307036
"E07","Sample",0.318091451292247,0.370174510840825,0.57929036929761
"E08","Sample",0.278035217794254,0.626808100289296,0.953137410643368
"E09","Sample",0.134861766689144,2.55623721881391,1.01670297748729
"E10","Sample",0.213903743315508,0.341588385994876,0.591278640059128
"E11","Sample",0.56980056980057,4,0
"F02","Sample",0.309278350515464,4.06732117812062,2.29226361031519
"F03","Sample",1.01160368937816,1.16618075801749,3.02013422818792
"F04","Sample",1.06837606837607,3.56911096690461,1.73913043478261
"F05","Sample",0.50778605280975,1.33111480865225,1.92307692307692
"F06","Sample",0.537634408602151,1.41072148327287,1.16363636363636
"F07","Sample",0.467289719626168,0.414201183431953,0.976403580146461
"F08","Sample",0.6,1.11158614792646,1.1844331641286
"F09","Sample",0.544111931597357,1.56106519742883,1.98198198198198
"F10","Sample",0.853788687299893,1.33868808567604,1.27693535514765
"F11","Sample",0.413223140495868,1.42021720969089,0.767964893033461
"G02","Sample",0.472334682860999,1.42425550280535,1.07052896725441
"G03","Sample",0.58252427184466,0.917431192660551,0.779036827195468
"G04","Sample",0.250836120401338,0.96051227321238,0.838574423480084
"G05","Sample",0.28735632183908,1.56774916013438,0.78064012490242
"G06","Sample",0.717522658610272,1.16666666666667,1.56739811912226
"G07","Sample",0.69589422407794,1.10249081257656,0.742574257425743
"G08","Sample",0.33195020746888,1.34366925064599,1.04712041884817
"G09","Sample",0.75046904315197,15.1621384750219,9.42528735632184
"G10","Sample",0.538922155688623,1.2227538543328,1.60880609652837
"G11","Sample",0.593471810089021,1.0219530658592,1.25707102451288
"Plate: 17"
"Well ID","Well Type","GFP+CD103+ as % of GFP+","Amet+CD103+ as % of Amet+","Amet+GFP+CD103+ as % of Amet+GFP+"
"B02","Sample",0.510204081632653,1.19487908961593,1.21155638397018
"B03","Sample",1.75879396984925,4.19687142312095,4.89082969432314
"B04","Sample",0.363636363636364,1.38724911452184,1.42231947483589
"B05","Sample",0.578480524489009,1.33060388945752,1.8140589569161
"B06","Sample",0.399680255795364,0.981896287204664,0.99388379204893
"B07","Sample",0.0585480093676815,0.451189499589828,1.24575311438279
"B08","Sample",0.541516245487365,2.27027027027027,2.14030915576694
"B09","Sample",0.30511060259344,0.941558441558442,0.50125313283208
"B10","Sample",0.277008310249308,1.26816380449141,0.894187779433681
"B11","Sample",0.569105691056911,0.43581616481775,0.476190476190476
"C02","Sample",0,2.75261324041812,1.97309417040359
"C03","Sample",0.467289719626168,1.5034836817015,1.95865070729053
"C04","Sample",0.381194409148666,0.864936793080506,1.1371237458194
"C05","Sample",0.198019801980198,0.569395017793594,0.850734725444702
"C06","Sample",0.346020761245675,1.26849894291755,1.25470514429109
"C07","Sample",0.432432432432432,1.28155339805825,0.687022900763359
"C08","Sample",0.302343159486017,5.33587422582182,2.98634812286689
"C09","Sample",0.363372093023256,1.91649555099247,1.52963671128107
"C10","Sample",0.539180445722502,1.19331742243437,0.881834215167549
"C11","Sample",0.327011118378025,1.24031007751938,1.8957345971564
"D02","Sample",0.733855185909981,0.65402223675605,1.11248454882571
"D03","Sample",0.510899182561308,0.823305889803673,1.11788617886179
"D04","Sample",0.625,2.72321428571429,1.27659574468085
"D05","Sample",0.29520295202952,1.18369136343709,0.945179584120983
"D06","Sample",0.380848748639826,1.35714285714286,0.642791551882461
"D07","Sample",0.274423710208562,0.668543279380718,0.716332378223496
"D08","Sample",0.165631469979296,2.69886363636364,1.42276422764228
"D09","Sample",0.298953662182362,1.71232876712329,1.48698884758364
"D10","Sample",0.501952035694367,0.762873490146217,0.623441396508728
"D11","Sample",0.502197112366604,1.13260972156678,0.625
"E02","Sample",0.480769230769231,1.19617224880383,0.862068965517241
"E03","Sample",0.173410404624277,1.10441767068273,0.829493087557604
"E04","Sample",0.426257459505541,0.846979107848673,0.856954515491101
"E05","Sample",0.420687948527592,0.511770726714432,0.977653631284916
"E06","Sample",0.127959053103007,1.31624523727052,0.726552179656539
"E07","Sample",0.273972602739726,0.772671817812119,1.00066711140761
"E08","Sample",0.154083204930663,0.573833205814843,0.661455201443175
"E09","Sample",0.232738557020946,0.53850296176629,0.809418690213392
"E10","Sample",0.365408038976858,1.37352155665776,0.972762645914397
"E11","Sample",0.431447746883989,0.952380952380952,4.49438202247191
"F02","Sample",0.401069518716578,1.68434185901435,1.07874865156419
"F03","Sample",0.477326968973747,1.84210526315789,0.799200799200799
"F04","Sample",0.347991142043657,1.61197466896949,1.10864745011086
"F05","Sample",0.201409869083585,1.62980209545984,1.3013698630137
"F06","Sample",0.325540100621486,1.20805369127517,1.30869899923018
"F07","Sample",0.406053894425987,5.3742802303263,2.77008310249308
"F08","Sample",0.20746887966805,1.32664037289351,1.65094339622642
"F09","Sample",0.239234449760766,1.10497237569061,0.85348506401138
"F10","Sample",0.437428680106504,0,0
"F11","Sample",0.517403574788335,1.03761348897536,1.58013544018059
"G02","Sample",0.495594713656388,1.40524116976833,1.30641330166271
"G03","Sample",0.505050505050505,1.32708821233411,0.782268578878748
"G04","Sample",1.02409638554217,1.9798281658573,1.82403433476395
"G05","Sample",0.584225900681597,1.10823790173624,1.45371078806427
"G06","Sample",0.46189376443418,2.1893959377473,0.899550224887556
"G07","Sample",0.399657436483015,2.31511254019293,1.02915951972556
"G08","Sample",0.317334391114637,1.66406656266251,1.47523709167545
"G09","Sample",0.797101449275362,0.838734273732368,1.6
"G10","Sample",0.259909031838856,1.03658536585366,0.492125984251969
"G11","Sample",0.411522633744856,1.79563916203506,1.94750211685013
"Plate: 18"
"Well ID","Well Type","GFP+CD103+ as % of GFP+","Amet+CD103+ as % of Amet+","Amet+GFP+CD103+ as % of Amet+GFP+"
"B02","Sample",0.492610837438424,0.790201501382853,1.18623962040332
"B03","Sample",0.571428571428572,1.22310305775764,1.03448275862069
"B04","Sample",0.221238938053097,2.18878248974008,2.61282660332542
"B05","Sample",0.315457413249211,0.809968847352025,0.681431005110733
"B06","Sample",0.822368421052632,1.11368909512761,1.48662041625372
"B07","Sample",0.290528762347472,0.616835994194485,1.17739403453689
"B08","Sample",0.820793433652531,2.03629924745463,1.86046511627907
"B09","Sample",0.69284064665127,0.546746856205577,0.961538461538462
"B10","Sample",0.263852242744063,0.64532782653588,0.518134715025907
"B11","Sample",0.675024108003857,1.80535966149506,1.39906728847435
"C02","Sample",0.737618545837724,5.96170583115753,2.52025202520252
"C03","Sample",0.506072874493927,1.75438596491228,1.22655122655123
"C04","Sample",0.427008273285295,1.00439422473321,0.72522159548751
"C05","Sample",0.304347826086957,0.678866587957497,0.903161063723031
"C06","Sample",0.340715502555366,4.45670628183362,2.30105465004794
"C07","Sample",0.639606396063961,0,0
"C08","Sample",0.239808153477218,1.14583333333333,1.05017502917153
"C09","Sample",0.422535211267606,5.26315789473684,0
"C10","Sample",0.12987012987013,1.01806239737274,0.90689238210399
"C11","Sample",0.0683994528043776,2.19810795770729,1.08487555839183
"D02","Sample",0.316455696202532,0.929899856938484,0.817160367722166
"D03","Sample",0.183654729109275,1.26336248785228,1.39026812313803
"D04","Sample",0.245901639344262,2.09933435739887,0.891089108910891
"D05","Sample",0.530621269069202,25,0
"D06","Sample",0.495049504950495,1.1039886039886,0.851970181043664
"D07","Sample",0.39344262295082,1.19465917076599,0.603318250377074
"D08","Sample",0.432666306111412,0.709677419354839,0.564971751412429
"D09","Sample",0.271423032183017,0.852052672347018,1.14649681528662
"D10","Sample",0.533333333333333,1.12686295892403,1.30522088353414
"D11","Sample",0.334448160535117,1.71306209850107,1.11524163568773
"E02","Sample",0.598006644518272,2.28933268387725,1.0482180293501
"E03","Sample",0.565885206143896,4.16666666666667,0
"E04","Sample",0.323159784560144,0.884303610906411,0.446096654275093
"E05","Sample",0.356760613628255,0.558213716108453,1.24172185430464
"E06","Sample",0.422654268808115,0.888382687927107,0.899031811894882
"E07","Sample",0.168350168350168,1.3127997980308,0.810810810810811
"E08","Sample",0.379609544468547,0.885582713425434,0.708103855232101
"E09","Sample",0.410958904109589,1.03822557810288,0.422832980972516
"E10","Sample",0.392986698911729,0,0
"E11","Sample",0.484144274993948,0.3690036900369,0.552486187845304
"F02","Sample",0.43731778425656,1.51906916612799,0.904159132007233
"F03","Sample",0,1.11016225448335,1.12485939257593
"F04","Sample",0.119331742243437,1.19402985074627,0.591715976331361
"F05","Sample",0.422654268808115,0.937405503477472,0.667779632721202
"F06","Sample",0.288540807914262,0.995899238429994,1.10294117647059
"F07","Sample",0.445632798573975,0.890207715133531,0.586854460093897
"F08","Sample",0.689655172413793,0.69856793573175,0.297619047619048
"F09","Sample",0.487540628385699,1.83519251529327,1.11731843575419
"F10","Sample",0.441696113074205,1,0.720720720720721
"F11","Sample",0,1.1864406779661,0.634920634920635
"G02","Sample",0.367421922841396,1.34158926728586,0.575815738963532
"G03","Sample",0.863309352517986,3.74498439589835,2.63636363636364
"G04","Sample",0.29296875,1.52416356877323,1.05980317940954
"G05","Sample",0.398803589232303,0.741656365883807,1.13960113960114
"G06","Sample",0.995732574679943,2.15678141849855,1.39056831922612
"G07","Sample",0.475059382422803,3.75167485484591,2.15264187866928
"G08","Sample",0.0946521533364884,1.08932461873638,2.26654578422484
"G09","Sample",0.355029585798817,1.01143359718558,0.695652173913044
"G10","Sample",0.447761194029851,1.0016694490818,0.735294117647059
"G11","Sample",0.593471810089021,2.4045261669024,1.17484450587422
"Plate: 19"
"Well ID","Well Type","GFP+CD103+ as % of GFP+","Amet+CD103+ as % of Amet+","Amet+GFP+CD103+ as % of Amet+GFP+"
"B02","Sample",0.369685767097967,1.35869565217391,1.0840108401084
"B03","Sample",0.371057513914657,1.54192097654995,1.23355263157895
"B04","Sample",0.28735632183908,1.77921552769915,1.28205128205128
"B05","Sample",0.226628895184136,1.77487155534797,1.00456621004566
"B06","Sample",0.207253886010363,2.18796618597713,1.63316582914573
"B07","Sample",0.698215671062839,1.95989061075661,1.70178282009724
"B08","Sample",0.713266761768902,2.3488255872064,1.92982456140351
"B09","Sample",0.888011840157869,2.69607843137255,1.90073917634636
"B10","Sample",0.832562442183164,4.88505747126437,2.57731958762887
"B11","Sample",0.439238653001464,2.24632068164214,1.27853881278539
"C02","Sample",0.66006600660066,1.14226375908619,0.789793438639125
"C03","Sample",1.15874855156431,1.35566188197767,1.36986301369863
"C04","Sample",0.591715976331361,0.667853962600178,0.474495848161329
"C05","Sample",0.478468899521531,1.6941596076683,1.16550116550117
"C06","Sample",0.370644922164566,1.85995623632385,0.866551126516465
"C07","Sample",0.565326633165829,1.1001100110011,1.38339920948617
"C08","Sample",1.09452736318408,1.95177956371986,1.20772946859903
"C09","Sample",0,1.05649977032614,0.983020554066131
"C10","Sample",0.3147128245476,2.24525043177893,1.04265402843602
"C11","Sample",0.679694137638063,3.18892900120337,2.53890253890254
"D02","Sample",1.04109589041096,6.56934306569343,4.90196078431373
"D03","Sample",0.447093889716841,0.983796296296296,0.647249190938511
"D04","Sample",0.350058343057176,1.00778744846541,0.547945205479452
"D05","Sample",0.535211267605634,0,0
"D06","Sample",0.436787187575831,0,10.5263157894737
"D07","Sample",0.339185953711093,4.76190476190476,0
"D08","Sample",0.899280575539568,1.20481927710843,1.18343195266272
"D09","Sample",0,2.06052801030264,0.867410161090459
"D10","Sample",0.491702519975415,1.43884892086331,0.956429330499469
"D11","Sample",0.192307692307692,1.2448132780083,1.27431254191818
"E02","Sample",0.134408602150538,0.917431192660551,1.99081163859112
"E03","Sample",0.582590815627142,1.30123617436565,1.61550888529887
"E04","Sample",0.721153846153846,1.48544266191325,0.789889415481833
"E05","Sample",0.344589937973811,1.17340286831812,0.74280408542247
"E06","Sample",0.905797101449275,1.20763537202961,0.852557673019057
"E07","Sample",0.815418828762046,1.63934426229508,1.00942126514132
"E08","Sample",0.652646845540247,11.9101123595506,5.73913043478261
"E09","Sample",0.168350168350168,1.75138829560017,1.0126582278481
"E10","Sample",0.204498977505112,1.62359178263751,1.18296529968454
"E11","Sample",0.43010752688172,1.06990014265335,0.81374321880651
"F02","Sample",0.646551724137931,1.06892738665684,1.14285714285714
"F03","Sample",0.687285223367698,2.01567749160134,1.29573170731707
"F04","Sample",0.300751879699248,2.28704010606563,1.26404494382022
"F05","Sample",0.415368639667705,1.41322781232335,0.118483412322275
"F06","Sample",0.410076157000586,1.69409486931268,0.937081659973226
"F07","Sample",0.383877159309021,1.15667718191377,0.947867298578199
"F08","Sample",0.284414106939704,1.59857904085258,1.63934426229508
"F09","Sample",0.189753320683112,2.55930087390762,1.41242937853107
"F10","Sample",0.236593059936909,0.908090258668134,0.859106529209622
"F11","Sample",0.234741784037559,1.43391521197007,0.617760617760618
"G02","Sample",0.190839694656489,0.922098569157393,1.44717800289436
"G03","Sample",0.617538081515027,1.38476755687438,2.24525043177893
"G04","Sample",0.281425891181989,3.66197183098592,2.74566473988439
"G05","Sample",0.167364016736402,1.48749154834348,1.36645962732919
"G06","Sample",0.542925008483203,1.33259300388673,1.48975791433892
"G07","Sample",0.606796116504854,1.80009474182852,1.73448965977318
"G08","Sample",0.573065902578797,2.71084337349398,0.938477580813347
"G09","Sample",0.647109577221743,1.93955796120884,1.2472885032538
"G10","Sample",0.488864747419881,2.21039705280393,1.06921778277997
"G11","Sample",0.109170305676856,7.54716981132075,2.64937993235626
"Plate: 20"
"Well ID","Well Type","GFP+CD103+ as % of GFP+","Amet+CD103+ as % of Amet+","Amet+GFP+CD103+ as % of Amet+GFP+"
"B02","Sample",0.356294536817102,0.820256776034237,1.31578947368421
"B03","Sample",0.130039011703511,2.00083368070029,1.33164235890932
"B04","Sample",0.439422473320778,2.03703703703704,2.35690235690236
"B05","Sample",0.555170020818876,1.18096561306009,0.822481151473612
"B06","Sample",0.349406009783368,1.40776699029126,0.785340314136126
"B07","Sample",0.423280423280423,1.30736392742796,1.36054421768707
"B08","Sample",0.347423277359583,0.580474934036939,1.04417670682731
"B09","Sample",0.234192037470726,4.5417348608838,1.96956132497762
"B10","Sample",0.383631713554987,1.3069586718474,1.01302460202605
"B11","Sample",0.135869565217391,0.896860986547085,1.05030403537866
"C02","Sample",0.519031141868512,1.72764227642276,1.72239108409321
"C03","Sample",0.450788880540947,1.32176786451879,0.702740688685875
"C04","Sample",0.0890471950133571,0.85726532361766,0.285714285714286
"C05","Sample",0.336574420344054,1.64609053497942,2.11817168338907
"C06","Sample",0.291545189504373,0.984528832630098,1.07991360691145
"C07","Sample",0.461741424802111,1.11982082866741,0.756620428751576
"C08","Sample",0.0712758374910905,0.990712074303406,1.0482180293501
"C09","Sample",0.254129606099111,2.35756385068762,2.32142857142857
"C10","Sample",0.395569620253165,1.65697674418605,1.23203285420945
"C11","Sample",0.308166409861325,1.07474352711285,0.986842105263158
"D02","Sample",1.01229211858279,3.30088870080406,2.54872563718141
"D03","Sample",0.620689655172414,1.5658747300216,2.07125103562552
"D04","Sample",0.631136044880785,2.93204553294239,1.40105078809107
"D05","Sample",0.612423447069116,1.29611166500499,0.639658848614073
"D06","Sample",0.570776255707763,4.61750516884907,2.64150943396226
"D07","Sample",0.380517503805175,1.47186147186147,1.50788211103496
"D08","Sample",0.71301247771836,5.00834724540901,2.31578947368421
"D09","Sample",0.1001001001001,1.02564102564103,0.790861159929701
"D10","Sample",0,0.932918702798756,0.682335102350265
"D11","Sample",0.579950289975145,0.779588944011339,0.339366515837104
"E02","Sample",0.555318240068347,1.64722031571723,1.51921358355675
"E03","Sample",0.192554557124519,1.1284046692607,0.797209765819631
"E04","Sample",0.284292821606254,1.67539267015707,0.638162093171666
"E05","Sample",0.337609723160027,1.41881240147136,0.747663551401869
"E06","Sample",0.263968323801144,0.947603121516165,0.260078023407022
"E07","Sample",0.194174757281553,2.6160889470242,0.695652173913044
"E08","Sample",0.505902192242833,1.89655172413793,0.918032786885246
"E09","Sample",0.311332503113325,1.13421550094518,0.998003992015968
"E10","Sample",0.204081632653061,1.30819545979223,0.812231247013856
"E11","Sample",0.659077291791492,0.921332388377038,1.10916520723876
"F02","Sample",0.648414985590778,1.51079136690648,1.33333333333333
"F03","Sample",0.37593984962406,2.01048951048951,1.29449838187702
"F04","Sample",0.460405156537753,1.66051660516605,1.03806228373702
"F05","Sample",0.647598488936859,1.32743362831858,1.4760147601476
"F06","Sample",0.490998363338789,1.02781136638452,0.630417651694247
"F07","Sample",0.510204081632653,1.54838709677419,0.608519269776876
"F08","Sample",0.427167876975651,1.10552763819095,1.26103404791929
"F09","Sample",0.0908265213442325,1.33868808567604,0.779588944011339
"F10","Sample",0,1.16229014205768,0.199401794616152
"F11","Sample",0.417101147028154,1.03585657370518,0.543056633048875
"G02","Sample",0.213675213675214,1.37375651350071,0.990990990990991
"G03","Sample",0.430725053840632,1.67785234899329,1.15221346270467
"G04","Sample",0.446650124069479,1.17079889807163,0.860585197934596
"G05","Sample",0.280636108512629,0.770478507704785,0.859845227858985
"G06","Sample",0.36231884057971,2.60504201680672,1.27118644067797
"G07","Sample",0.222551928783383,0.829875518672199,0.490196078431373
"G08","Sample",0.386473429951691,1.34529147982063,1.15990057995029
"G09","Sample",0.291970802919708,1.35891286970424,0.819672131147541
"G10","Sample",0.365230094959825,1.06592972759574,0.670690811535882
"G11","Sample",0.108459869848156,0.93964582580412,0.736842105263158
"Plate: 21"
