"Position","Pool","shRNA","GeoMean","precentile","z"
"control1_B02",1,"Bptf.1",324.5410911,34.8333802586834,-0.389822769943059
"control1_B03",1,"Bptf.2",406.3206637,43.0597480397467,-0.174853230341507
"control1_B04",1,"Bptf.3",319.0051202,34.2968535748401,-0.40437487724547
"control1_B05",1,"Bptf.4",414.7582363,43.9327745932622,-0.152673839577894
"control1_B06",1,"Whsc1.1",284.1716375,30.9968453208018,-0.495939769316545
"control1_B07",1,"Whsc1.2",318.1130225,34.2106866542826,-0.406719886222059
"control1_B08",1,"Whsc1.3",253.3277089,28.1963804634209,-0.577017536292367
"control1_B09",1,"Whsc1.4",289.3304363,31.4768327714972,-0.48237911391477
"control1_B10",1,"Cd4.1",337.1294354,36.064604755863,-0.356732470098219
"control1_B11",1,"Cd4.1",3623.9556,100,8.28316970706718
"control1_C02",1,"Mll2.1",69.34375869,14.4425360085759,-1.06064619578867
"control1_C03",1,"Mll2.2",21.82761136,11.790016279548,-1.18554932245492
"control1_C04",1,"Mll2.3",284.169887,30.9966829921981,-0.495944370761223
"control1_C05",1,"Mll2.4",147.9546055,19.655080079747,-0.854006114296805
"control1_C06",1,"Brd8.1",357.9206573,38.1295649887931,-0.302079709543236
"control1_C07",1,"Brd8.2",328.4206031,35.2111934878403,-0.379624906564659
"control1_C08",1,"Brd8.3",636.626902,66.6598679246665,0.430540322604455
"control1_C09",1,"Brd8.4",483.6206345,51.1304918659379,0.0283410222790964
"control1_C10",1,"Cd4.2",614.0023365,64.4706688395314,0.37106835088104
"control1_C11",1,"Cd4.2",4102.08972,100,9.54001500934005
"control1_D02",1,"Ncor1.1",180.3983869,22.1028913468001,-0.768722900790608
"control1_D03",1,"Ncor1.2",130.4168613,18.4031752979094,-0.900106633979929
"control1_D04",1,"Ncor1.3",124.875889,18.0181953307306,-0.91467188819203
"control1_D05",1,"Ncor1.4",282.3395814,30.82715698067,-0.500755596103358
"control1_D06",1,"Cxxcl.1",355.0730272,37.8445841860229,-0.309565120778468
"control1_D07",1,"Cxxcl.2",682.5146412,70.9239009033305,0.551162940888719
"control1_D08",1,"Cxxcl.3",343.9801803,36.7408721191623,-0.338724287489049
"control1_D09",1,"Cxxcl.4",506.7029989,53.5465555850824,0.0890163852117617
"control1_D10",1,"Cd4.3",445.9106759,47.1784392721335,-0.0707851064216003
"control1_D11",1,"Cd4.3",3465.170433,99.9999999999998,7.86577972616691
"control1_E02",1,"Smarca4.1",607.6004437,63.8420501086025,0.354240041511831
"control1_E03",1,"Smarca4.2",252.0127019,28.0797432046122,-0.580474224073624
"control1_E04",1,"Smarca4.3",373.3100096,39.6804685861174,-0.261626551455967
"control1_E05",1,"Smarca4.4",368.2446527,39.1680560272605,-0.274941581188838
"control1_E06",1,"Klf2.1",403.6734565,42.7865211612215,-0.181811800738999
"control1_E07",1,"Klf2.2",531.1687606,56.0930272257239,0.153328209808535
"control1_E08",1,"Klf2.3",487.1431067,51.4996837341561,0.0376003544450518
"control1_E09",1,"Klf2.4",792.8408217,79.9874041232252,0.841171404788207
"control1_E10",1,"Cd4.4",344.9476171,36.8367099886516,-0.336181238694862
"control1_E11",1,"Cd4.4",3489.11507,99.9999999999999,7.92872169844883
"control1_F02",1,"Runx3.1",289.9196793,31.5318591285134,-0.480830202708753
