"Position","Pool","shRNA","GeoMean","precentile","z"
"1_B02",1,"Actl6b.1",3149.01975025338,41.1128958255458,-0.224641835536779
"1_B03",1,"Asxl3.1",2749.18146652577,23.8297101644715,-0.711791005477081
"1_B04",1,"Atad2.1",2844.25495912912,27.5602062612548,-0.595956742251303
"1_B05",1,"Asxl2.1",3442.78673243881,55.3011544793423,0.133273720205732
"1_B06",1,"Aff4.1",2704.76870502292,22.1867313318948,-0.765901981792718
"1_B07",1,"Aurkb.1",3478.52261751979,57.017239650204,0.176813089652759
"1_B08",1,"Atm.1",2355.56264365534,11.6755634475754,-1.19136259888868
"1_B09",1,"A2l.1",2065.30866101573,6.11733690687101,-1.54499803718773
"1_B10",1,"Aff1.1",2602.52881994542,18.660744781694,-0.890467530358914
"1_B11",1,"Atr.1",2577.49499018409,17.8533597166343,-0.920967884839644
"1_C02",1,"Atm.2",2706.93039798363,22.2651716636875,-0.763268249670676
"1_C03",1,"Arid2.1",3433.08117633608,54.8332219130699,0.121448805504781
"1_C04",1,"Actl6b.2",3306.17102717588,48.6767859366526,-0.0331741416628019
"1_C05",1,"Atr.2",2460.52636705838,14.3782523308022,-1.0634784196827
"1_C06",1,"Atad2b.1",3726.97701413146,68.4216109886914,0.479521354476765
"1_C07",1,"Atad2.2",2658.15261606441,20.5340042496672,-0.8226974162626
"1_C08",1,"Aff4.2",2947.3346752759,31.9046071060896,-0.470367972485587
"1_C09",1,"Atrx.1",3234.91355000559,45.2244824465083,-0.119991793369198
"1_C10",1,"Asxl3.2",3384.15030298292,52.4652135043535,0.0618331175916028
"1_C11",1,"Asxl1.1",2605.34285114132,18.7528948671343,-0.887039011837655
"1_D02",1,"Aff1.2",3402.27209062426,53.3436831882431,0.0839120784279973
"1_D03",1,"Atrx.2",3984.20040022694,78.6085875789525,0.792913453546027
"1_D04",1,"Asxl3.3",4004.91768134599,79.336556358235,0.818154674087681
"1_D05",1,"A1l.1",3141.02820772749,40.7345591554476,-0.234378455231461
"1_D06",1,"Arid2.2",3890.59890251129,75.13907116637,0.678872618105638
"1_D07",1,"Atrx.3",3673.01809186207,66.0482261227043,0.413779665238438
"1_D08",1,"Atad2b.2",2850.63815582954,27.8205848965996,-0.5881796756203
"1_D09",1,"A2l.2",2559.77620323498,17.2954067338241,-0.942555843536686
"1_D10",1,"Actl6b.3",2053.69149177789,5.94802048194683,-1.5591519953793
"1_D11",1,"Aurkb.2",1672.00166664908,2.14753179903041,-2.02418970950882
"1_E02",1,"Asxl1.2",2737.95049976207,23.4080513681773,-0.725474427898658
"1_E03",1,"Asxl2.2",2117.75265120684,6.9289685659194,-1.4811020889264
"1_E04",1,"Actl6b.4",3668.44213827827,65.8438220772053,0.40820448126843
"1_E05",1,"Atm.3",3922.61207222244,76.3583237268709,0.717876359584703
"1_E06",1,"Atad2.3",2955.93774767416,32.2798922206611,-0.459886285893005
"1_E07",1,"A1l.2",3099.548390719,38.7854236088512,-0.284916033165662
"1_E08",1,"Aff1.3",3754.19551044855,69.5913609257622,0.512683431315127
"1_E09",1,"Atr.3",3235.74970118836,45.2648351320608,-0.118973055616441
"1_E10",1,"Atad2b.3",3129.0751127958,40.1702941684164,-0.248941693698534
"1_E11",1,"A2l.3",1792.67060986561,3.02473418951064,-1.87717083233308
"1_F02",1,"Aff4.3",3321.0532552084,49.3999277275727,-0.0150421484846717
"1_F03",1,"Aurkb.3",2670.31039438382,20.957845151617,-0.807884798617779
"1_F04",1,"Atad2.4",3274.22201770457,47.1261277504095,-0.0720997125192597
"1_F05",1,"A1l.3",2800.29947367496,25.8004202103021,-0.649510589205849
"1_F06",1,"Arid2.3",4005.95423257185,79.3725893714508,0.819417572338871
"1_F07",1,"Atm.4",3456.97950366658,55.9840841031502,0.150565703000134
"1_F08",1,"Asxl2.3",2696.30027673249,21.880966094716,-0.776219622649721
"1_F09",1,"Asxl1.3",3953.36355671702,77.497837000975,0.75534290732572
"1_F10",1,"Arid2.4",2759.39589482041,24.2167882275863,-0.699346098454274
"1_F11",1,"Atr.4",3208.34975670756,43.9452999482421,-0.152356202637263
"1_G02",1,"Atad2b.4",2892.93728067178,29.5756813465297,-0.536643881288669
"1_G03",1,"Asxl1.4",2806.16794299614,26.0319521984353,-0.642360648654933
"1_G04",1,"Aff1.4",2861.51378552784,28.2669595894872,-0.574929183619604
"1_G05",1,"Aurkb.4",2979.28961335029,33.3075987897982,-0.431435178423681
"1_G06",1,"Atrx.4",3386.12881121631,52.5611894737002,0.0642436637619957
"1_G07",1,"A1l.4",3360.76909720683,51.3300769204324,0.0333462631567603
"1_G08",1,"Aff4.4",2993.85219901806,33.9549613908228,-0.413692626474674
"1_G09",1,"Asxl3.4",2742.64245350999,23.5837030960232,-0.719757913330847
