"Position","Pool","shRNA","Percentage","precentile","z"
"7_B02",1,"Hdac7.1",12.5,30.0434838839249,-0.523150280734978
"7_B03",1,"Ing4.1",29.65726277,73.7357043476323,0.635218509376422
"7_B04",1,"Ing5.1",13.96396396,33.5669480323663,-0.424311078710453
"7_B05",1,"Ing3.1",22.89693593,57.0951269826253,0.178796542342084
"7_B06",1,"Hdac9.1",25,62.581312655828,0.320784446528776
"7_B07",1,"Jmjd4.1",18.8449848,46.2248742414933,-0.0947700394005249
"7_B08",1,"Jarid2.1",22.12103408,55.0296979821281,0.126411701049028
"7_B09",1,"Hltf.1",24.7007617,61.8133156618057,0.300581439080986
"7_B10",1,"Hdac8.1",27.83310902,69.5695901599788,0.51206117357695
"7_B11",1,"Jhdm1d.1",13.92405063,33.4687544920894,-0.427005818331872
"7_C02",1,"Jarid2.2",17.09090909,41.5587016015868,-0.213196071874031
"7_C03",1,"Hells.1",26.39414585,66.0896066812651,0.414909894343627
"7_C04",1,"Hdac7.2",17.76293823,43.3360802234418,-0.167824173555695
"7_C05",1,"Jhdm1d.2",19.47809879,47.9254191892132,-0.0520254888023235
"7_C06",1,"Ino80.1",17.36736737,42.288004189635,-0.194531052423502
"7_C07",1,"Ing5.2",21.91780822,54.4862212669502,0.112690952190465
"7_C08",1,"Hdac9.2",17.86990708,43.6203362843151,-0.160602195375658
"7_C09",1,"Jmjd1c.1",16.66666667,40.4452573423202,-0.241838704755344
"7_C10",1,"Ing4.2",14.97747748,36.0963742405694,-0.355883938224106
"7_C11",1,"Ing2.1",16.80993314,40.8204503038657,-0.232166100812505
"7_D02",1,"Hdac8.2",13.16137566,31.6148023332206,-0.478497649755699
"7_D03",1,"Jmjd1c.2",21.91914272,54.4897929069366,0.112781050661948
"7_D04",1,"Ing4.3",35.27227723,84.4783757290195,1.01431496512699
"7_D05",1,"Hira.1",22.38143978,55.7246975377855,0.143992934121623
"7_D06",1,"Hells.2",21.43407864,53.1894119990366,0.0800320568971282
"7_D07",1,"Jmjd1c.3",25,62.581312655828,0.320784446528776
"7_D08",1,"Ino80.2",21.33072407,52.9118464968251,0.0730540960295752
"7_D09",1,"Hltf.2",32.50564334,79.6030586820606,0.827526291735328
"7_D10",1,"Hdac7.3",15.30139104,36.9184125114431,-0.334014986070856
"7_D11",1,"Jmjd4.2",20.1946472,49.8544708925663,-0.00364788184515352
"7_E02",1,"Ing2.2",22.27626459,55.4441940348354,0.136892054498617
"7_E03",1,"Ing3.2",31.59216474,77.8118108910627,0.765852986683146
"7_E04",1,"Hdac7.4",18.08545876,44.1941246179867,-0.146049271513894
"7_E05",1,"Jarid2.3",24.5622688,61.4562718996807,0.291231121657829
"7_E06",1,"Ing5.3",24.57627119,61.4924156959778,0.292176489912684
"7_E07",1,"Hira.2",26.79628064,67.077708234548,0.44205993548938
"7_E08",1,"Hdac8.3",25.44833476,63.7225957103094,0.351053668401053
"7_E09",1,"Jhdm1d.3",19.55445545,48.130830526076,-0.0468702858397739
"7_E10",1,"Ino80.3",10.81333749,26.2054303837951,-0.637024925964005
"7_E11",1,"Hltf.3",17.97527564,43.9006623720654,-0.153488260419996
"7_F02",1,"Hdac9.3",16.68302257,40.4880472348743,-0.240734439794892
"7_F03",1,"Jmjd4.3",13.8028169,33.171193847516,-0.435190886720889
"7_F04",1,"Ing5.4",28.32995267,70.7331415633981,0.545605462397388
"7_F05",1,"Hira.3",12.7930683,30.7354245098218,-0.503363839468566
"7_F06",1,"Hells.3",17.23122239,41.9285042249661,-0.203722850548673
"7_F07",1,"Jarid2.4",14.28897512,34.370660017274,-0.40236802233667
"7_F08",1,"Ing3.3",19.89924433,49.0589050222224,-0.0235919410872639
"7_F09",1,"Ing2.3",31.23399898,77.0856805756439,0.741671504844681
"7_F10",1,"Hells.4",18.14516129,44.3532708918967,-0.142018468444094
"7_F11",1,"Jhdm1d.4",17.85806452,43.5888496904697,-0.161401743187154
"7_G02",1,"Ino80.4",14.08418658,33.8633924258998,-0.416194275188802
"7_G03",1,"Ing2.4",25.74598317,64.4736846416,0.37114933477816
"7_G04",1,"Hdac8.4",20.74816815,51.3450965946586,0.0337229623126886
"7_G05",1,"Jmjd4.4",13.21948134,31.754508646477,-0.474574657659437
"7_G06",1,"Jmjd1c.4",27.1991911,68.0558936803922,0.469262345823126
"7_G07",1,"Hira.4",15.65365025,37.8192160994802,-0.310232283645456
"7_G08",1,"Hdac9.4",20,49.330229543939,-0.0167894443767257
"7_G09",1,"Ing4.4",20.27345592,50.0667378821606,0.00167287140438302
"7_G10",1,"Hltf.4",18.03797468,44.0676152482827,-0.149255148642228
"7_G11",1,"Ing3.4",20.22237665,49.9291584929415,-0.00177573417931944
"3_B02",1,"Brwd1.1",15.66364386,37.8448714288546,-0.309557567283078
"3_B03",1,"Cbx7.1",11.09271523,26.8234014531339,-0.618162799819168
"3_B04",1,"Cbx8.1",13.43949045,32.2858321940025,-0.459720791399966
"3_B05",1,"Cbx6.1",9.691629956,23.7998142943022,-0.712756761306084
"3_B06",1,"Carm1.1",23.18567389,57.8591155580468,0.198290621663947
"3_B07",1,"Chd2.1",20.9478673,51.8825320269411,0.0472056061278926
"3_B08",1,"Chaf1b.1",17.3347779,42.2018898331975,-0.196731323261592
"3_B09",1,"Cbx4.1",10.06036217,24.5769879522448,-0.687861887669649
"3_B10",1,"Brwd3.1",5.525460455,16.0102969819341,-0.994034771030964
"3_B11",1,"Chd1.1",10.45009785,25.4130160529026,-0.661548969685188
"3_C02",1,"Chaf1b.2",38.37209302,88.944810704169,1.22359834059111
"3_C03",1,"Cbx1.1",20.11494253,49.6397949241338,-0.00902912496020119
"3_C04",1,"Brwd1.2",17.27493917,42.0438694082326,-0.200771321844181
"3_C05",1,"Chd1.2",25.30541012,63.3600321709737,0.341404143034839
"3_C06",1,"Chaf1a.1",21.36363636,53.0002506181783,0.0752761619883574
"3_C07",1,"Cbx8.2",18.11023622,44.2601615230081,-0.144376426798103
"3_C08",1,"Carm1.2",19.69766377,48.5162128298724,-0.0372016078812859
"3_C09",1,"Chd1l.1",21.01769912,52.0703894893964,0.0519202859651752
"3_C10",1,"Cbx7.2",13.62831858,32.7447601501141,-0.446972102088664
"3_C11",1,"Cbx5.1",11.19186047,27.0444557289603,-0.611469030932856
"3_D02",1,"Brwd3.2",16.55801825,40.1613064675111,-0.249174078731371
"3_D03",1,"Chd1l.2",20.41633307,50.4515607241349,0.0113191904937808
"3_D04",1,"Cbx7.3",19.13580247,47.0053431902011,-0.0751355489193303
"3_D05",1,"Cbx3.1",24.16107383,60.4165724858558,0.264144532250906
"3_D06",1,"Cbx1.2",15.13026052,36.4833389017523,-0.345568825168672
"3_D07",1,"Chd1l.3",8.208955224,20.8149389690029,-0.812859216951787
"3_D08",1,"Chaf1a.2",12.98129813,31.1835047016733,-0.490655544249049
"3_D09",1,"Cbx4.2",9.203655352,22.7923647298372,-0.745702258453155
"3_D10",1,"Brwd1.3",21.86027453,54.3322046794657,0.108806577872175
"3_D11",1,"Chd2.2",14.76219889,35.5535373935107,-0.370418424475096
