shRNA,count
Arid1a.1,10227
Arid1a.2,3478
Arid1b.1,1391
Arid1b.2,7595
Arid1b.3,8890
Bcl6.2,75973
Bcl6.3,9987
Brd7.1,475
Brd7.2,0
Brd7.3,4113
Brdt.1,48172
Brdt.2,3085
Brdt.3,26095
CD4.1,3013
CD4.2,4977
CD4.3,16153
CD4.4,166361
CDK9.1,22240
CDK9.2,76
CDK9.3,22705
Cbx2.1,24256
Cbx2.2,30952
Cbx2.3,5248
Ccnt1.2,80712
Ccnt1.3,33800
Ccnt1.4,3509
Cd14.2,11660
Cd19.3,5193
Cd19.4,3027
Cd4.5,935
Cecr2.1,9283
Cecr2.2,6896
Cecr2.3,4093
Chd7.1,56201
Chd7.2,19276
Chd7.3,13604
Clock.1,53608
Clock.2,48774
Clock.3,0
Dpy30.1,60015
Dpy30.2,1473
Dpy30.3,217
Eaf1.1,25020
Eaf1.2,1787
Eaf1.3,428
Fbxo17.1,1650
Fbxo17.2,0
Fbxo17.3,3354
Fkbp2.1,157
Fkbp2.2,7834
Fkbp2.3,685
Fkbp5.1,11082
Fkbp5.2,51101
Fkbp5.3,1688
Fosb.2,346
Gtf2h1.1,15632
Gtf2h1.2,25949
Gtf2h1.3,1369
H2afz.1,6675
H2afz.2,4138
H2afz.3,20964
Hdac11.1,1423
Hdac11.2,10835
Hdac11.3,9704
Hdac5.1,5792
Hdac5.2,1086
Hdac5.3,44149
Hes1.2,15918
Hes1.3,13
Hes6.3,282
Id2.2,62
Id2.3,57300
Id2.4,13669
Id2.5,3
Id3.2,9376
Id3.3,24298
Id3.4,574
Id3.5,22
Iws1.1,2461
Iws1.2,4982
Iws1.3,438
Jmjd8.1,11283
Jmjd8.2,4364
Jmjd8.3,7271
Kdm4b.1,8439
Kdm4b.2,8122
Kdm4b.3,2137
Klf12.4,42
Klf12.5,36351
Klf2.2,64
Klf2.3,0
Klf2.4,3829
Klf2.5,1
Klf2.6,953
Klf2.7,5
Mecp2.1,1442
Mecp2.2,294
Mecp2.3,17927
Ms4a1.2,6797
Nfatc3.2,158814
Nfatc3.3,493
Nfatc3.7,185
Nfatc3.8,0
Padi2.1,0
Padi2.2,64200
Padi2.3,3068
Paf1.1,3
Paf1.2,2558
Paf1.3,95047
Parp2.1,68792
Parp2.2,3457
Parp2.3,15614
Phc2.1,17177
Phc2.2,1438
Phc3.1,39
Phc3.2,2130
Phc3.3,4155
Phf10.1,5602
Phf10.2,17566
Phf10.3,3320
Phf17.1,998
Phf17.2,22409
Prdm16.1,9537
Prdm16.2,224
Prdm16.3,8412
Rnf2.1,12390
Rnf2.2,50416
Rnf2.3,11419
Rpa3.1,26
Rpa3.2,1912
Rpa3.3,1163
Rpa3.4,13397
Runx3.2,0
Runx3.3,13090
Satb1.1,1722
Satb1.2,44164
Satb1.3,39698
Scmh1.1,3029
Scmh1.2,7418
Scmh1.3,29973
Scml2.1,1985
Scml2.2,29616
Scml2.3,6407
Scml2.4,5958
Scml4.1,8450
Scml4.2,4940
Scml4.3,966
Setd1a.1,0
Setd1a.2,22925
Setd1a.3,2052
Setd1a.4,5922
Setd2.1,3149
Setd2.2,23023
Setd2.3,37782
Setd2.4,54298
Setd3.1,8469
Setd3.2,455
Setd3.3,19920
Setd4.1,0
Setd4.2,10063
Setd4.3,1316
Setd4.4,9956
Setd5.1,0
Setd5.2,272831
Setd5.3,0
Setd5.4,118245
Setd7.1,6670
Setd7.2,769
Setd8.1,172
Setd8.2,3346
Setd8.3,4254
Setd8.4,976
Setdb1.1,71905
Setdb1.2,141457
Setdb1.3,14712
Setdb1.4,2069
