Plate,Well,Percentage
1,B02,17.30319564
1,B03,20.56530214
1,B04,20.47768207
1,B05,21.53284672
1,B06,22.15288612
1,B07,22.1761658
1,B08,22.15598609
1,B09,25.69817401
1,B10,19.18472986
1,B11,20.19844082
1,C02,15.44117647
1,C03,18.43497633
1,C04,17.40290543
1,C05,15.35008977
1,C06,24.27635749
1,C07,18.5483871
1,C08,17.41697417
1,C09,19.27208945
1,C10,15.79384871
1,C11,15.45551223
1,D02,16.49341649
1,D03,24.14190943
1,D04,23.56902357
1,D05,19.62416107
1,D06,17.45827985
1,D07,13.96172927
1,D08,19.05882353
1,D09,17.95325779
1,D10,20.40256176
1,D11,22.03715567
1,E02,19.17721519
1,E03,23.75
1,E04,17.45839637
1,E05,18.72713972
1,E06,18.1425486
1,E07,12.42093157
1,E08,13.87387387
1,E09,23.35766423
1,E10,18.99549259
1,E11,19.61115807
1,F02,20.40532486
1,F03,20.25316456
1,F04,18.18181818
1,F05,11.00917431
1,F06,13.76404494
1,F07,22.72727273
1,F08,16.22562674
1,F09,44.44444444
1,F10,13.4194831
1,F11,16.20762712
1,G02,16.96406747
1,G03,23.91646966
1,G04,16.8161435
1,G05,19.25566343
1,G06,21.22173741
1,G07,16.92844677
1,G08,27.98327436
1,G09,18.02575107
1,G10,14.92814094
1,G11,17.14904509
2,B02,14.14141414
2,B03,14.37216339
2,B04,25.44642857
2,B05,11.42201835
2,B06,16.18257261
2,B07,18.70769231
2,B08,38.88888889
2,B09,22.63215859
2,B10,23.33149476
2,B11,20
2,C02,12.16545012
2,C03,15.04324934
2,C04,18.73350923
2,C05,20.5770691
2,C06,23.58974359
2,C07,18.49229488
2,C08,22.22222222
2,C09,16.58894071
2,C10,21.10912343
2,C11,23.22097378
2,D02,14.36077058
2,D03,19.6780893
2,D04,20.04333694
2,D05,24.7311828
2,D06,25.7751938
2,D07,18.62527716
2,D08,27.08333333
2,D09,24.35473197
2,D10,20.12526096
2,D11,22.7735369
2,E02,13.33333333
2,E03,22.99741602
2,E04,20.98765432
2,E05,15.10791367
2,E06,21.30584192
2,E07,21.39037433
2,E08,23.89502762
2,E09,19.81845688
2,E10,33.49282297
2,E11,25.76101772
2,F02,11.60409556
2,F03,15.63444109
2,F04,9.375
2,F05,20.03642987
2,F06,13.19648094
2,F07,12.61595547
2,F08,20.5801105
2,F09,22.55166217
2,F10,16.87791861
2,F11,25.37076271
2,G02,23.66863905
2,G03,17.06464764
2,G04,18.90380313
2,G05,17.37967914
2,G06,12.60273973
2,G07,20.04909984
2,G08,18.66666667
2,G09,18.04461942
2,G10,26.80851064
2,G11,13.61702128
3,B02,17.39488871
3,B03,18.21192053
3,B04,17.8343949
3,B05,18.50220264
3,B06,12.72384543
3,B07,15.4028436
3,B08,16.03466956
3,B09,19.71830986
3,B10,17.22643554
3,B11,13.9334638
3,C02,12.79069767
3,C03,16.95402299
3,C04,17.76155718
3,C05,23.73472949
3,C06,13.48484848
3,C07,15.26347668
3,C08,17.49885479
3,C09,19.24778761
3,C10,17.87610619
3,C11,13.80813953
3,D02,14.34159061
3,D03,15.77261809
3,D04,15.43209877
3,D05,17.7852349
3,D06,21.34268537
3,D07,23.88059701
3,D08,13.97139714
3,D09,16.97127937
3,D10,13.39889367
3,D11,13.34156887
3,E02,19.75308642
3,E03,19.1689008
3,E04,16.83848797
3,E05,19.60297767
3,E06,14.96437055
3,E07,14.3187067
3,E08,15.09433962
3,E09,17.61076837
3,E10,12.01157742
3,E11,13.4520277
3,F02,22.07446809
3,F03,18.93939394
3,F04,17.49622926
3,F05,13.47708895
3,F06,17.73584906
3,F07,12.41830065
3,F08,19.94134897
3,F09,15.77235772
3,F10,14.87226277
3,F11,17.31092437
3,G02,13.1061599
3,G03,29.04019688
3,G04,85.71428571
3,G05,16.82600382
3,G06,NaN
3,G07,16.56495205
3,G08,18.05766313
3,G09,17.55725191
3,G10,13.50777935
3,G11,14.3231441
4,B02,19.47565543
4,B03,12.07289294
4,B04,15.45454545
4,B05,22.13114754
4,B06,15.33196441
4,B07,16.19156214
4,B08,15.40962289
4,B09,17.08975521
4,B10,19.39501779
4,B11,12.35343384
4,C02,9.843081312
4,C03,18.02083333
4,C04,17.8807947
4,C05,11.01398601
4,C06,10.55702918
4,C07,17.89737171
4,C08,17.57656458
4,C09,14.84962406
4,C10,25
4,C11,22.13706041
4,D02,17.93669402
4,D03,14.15662651
4,D04,15.08515815
4,D05,18.59903382
4,D06,16.54894046
4,D07,22.21343874
4,D08,14.38152012
4,D09,18.20689655
4,D10,20.9486166
4,D11,18.67388363
4,E02,21.08843537
4,E03,13.87720774
4,E04,11.91836735
4,E05,14.57142857
4,E06,18.2194617
4,E07,15.4723127
4,E08,13.8427464
4,E09,16.80194805
4,E10,18.04195804
4,E11,12.23544974
4,F02,17.07931179
4,F03,17.19876416
4,F04,15.89595376
4,F05,17.48492679
