Plate,Well,GeoMean
10,B02,283.433294
10,B03,430.1333803
10,B04,429.3627892
10,B05,720.6627174
10,B06,749.914128
10,B07,479.1847243
10,B08,232.8811278
10,B09,500.9131731
10,B10,416.2650193
10,B11,1191.727883
10,C02,957.3771083
10,C03,611.2911215
10,C04,780.8498922
10,C05,466.9450148
10,C06,581.1373702
10,C07,375.2026669
10,C08,357.8652705
10,C09,257.0134411
10,C10,364.8657766
10,C11,390.3538621
10,D02,652.7589654
10,D03,878.4544881
10,D04,333.8326808
10,D05,359.5646299
10,D06,683.42773
10,D07,1005.578357
10,D08,678.1047277
10,D09,302.1740296
10,D10,590.5426887
10,D11,657.7231212
10,E02,1010.199729
10,E03,280.1745423
10,E04,902.2714238
10,E05,771.2003217
10,E06,784.7989996
10,E07,850.6543216
10,E08,1102.151026
10,E09,779.3056135
10,E10,406.7107544
10,E11,257.1007211
10,F02,557.711574
10,F03,608.5181573
10,F04,512.7700939
10,F05,412.4844529
10,F06,885.1686957
10,F07,532.7732575
10,F08,637.4052671
10,F09,306.6496366
10,F10,582.1477894
10,F11,314.2173111
10,G02,498.873569
10,G03,204.2177074
10,G04,431.822135
10,G05,652.1875939
10,G06,138.2955042
10,G07,428.8919915
10,G08,258.5228899
10,G09,179.2896933
10,G10,316.0936956
10,G11,612.5323209
11,B02,293.1256341
11,B03,342.0727755
11,B04,189.6908521
11,B05,543.6138147
11,B06,456.4569292
11,B07,388.9172553
11,B08,541.4884911
11,B09,276.0165806
11,B10,442.0129125
11,B11,533.1258362
11,C02,589.2942821
11,C03,409.8391716
11,C04,1449.659055
11,C05,560.8109672
11,C06,387.8651996
11,C07,784.2590939
11,C08,747.2838205
11,C09,388.0017069
11,C10,361.1851224
11,C11,644.035067
11,D02,437.9884982
11,D03,445.9368538
11,D04,417.610398
11,D05,223.6252727
11,D06,304.6231806
11,D07,477.6092748
11,D08,635.7671649
11,D09,587.4869688
11,D10,867.4557004
11,D11,288.5618405
11,E02,391.4194552
11,E03,460.9636115
11,E04,457.6686695
11,E05,542.673381
11,E06,635.1306293
11,E07,687.5859018
11,E08,441.4174356
11,E09,687.7025657
11,E10,498.7242073
11,E11,322.7183383
11,F02,129.1944085
11,F03,237.5505749
11,F04,471.2668826
11,F05,205.3931769
11,F06,277.3231658
11,F07,558.7942519
11,F08,683.8394301
11,F09,258.1347768
11,F10,431.5658546
11,F11,407.010143
11,G02,490.5241598
11,G03,389.2768398
11,G04,458.8100724
11,G05,1129.175683
11,G06,316.0084641
11,G07,450.2190827
11,G08,373.8823566
11,G09,352.6069423
11,G10,190.8351859
11,G11,437.1792778
12,B02,1611.945827
12,B03,372.7362698
12,B04,644.8962633
12,B05,192.5391642
12,B06,456.7739283
12,B07,224.7871892
12,B08,684.0301355
12,B09,177.5742856
12,B10,184.2165048
12,B11,165.8111588
12,C02,295.6356394
12,C03,339.0578152
12,C04,354.3579025
12,C05,480.1438935
12,C06,414.8884481
12,C07,361.5681059
