Plate,Well,GeoMean
1,B02,405.014543508101
1,B03,535.810182254113
1,B04,570.473259694563
1,B05,574.324442440526
1,B06,492.40427162984
1,B07,501.731494287278
1,B08,647.638157371551
1,B09,563.854781858916
1,B10,492.776420803935
1,B11,470.103173888238
1,C02,461.892978085252
1,C03,479.385859573113
1,C04,601.118536174019
1,C05,534.518644924435
1,C06,378.78580123402
1,C07,447.383363478324
1,C08,438.49097180111
1,C09,580.59895165447
1,C10,643.444280653899
1,C11,370.004526881345
1,D02,368.864483554567
1,D03,625.160657419679
1,D04,462.750937778251
1,D05,460.069541009591
1,D06,431.251835603994
1,D07,638.98438067149
1,D08,595.912110349933
1,D09,630.558765932054
1,D10,583.114921023791
1,D11,453.521190533058
1,E02,297.471090175438
1,E03,576.495466589854
1,E04,551.207364684357
1,E05,451.427360758212
1,E06,555.602890535441
1,E07,638.31709480624
1,E08,464.408124356036
1,E09,551.839101534213
1,E10,853.805548653074
1,E11,401.876962329311
1,F02,422.378371681686
1,F03,455.003750141445
1,F04,369.862294313979
1,F05,395.279807401195
1,F06,434.481367810424
1,F07,347.093818581636
1,F08,535.158610116026
1,F09,194.760223655018
1,F10,421.83361105609
1,F11,550.426909081638
1,G02,375.628022611999
1,G03,361.169874635882
1,G04,377.911787094421
1,G05,443.877251220393
1,G06,525.245135522832
1,G07,448.875684654625
1,G08,291.422155584655
1,G09,516.965591298559
1,G10,464.033314043257
1,G11,448.241306745868
2,B02,342.909569578024
2,B03,237.173747272167
2,B04,240.682932928606
2,B05,287.545741718863
2,B06,377.587343325121
2,B07,272.991273006383
2,B08,444.059287293232
2,B09,254.932269701852
2,B10,295.824927185843
2,B11,883.031201091626
2,C02,365.280718936765
2,C03,348.515190575625
2,C04,398.158212715808
2,C05,660.836193867194
2,C06,281.178478849825
2,C07,328.086725308356
2,C08,696.950805905372
2,C09,293.371772754013
2,C10,307.831662158228
2,C11,422.96008944683
2,D02,427.427983418187
2,D03,484.422275063046
2,D04,424.616810466041
2,D05,573.608340301835
2,D06,525.704346935286
2,D07,584.172112169037
2,D08,274.54742279919
2,D09,339.54284431322
2,D10,315.117313281294
2,D11,304.000756177218
2,E02,580.238638546271
2,E03,473.68601181347
2,E04,437.366129705478
2,E05,593.093633402836
2,E06,298.189221212944
2,E07,469.179134727096
2,E08,463.460262697685
2,E09,442.660668933779
2,E10,277.438540900332
2,E11,425.929014423681
2,F02,552.148791402946
2,F03,488.441274008778
2,F04,595.93270661573
2,F05,443.479606165645
2,F06,421.419587253371
2,F07,376.037148933063
2,F08,324.066379503594
2,F09,567.37009388305
2,F10,353.919440121732
2,F11,353.712130559037
2,G02,290.068065696525
2,G03,567.883452631698
2,G04,488.480378492428
2,G05,410.678732669273
2,G06,403.445735730702
2,G07,424.955147186479
2,G08,479.537531143981
2,G09,217.157233436753
2,G10,334.649477403791
2,G11,323.116294925577
3,B02,457.324115462949
3,B03,413.924103099413
3,B04,347.720488228288
3,B05,412.877673427567
3,B06,324.098899412393
3,B07,409.222497469156
3,B08,521.215570880152
3,B09,320.093276205843
3,B10,460.91792592339
3,B11,323.798222896266
3,C02,1256.02909980627
3,C03,551.204196815509
3,C04,396.063101667585
3,C05,479.770658505152
3,C06,1224.26451933724
3,C07,425.048100364885
3,C08,377.34119281001
3,C09,456.300469840899
3,C10,274.320778318866
3,C11,377.633822097634
3,D02,407.321090245344
3,D03,507.936080086475
3,D04,460.804267904532
3,D05,452.806352088518
3,D06,431.287842528664
3,D07,474.98924802711
3,D08,633.180151307355
3,D09,440.781077050826
3,D10,451.603895593272
3,D11,470.381546917606
3,E02,423.104117831113
3,E03,381.092318561302
3,E04,583.348911132255
3,E05,458.038622422755
3,E06,397.238927650315
3,E07,433.93516298833
3,E08,498.700770471498
3,E09,368.224234333801
3,E10,1074.64473226528
3,E11,341.621097339627
3,F02,659.098326965459
3,F03,580.263655656831
3,F04,651.539987732077
3,F05,636.94559754505
3,F06,510.187388911463
3,F07,1246.65864298209
3,F08,455.564804978432
3,F09,451.780427861364
3,F10,471.028851149234
3,F11,393.819133805152
3,G02,837.709452754502
3,G03,536.52637351648
3,G04,528.652002875979
3,G05,374.397766772594
3,G06,1279.0115361782
3,G07,505.566395451202
3,G08,524.778909089557
3,G09,501.474612276709
3,G10,420.570007642311
3,G11,419.881825305827
4,B02,277.889174330343
4,B03,363.611637458919
4,B04,397.160307606626
4,B05,544.819998581346
4,B06,463.500742491135
4,B07,390.79016815779
4,B08,348.922793449166
4,B09,397.948272851465
4,B10,458.279150186015
4,B11,475.384717448776
4,C02,466.617357994463
4,C03,499.947554335737
4,C04,500.228523981664
4,C05,299.457462323333
4,C06,464.639875014043
4,C07,733.023075227037
4,C08,442.960793629613
4,C09,407.243732938856
4,C10,669.695653630946
4,C11,336.080027971853
4,D02,492.967438676366
4,D03,510.558304742055
4,D04,638.159528630685
4,D05,477.250005754765
4,D06,609.765157553073
4,D07,456.375582085832
4,D08,523.068278962019
4,D09,563.501668591783
4,D10,493.284344139132
4,D11,593.951574706362
4,E02,359.285520079227
4,E03,620.769122262335
4,E04,571.994488001517
4,E05,424.499779920262
4,E06,645.824269209183
4,E07,517.39623774958
