type,shRNA,count
control,Bcl6,19737
control,Bcl6.2,16841
control,Bcl6.3,2984
control,CD4.1,8150
control,CD4.2,2016
control,CD4.3,37047
control,CD4.4,84470
control,CDK9.1,52205
control,CDK9.2,19591
control,CDK9.3,83464
control,Ccnt1.2,147757
control,Ccnt1.3,81999
control,Ccnt1.4,141106
control,Cd14,19894
control,Cd14.2,6085
control,Cd19,10099
control,Cd19.3,0
control,Cd19.4,26
control,Fosb,0
control,Fosb.2,0
control,Hes1,7
control,Hes1.2,4934
control,Hes1.3,0
control,Id2,0
control,Id2.2,1
control,Id2.3,16319
control,Id2.4,0
control,Id2.5,0
control,Id3,588
control,Id3.2,0
control,Id3.3,0
control,Id3.4,930
control,Id3.5,465
control,Klf12,5699
control,Klf12.4,0
control,Klf12.5,12324
control,Klf2,579
control,Klf2.2,1
control,Klf2.3,0
control,Klf2.4,0
control,Klf2.5,0
control,Klf2.6,43
control,Klf2.7,5
control,Ms4a1,87806
control,Ms4a1.2,19
control,Nfatc3.2,112659
control,Nfatc3.3,5
control,Nfatc3.7,0
control,Nfatc3.8,0
target,Rpa3.1,148
target,Rpa3.2,167
target,Rpa3.3,1
target,Rpa3.4,63
control,Runx3,0
control,Runx3.2,3016
control,Runx3.3,747
target,Satb1.1,897
target,Satb1.2,13340
target,Satb1.3,73418
target,Scmh1.1,3850
target,Scmh1.2,5419
target,Scmh1.3,11231
target,Scml2.1,1225
target,Scml2.2,8044
target,Scml2.3,879
target,Scml2.4,7019
target,Scml4.1,3534
target,Scml4.2,133
target,Scml4.3,643
target,Setd1a.1,0
target,Setd1a.2,22593
target,Setd1a.3,6350
target,Setd1a.4,936
target,Setd2.1,90
target,Setd2.2,14823
target,Setd2.3,6020
target,Setd2.4,62988
target,Setd3.1,719
target,Setd3.2,329
target,Setd3.3,1923
target,Setd4.1,0
target,Setd4.2,9692
target,Setd4.3,19
target,Setd4.4,4020
target,Setd5.1,0
target,Setd5.2,261809
target,Setd5.3,0
target,Setd5.4,86335
target,Setd7.1,148
target,Setd7.2,320
target,Setd8.1,217
target,Setd8.2,594
target,Setd8.3,2928
target,Setd8.4,11
target,Setdb1.1,52363
target,Setdb1.2,67283
target,Setdb1.3,3825
target,Setdb1.4,1210
target,Setdb2.1,0
target,Setdb2.2,28998
target,Setdb2.3,1424
target,Setdb2.4,492
target,Setmar.1,4704
target,Setmar.2,17333
target,Setmar.3,628
target,Setmar.4,34
target,Sfmbt1.1,5345
target,Sfmbt1.2,3
target,Sfmbt1.3,6763
target,Sfmbt1.4,20744
target,Sfmbt2.1,0
target,Sfmbt2.2,1615
target,Sfmbt2.3,4557
target,Sgk1.1,1149
target,Sin3a.1,23
target,Sin3a.2,70254
target,Sin3a.3,0
target,Sin3a.4,0
target,Sin3b.1,493
target,Sin3b.2,903
target,Sin3b.3,0
target,Sin3b.4,34
target,Sirt1.1,13374
target,Sirt1.2,1349
target,Sirt1.3,6927
target,Sirt1.4,664
target,Sirt3.1,4359
target,Sirt3.2,3
target,Sirt3.3,22758
target,Sirt3.4,3798
target,Sirt4.1,18
target,Sirt4.2,252
target,Sirt4.3,793
target,Sirt4.4,7749
target,Sirt5.1,8429
target,Sirt5.2,571
target,Sirt5.3,0
target,Sirt5.4,470
target,Sirt6.1,48
target,Sirt6.2,778
target,Sirt6.3,0
target,Sirt6.4,7053
target,Sirt7.1,8040
target,Sirt7.2,7260
target,Sirt7.3,70
target,Sirt7.4,12125
target,Smarca1.1,8760
target,Smarca1.2,7352
target,Smarca1.3,2940
target,Smarca1.4,1208
target,Smarca2.1,1279
target,Smarca2.2,2347
target,Smarca2.3,226
target,Smarca4.1,2621
target,Smarca4.2,126
target,Smarca4.3,5
target,Smarca4.4,147
target,Smarca5.1,161
target,Smarca5.2,5
target,Smarca5.3,3
target,Smarca5.4,11457
target,Smarcc1.1,1889
target,Smarcc1.2,668
target,Smarcc1.3,1782
target,Smarcc2.1,0
target,Smarcc2.2,3461
target,Smarcc2.3,2615
target,Smarcc2.4,36151
target,Smarcd1.1,25850
target,Smarcd1.2,17507
target,Smarcd1.3,526
target,Smarcd1.4,58023
target,Smarcd2.1,1003
target,Smarcd2.2,548
target,Smarcd2.3,26
target,Smarcd3.1,562
target,Smarcd3.2,7203
target,Smarcd3.3,816
target,Smarcd3.4,847
target,Smarce1.1,779
target,Smarce1.2,555
target,Smarce1.3,220
target,Smarce1.4,27
target,Smyd1.1,5535
target,Smyd1.2,4
target,Smyd1.3,7864
target,Smyd2.1,829
target,Smyd2.2,3822
target,Smyd2.3,76
target,Smyd2.4,45
target,Smyd3.1,2174
target,Smyd3.2,73
target,Smyd3.3,0
target,Smyd3.4,2207
target,Smyd4.1,103764
target,Smyd4.2,7797
target,Smyd4.3,15
target,Smyd4.4,333
target,Smyd5.1,1301
target,Smyd5.2,4
target,Smyd5.3,103
target,Smyd5.4,106
target,Sp100.1,260493
target,Sp100.2,12897
target,Sp100.3,0
target,Sp100.4,1
target,Sp110.1,9254
target,Sp110.2,1023
target,Sp110.3,1005
target,Sp110.4,698
target,Sp140.1,169419
target,Sp140.2,108
target,Sp140.3,1541
target,Sp140.4,4
target,Ssrp1.1,4132
target,Ssrp1.2,6560
target,Ssrp1.3,1
target,Ssrp1.4,948
target,Supt16h.1,2111
target,Supt16h.2,1
target,Supt16h.3,281
target,Supt16h.4,383256
target,Suv39h1.1,21581
target,Suv39h1.2,9284
target,Suv39h1.3,17346
target,Suv39h1.4,15551
target,Suv39h2.1,15683
target,Suv39h2.2,2093
target,Suv39h2.3,4136
target,Suv39h2.4,1490
target,Suv420h1.1,145
target,Suv420h1.2,4132
target,Suv420h1.3,3211
target,Suv420h1.4,1317
target,Suv420h2.1,1004
target,Suv420h2.2,0
target,Suv420h2.3,2236
target,Suv420h2.4,1
target,Suz12.1,355
target,Suz12.2,304
target,Suz12.3,5967
target,Suz12.4,0
target,Taf1.1,0
target,Taf1.2,106384
target,Taf1.3,166
target,Taf1.4,67
target,Taf3.1,4887
target,Taf3.2,2812
target,Taf3.3,25429
target,Taf3.4,8566
control,Tbx21,273
control,Tbx21.3,54
control,Tbx21.4,88
target,Tcea1.1,2234
target,Tcea1.2,112
target,Tcea1.3,3268
target,Tcea1.4,7290
target,Tdg.1,4579
target,Tdg.2,644
target,Tdg.3,4638
target,Tdg.4,0
target,Tet1.1,3170
target,Tet1.2,0
target,Tet1.3,1039
target,Tet1.4,15959
target,Tet2.1,0
target,Tet2.2,13357
target,Tet2.3,50157
target,Tet2.4,686
target,Tet3.1,23
target,Tet3.3,27
target,Tet3.4,10525
target,Trim24.1,690
target,Trim24.2,24554
target,Trim24.3,37220
target,Trim24.4,67026
target,Trim28.1,1012
target,Trim28.2,38296
target,Trim28.3,8263
target,Trim28.4,32
target,Trim33.1,7972
target,Trim33.2,1650
target,Trim33.3,20824
target,Trim33.4,8791
target,Trim66.1,23713
target,Trim66.3,775
target,Trim66.4,1399
target,Ube2a.1,15190
target,Ube2a.2,6353
target,Ube2b.1,63408
target,Ube2b.2,279
target,Ube2b.3,29588
target,Ube2b.4,54710
target,Ube2e1.1,661
target,Ube2e1.3,51607
target,Ube2e1.4,4
target,Ube2i.1,3188
target,Ube2i.2,0
target,Ube2i.3,31
target,Ube2i.4,27235
target,Uhrf1.1,30326
target,Uhrf1.2,3668
target,Uhrf1.3,10934
target,Uhrf1.4,263
target,Usp22.1,6202
target,Usp22.2,11837
target,Usp22.3,8971
target,Usp22.4,11138
target,Usp27x.1,47506
target,Usp27x.2,11027
target,Usp27x.3,6790
target,Usp27x.4,27824
target,Usp51.1,26825
target,Usp51.2,11496
target,Usp51.3,20993
target,Usp51.4,3602
target,Wbp7.1,189
target,Wbp7.2,8102
target,Wbp7.3,248
target,Wbp7.4,252
target,Wdr5.1,1613
target,Wdr5.2,1
target,Wdr5.3,4180
target,Wdr5.4,1160
target,Wdr82.1,0
target,Wdr82.2,28303
target,Wdr82.3,22630
target,Wdr82.4,912
target,Whsc1.1,1277
target,Whsc1.2,0
target,Whsc1.3,9122
target,Whsc1.4,75
target,Whsc1l1.2,7483
target,Whsc1l1.3,96
target,Whsc1l1.4,44347
target,Zmynd11.1,2868
target,Zmynd11.2,8168
target,Zmynd11.4,23407
target,Zmynd8.1,29
target,Zmynd8.2,0
target,Zmynd8.3,2490
target,Zmynd8.4,3
