Position,Pool,shRNA,Percentage
control2_G09,2,Wdr82.4,30.11093502
control2_G10,2,Empty,50
control2_G11,2,Empty,90.47619048
12_B02,2,Pcgf2.1,80
12_B03,2,Phf20.1,37.07224335
12_B04,2,Phf20l1.1,41.20947631
12_B05,2,Phf2.1,36.89458689
12_B06,2,Pcgf6.1,31.32992327
12_B07,2,Prdm1.1,36.98630137
12_B08,2,Phip.1,36.45833333
12_B09,2,Phf1.1,41.19922631
12_B10,2,Pcgf5.1,42.17519685
12_B11,2,Polr2b.1,30.72497123
12_C02,2,Phip.2,42.81984334
12_C03,2,Pcmt1.1,49.77805961
12_C04,2,Pcgf2.2,44.38063987
12_C05,2,Polr2b.2,38.8308977
12_C06,2,Phf8.1,34.97652582
12_C07,2,Phf20l1.2,37.87985866
12_C08,2,Pcgf6.2,24.86338798
12_C09,2,Ppargc1a.1,34.18181818
12_C10,2,Phf20.2,27.29245795
12_C11,2,Phf19.1,28.49673203
12_D02,2,Pcgf5.2,43.38308458
12_D03,2,Ppargc1a.2,34.11949686
12_D04,2,Phf20.3,51.38613861
12_D05,2,Phc1.1,40.3125
12_D06,2,Pcmt1.2,46.875
12_D07,2,Ppargc1a.3,41.22191011
12_D08,2,Phf8.2,33.94375409
12_D09,2,Phf1.2,35.17665131
12_D10,2,Pcgf2.3,33.48254252
12_D11,2,Prdm1.2,37.51522533
12_E02,2,Phf19.2,41.06491612
12_E03,2,Phf2.2,45.89800443
12_E04,2,Pcgf2.4,45.98145286
12_E05,2,Phip.3,44.55445545
12_E06,2,Phf20l1.3,42.1251575
12_E07,2,Phc1.2,42.13811939
12_E08,2,Pcgf5.3,42.30080573
12_E09,2,Polr2b.3,38.48209514
12_E10,2,Phf8.3,31.64835165
12_E11,2,Phf1.3,35.65891473
12_F02,2,Pcgf6.3,42.47669774
12_F03,2,Prdm1.3,46.41722556
12_F04,2,Phf20l1.4,43.24324324
12_F05,2,Phc1.3,39.48635634
12_F06,2,Pcmt1.3,32.82075925
12_F07,2,Phip.4,38.239159
12_F08,2,Phf2.3,32.52131547
12_F09,2,Phf19.3,33.17775185
12_F10,2,Pcmt1.4,30.65856777
12_F11,2,Polr2b.4,36.18320611
12_G02,2,Phf8.4,38.46153846
12_G03,2,Phf19.4,43.78818737
12_G04,2,Pcgf5.4,49.93781095
12_G05,2,Prdm1.4,45.22691706
12_G06,2,Ppargc1a.4,37.05583756
12_G07,2,Phc1.4,37.08077468
12_G08,2,Pcgf6.4,38.23088456
12_G09,2,Phf20.4,40.15822785
12_G10,2,Phf1.4,38.30542872
12_G11,2,Phf2.4,34.21368547
11_B02,2,Nap1l2.1,27.27272727
11_B03,2,Padi1.1,33.85826772
11_B04,2,Padi4.1,37.12737127
11_B05,2,Orc1.1,40.91627172
11_B06,2,Ncoa1.1,35.46666667
11_B07,2,Pcgf1.1,27.56005057
11_B08,2,Parp1.1,31.81003584
11_B09,2,Ncor2.1,38.8185654
11_B10,2,Nap1l3.1,36.66666667
11_B11,2,Paxip1.1,28.90940565
11_C02,2,Parp1.2,31.57894737
11_C03,2,Ncoa3.1,40.42253521
11_C04,2,Nap1l2.2,36.36363636
11_C05,2,Paxip1.2,43.81035996
11_C06,2,Padi6.1,40.7635468
11_C07,2,Padi4.2,39.43008615
11_C08,2,Ncoa1.2,33.53242321
11_C09,2,Pbrm1.1,44.40326168
11_C10,2,Padi1.2,37.56868132
11_C11,2,Nsd1.1,37.16475096
11_D02,2,Nap1l3.2,39.73442288
11_D03,2,Pbrm1.2,33.73015873
11_D04,2,Padi1.3,35.06815366
11_D05,2,Ncor1.1,40.47619048
11_D06,2,Ncoa3.2,32.45136187
11_D07,2,Pbrm1.3,41.14331723
11_D08,2,Padi6.2,42.29249012
11_D09,2,Ncor2.2,42.72251309
11_D10,2,Nap1l2.3,38.62068966
11_D11,2,Pcgf1.2,31.36729223
11_E02,2,Nsd1.2,38.72707659
11_E03,2,Orc1.2,44.11441144
11_E04,2,Nap1l2.4,36.32842758
11_E05,2,Parp1.3,36.23188406
11_E06,2,Padi4.3,40.15151515
11_E07,2,Ncor1.2,80
11_E08,2,Nap1l3.3,36.40186916
11_E09,2,Paxip1.3,47.6284585
11_E10,2,Padi6.3,41.9924338
11_E11,2,Ncor2.3,32.12719298
11_F02,2,Ncoa1.3,35.95769683
11_F03,2,Pcgf1.3,32.91731669
11_F04,2,Padi4.4,37.51803752
11_F05,2,Ncor1.3,48.83248731
11_F06,2,Ncoa3.3,43.31797235
11_F07,2,Parp1.4,37.86173633
11_F08,2,Orc1.3,36.54008439
11_F09,2,Nsd1.3,41.15490376
11_F10,2,Ncoa3.4,37.56157635
11_F11,2,Paxip1.4,40.13282732
11_G02,2,Padi6.4,43.65609349
11_G03,2,Nsd1.4,38.62928349
11_G04,2,Nap1l3.4,48.50798057
11_G05,2,Pcgf1.4,30.43896187
11_G06,2,Pbrm1.4,44.58838278
11_G07,2,Ncor1.4,22.14732788
11_G08,2,Ncoa1.4,42.78195489
11_G09,2,Padi1.4,38.81700555
11_G10,2,Ncor2.4,33.85093168
11_G11,2,Orc1.4,45.48335975
9_B02,2,Kdm5b.1,40.14084507
9_B03,2,L3mbtl4.1,38.34788449
9_B04,2,Mbd1.1,50.83724046
9_B05,2,L3mbtl3.1,40.54834055
9_B06,2,Kdm5d.1,37.27782975
9_B07,2,Men1.1,39.49809056
9_B08,2,Mbd3.1,49.44649446
9_B09,2,L3mbtl1.1,35.68489124
9_B10,2,Kdm5c.1,43.64130435
9_B11,2,Mbd4.1,40.98984772
9_C02,2,Mbd3.2,37.89004458
9_C03,2,Kdm6a.1,39.97144897
9_C04,2,Kdm5b.2,33.56918239
9_C05,2,Mbd4.2,44.19642857
9_C06,2,Mbd2.1,48.27586207
9_C07,2,Mbd1.2,42.13554987
9_C08,2,Kdm5d.2,39.52855848
9_C09,2,Mecom.1,41.60516605
9_C10,2,L3mbtl4.2,41.52484683
9_C11,2,L3mbtl2.1,41.72727273
9_D02,2,Kdm5c.2,25.92270951
9_D03,2,Mecom.2,53.41009743
9_D04,2,L3mbtl4.3,51.92878338
9_D05,2,Kdm6b.1,45.14480409
9_D06,2,Kdm6a.2,50.35063114
9_D07,2,Mecom.3,47.14727996
9_D08,2,Mbd2.2,29.26701571
9_D09,2,L3mbtl1.2,44.94635799
9_D10,2,Kdm5b.3,44.39421338
9_D11,2,Men1.2,48.7804878
9_E02,2,L3mbtl2.2,58.33333333
9_E03,2,L3mbtl3.2,39.38248267
9_E04,2,Kdm5b.4,44.15650407
9_E05,2,Mbd3.3,49.71857411
9_E06,2,Mbd1.3,45.0887574
9_E07,2,Kdm6b.2,40.45720362
9_E08,2,Kdm5c.3,40.95120445
9_E09,2,Mbd4.3,41.83467742
9_E10,2,Mbd2.3,22.29679344
9_E11,2,L3mbtl1.3,39.13043478
9_F02,2,Kdm5d.3,41.22977346
9_F03,2,Men1.3,34.42231076
9_F04,2,Mbd1.4,33.5334873
9_F05,2,Kdm6b.3,40.29727498
9_F06,2,Kdm6a.3,42.17727543
9_F07,2,Mbd3.4,44.30673896
9_F08,2,L3mbtl3.3,35.05535055
9_F09,2,L3mbtl2.3,37.61097659
9_F10,2,Kdm6a.4,39.5490026
9_F11,2,Mbd4.4,44.66512702
9_G02,2,Mbd2.4,33.31164606
9_G03,2,L3mbtl2.4,36.60618997
9_G04,2,Kdm5c.4,37.70992366
9_G05,2,Men1.4,32.5794621
9_G06,2,Mecom.4,35.19206939
9_G07,2,Kdm6b.4,44.2519685
9_G08,2,Kdm5d.4,36.29409265
9_G09,2,L3mbtl4.4,38.12907046
9_G10,2,L3mbtl1.4,43.10699588
9_G11,2,L3mbtl3.4,33.83783784
14_B02,2,Prmt1.1,31.10571081
14_B03,2,Rbbp4.1,40.77328647
14_B04,2,Rbbp5.1,36.8707483
14_B05,2,Psip1.1,0
14_B06,2,Prmt3.1,35.0877193
14_B07,2,Rnf40.1,34.38256659
14_B08,2,Ring1.1,41.03448276
14_B09,2,Prmt7.1,36.37820513
14_B10,2,Prmt2.1,36.02714374
14_B11,2,Rnf20.1,40.67472947
14_C02,2,Ring1.2,34.9137931
14_C03,2,Prmt5.1,29.11725955
14_C04,2,Prmt1.2,31.85840708
14_C05,2,Rnf20.2,46.23574144
14_C06,2,Rbbp7.1,43.61754559
14_C07,2,Rbbp5.2,42.78680453
14_C08,2,Prmt3.2,44.15224913
14_C09,2,Rnf217.1,40.48964218
14_C10,2,Rbbp4.2,43.10954064
14_C11,2,Prmt8.1,39.19107392
14_D02,2,Prmt2.2,41.55405405
14_D03,2,Rnf217.2,32.88477712
14_D04,2,Rbbp4.3,32.56784969
14_D05,2,Prmt6.1,49.70257766
14_D06,2,Prmt5.2,49.00199601
14_D07,2,Rnf217.3,47.80722892
14_D08,2,Rbbp7.2,43.88103364
14_D09,2,Prmt7.2,47.4233529
14_D10,2,Prmt1.3,39.81106613
14_D11,2,Rnf40.2,44.25253127
14_E02,2,Prmt8.2,43.07036247
14_E03,2,Psip1.2,32.73213093
14_E04,2,Prmt1.4,35.18672199
14_E05,2,Ring1.3,39.52011291
14_E06,2,Rbbp5.3,38.26335878
14_E07,2,Prmt6.2,43.9544808
14_E08,2,Prmt2.3,50.18129079
14_E09,2,Rnf20.3,44.05263158
14_E10,2,Rbbp7.3,50.4842615
14_E11,2,Prmt7.3,42.63024142
14_F02,2,Prmt3.3,47.8021978
14_F03,2,Rnf40.3,28.83211679
14_F04,2,Rbbp5.4,35.11904762
14_F05,2,Prmt6.3,42.62428688
14_F06,2,Prmt5.3,39.98344371
14_F07,2,Ring1.4,27.24588781
14_F08,2,Psip1.3,27.91056284
14_F09,2,Prmt8.3,42.82407407
14_F10,2,Prmt5.4,37.13178295
14_F11,2,Rnf20.4,46.33635729
14_G02,2,Rbbp7.4,55.55555556
14_G03,2,Prmt8.4,36.82906689
14_G04,2,Prmt2.4,38.54415274
14_G05,2,Rnf40.4,
14_G06,2,Rnf217.4,
14_G07,2,Prmt6.4,
14_G08,2,Prmt3.4,
14_G09,2,Rbbp4.4,
14_G10,2,Prmt7.4,
14_G11,2,Psip1.4,
8_B02,2,Jmjd5.1,36
8_B03,2,Kdm2b.1,38.98305085
8_B04,2,Kdm3a.1,40.7857811
8_B05,2,Kdm2a.1,42.55455712
8_B06,2,Kat2a.1,39.69410051
8_B07,2,Kdm5a.1,40.5904059
8_B08,2,Kdm4a.1,38.7628866
8_B09,2,Kdm1a.1,53.73385738
8_B10,2,Jmjd6.1,37.25593668
8_B11,2,Kdm4c.1,41.32231405
8_C02,2,Kdm4a.2,31.35435993
8_C03,2,Kat2b.1,28.86952534
8_C04,2,Jmjd5.2,30.96952909
8_C05,2,Kdm4c.2,39.17467496
8_C06,2,Kdm3b.1,43.18181818
8_C07,2,Kdm3a.2,42.29991332
8_C08,2,Kat2a.2,35.14492754
8_C09,2,Kdm4d.1,33.54962749
8_C10,2,Kdm2b.2,26.11816676
8_C11,2,Kdm1b.1,33.27550312
8_D02,2,Jmjd6.2,34.72149922
8_D03,2,Kdm4d.2,47.66073046
8_D04,2,Kdm2b.3,30.799924
8_D05,2,Kat5.1,50.0334672
8_D06,2,Kat2b.2,42.6448514
8_D07,2,Kdm4d.3,50.18181818
8_D08,2,Kdm3b.2,38.24249847
8_D09,2,Kdm1a.2,31.22094446
8_D10,2,Jmjd5.3,38.75252671
8_D11,2,Kdm5a.2,38.2124943
8_E02,2,Kdm1b.2,37.52333541
8_E03,2,Kdm2a.2,41.47620046
8_E04,2,Jmjd5.4,39.36111111
8_E05,2,Kdm4a.3,46.61139149
8_E06,2,Kdm3a.3,46.60223497
8_E07,2,Kat5.2,45.08950169
8_E08,2,Jmjd6.3,39.42140119
8_E09,2,Kdm4c.3,50.97826087
8_E10,2,Kdm3b.3,40.79944866
8_E11,2,Kdm1a.3,40.57040082
8_F02,2,Kat2a.3,37.15880893
8_F03,2,Kdm5a.3,26.43469229
8_F04,2,Kdm3a.4,41.643324
8_F05,2,Kat5.3,34.48747153
8_F06,2,Kat2b.3,42.46777164
8_F07,2,Kdm4a.4,52.61348006
8_F08,2,Kdm2a.3,51.27525671
8_F09,2,Kdm1b.3,44.36898698
8_F10,2,Kat2b.4,40.45080719
8_F11,2,Kdm4c.4,32.04887218
8_G02,2,Kdm3b.4,35.17665131
8_G03,2,Kdm1b.4,44.6969697
8_G04,2,Jmjd6.4,41.23076923
8_G05,2,Kdm5a.4,41.47917131
8_G06,2,Kdm4d.4,44.89850427
8_G07,2,Kat5.4,36.07862248
8_G08,2,Kat2a.4,48.38709677
8_G09,2,Kdm2b.4,36.30063966
8_G10,2,Kdm1a.4,50.44374463
8_G11,2,Kdm2a.4,46.01337449
10_B02,2,Mll1.1,36.73788431
10_B03,2,Mta3.1,49.11545624
10_B04,2,Mtf2.1,28.08105873
10_B05,2,Mta2.1,32.68015171
10_B06,2,Mll3.1,50
10_B07,2,Nap1l1.1,32.82588011
10_B08,2,Myst2.1,36.77042802
10_B09,2,Msl3.1,47.37507906
10_B10,2,Mll2.1,41.97901049
10_B11,2,Myst3.1,36.5171504
10_C02,2,Myst2.2,48.01043705
10_C03,2,Mll5.1,39.19491525
10_C04,2,Mll1.2,37.79572995
10_C05,2,Myst3.2,34.05196241
10_C06,2,Myst1.1,38.12726332
10_C07,2,Mtf2.2,25.87677725
10_C08,2,Mll3.2,42.71186441
10_C09,2,Myst4.1,39.81481481
10_C10,2,Mta3.2,37.59525826
10_C11,2,Mta1.1,44.28494041
10_D02,2,Mll2.2,62.5
10_D03,2,Myst4.2,53.62318841
10_D04,2,Mta3.3,75
10_D05,2,Morf4l1.1,45.27906001
10_D06,2,Mll5.2,47.16312057
10_D07,2,Myst4.3,45.15745692
10_D08,2,Myst1.2,45.63758389
10_D09,2,Msl3.2,39.70588235
10_D10,2,Mll1.3,33.61702128
10_D11,2,Nap1l1.2,37.63102725
10_E02,2,Mta1.2,38.05054152
10_E03,2,Mta2.2,49.51703101
10_E04,2,Mll1.4,47.79336298
10_E05,2,Myst2.3,47.10982659
10_E06,2,Mtf2.3,46.7611336
10_E07,2,Morf4l1.2,49.87443496
10_E08,2,Mll2.3,42.80022766
10_E09,2,Myst3.3,38.70292887
10_E10,2,Myst1.3,44.25403226
10_E11,2,Msl3.3,34.93150685
10_F02,2,Mll3.3,34.43755958
10_F03,2,Nap1l1.3,46.31497285
10_F04,2,Mtf2.4,35.92982456
10_F05,2,Morf4l1.3,52.77777778
10_F06,2,Mll5.3,54.64083939
10_F07,2,Myst2.4,44.29012346
10_F08,2,Mta2.3,44.61859979
10_F09,2,Mta1.3,40.15444015
10_F10,2,Mll5.4,40.5697446
10_F11,2,Myst3.4,47.58254717
10_G02,2,Myst1.4,46.11650485
10_G03,2,Mta1.4,48.48722986
10_G04,2,Mll2.4,49.07466496
10_G05,2,Nap1l1.4,48.41097083
10_G06,2,Myst4.4,49.16401274
10_G07,2,Morf4l1.4,35.91481123
10_G08,2,Mll3.4,28.60199715
10_G09,2,Mta3.4,48.23221301
10_G10,2,Msl3.4,44.33526012
10_G11,2,Mta2.4,44.49265688
13_B02,2,Prdm10.1,49.05063291
13_B03,2,Prdm5.1,37.70053476
13_B04,2,Prdm6.1,41.72413793
13_B05,2,Prdm4.1,46.11398964
13_B06,2,Prdm12.1,44.30512017
13_B07,2,Prkcd.1,45.3660797
13_B08,2,Prdm9.1,44.98762376
13_B09,2,Prdm15.1,37.75784753
13_B10,2,Prdm11.1,50
13_B11,2,Prkaa1.1,34.49691992
13_C02,2,Prdm9.2,38.46942262
13_C03,2,Prdm13.1,40.49551474
13_C04,2,Prdm10.2,41.10482819
13_C05,2,Prkaa1.2,35.97301136
13_C06,2,Prdm8.1,39.04505198
13_C07,2,Prdm6.2,36.24699278
13_C08,2,Prdm12.2,37.16666667
13_C09,2,Prkaa2.1,38.89546351
13_C10,2,Prdm5.2,37.3655914
13_C11,2,Prdm2.1,32.48945148
13_D02,2,Prdm11.2,42.43542435
13_D03,2,Prkaa2.2,44.80959833
13_D04,2,Prdm5.3,53.03514377
13_D05,2,Prdm14.1,49.31722689
13_D06,2,Prdm13.2,42.67734554
13_D07,2,Prkaa2.3,45.59566787
13_D08,2,Prdm8.2,39.72286374
13_D09,2,Prdm15.2,43.30966685
13_D10,2,Prdm10.3,41.41662568
13_D11,2,Prkcd.2,44.34697856
13_E02,2,Prdm2.2,47.74897681
13_E03,2,Prdm4.2,44.98308906
13_E04,2,Prdm10.4,42.74255157
13_E05,2,Prdm9.3,44.44444444
13_E06,2,Prdm6.3,41.2907703
13_E07,2,Prdm14.2,28.52459016
13_E08,2,Prdm11.3,40.10416667
13_E09,2,Prkaa1.3,29.28416486
13_E10,2,Prdm8.3,43.79232506
13_E11,2,Prdm15.3,40.62153163
13_F02,2,Prdm12.3,45.73293173
13_F03,2,Prkcd.3,47.93737575
13_F04,2,Prdm6.4,51.43725169
13_F05,2,Prdm14.3,51.38211382
13_F06,2,Prdm13.3,70.96774194
13_F07,2,Prdm9.4,50.86260012
13_F08,2,Prdm4.3,48.69425472
13_F09,2,Prdm2.3,41.24755062
13_F10,2,Prdm13.4,44.48863636
13_F11,2,Prkaa1.4,48.16971714
13_G02,2,Prdm8.4,49.30139721
13_G03,2,Prdm2.4,48.67503487
13_G04,2,Prdm11.4,53.03442029
13_G05,2,Prkcd.4,55.30726257
13_G06,2,Prkaa2.4,51.19961612
13_G07,2,Prdm14.4,43.2576769
13_G08,2,Prdm12.4,42.32081911
13_G09,2,Prdm5.4,51.03092784
13_G10,2,Prdm15.4,51.42857143
13_G11,2,Prdm4.4,37.68926926
control3_B02,3,Bptf.1,34.48275862
control3_B03,3,Bptf.2,48.14814815
control3_B04,3,Bptf.3,40.60031596
control3_B05,3,Bptf.4,37.30337079
control3_B06,3,Whsc1.1,31.8627451
control3_B07,3,Whsc1.2,33.51293103
control3_B08,3,Whsc1.3,37.3223635
control3_B09,3,Whsc1.4,36.74963397
control3_B10,3,Cd4.1,40.59405941
control3_B11,3,Cd4.1,44.42836469
control3_C02,3,Mll2.1,19.60784314
control3_C03,3,Mll2.2,26.20498615
control3_C04,3,Mll2.3,38.96672504
control3_C05,3,Mll2.4,32.15017065
control3_C06,3,Brd8.1,33.33333333
control3_C07,3,Brd8.2,39.25570228
control3_C08,3,Brd8.3,28.49695917
control3_C09,3,Brd8.4,23.92829306
control3_C10,3,Cd4.2,28.68741543
control3_C11,3,Cd4.2,49.49954504
control3_D02,3,Ncor1.1,43.0471584
control3_D03,3,Ncor1.2,56.25
control3_D04,3,Ncor1.3,42.002442
control3_D05,3,Ncor1.4,44.75655431
control3_D06,3,Cxxcl.1,35.53546592
control3_D07,3,Cxxcl.2,34.85221675
control3_D08,3,Cxxcl.3,33.36653386
control3_D09,3,Cxxcl.4,32.19844358
control3_D10,3,Cd4.3,37.68796992
control3_D11,3,Cd4.3,45.03768844
control3_E02,3,Smarca4.1,29.79397781
control3_E03,3,Smarca4.2,26.8401487
control3_E04,3,Smarca4.3,35.19830028
control3_E05,3,Smarca4.4,37.73265651
control3_E06,3,Klf2.1,33.07024467
control3_E07,3,Klf2.2,37.50819672
control3_E08,3,Klf2.3,37.72727273
control3_E09,3,Klf2.4,32.51106894
control3_E10,3,Cd4.4,39.49504058
control3_E11,3,Cd4.4,39.71988796
control3_F02,3,Runx3.1,39.0212492
control3_F03,3,Runx3.2,47.77777778
control3_F04,3,Runx3.3,45.83333333
control3_F05,3,Empty,63.15789474
control3_F06,3,Sp140.1,36.88311688
control3_F07,3,Sp140.2,49.17127072
control3_F08,3,Sp140.3,43.36688015
control3_F09,3,Sp140.4,40.32951289
control3_F10,3,Empty,58.62068966
control3_F11,3,Empty,58.82352941
control3_G02,3,Smarce1.1,44.82758621
control3_G03,3,Smarce1.2,39.75903614
control3_G04,3,Smarce1.3,42.32111693
control3_G05,3,Smarce1.4,49.50657895
control3_G06,3,Wdr82.1,25.6127451
control3_G07,3,Wdr82.2,18.1598063
control3_G08,3,Wdr82.3,25.94187298
control3_G09,3,Wdr82.4,25.29550827
control3_G10,3,Empty,0
control3_G11,3,Empty,33.33333333
21_B02,3,Satb1.3,40.75498078
21_B06,3,Setd7.2,52.11881188
21_B09,3,Smarcd2.3,47.92163092
21_B10,3,Setd3.1,41.99950385
21_C03,3,Smarca2.3,41.06109325
21_C04,3,Scmh1.1,43.83989994
21_C08,3,Sirt2,33.33333333
21_C11,3,Ube2a.1,35.18446602
21_D02,3,Setd3.2,47.92828685
21_D05,3,Smarcc1.2,44.04840484
21_D06,3,Smarcb1.1,51.85185185
21_D09,3,Smyd1.1,44.09537619
21_D10,3,Scmh1.2,50.2748931
21_E02,3,Ube2a.2,46.66666667
21_E04,3,Scmh1.3,45.46001203
21_E07,3,Smarcc1.3,49.20634921
21_E08,3,Setd3.3,49.84358707
21_E11,3,Smyd1.2,33.00627943
21_F02,3,Smarca2.1,41.87850065
21_F05,3,Smarcd2.1,65.95744681
21_F06,3,Smarcb1.2,41.28664495
21_F10,3,Smarcc1.1,41.95652174
21_G04,3,Setd7.1,38.79043601
21_G07,3,Smarcd2.2,52.14793741
21_G08,3,Smarca2.2,48.46322722
21_G10,3,Smyd1.3,47.36323312
17_B02,3,Smyd4.1,32.94152219
17_B03,3,Suv39h2.1,38.91036907
17_B04,3,Suv420h1.1,29.43722944
17_B05,3,Suv39h1.1,32.33364574
17_B06,3,Sp100.1,29.85507246
17_B07,3,Tcea1.1,34.91495076
17_B08,3,Suz12.1,29.90033223
17_B09,3,Ssrp1.1,26.57226156
17_B10,3,Smyd5.1,33.19423369
17_B11,3,Taf1.1,27.63001191
17_C02,3,Suz12.2,39.97879109
17_C03,3,Sp110.1,31.80100756
17_C04,3,Smyd4.2,38.16934846
17_C05,3,Taf1.2,36.49506347
17_C06,3,Suv420h2.1,45.84599797
17_C07,3,Suv420h1.2,36.37525562
17_C08,3,Sp100.2,38.70879869
17_C09,3,Taf3.1,38.12080537
17_C10,3,Suv39h2.2,45.61503417
17_C11,3,Supt16h.1,38.95417156
17_D02,3,Smyd5.2,43.27956989
17_D03,3,Taf3.2,41.36604137
17_D04,3,Suv39h2.3,38.95781638
17_D05,3,Sp140.1,41.79216867
17_D06,3,Sp110.2,33.86773547
17_D07,3,Taf3.3,34.21962244
17_D08,3,Suv420h2.2,37.15580342
17_D09,3,Ssrp1.2,32.72233537
17_D10,3,Smyd4.3,28.50336323
17_D11,3,Tcea1.2,37.79310345
17_E02,3,Supt16h.2,41.27516779
17_E03,3,Suv39h1.2,47.78472411
17_E04,3,Smyd4.4,40.47501237
17_E05,3,Suz12.3,37.6
17_E06,3,Suv420h1.3,42.48592464
17_E07,3,Sp140.2,45.89643381
17_E08,3,Smyd5.3,36.69025585
17_E09,3,Taf1.3,37.68529076
17_E10,3,Suv420h2.3,31.4025974
17_E11,3,Ssrp1.3,40.69767442
17_F02,3,Sp100.3,47.48201439
17_F03,3,Tcea1.3,49.47175011
17_F04,3,Suv420h1.4,43.45056065
17_F05,3,Sp140.3,43.36935167
17_F06,3,Sp110.3,44.39759036
17_F07,3,Suz12.4,42.99835255
17_F08,3,Suv39h1.3,43.61823362
17_F09,3,Supt16h.3,53.68809273
17_F10,3,Sp110.4,56.66666667
17_F11,3,Taf1.4,37.09055877
17_G02,3,Suv420h2.4,41.56923077
17_G03,3,Supt16h.4,41.76732359
17_G04,3,Smyd5.4,36.6355798
17_G05,3,Tcea1.4,42.73072061
17_G06,3,Taf3.4,35.06705921
17_G07,3,Sp140.4,42.13747646
17_G08,3,Sp100.4,43.68244502
17_G09,3,Suv39h2.4,44.04889556
17_G10,3,Ssrp1.4,35.20408163
17_G11,3,Suv39h1.4,40.39688164
19_B02,3,Wbp7.1,33.12933497
19_B03,3,Arid1b.1,33.18697402
19_B04,3,Brd7.2,38.14769482
19_B05,3,Actb,28.61580946
19_B06,3,Wdr82.1,16.96035242
19_B07,3,Eaf1.1,34.16833667
19_B08,3,Cecr2.1,35.48009368
19_B09,3,Zmynd11.1,33.00411523
19_B10,3,Wdr5.1,37.91348601
19_B11,3,Chd7.2,35.87636933
19_C02,3,Cecr2.2,33.20911881
19_C03,3,Whsc1.1,37.32360097
19_C04,3,Wbp7.2,40.06116208
19_C05,3,Chd7.3,41.14068441
19_C06,3,Brdt.3,46.19622246
19_C07,3,Brd7.3,47.65886288
19_C08,3,Wdr82.2,26.59786951
19_C09,3,Clock.3,37.60574212
19_C10,3,Arid1b.2,44.78164323
19_C11,3,Zmynd8.1,40.52841476
19_D02,3,Wdr5.2,36.23445826
19_D03,3,Dpy30.1,43.36902801
19_D04,3,Arid1b.3,38.28394211
19_D05,3,Whsc1l1.1,48.97959184
19_D06,3,Whsc1.2,51.92307692
19_D07,3,Dpy30.2,54.34782609
19_D08,3,Cbx2.1,39.10271009
19_D09,3,Zmynd11.2,41.06257379
19_D10,3,Wbp7.3,41.94303551
19_D11,3,Eaf1.2,32.24615385
19_E02,3,Zmynd8.2,42.21061793
19_E03,3,Actl6a,38.98500577
19_E04,3,Wbp7.4,42.92902542
19_E05,3,Cecr2.3,47.86190663
19_E06,3,Brdt.1,38.2475356
19_E07,3,Whsc1l1.2,43.77072477
19_E08,3,Wdr5.3,44.26229508
19_E09,3,Clock.1,42.54107338
19_E10,3,Cbx2.2,38.04168952
19_E11,3,Zmynd11.3,38.06398687
