Position,Pool,shRNA,GeoMean
14_B02,2,Prmt1.1,3961.25185653356
14_B03,2,Rbbp4.1,1771.28229553992
14_B04,2,Rbbp5.1,2748.37542285911
14_B05,2,Psip1.1,3413.48434337365
14_B06,2,Prmt3.1,1185.69843794339
14_B07,2,Rnf40.1,1965.08382067873
14_B08,2,Ring1.1,1896.71116393522
14_B09,2,Prmt7.1,2337.06681355279
14_B10,2,Prmt2.1,1951.75899126321
14_B11,2,Rnf20.1,1903.95906070787
14_C02,2,Ring1.2,1380.44714670157
14_C03,2,Prmt5.1,3020.87913086318
14_C04,2,Prmt1.2,2506.33653264696
14_C05,2,Rnf20.2,2143.35844151719
14_C06,2,Rbbp7.1,2192.86092930489
14_C07,2,Rbbp5.2,1094.13323665734
14_C08,2,Prmt3.2,1523.33596328863
14_C09,2,Rnf217.1,2806.66856441405
14_C10,2,Rbbp4.2,1327.77426859517
14_C11,2,Prmt8.1,2081.42955102429
14_D02,2,Prmt2.2,2324.59092606554
14_D03,2,Rnf217.2,2185.37890016426
14_D04,2,Rbbp4.3,2445.89918384076
14_D05,2,Prmt6.1,1993.0158640979
14_D06,2,Prmt5.2,2131.90572122895
14_D07,2,Rnf217.3,1655.83879959314
14_D08,2,Rbbp7.2,1650.5706046192
14_D09,2,Prmt7.2,2172.81365090934
14_D10,2,Prmt1.3,2765.93238955452
14_D11,2,Rnf40.2,1912.58757159846
14_E02,2,Prmt8.2,2493.55596096625
14_E03,2,Psip1.2,2961.61602641828
14_E04,2,Prmt1.4,2710.67808618914
14_E05,2,Ring1.3,2505.00996965486
14_E06,2,Rbbp5.3,3074.92924413826
14_E07,2,Prmt6.2,2988.29663192757
14_E08,2,Prmt2.3,2024.72639762984
14_E09,2,Rnf20.3,2729.77747334881
14_E10,2,Rbbp7.3,1856.49259504375
14_E11,2,Prmt7.3,1798.52279185038
14_F02,2,Prmt3.3,2555.98374035266
14_F03,2,Rnf40.3,2021.86665051058
14_F04,2,Rbbp5.4,2680.09281917081
14_F05,2,Prmt6.3,2388.91762648285
14_F06,2,Prmt5.3,2676.13210884618
14_F07,2,Ring1.4,2495.69605752868
14_F08,2,Psip1.3,3809.24707635267
14_F09,2,Prmt8.3,1779.82059580039
14_F10,2,Prmt5.4,1788.75504267107
14_F11,2,Rnf20.4,1897.68868326148
14_G02,2,Rbbp7.4,1052.34785793475
14_G03,2,Prmt8.4,1691.38827125171
14_G04,2,Prmt2.4,1971.46348620619
14_G05,2,Rnf40.4,1780.16006303971
14_G06,2,Rnf217.4,2386.68863696517
14_G07,2,Prmt6.4,2127.77194183842
14_G08,2,Prmt3.4,2028.91241342362
14_G09,2,Rbbp4.4,3910.92528617023
14_G10,2,Prmt7.4,2102.76639600548
14_G11,2,Psip1.4,2626.97152076414
12_B02,2,Pcgf2.1,1007.3266863112
12_B03,2,Phf20.1,2458.2960343055
12_B04,2,Phf20l1.1,2526.45416798068
12_B05,2,Phf2.1,3023.56418148015
12_B06,2,Pcgf6.1,1794.28259341169
12_B07,2,Prdm1.1,2198.32542606575
12_B08,2,Phip.1,2104.57655753034
12_B09,2,Phf1.1,2371.06485343107
12_B10,2,Pcgf5.1,2302.28504869149
12_B11,2,Polr2b.1,2092.52727440917
12_C02,2,Phip.2,3559.65433837581
12_C03,2,Pcmt1.1,2562.93134749828
12_C04,2,Pcgf2.2,1789.53375788272
12_C05,2,Polr2b.2,3631.4346496225
12_C06,2,Phf8.1,2432.13742078088
12_C07,2,Phf20l1.2,2202.52377926176
12_C08,2,Pcgf6.2,1959.11065181848
12_C09,2,Ppargc1a.1,2965.16799044698
12_C10,2,Phf20.2,2356.38140849919
12_C11,2,Phf19.1,3174.64058452988
12_D02,2,Pcgf5.2,2745.14549428021
12_D03,2,Ppargc1a.2,2624.92844421911
12_D04,2,Phf20.3,3093.09446320076
12_D05,2,Phc1.1,2927.61889238772
12_D06,2,Pcmt1.2,3666.13853375008
12_D07,2,Ppargc1a.3,2929.50112275879
12_D08,2,Phf8.2,2677.69958172847
12_D09,2,Phf1.2,2621.21328196545
12_D10,2,Pcgf2.3,2859.49189790706
12_D11,2,Prdm1.2,2877.06430656963
12_E02,2,Phf19.2,2762.85284321302
12_E03,2,Phf2.2,3032.74558114563
12_E04,2,Pcgf2.4,2940.98463484128
12_E05,2,Phip.3,2592.27095032545
12_E06,2,Phf20l1.3,2113.82479903836
12_E07,2,Phc1.2,3575.75740526047
12_E08,2,Pcgf5.3,3010.33864851978
12_E09,2,Polr2b.3,2238.13254140642
12_E10,2,Phf8.3,2580.00578262901
12_E11,2,Phf1.3,2402.53169651085
12_F02,2,Pcgf6.3,2109.7795727618
12_F03,2,Prdm1.3,3162.14652352701
12_F04,2,Phf20l1.4,3027.64440933957
12_F05,2,Phc1.3,1977.46847081444
12_F06,2,Pcmt1.3,3068.34337078567
12_F07,2,Phip.4,2195.14150249147
12_F08,2,Phf2.3,2288.9481965806
12_F09,2,Phf19.3,1916.59779590614
12_F10,2,Pcmt1.4,2198.34765416132
12_F11,2,Polr2b.4,3209.06036856645
12_G02,2,Phf8.4,1773.50380758604
12_G03,2,Phf19.4,1761.62754889392
12_G04,2,Pcgf5.4,2784.74306106862
12_G05,2,Prdm1.4,1391.53965318674
12_G06,2,Ppargc1a.4,2044.14994496514
12_G07,2,Phc1.4,1663.54197546434
12_G08,2,Pcgf6.4,1672.66942041845
12_G09,2,Phf20.4,1294.65848960924
12_G10,2,Phf1.4,1450.42383868291
12_G11,2,Phf2.4,2268.39786719642
13_B02,2,Prdm10.1,1986.45233555537
13_B03,2,Prdm5.1,2045.40671703917
13_B04,2,Prdm6.1,2342.18256620427
13_B05,2,Prdm4.1,2612.84777472912
13_B06,2,Prdm12.1,3013.47699854372
13_B07,2,Prkcd.1,2890.25751068189
13_B08,2,Prdm9.1,2609.51820027284
13_B09,2,Prdm15.1,2751.0887994101
13_B10,2,Prdm11.1,1650.41027872438
13_B11,2,Prkaa1.1,2052.95355578195
