Well,GeoMean BV605-A - PD-1 of Amet+_PD1,GeoMean PerCP-Cy5-5-A - Lag3 of Amet+,Amet+Tim3+ as % of Amet+,GeoMean PE-A - Tim3 of Amet+
B02,186.807641481691,569.410914875591,5.9135039717564,22.312077652076
B03,422.221711546305,883.958045560283,5.27018012008005,21.3003204351102
B04,198.069667699487,767.571325266696,7.91666666666667,24.7769785947135
B05,345.466654739949,985.579882391189,5.42635658914729,22.4832981490984
B06,317.110479421473,730.010380373752,5.03355704697987,20.0935981763349
B07,314.234852500217,918.407740986725,4.65403624382208,21.1765818707886
B08,345.98601362295,964.864870157432,5.43414057885411,21.1614488362838
B09,323.865376719499,1009.10382245203,6.1787072243346,23.4218863868271
B10,215.035702732012,697.90812559123,4.6875,19.7297680937754
B11,354.223580669629,726.038401062823,6.09154929577465,23.1000380087471
C02,397.555678165055,1121.85930291803,7.23514211886305,24.364732230897
C03,259.633460590785,651.537324902687,5.40540540540541,19.9848335167942
C04,265.302857032593,898.140152035648,6.89655172413793,23.6227686666442
C05,356.084081288535,1216.653701169,3.51724137931034,18.9219130389673
C06,297.277513784472,960.724565644215,5.82226762002043,21.5401185957682
C07,521.428001964013,1264.76295273458,13.9058171745152,36.9125096943001
C08,301.283293879964,1011.18286654057,7.8593588417787,27.7515391199923
C09,266.724969925243,710.182591649121,4.40386680988185,21.0405430748823
C10,310.336041960925,515.489818955553,15,18.4026645533818
C11,219.952693456496,711.252969682127,5.86170586170586,24.8430878571294
D02,283.362882983208,753.349154702056,2.24971878515186,15.1913460089884
D03,353.901049704379,877.328518043773,6.24741414977245,23.217840040521
D04,403.761646165159,783.57438658222,4.21496311907271,19.3103527472865
D05,387.289675709177,1153.48704304659,6.82565789473684,25.581530563702
D06,317.687811234202,943.740269467214,6.37362637362637,19.5116959012181
D07,278.386833835598,790.425507300002,2.89184499710816,17.6669732125678
D08,329.331284684227,977.623837065649,5.02994011976048,19.0095414929457
D09,399.700414088769,1277.28404000143,6.42487046632124,25.5477349370698
D10,266.334565891989,689.181289022169,3.36862367661213,17.758033820784
D11,387.384827532605,1233.56312778168,5.61097256857855,23.2990691848872
E02,174.374457388815,574.501052542694,9.2741935483871,27.3511900608686
E03,262.731077118042,663.29970160191,3.11526479750779,18.548682593451
E04,313.136265945575,926.616353456137,4.25977653631285,19.5363697390073
E05,251.950026536778,744.885297946172,4.76190476190476,19.0858680450251
E06,281.435827733689,832.851405309203,6.10079575596817,23.0493583069923
E07,252.974016889862,827.22715116823,3.08641975308642,19.4279108455479
E08,323.928787709268,916.034155826261,3.35254059717129,18.0044279366651
E09,350.595012983671,1049.49258324128,5.81818181818182,21.3350964444544
E10,312.573790553948,1011.50036974602,5.17241379310345,21.3795030754257
E11,345.295130538721,989.335254683428,6.22177621675866,24.6112648217027
F02,346.35302290905,745.830900686829,6.43363728470111,22.5217391963946
F03,402.191682372114,846.112783774875,6.87960687960688,21.0219569917696
F04,302.037176999314,826.547865376109,4.77903391572456,20.4862216468054
F05,349.174330857716,835.052133210585,5.40746382330541,23.6919139411419
F06,366.260508662201,1237.37886685341,3.0698889614631,17.7245146892401
F07,342.231474734731,952.463831891462,5.44369873228934,21.9868951333209
F08,346.614346736159,820.260249422228,5.94098883572568,23.0712377306294
F09,294.721485658374,784.462007824968,3.14795383001049,17.7190671373308
F10,328.047789039654,1028.29176273373,5.04098360655738,20.1029372454162
F11,358.85663193105,1041.62851952909,6.1389337641357,18.6753998525081
G02,213.665608315968,691.726357221246,8.96431679721497,27.2117459272805
G03,243.462053720441,569.882601200866,3.72983870967742,19.9804756863659
G04,300.967388214198,662.849193498152,6.29722921914358,23.1096770630478
G05,265.178590831776,691.312828215405,3.3096926713948,19.1171468905303
G06,427.355252330001,872.039629922536,4.6875,22.8905543935277
G07,306.044634517885,784.56435002421,6.8678459937565,24.3079009384269
G08,295.490771217222,758.277662887572,4.86991327551701,19.9221902825781
G09,435.184518111994,628.078309391132,3.16205533596838,20.8567803009952
G10,431.578665982184,774.538593187293,3.55207706201084,19.4073309276277
G11,435.636516922645,943.671164743128,13.8089758342923,39.9725491960919
