Well,GeoMean BV605-A - PD-1 of Amet+_PD1,GeoMean PerCP-Cy5-5-A - Lag3 of Amet+,Amet+Tim3+ as % of Amet+,GeoMean PE-A - Tim3 of Amet+
B02,305.910629975522,995.370539037988,11.3256113256113,28.9549435877683
B03,204.036869348473,785.002380858232,4.51223387353035,18.4906396002836
B04,336.195935516593,903.289111928743,5.2961945861122,22.1812278501621
B05,409.268878949375,1250.045848035,9.28242264647795,30.1040992728101
B06,78.3122036524609,450.81945542421,9.09090909090909,46.4629851279375
B07,243.511287091758,856.956805607056,4.69953775038521,21.8487506538491
B08,298.141849815222,851.630323507612,2.28878214184798,16.2664561787547
B09,211.930531022499,739.661049956737,2.7620128641695,18.1574906825932
B10,345.894017397196,661.763327849992,4.9359575132771,20.6765530188774
B11,363.753336953721,903.33627617152,4.4263775971093,21.4777224021934
C02,260.562043276868,944.599867751584,6.28930817610063,18.9225631693411
C03,275.038571823898,813.958777244451,3.65950676213206,17.6827214303623
C04,287.713198972697,856.913183608179,2.65848670756646,16.7635143520614
C05,275.289983330075,898.557115411874,3.38770388958595,19.3044066867633
C06,281.667698016993,719.502548264452,2.11512717536814,18.1130176860528
C07,242.773378408416,591.911064481446,1.72626387176326,14.9948572079706
C08,304.059609098292,746.761601716832,2.26073850791259,16.3408798410797
C09,496.26243183884,1909.75257044704,30,80.3121482190498
C10,318.916069087535,1028.97831843883,3.93351800554017,21.8463803614835
C11,362.608914613114,969.820667810939,3.83347073371805,22.313708966381
D02,319.708101621793,812.140519027737,5.0468262226847,20.6384979216025
D03,257.76330868328,1116.1881487963,5.85106382978723,23.8674856301064
D04,209.037848592176,778.802727755918,2.3728813559322,14.4965072672924
D05,542.548312997675,1415.51738832915,3.32120109190173,18.7296635362505
D06,303.427127859823,947.10071068531,3.45092024539877,17.3698737247352
D07,164.547752037764,791.217092095134,14.2857142857143,50.1163319422648
D08,442.451178966823,653.643010053525,0.960219478737997,14.1513992640672
D09,305.00433290601,952.258751631257,1.6580310880829,16.589056605097
D10,406.910154115938,710.253750714409,1.69133192389006,17.794205943036
D11,385.556060880515,752.015568781924,2.75735294117647,17.8934212398709
E02,248.372527811861,839.08585646934,5.71428571428571,20.9488633715949
E03,225.808802707439,852.690159229641,3.32712889716147,17.2610356485251
E04,212.283693969228,876.469017550626,2.3542600896861,17.1574496756556
E05,248.128749341992,774.538431760506,2.31032515687393,16.882517585463
E06,299.51820190455,927.233014712593,2.40323804705287,17.1608690972072
E07,171.848237758125,590.021920318835,1.46914789422135,16.0916990393114
E08,161.122301784125,707.674659123597,2.89761751448809,17.1611451715914
E09,381.723544815531,933.038543062915,2.14592274678112,16.6330776694071
E10,337.501284486958,664.346501591356,1.98333994446648,16.7465779882972
E11,260.183125852122,806.122860325716,2.92914064182641,19.201133613468
F02,238.700705254637,960.341130358269,4.05014464802314,19.4438428266043
F03,213.486745536511,1005.90304264658,4.16809019473864,19.456908871442
F04,247.217225065379,604.764323270786,1.76991150442478,16.0384134607041
F05,267.787145502786,1025.26865042808,5.86370839936609,21.1880329822647
F06,231.619664161612,971.846796954324,3.83008356545961,19.1019227224749
F07,212.327536903329,791.286786037873,2.09660297239915,17.7194213534705
F08,213.753699394645,754.143559352802,1.17801047120419,18.3559203616543
F09,349.079533833539,1022.12456724346,1.87345351714387,17.7907019802795
F10,350.328812591778,1070.47805866466,5.48554484803558,23.757505254883
F11,344.312725518837,775.35437300632,3.11504424778761,19.7032436786779
G02,286.527212349315,802.6619239318,3.90070921985816,17.5009650336789
G03,241.898420045583,836.986729819533,5.02028397565923,22.4648840602779
G04,256.598756423506,738.452873206697,5.04918032786885,20.9935808833559
G05,336.961495906704,1126.24980153887,6.96442089326268,24.3540507247876
G06,202.785875548379,760.767163567383,3.18956143530265,18.3465231381345
G07,281.075652656806,740.518428955512,2.1558872305141,17.7733847950184
G08,865.580989074166,980.846048154033,0,7.24291213154771
G09,385.480867283376,1111.14375736563,2.27380388441497,18.0054135092858
G10,231.000515924139,722.332775515297,2.38600212089077,22.4684545832132
G11,455.803151908883,901.86409855702,3.11550151975684,21.9837191286541
