"Experiment: Panel 2 10U 3-24-15","Analysis: panel2","User: Admin","Plate: Plate 0004","Plate Type: 96 Well","Plate Order: Row","Export Date: 7/10/2015","Export Time: 6:18:59 PM"
"Well ID","Well Type","Count of live cells","Count of Amet+","Count of Amet+GFP+","Count of GFP+","GeoMean BV605-A - PD-1 of Amet+","GeoMean BV605-A - PD-1 of Amet+GFP+","GeoMean BV605-A - PD-1 of GFP+","GeoMean PerCP-Cy5-5-A - Lag3 of Amet+","GeoMean PerCP-Cy5-5-A - Lag3 of Amet+GFP+","GeoMean PerCP-Cy5-5-A - Lag3 of GFP+","Amet+Tim3+ as % of Amet+","Amet+GFP+Tim3+ as % of Amet+GFP+","GFP+ as % of GFP+Tim3+","GFP+Tim3+ as % of GFP+","GeoMean PE-A - Tim3 of Amet+","GeoMean PE-A - Tim3 of Amet+GFP+","GeoMean PE-A - Tim3 of GFP+"
"B02","Sample",13630,1133,2075,1383,186.807641481691,1976.78138335922,2549.68038673304,569.410914875591,1415.29898569622,1196.51597254749,5.9135039717564,38.0240963855422,309.395973154362,32.3210412147505,22.312077652076,112.679715894153,79.3465938131979
"B03","Sample",18209,1499,1641,2159,422.221711546305,4086.19898443753,3365.48570150625,883.958045560283,1918.73781027079,1979.90389963374,5.27018012008005,39.5490554539915,232.400430570506,43.0291801760074,21.3003204351102,124.760843018319,139.302176055609
"B04","Sample",14571,480,695,2472,198.069667699487,2339.81323209634,2365.54491885911,767.571325266696,1159.47510973284,1124.49380250258,7.91666666666667,42.589928057554,287.441860465116,34.789644012945,24.7769785947135,133.208446821794,91.5209732114205
"B05","Sample",15723,258,337,2897,345.466654739949,3753.00374455019,2648.0701949831,985.579882391189,1936.43504449593,1684.94170243096,5.42635658914729,52.5222551928783,246.134239592183,40.6282361063169,22.4832981490984,237.549791426944,128.682105720542
"B06","Sample",17647,2086,1798,1696,317.110479421473,2997.31891122857,2403.32536005204,730.010380373752,1404.6014084718,1383.2433588346,5.03355704697987,37.0411568409344,291.408934707904,34.3160377358491,20.0935981763349,102.526740229641,95.860287838959
"B07","Sample",15571,2428,1871,1112,314.234852500217,2372.02793356995,1922.15950641522,918.407740986725,1472.90813305071,1235.59875884493,4.65403624382208,42.8113308391235,390.175438596491,25.6294964028777,21.1765818707886,145.46093523366,65.4637981710602
"B08","Sample",16041,1693,1643,1639,345.98601362295,2682.50434974152,2038.16277865683,964.864870157432,1416.28790341008,1201.48791875249,5.43414057885411,39.0139987827145,345.052631578947,28.9810860280659,21.1614488362838,119.766587586567,72.2270490713561
"B09","Sample",18777,3156,2391,1298,323.865376719499,2776.61673544893,2393.41429144404,1009.10382245203,1749.19722217799,1394.21085592002,6.1787072243346,42.952739439565,325.31328320802,30.7395993836672,23.4218863868271,128.829950737601,74.124121065872
"B10","Sample",18569,896,730,2619,215.035702732012,1659.89832652758,1878.90828957049,697.90812559123,1014.14216597634,1053.0476986855,4.6875,32.4657534246575,301.380897583429,33.1806032836961,19.7297680937754,80.713118501688,87.6635830022122
"B11","Sample",20666,2840,1718,1359,354.223580669629,2678.89308940827,2147.05323949931,726.038401062823,1306.52557642165,1229.06061957995,6.09154929577465,42.6658905704307,293.520518358531,34.0691685062546,23.1000380087471,138.879699282685,90.8883283223446
"C02","Sample",16086,1161,1285,2199,397.555678165055,3962.12322484702,2703.10434773297,1121.85930291803,2472.69462251944,1601.06304627215,7.23514211886305,47.2373540856031,267.518248175182,37.3806275579809,24.364732230897,160.255390865113,99.7390265756356
"C03","Sample",14424,999,1259,1864,259.633460590785,2399.0444089124,2086.72795547758,651.537324902687,1162.3370250866,1052.54913736811,5.40540540540541,40.1906274821287,309.634551495017,32.2961373390558,19.9848335167942,112.102298082768,82.5809156118711
"C04","Sample",15344,667,886,2525,265.302857032593,2753.6596116861,2211.4161088757,898.140152035648,1483.93192612226,1314.25638783364,6.89655172413793,46.1625282167043,298.110979929162,33.5445544554455,23.6227686666442,138.5648783707,82.9732304113416
"C05","Sample",16269,1450,1944,1634,356.084081288535,3615.60524840106,2821.58951325148,1216.653701169,2308.82825615532,1824.91198501586,3.51724137931034,31.6872427983539,269.63696369637,37.0869033047736,18.9219130389673,74.9318585096413,100.022481308291
"C06","Sample",17258,1958,1698,1574,297.277513784472,3142.0517437126,2407.23095921248,960.724565644215,1722.61566829046,1426.0299504561,5.82226762002043,42.5795053003534,311.683168316832,32.0838627700127,21.5401185957682,123.302323774353,82.3800608019532
"C07","Sample",17529,1805,1263,2296,521.428001964013,3431.6050415203,2551.62169924234,1264.76295273458,1763.22350571654,1709.53273544274,13.9058171745152,49.3269992082344,305.725699067909,32.7090592334495,36.9125096943001,213.390642072821,90.8353310741997
"C08","Sample",18026,967,1090,2682,301.283293879964,2938.57710333923,2392.4815801705,1011.18286654057,1756.07665506517,1588.24837370546,7.8593588417787,51.1926605504587,268.7374749499,37.2110365398956,27.7515391199923,199.757998226706,102.397500539725
"C09","Sample",17509,1862,1721,1918,266.724969925243,2570.85648067712,2463.39413802834,710.182591649121,1349.52089255373,1343.53354094457,4.40386680988185,40.1510749564207,286.268656716418,34.9322210636079,21.0405430748823,124.061104469803,89.3403972609241
"C10","Sample",17402,20,27,3239,310.336041960925,2037.07983510128,3072.85021938105,515.489818955553,643.418391087356,1775.69813731414,15,29.6296296296296,252.652106084243,39.5801173201605,18.4026645533818,84.5037765752941,110.75278143549
"C11","Sample",21019,2849,2190,1810,219.952693456496,2269.06779734001,2318.14690641984,711.252969682127,1309.6601058246,1300.73875963632,5.86170586170586,46.8493150684931,271.364317841079,36.8508287292818,24.8430878571294,163.97402075046,106.47798881301
"D02","Sample",17151,889,1214,2276,283.362882983208,2708.09283346122,2273.95083021528,753.349154702056,1260.61595897973,1012.81825158086,2.24971878515186,35.0906095551895,303.06258322237,32.9964850615114,15.1913460089884,87.5714776258567,79.2611884820626
"D03","Sample",15187,2417,2050,933,353.901049704379,3912.66581856138,2984.44691630809,877.328518043773,1571.50578435208,1468.97375549163,6.24741414977245,37.9024390243902,284.451219512195,35.1554126473741,23.217840040521,110.261180254488,97.2713298620726
"D04","Sample",15802,949,1085,1850,403.761646165159,2928.04369076069,2636.22846743722,783.57438658222,1263.49164932603,1199.54724646196,4.21496311907271,34.9308755760369,305.280528052805,32.7567567567568,19.3103527472865,90.9101125720447,79.9158098120216
"D05","Sample",18468,2432,2121,1594,387.289675709177,3497.05085694727,2618.17472585253,1153.48704304659,1741.23363568696,1267.40676158002,6.82565789473684,45.5917020273456,403.544303797468,24.7804265997491,25.581530563702,154.000403342445,61.0266629401082
"D06","Sample",16941,1365,1356,2056,317.687811234202,2849.17225191075,2155.81460768774,943.740269467214,1311.3553293485,1023.17598114719,6.37362637362637,37.094395280236,371.790235081374,26.8968871595331,19.5116959012181,103.902565788846,60.3769901871294
"D07","Sample",17244,1729,1936,1581,278.386833835598,2797.347579801,2228.25096573551,790.425507300002,1331.19016618901,1132.62841557544,2.89184499710816,35.4855371900826,357.692307692308,27.9569892473118,17.6669732125678,98.6204006939999,56.9336941159253
"D08","Sample",17698,1670,1849,1828,329.331284684227,3400.76830926604,2600.08064978303,977.623837065649,1713.18452637571,1362.97653656993,5.02994011976048,44.4023796646836,340.409683426443,29.3763676148797,19.0095414929457,143.480140163129,70.6363815607548
"D09","Sample",17406,965,962,2541,399.700414088769,3065.70891094453,2685.46031051122,1277.28404000143,1937.13217047657,1412.47274999697,6.42487046632124,48.7525987525988,340.616621983914,29.3585202676112,25.5477349370698,167.220233429702,68.8376985024938
"D10","Sample",18604,1039,1204,2477,266.334565891989,2440.534922559,1845.55970204512,689.181289022169,1148.90951148371,947.278570482226,3.36862367661213,37.1262458471761,344.027777777778,29.0674202664514,17.758033820784,103.991821402945,70.5141733092141
"D11","Sample",19807,802,1052,2813,387.384827532605,3055.9744919665,2493.91183419845,1233.56312778168,1789.93745647259,1717.50445184042,5.61097256857855,50.2851711026616,241.874462596733,41.3437611091362,23.2990691848872,172.933819591713,122.762844049776
"E02","Sample",18649,496,677,2922,174.374457388815,2082.50729670747,2593.12605545271,574.501052542694,1083.2004101654,1161.08736091266,9.2741935483871,41.506646971935,265.395095367847,37.6796714579055,27.3511900608686,123.413494013159,103.189796002046
"E03","Sample",15565,963,1028,2076,262.731077118042,3445.95898607436,2533.63066114772,663.29970160191,1027.66553172898,1125.81451754368,3.11526479750779,28.0155642023346,287.933425797503,34.7302504816956,18.548682593451,66.2257117839984,91.704369499909
"E04","Sample",18187,1432,1754,2326,313.136265945575,3291.71978085173,2503.66317294129,926.616353456137,1533.92432019475,1208.76791087142,4.25977653631285,41.9042189281642,305.650459921156,32.7171109200344,19.5363697390073,135.884142435409,77.5819094513475
"E05","Sample",18976,840,922,2946,251.950026536778,2477.12591421824,2209.01527317117,744.885297946172,1222.15711470865,1099.05020503648,4.76190476190476,39.3709327548807,360.587515299878,27.7325186693822,19.0858680450251,110.087782102731,63.9785730634067
"E06","Sample",19059,754,958,2955,281.435827733689,2948.58646001292,2318.92011837168,832.851405309203,1192.74521231237,1129.36490098182,6.10079575596817,36.9519832985386,332.77027027027,30.0507614213198,23.0493583069923,103.611249535862,76.1493527397346
"E07","Sample",18709,1134,1523,2724,252.974016889862,2766.32387622994,2457.48885054224,827.22715116823,1372.90441120219,1146.81541891461,3.08641975308642,39.0019697964544,354.6875,28.1938325991189,19.4279108455479,115.516428436745,62.6090561203127
"E08","Sample",17497,1909,2098,1742,323.928787709268,3242.45052569875,2432.18316158169,916.034155826261,1355.02097561837,1182.34123913697,3.35254059717129,36.2249761677788,356.967213114754,28.0137772675086,18.0044279366651,96.7458560269773,67.7524823685194
"E09","Sample",21265,1375,2031,2849,350.595012983671,3552.55227574998,2605.42719901925,1049.49258324128,1699.310075879,1411.40167926907,5.81818181818182,40.8665681930084,329.74537037037,30.3264303264303,21.3350964444544,125.616287904223,77.8254784983416
"E10","Sample",21030,870,1079,3260,312.573790553948,2905.16456845994,2281.35232622975,1011.50036974602,1573.93739706459,1218.45897388486,5.17241379310345,46.7099165894347,274.873524451939,36.3803680981595,21.3795030754257,167.227103141127,101.262052011085
"E11","Sample",21708,1993,2162,2401,345.295130538721,3051.84196417228,2771.32791842642,989.335254683428,1726.34590726298,1345.20800408016,6.22177621675866,49.0749306197965,275.344036697248,36.3182007496876,24.6112648217027,174.75579100889,99.5683106288279
"F02","Sample",15849,1974,1720,1058,346.35302290905,2674.30386460252,2003.07856666732,745.830900686829,800.611784747936,966.968313467818,6.43363728470111,34.593023255814,248.356807511737,40.2646502835539,22.5217391963946,85.800695568629,115.347015120787
"F03","Sample",15134,814,1088,2111,402.191682372114,4221.21397011258,2779.02797536645,846.112783774875,1689.2216820577,1232.60722064749,6.87960687960688,44.0257352941176,289.57475994513,34.5333964945523,21.0219569917696,154.942697298606,87.6586469316462
"F04","Sample",16810,1946,1948,1538,302.037176999314,2630.40871384684,2385.38814128229,826.547865376109,1156.96043612467,1079.39384729579,4.77903391572456,39.5790554414784,369.711538461538,27.0481144343303,20.4862216468054,111.716485730445,60.7782656662831
"F05","Sample",19198,1313,1575,2524,349.174330857716,3488.35760935443,2527.5820976179,835.052133210585,1497.01858482269,1232.19915514102,5.40746382330541,44.8888888888889,308.557457212714,32.4088748019017,23.6919139411419,140.271973654693,81.6034368633222
"F06","Sample",16038,1531,2325,1345,366.260508662201,4523.4209328192,2670.46799430614,1237.37886685341,1886.69786681112,1003.59656973299,3.0698889614631,31.1827956989247,413.846153846154,24.1635687732342,17.7245146892401,74.819932899089,53.3072283451929
"F07","Sample",19179,1341,1661,2431,342.231474734731,3477.74698005625,2776.08764962554,952.463831891462,1746.88523855232,1186.53597996329,5.44369873228934,42.5045153521975,361.218424962853,27.6840806252571,21.9868951333209,141.144596242055,66.9461186864343
