"Experiment: Panel 2 10U 3-24-15","Analysis: panel2","User: Admin","Plate: Plate 0005","Plate Type: 96 Well","Plate Order: Row","Export Date: 7/10/2015","Export Time: 6:19:40 PM"
"Well ID","Well Type","Count of live cells","Count of Amet+","Count of Amet+GFP+","Count of GFP+","GeoMean BV605-A - PD-1 of Amet+","GeoMean BV605-A - PD-1 of Amet+GFP+","GeoMean BV605-A - PD-1 of GFP+","GeoMean PerCP-Cy5-5-A - Lag3 of Amet+","GeoMean PerCP-Cy5-5-A - Lag3 of Amet+GFP+","GeoMean PerCP-Cy5-5-A - Lag3 of GFP+","Amet+Tim3+ as % of Amet+","Amet+GFP+Tim3+ as % of Amet+GFP+","GFP+ as % of GFP+Tim3+","GFP+Tim3+ as % of GFP+","GeoMean PE-A - Tim3 of Amet+","GeoMean PE-A - Tim3 of Amet+GFP+","GeoMean PE-A - Tim3 of GFP+"
"B02","Sample",16607,605,824,2608,172.322621618959,1976.5629658102,1681.3917603395,537.912868628485,1175.24070283095,1041.45695077542,7.60330578512397,41.2621359223301,271.101871101871,36.8865030674847,28.6191029982869,138.837622752913,96.5436411856799
"B03","Sample",16058,2002,1747,1371,174.543712727965,1281.04422189509,1424.38075860029,356.43594857334,644.00350510552,788.404694760909,4.14585414585415,25.5867200915856,353.350515463917,28.3005105762217,18.211970099839,58.2448242665547,71.5313574805433
"B04","Sample",15562,1474,1657,1477,184.679461105683,1801.15728804188,1373.82734993107,491.796773616703,840.401514052812,706.00941626915,4.54545454545455,31.925165962583,357.627118644068,27.9620853080569,19.9900365006461,94.0749069321088,67.2088124298948
"B05","Sample",14095,2992,1899,714,336.723192995889,2336.95440879098,1933.80001692921,690.405440596133,1133.72551000302,1206.81100639791,7.68716577540107,37.0194839389152,311.7903930131,32.0728291316527,28.7793706472394,116.295336310625,74.459628052671
"B06","Sample",17099,2274,2184,1380,190.200760750994,1706.89150136082,1352.86977609857,489.719082994589,742.422472818335,621.052111659301,5.89270008795075,35.5769230769231,409.495548961424,24.4202898550725,22.841773899102,102.547068759763,65.3780769696848
"B07","Sample",17854,1320,1420,2386,295.391608568801,3212.41736102984,2248.66495428179,773.196124671006,1129.6607601371,1112.9714160707,6.66666666666667,45.1408450704225,245.473251028807,40.7376362112322,25.5354896958907,154.964999675229,117.221167652574
"B08","Sample",18917,4,8,3012,380.648747954159,1558.23157217821,1946.21321608419,238.209085226123,184.540603596528,865.550120344545,0,12.5,244.282238442822,40.9362549800797,44.1383605869739,89.3968953390214,129.360564668493
"B09","Sample",17743,3014,2391,1053,254.547001233614,1534.79976772968,1415.72626379819,601.944351248958,748.517107748403,539.896888886299,8.69276708692767,43.5800920117106,361.855670103093,27.6353276353276,30.1698564844875,154.356131040334,72.0599128457617
"B10","Sample",18916,961,949,2537,249.347085089866,1546.84748048584,1643.05283655655,493.602739061165,655.619057282874,642.138472411475,7.49219562955255,40.6743940990516,280.641592920354,35.6326369728025,26.1803806823875,137.86167065882,105.324034225243
"B11","Sample",21279,216,199,3622,237.831511732731,2507.70345271833,1770.30079401922,575.796823278475,866.629439757959,778.258438338434,7.87037037037037,59.7989949748744,246.227056424201,40.6129210381005,34.8658145509664,287.787405114233,135.083205144237
"C02","Sample",17569,3107,2318,819,302.650824410986,3194.72953234541,1643.40021227565,788.153665037197,1351.08913125319,1422.45251059741,6.43707756678468,34.8576358930112,260,38.4615384615385,22.4452913756547,83.3329789098896,107.820924596432
"C03","Sample",14606,1738,2019,1080,210.81491634087,1849.10652079229,2148.06920504401,664.367646893904,1025.08655551208,790.898541436724,5.58112773302647,31.3026250619118,450,22.2222222222222,20.0784445364909,74.7316085655365,46.8966072552772
"C04","Sample",16762,219,392,2931,378.858932690811,2284.63150632897,1832.18006777924,705.830196369615,934.684845296217,839.629070580648,9.1324200913242,36.4795918367347,364.55223880597,27.4309109518936,28.5577526984716,103.365050448476,64.0432950588354
