Well,GeoMean BV605-A - PD-1 of Amet+GFP+_PD1,GeoMean PerCP-Cy5-5-A - Lag3 of Amet+GFP+,Amet+GFP+Tim3+ as % of Amet+GFP+,GeoMean PE-A - Tim3 of Amet+GFP+
B02,2191.79961159926,1288.47779917818,40.8979990239141,127.747316889698
B03,2996.3334972295,1418.34888489473,41.3333333333333,108.854150701431
B04,2763.88590648559,1231.34120776267,49.0106544901065,192.817023211485
B05,2433.09407068844,1193.36942804629,34.5029239766082,102.391118276038
B06,4740.62969990077,1377.60362439963,48.9566613162119,181.878755390229
B07,3243.82482325886,1271.9803623101,39.4699140401146,123.428314156605
B08,3317.91979131062,1318.25344290917,43.4573829531813,146.489231512269
B09,4096.10182361324,1196.06982588332,34.7485572959604,99.3889809330325
B10,3349.69841145541,1129.70395744649,32.2482967448902,95.9081746148064
B11,468.978698157076,469.142016406825,6.81760366319003,24.1779484475104
C02,1170.99146973433,619.676440219787,41.4707353676838,124.730049136749
C03,680.142257409798,615.924773488822,51.5998803827751,217.161877900502
C04,2760.21251512927,1381.80198871503,31.1196911196911,75.3267037264824
C05,2138.65579182814,1237.50789450272,50.2315789473684,201.109933698413
C06,3968.27112833107,2142.68023703916,32.0720720720721,86.8819655913962
C07,2922.92107497538,990.59513206917,29.2963140258497,72.005045333433
C08,3313.46077131058,864.132113557821,23.8255033557047,56.6022983915685
C09,3098.37797727849,1036.51261242466,16.8439716312057,40.6995911924253
C10,3046.13161957184,973.492017148809,18.6639469658338,46.2575861632318
C11,401.832220787239,494.212858562869,3.34870177141471,20.7659615251131
D02,2106.67724080094,805.933309784848,54.2586750788644,231.26651947618
D03,2348.92671821258,702.627627863307,44.4444444444445,248.118746838506
D04,2678.93880697025,1251.3386023163,49.8664886515354,220.455886321319
D05,2755.36691323655,1046.25844667548,39.8778359511344,136.92102702993
D06,2860.54076183413,1143.14371136585,25.1953125,65.8470686938382
D07,2804.14753403915,1184.87157835994,28.6908077994429,62.496293527641
D08,2910.92492446949,729.416227698236,22.1786064769382,57.7618440993113
D09,2597.52214098601,801.100710274207,21.5753424657534,55.5151540314184
D10,3142.92547137607,860.841442935449,23.7414187643021,57.6034574239024
D11,397.580907868957,271.324831671612,4.63883366467859,23.1845849161624
E02,1331.58635363356,1279.75977435771,33.1919406150583,85.5889606979008
E03,1006.15451538631,755.842545496102,25.377107364685,58.6489343039207
E04,1511.03657514527,905.331045580913,20.8686050791314,45.4352406605346
E05,2197.01825455159,1742.99740134978,25.8254716981132,62.5267888864122
E06,3643.26933078282,970.312078761729,24.6537396121884,62.0106091053732
E07,3108.49541431667,673.565258983678,22.2602739726027,51.7114866421999
E08,3607.10765769568,1389.58105659605,24.7388414055081,57.1143179194109
E09,2674.03068413223,1016.53147711198,17.8590933915893,44.7354490971157
E10,3001.89023685821,998.839782125063,25.7286995515695,65.4502178309534
E11,571.194329174073,531.882294536241,5.01206110962208,24.1366635460736
F02,3337.90916918765,1513.36893803307,26.5521064301552,51.6416926279239
F03,774.1378205517,1377.45268556751,30.9985096870343,93.2287223807949
F04,900.620412050691,1315.02773123156,33.8997451146984,105.082029508813
F05,1697.23453454753,816.703803209075,27.7777777777778,136.223983347643
F06,3371.14069369202,1286.88792022578,30.1482701812191,78.5445229168815
F07,1823.22359893376,956.669139848152,22.8881547899953,58.2169868198661
F08,2659.16511067708,784.572100583172,25.3112033195021,63.8121265462607
F09,3604.30467659847,851.347670178465,26.4638783269962,57.6728712861629
F10,2552.89605481481,1508.7693677695,25,139.721713561881
F11,1872.25992120946,879.823013714566,30.7692307692308,74.8658245141498
G02,2647.9448229532,1276.29635166386,35.0333940497875,96.3436366207496
G03,694.781113200722,478.76074262,28.8665254237288,76.6927310609829
G04,634.829656080692,385.862785056457,22.1351616062684,56.7597530223455
G05,1955.2860253167,942.73843417997,24.3542435424354,56.496818856947
G06,3461.05009578139,973.800436801139,30.1462317210349,76.0567307482707
G07,4147.2244459182,1356.98776834349,27.4024738344434,75.6804152007868
G08,3625.11638303605,557.041481565543,20.5882352941176,45.7954187831517
G09,3745.80891558313,583.822951530351,19.8214285714286,45.069441220396
G10,1503.92958644814,622.672001643251,14.2857142857143,119.540351422934
G11,2797.00713363775,284.336955206814,16.6666666666667,53.1541887519997
