Well,GeoMean BV605-A - PD-1 of Amet+GFP+_PD1,GeoMean PerCP-Cy5-5-A - Lag3 of Amet+GFP+,Amet+GFP+Tim3+ as % of Amet+GFP+,GeoMean PE-A - Tim3 of Amet+GFP+
B02,2910.52416107171,1925.7251174984,67.7581863979849,474.619315127692
B03,2846.85416832308,1309.07185379058,49.618966977138,185.182227391847
B04,3295.20801975105,1504.6209527314,45.3488372093023,131.574210114789
B05,1844.36869978476,1261.23123885758,50.9978991596639,207.182132544769
B06,3243.4297413679,1378.45263462045,41.4276998169616,128.037448329417
B07,2860.0454029992,1915.13612715623,61.2903225806452,359.384510678797
B08,5515.45331175593,3274.0342699955,66.6666666666667,636.950720279039
B09,2304.06916678288,1683.42556124861,53.1770045385779,236.279630870208
B10,2475.11783128315,1594.74194420076,61.7422012948793,353.10156555233
B11,4318.26484858147,2670.12452909976,50,380.884424827042
C02,3752.30255306312,1485.81299414577,53.4736842105263,249.882379514127
C03,4356.54370116524,2476.34102610234,53.55,223.740485948663
C04,3638.50424985236,2125.72064132392,50.3467406380028,232.224160097696
C05,5013.44587018192,1735.24771916669,48.7156376746282,184.386262706712
C06,1932.16176947777,1208.40849471332,36.0262008733624,97.1681391663554
C07,3881.69880470072,1843.79902073122,46.6453674121406,162.720507978109
C08,1718.74965661891,895.020047638446,40,202.596431873831
C09,3008.01400340325,1812.43783246905,48.7654320987654,181.180630290499
C10,2650.66218252098,1948.63808698709,46.8871595330739,170.093381327816
C11,3052.75789632985,1811.86733439392,47.5903614457831,182.582924205894
D02,3148.42490741167,1204.93761200943,44.8510193413487,148.822314683506
D03,3223.62518444017,1160.54568158801,42.4107142857143,131.386795429749
D04,3101.25758678468,1374.60849668348,36.9299221357063,102.748341745669
D05,2933.65478859406,1261.88671713937,39.0581717451524,116.324415698476
D06,3340.10645804216,1585.05581531323,43.1359791802212,133.086350043282
D07,2531.39335230328,1248.70109797092,47.075208913649,164.296915547302
D08,2421.05378002244,1361.20161017791,34.1222879684418,78.3280218947868
D09,3234.7999003248,2080.68153895252,42.4274406332454,136.310129410811
D10,3047.07358676233,1761.18286410591,55.6599342414279,253.785766974515
D11,2718.88395224886,1935.08455643436,44.954128440367,171.269936582158
E02,3163.26951400026,1237.10541585892,45.8937198067633,142.731012971442
E03,3073.03750534399,1400.81878217131,37.4785591766724,112.094386199163
E04,4194.5769629977,1960.77550187766,51.8345042935207,215.183798942045
E05,4064.07558312932,1476.61684207586,40.1496259351621,117.885708519726
E06,3117.02668271744,1636.00246370257,34.7682119205298,95.0296888613179
E07,2475.78776097711,1138.60675322705,32.4594257178527,77.8517510740848
E08,2934.27554121681,2515.29655951572,45.2173913043478,167.309521016708
E09,2996.38039513447,2007.75378043504,27.7703604806409,64.7731826509424
E10,1633.44729520077,1333.92394957105,37.7113133940182,127.333397973989
E11,3459.94100968763,2141.75378219819,51.2877939529675,223.141863026143
F02,4679.82022816882,1803.45960127277,45.4356846473029,164.581159047394
F03,3500.38733636727,1468.11380282192,37.6698014629049,109.809159823718
F04,2505.56205241379,2014.66764017145,40,133.131909646963
F05,2774.99475529335,1084.38208780937,34.867663981588,115.040278948001
F06,3579.45034800564,1489.37546980846,34.7280334728033,98.8344227423604
F07,2637.90402513194,1733.31692214877,34.0383080606544,93.1527532655258
F08,2908.71938476961,1999.93601575566,40.7813070463673,132.832451613619
F09,3140.80693989344,1733.06719844528,53.5532994923858,250.006216392055
F10,3647.14195700997,2619.31363925165,46.134817563389,179.441367629847
F11,4031.75003681615,2825.29494902828,54.1232227488152,251.935787223003
G02,3315.71786648201,1724.18046011797,30.3030303030303,91.9179477009253
G03,3305.20095122153,1296.12525966838,34.9761526232114,103.847029856911
G04,4759.46189753095,1478.13256468982,47.7310924369748,189.144405194623
G05,3419.87314015983,1615.15061911233,42.9841897233202,143.045826927493
G06,4833.71738564902,2085.36490985511,48.4548825710754,183.907176787285
G07,3574.10353476541,1537.80387436098,51.3089005235602,202.59530546552
G08,4635.84510571921,2091.87661973169,39.3545028630921,129.658400785681
G09,3666.66085376109,1603.48667682189,34.0790454884415,99.8865003864251
G10,3932.5554756807,1891.63476054835,46.6386554621849,183.69156807821
G11,3639.88629511157,2826.20136791821,55.5822328931573,250.908596018674
