"Experiment: Panel 2 10U 3-24-15","Analysis: panel2","User: Admin","Plate: Plate 0006","Plate Type: 96 Well","Plate Order: Row","Export Date: 7/10/2015","Export Time: 6:20:32 PM"
"Well ID","Well Type","Count of live cells","Count of Amet+","Count of Amet+GFP+","Count of GFP+","GeoMean BV605-A - PD-1 of Amet+","GeoMean BV605-A - PD-1 of Amet+GFP+","GeoMean BV605-A - PD-1 of GFP+","GeoMean PerCP-Cy5-5-A - Lag3 of Amet+","GeoMean PerCP-Cy5-5-A - Lag3 of Amet+GFP+","GeoMean PerCP-Cy5-5-A - Lag3 of GFP+","Amet+Tim3+ as % of Amet+","Amet+GFP+Tim3+ as % of Amet+GFP+","GFP+ as % of GFP+Tim3+","GFP+Tim3+ as % of GFP+","GeoMean PE-A - Tim3 of Amet+","GeoMean PE-A - Tim3 of Amet+GFP+","GeoMean PE-A - Tim3 of GFP+"
"B02","Sample",9945,1157,1159,1191,375.485583020174,3594.89348547258,3287.74269311909,1324.61734205,2359.34349895495,1749.7977243901,12.4459809853068,47.1095772217429,302.284263959391,33.0814441645676,27.8695821407816,158.456688086951,81.055356951274
"B03","Sample",12802,706,693,2224,419.602488556204,3669.25190681308,2606.90409986879,1118.62689829315,1544.92775848029,1330.73772230006,5.09915014164306,30.4473304473304,306.758620689655,32.5989208633094,20.3609510433178,82.0222442497468,82.9259833794004
"B04","Sample",13679,1819,1681,1151,266.047819712382,2507.41097072336,2597.29283130953,864.067934824407,983.345414546866,1263.2454128658,3.90324354040682,25.1635930993456,323.314606741573,30.9296264118158,18.4827507295284,57.664662114493,76.2088126945204
"B05","Sample",13564,2564,1811,984,353.109630285369,3075.16313490702,2606.62785680219,882.210806012025,1458.41416343864,1191.88580003955,4.7191887675507,38.1557150745445,347.703180212014,28.760162601626,23.87903929288,118.83777598471,73.6898528171649
"B06","Sample",11969,773,785,1382,442.83304471033,4550.59156903772,2787.8338550938,805.010374923175,1624.20986898258,993.098446898865,4.26908150064683,35.6687898089172,357.105943152455,28.0028943560058,22.2618786534362,104.087795407482,70.2914696314023
"B07","Sample",13689,679,592,1959,386.855336367763,3431.76835767352,2821.56247038754,759.381043058275,999.511618874708,1099.08659254709,6.62739322533137,37.1621621621622,308.503937007874,32.4144971924451,31.4457020003616,107.093717972307,85.5596258837482
"B08","Sample",13452,1996,1363,978,357.753572786167,2762.24071186939,2733.35060499156,913.687158217604,994.190910068205,1118.52833472924,3.2064128256513,30.520909757887,343.157894736842,29.1411042944785,20.1370626006938,72.1613618070135,76.6659357504895
"B09","Sample",13063,869,769,1573,342.044467870363,3320.57385319606,2960.35604802682,963.337738091204,1546.59236192328,1017.89594604589,6.21403912543153,47.7243172951886,291.836734693878,34.2657342657343,25.5674366133429,173.718570177436,94.8931167788083
"B10","Sample",13902,1658,966,1315,344.906344951881,3207.51398729819,2658.12114716344,770.150327034269,1520.72379220569,1224.92358046897,5.91073582629674,46.9979296066253,270.020533880903,37.0342205323194,27.8526158012385,181.10904351898,106.62663112127
"B11","Sample",12899,364,354,1959,346.054715632557,3918.62155996358,3483.28957430249,863.152337368532,1849.39646464845,1184.49790630112,14.010989010989,62.9943502824859,255.744125326371,39.1015824400204,39.4387550952435,347.239251781994,124.963283701765
