shRNA,count,pctg
Arid1a.1,4429,0.05310339527210724
Arid1b.1,11952,0.14330363068237204
Arid1b.2,3339,0.04003437272828315
Arid1b.3,100,0.0011989928939288156
Bcl6.2,6027,0.07226330171708972
Bcl6.3,1371,0.016438192575764062
Brd7.1,55332,0.6634267480686922
Brd7.2,0,0.0
Brd7.3,22799,0.27335838988683064
Brdt.1,14395,0.172595027081053
Brdt.2,1666,0.019975221612854067
Brdt.3,5234,0.0627552880682342
CD4.1,164,0.0019663483460432576
CD4.2,10309,0.1236041774351216
CD4.3,17858,0.21411615099780787
CD4.4,10290,0.12337636878527512
Cbx2.1,66694,0.7996563206768843
Cbx2.2,2221,0.026629632174158993
Cbx2.3,18551,0.22242517175273457
Cd14.2,19849,0.2379880995159306
Cd4.5,114078,1.3677871135361142
Cecr2.1,2615,0.03135366417623853
Cecr2.2,4749,0.056940172532679446
Cecr2.3,625,0.007493705587055097
Chd7.1,9925,0.11900004472243494
Chd7.2,37869,0.4540466190019032
Chd7.3,6827,0.08185524486852024
Clock.1,12371,0.14832741090793378
Clock.2,6915,0.08291035861517759
Clock.3,0,0.0
Dpy30.1,17004,0.2038767516836558
Dpy30.2,3032,0.03635346454392169
Dpy30.3,4805,0.05761160855327959
Eaf1.1,36891,0.44232046849927936
Eaf1.2,28971,0.3473602313001172
Eaf1.3,341,0.004088565768297261
Fbxo17.1,5046,0.060501181427648036
Fbxo17.2,5678,0.06807881651727815
Fbxo17.3,47149,0.5653131595584973
Fkbp2.1,1871,0.022433157045408138
Fkbp2.2,5721,0.06859438346166755
Fkbp2.3,4084,0.04896686978805283
Fkbp5.1,74245,0.8901922740974492
Fkbp5.2,22644,0.271499950901241
Fkbp5.3,5024,0.06023740299098369
Fosb.2,632,0.007577635089630114
Gtf2h1.1,58176,0.6975261059720277
Gtf2h1.2,30614,0.3670596845473676
Gtf2h1.3,194019,2.3262740228717487
H2afz.1,11085,0.1329083622920092
H2afz.2,535,0.006414611982519163
H2afz.3,6235,0.07475720693646165
Hdac11.1,39717,0.4762040076817077
Hdac11.2,2076,0.02489109247796221
Hdac11.3,4581,0.05492586447087904
Hdac5.1,120459,1.444294850097712
Hdac5.2,2112,0.025322729919776587
Hdac5.3,30273,0.36297111877907035
Hes1.3,6954,0.08337796584380983
Hes6.3,2867,0.03437512626893914
Id2.2,4388,0.05261180818559643
Id2.3,4328,0.05189241244923914
Id2.4,7660,0.09184285567494727
Id2.5,4492,0.053858760795282394
Id3.2,8079,0.09686663590050901
Id3.3,33090,0.39674674860104503
Id3.4,2548,0.030550338937306222
Id3.5,717,0.008596779049469608
Iws1.1,1160,0.01390831756957426
Iws1.2,2889,0.034638904705603484
Iws1.3,12716,0.1524639363919882
Jmjd8.1,807,0.009675872654005541
Jmjd8.2,4272,0.05122097642863901
Jmjd8.3,1193,0.01430398522457077
Kdm4b.1,22386,0.26840654923490465
Kdm4b.2,5969,0.071567885838611
Kdm4b.3,2870,0.034411096055757005
Klf12.4,87213,1.045677672582138
Klf12.5,10626,0.12740498490887595
Klf2.2,3098,0.0371447998539147
Klf2.3,1751,0.02099436557269356
Klf2.4,1954,0.023428321147369056
Klf2.5,6,7.193957363572893e-05
Klf2.6,44428,0.5326885629146942
Klf2.7,21982,0.2635626179434322
Mecp2.1,658,0.007889373242051606
Mecp2.3,6125,0.07343831475313996
Nfatc3.2,38864,0.46597659829649485
Nfatc3.3,11124,0.13337596952064146
Nfatc3.7,3326,0.039878503652072406
Nfatc3.8,8184,0.09812557843913426
Padi2.1,0,0.0
Padi2.2,31481,0.37745495293773046
Padi2.3,8739,0.1047799890004392
Paf1.1,1080,0.012949123254431209
Paf1.2,723,0.008668718623105337
Paf1.3,19339,0.23187323575689361
Parp2.1,11531,0.1382558705989317
Parp2.2,6664,0.07990088645141627
Parp2.3,6191,0.07422965006313298
Phc2.1,3702,0.04438671693324475
Phc2.2,1195,0.014327965082449346
Phc3.1,4530,0.05431437809497535
Phc3.2,19622,0.23526638564671218
Phc3.3,8647,0.10367691553802467
