shRNA,count
Bcl6.2,6871
Bcl6.3,1971
CD4.1,165589
CD4.2,509
CD4.3,242
CD4.4,864
Cd14.2,1069
Cd4.5,19
Fosb.2,0
Hes1.2,744
Hes1.3,1159
Hes6.3,0
Id2.2,485
Id2.3,3876
Id2.4,834
Id2.5,510
Id3.2,5904
Id3.3,7101
Id3.4,80
Id3.5,7
Jmjd5.1,7
Jmjd5.2,469
Jmjd5.3,1790
Jmjd5.4,3667
Jmjd6.1,73
Jmjd6.2,6965
Jmjd6.3,278
Jmjd6.4,74
Kat2a.1,0
Kat2a.2,0
Kat2a.3,3898
Kat2b.1,126
Kat2b.3,5213
Kat2b.4,1343
Kat5.1,1368
Kat5.3,590
Kat5.4,6248
Kdm1a.1,3646
Kdm1a.2,2680
Kdm1a.3,2700
Kdm1a.4,337
Kdm1b.1,2112
Kdm1b.2,3128
Kdm1b.3,1118
Kdm1b.4,636
Kdm2a.1,2188
Kdm2a.2,2634
Kdm2a.3,1842
Kdm2a.4,263
Kdm2b.1,43
Kdm2b.2,449
Kdm2b.3,331
Kdm2b.4,102
Kdm3a.1,1076
Kdm3a.2,651
Kdm3a.3,4938
Kdm3a.4,338
Kdm3b.2,2061
Kdm3b.3,388
Kdm3b.4,1219
Kdm4a.1,935
Kdm4a.2,595
Kdm4a.3,4072
Kdm4a.4,58
Kdm4c.1,3318
Kdm4c.2,3430
Kdm4c.3,1461
Kdm4c.4,136
Kdm4d.1,6623
Kdm4d.2,4705
Kdm4d.3,26
Kdm4d.4,2688
Kdm5a.1,4650
Kdm5a.2,7163
Kdm5a.3,2835
Kdm5a.4,675
Kdm5b.1,1071
Kdm5b.2,953
Kdm5b.3,3659
Kdm5b.4,1643
Kdm5c.1,8110
Kdm5c.2,9798
Kdm5c.3,2452
Kdm5c.4,612
Kdm5d.1,3469
Kdm5d.2,1622
Kdm5d.3,2832
Kdm5d.4,0
Kdm6a.1,1612
Kdm6a.2,989
Kdm6a.3,1611
Kdm6a.4,451
Kdm6b.1,22
Kdm6b.2,758
Kdm6b.3,595
Kdm6b.4,63
Klf12.4,45
Klf12.5,608
Klf2.2,107
Klf2.3,52
Klf2.4,3029
Klf2.5,0
Klf2.6,571
Klf2.7,40
L3mbtl1.1,946
L3mbtl1.2,674
L3mbtl1.3,23834
L3mbtl1.4,2614
L3mbtl2.1,238
L3mbtl2.3,154
L3mbtl2.4,15
L3mbtl3.1,449
L3mbtl3.2,914
L3mbtl3.3,1947
L3mbtl3.4,6015
L3mbtl4.1,375
L3mbtl4.2,3298
L3mbtl4.3,708
L3mbtl4.4,319
Mbd1.1,3464
Mbd1.2,324
Mbd1.3,7
Mbd1.4,5128
Mbd2.2,263
Mbd2.3,2815
Mbd2.4,1899
Mbd3.1,1044
Mbd3.2,7721
Mbd3.3,28
Mbd3.4,12
Mbd4.1,10281
Mbd4.2,955
Mbd4.3,2456
Mbd4.4,1447
Mecom.1,510
Mecom.2,540
Mecom.3,1476
Mecom.4,616
Men1.1,947
Men1.3,435
Men1.4,616
Mll1.1,31
Mll1.2,4082
Mll1.3,1065
Mll1.4,55
Mll2.1,2807
Mll2.2,6031
Mll2.3,0
Mll2.4,971
Mll3.2,12683
Mll3.3,3131
Mll3.4,1308
Mll5.2,3754
Mll5.3,1155
Mll5.4,510
Morf4l1.2,23318
Morf4l1.3,1562
Morf4l1.4,3811
Ms4a1.2,1977
Msl3.1,39
Msl3.2,1033
Msl3.3,2466
Msl3.4,764
Mta1.1,103
Mta1.2,64
Mta1.3,401
Mta1.4,6234
Mta2.1,4123
Mta2.2,6816
Mta2.3,17
Mta2.4,562
Mta3.1,6115
Mta3.2,8
Mta3.3,490
Mta3.4,1510
Mtf2.1,5896
Mtf2.2,3405
Mtf2.3,498
Mtf2.4,1354
Myst1.1,12
Myst1.2,6039
Myst1.3,2380
Myst1.4,742
Myst2.1,248
Myst2.2,573
Myst2.3,702
Myst2.4,1
Myst3.1,13
Myst3.2,4965
Myst3.3,900
Myst3.4,1
Myst4.1,3076
Myst4.3,603
Myst4.4,878
Nap1l1.1,58
Nap1l1.2,5
Nap1l1.3,549
Nap1l1.4,7500
Nap1l2.1,3284
Nap1l2.2,0
Nap1l2.3,287
Nap1l2.4,1749
Nap1l3.1,11377
Nap1l3.2,1715
Nap1l3.3,17402
Nap1l3.4,2148
Ncoa1.1,4362
Ncoa1.2,5229
Ncoa1.3,1264
Ncoa1.4,10
Ncoa3.1,3
Ncoa3.2,894
Ncoa3.3,1771
Ncoa3.4,1212
Ncor1.1,5470
Ncor1.3,677
Ncor1.4,7352
Ncor2.1,1788
Ncor2.2,774
Ncor2.3,1006
Ncor2.4,1286
Nfatc3.2,2849
Nfatc3.3,1483
Nfatc3.7,4
Nfatc3.8,2651
Nsd1.1,613
Nsd1.2,838
Nsd1.3,23
Nsd1.4,986
Orc1.1,111
Orc1.2,2471
Orc1.3,2772
Orc1.4,26
Padi1.1,1871
Padi1.2,961
Padi1.3,108
Padi1.4,3382
Padi4.1,214
Padi4.2,1543
Padi4.3,1282
Padi4.4,826
Padi6.1,2628
Padi6.2,0
Padi6.3,57
Padi6.4,1539
Parp1.1,1731
Parp1.2,232
Parp1.3,6693
Parp1.4,78
Paxip1.1,2008
Paxip1.2,219
Paxip1.3,709
Paxip1.4,6504
Pbrm1.1,2811
Pbrm1.2,23161
Pbrm1.3,0
Pbrm1.4,1043
Pcgf1.1,1429
Pcgf1.2,1705
Pcgf1.3,279
Pcgf1.4,739
Pcgf2.2,2311
Pcgf2.3,703
Pcgf2.4,70
Pcgf5.1,874
Pcgf5.2,40
Pcgf5.3,72
Pcgf5.4,296
Pcgf6.1,62
Pcgf6.2,2221
Pcgf6.4,1409
Pcmt1.1,2927
Pcmt1.3,2328
Pcmt1.4,10149
Phc1.1,6172
Phc1.2,8015
Phc1.3,210
Phc1.4,100
Phf1.1,55
Phf1.2,35
Phf1.3,2248
Phf1.4,1
Phf19.1,1792
Phf19.2,629
Phf19.3,8378
Phf19.4,405
Phf2.1,794
Phf2.2,1208
Phf2.3,1949
Phf2.4,4
Phf20.1,0
Phf20.2,1124
Phf20.3,8136
Phf20.4,778
Phf20l1.1,1198
Phf20l1.2,10
Phf20l1.3,962
Phf20l1.4,5969
Phf8.1,3295
Phf8.2,16893
Phf8.3,70
Phip.1,4610
Phip.2,1099
Phip.3,0
Phip.4,1615
Polr2b.1,2
Polr2b.2,551
Polr2b.3,1033
Polr2b.4,302
Ppargc1a.1,493
Ppargc1a.2,1636
Ppargc1a.3,548
Ppargc1a.4,7680
Prdm1.1,1240
Prdm1.2,3312
Prdm1.3,636
Prdm1.4,4197
Prdm10.1,1509
Prdm10.2,6779
Prdm10.3,158
Prdm10.4,1940
Prdm11.2,0
Prdm11.3,1045
Prdm11.4,553
