shRNA,count,pctg
Arid1a.1,20,0.0002406297279981712
Arid1a.2,5456,0.06564378979790111
Arid1b.1,1083,0.013030099771100973
Arid1b.2,2303,0.027708513178989414
Arid1b.3,2932,0.0352763181245319
Bcl6.2,22330,0.2686630913099582
Bcl6.3,17274,0.2078318960720205
Brd7.1,3184,0.03830825269730886
Brd7.2,0,0.0
Brd7.3,10189,0.12258881492866833
Brdt.1,248351,2.988031678903691
Brdt.2,1735,0.020874628903841355
Brdt.3,35127,0.422630022769588
CD4.1,36658,0.441050228447848
CD4.2,4458,0.05363636637079237
CD4.3,41639,0.5009790622057925
CD4.4,140253,1.6874520620463753
Cbx2.1,26107,0.3141060154424128
Cbx2.2,55635,0.6693717458589128
Cbx2.3,2173,0.026144419947001306
Cd14.2,10452,0.12575309585184427
Cd4.5,30,0.0003609445919972568
Cecr2.1,17430,0.20970880795040622
Cecr2.2,3001,0.03610649068612559
Cecr2.3,2702,0.03250907625255293
Chd7.1,36617,0.4405569375054518
Chd7.2,17331,0.20851769079681526
Chd7.3,7406,0.08910518827772279
Clock.1,62235,0.7487795560983093
Clock.2,47620,0.5729393823636457
Clock.3,0,0.0
Dpy30.1,100896,1.2139288518051743
Dpy30.2,2165,0.026048168055802033
Dpy30.3,44,0.0005293854015959767
Eaf1.1,38256,0.4602765437149019
Eaf1.2,2703,0.03252110773895284
Eaf1.3,7,8.422040479935992e-05
Fbxo17.1,632,0.00760389940474221
Fbxo17.2,1446,0.01739752933426778
Fbxo17.3,13603,0.16366430949795616
Fkbp2.1,22,0.00026469270079798834
Fkbp2.2,25525,0.307103690357666
Fkbp2.3,1821,0.021909336734233488
Fkbp5.1,38322,0.4610706218172959
Fkbp5.2,56249,0.6767590785084566
Fkbp5.3,1465,0.01762612757586604
Fosb.2,317,0.003813981188771014
Gtf2h1.1,8517,0.10247216966802121
Gtf2h1.2,30926,0.3720857484035721
Gtf2h1.3,15128,0.1820123262578167
H2afz.1,5282,0.06355031116431702
H2afz.2,689,0.008289694129536998
H2afz.3,38261,0.46033670114690145
Hdac11.1,7621,0.09169195785370314
Hdac11.2,30700,0.3693666324771928
Hdac11.3,17197,0.2069054716192275
Hdac5.1,3262,0.039246708636501725
Hdac5.2,9841,0.11840185766150015
Hdac5.3,23396,0.2814886558122607
Hes1.2,9402,0.11312003513194027
Hes1.3,8,9.625189119926849e-05
Hes6.3,1654,0.01990007850544876
Id2.2,45,0.0005414168879958852
Id2.3,30746,0.36992008085158856
Id2.4,11063,0.1331043340421884
Id2.5,16,0.00019250378239853697
Id3.2,7707,0.09272666568409528
Id3.3,30334,0.36496310845482627
Id3.4,195,0.0023461398479821694
Id3.5,3,3.609445919972568e-05
Iws1.1,15934,0.191709704296143
Iws1.2,15951,0.19191423956494144
Iws1.3,787,0.009468779796728038
Jmjd8.1,6957,0.08370305088416385
Jmjd8.2,13020,0.15664995292680947
Jmjd8.3,8256,0.09933195171764508
Kdm4b.1,12889,0.15507382820842144
Kdm4b.2,5241,0.06305702022192076
Kdm4b.3,1323,0.015917656507079027
Klf12.4,41,0.000493290942396251
Klf12.5,25377,0.30532303037047953
Klf2.2,537,0.006460908196750897
Klf2.3,0,0.0
Klf2.4,4837,0.05819629971635771
Klf2.5,0,0.0
Klf2.6,2058,0.02476079901101182
Klf2.7,1553,0.018684898379057995
Mecp2.1,10936,0.13157633526940002
Mecp2.2,126,0.0015159672863884787
Mecp2.3,24545,0.2953128336857556
Ms4a1.2,5888,0.0708413919226616
Nfatc3.2,252051,3.0325481785833523
Nfatc3.3,2648,0.03185937598695787
Nfatc3.7,74,0.0008903299935932335
Nfatc3.8,1,1.203148639990856e-05
Padi2.1,0,0.0
Padi2.2,62042,0.7464574792231269
Padi2.3,1428,0.017180962579069425
Paf1.1,369,0.004439618481566259
Paf1.2,1030,0.012392430991905817
Paf1.3,113849,1.3697726951431897
Parp2.1,56862,0.6841343796716005
Parp2.2,6001,0.07220094988585127
Parp2.3,11836,0.14240467302931772
Phc2.1,24381,0.29333966991617066
Phc2.2,234,0.0028153678175786034
Phc3.1,451,0.005426200366358761
Phc3.2,2236,0.026902403590195544
Phc3.3,1722,0.02071821958064254
Phf10.1,9149,0.11007606907276343
