shRNA,count,pctg,nbPctg
Bcl6.2,6871,0.6408636129187508,88.74254107884272
Bcl6.3,1971,0.18383673134374298,70.47431045345697
CD4.1,165589,15.444617202678366,99.9999997679939
CD4.2,509,0.04747483320850593,51.53331136092857
CD4.3,242,0.022571531702275903,42.95785740182907
CD4.4,864,0.08058596442465446,58.47370183258786
Cd14.2,1069,0.09970647681707825,61.451203733280245
Cd4.5,19,0.0017721450510051328,22.73251121587711
Fosb.2,0,0.0,3.1308102742370734
Hes1.2,744,0.06939346936567467,56.44387510859793
Hes1.3,1159,0.1081008481113131,62.606720189267484
Hes6.3,0,0.0,3.1308102742370734
Id2.2,485,0.045236334196709964,50.93431215118463
Id2.3,3876,0.36151759040504705,80.73703767441981
Id2.4,834,0.07778784065990951,57.98928857873389
Id2.5,510,0.04756810400066409,51.55797315836399
Id3.2,5904,0.5506707569018054,86.74820877909896
Id3.3,7101,0.6623158951151289,89.15950588769552
Id3.4,80,0.007461663372653191,32.610065880659505
Id3.5,7,0.0006528955451071541,17.67843241726542
Jmjd5.1,7,0.0006528955451071541,17.67843241726542
Jmjd5.2,469,0.043744001522179325,50.52173053398167
Jmjd5.3,1790,0.16695471796311512,69.01845373603273
Jmjd5.4,3667,0.34202399484399065,79.90972104643672
Jmjd6.1,73,0.006808767827546036,31.87085427215092
Jmjd6.2,6965,0.6496310673816185,88.91536341566466
Jmjd6.3,278,0.025929280219969836,44.45338174179954
Jmjd6.4,74,0.006902038619704201,31.9804769313384
Kat2a.1,0,0.0,3.1308102742370734
Kat2a.2,0,0.0,3.1308102742370734
Kat2a.3,3898,0.3635695478325267,80.82118680450648
Kat2b.1,126,0.011752119811928774,36.530153021496474
Kat2b.3,5213,0.48622063952051353,85.03272104357356
Kat2b.4,1343,0.12526267386841544,64.74562909586237
Kat5.1,1368,0.12759444367236955,65.01614414107324
Kat5.3,590,0.05502976737331728,53.40140830367191
Kat5.4,6248,0.5827559094042142,87.50620204788866
Kdm1a.1,3646,0.34006530820866915,79.82372082225521
Kdm1a.2,2680,0.24996572298388187,75.15691345176654
Kdm1a.3,2700,0.25183113882704516,75.27043163036944
Kdm1a.4,337,0.03143225695730156,46.60706204989169
Kdm1b.1,2112,0.1969879130380442,71.52356910409404
Kdm1b.2,3128,0.29175103787073975,77.51119616431971
Kdm1b.3,1118,0.10427674563282834,62.09023370062312
Kdm1b.4,636,0.05932022381259286,54.3720165558177
Kdm2a.1,2188,0.20407649324206475,72.06170778418117
Kdm2a.2,2634,0.24567526654460628,74.89263944738653
Kdm2a.3,1842,0.1718047991553397,69.45028378096235
Kdm2a.4,263,0.024530218337597363,43.84968486133735
Kdm2b.1,43,0.00401064406280109,27.90986805943868
Kdm2b.2,449,0.041878585679016034,49.98968621243953
Kdm2b.3,331,0.030872632204352574,46.40200635583658
Kdm2b.4,102,0.009513620800132818,34.65282242424914
Kdm3a.1,1076,0.10035937236218542,61.544030181898066
Kdm3a.2,651,0.06071928569496534,54.67616065333335
Kdm3a.3,4938,0.46057117167701817,84.26700939287534
Kdm3a.4,338,0.03152552774945973,46.64083899499282
Kdm3b.2,2061,0.19223110263797782,71.15202256182351
Kdm3b.3,388,0.036189067357367974,48.24260099485311
Kdm3b.4,1219,0.11369709564080298,63.334915357090246
Kdm4a.1,935,0.08720819066788416,59.566649305318776
Kdm4a.2,595,0.0554961213341081,53.509950138307616
Kdm4a.3,4072,0.37979866566804743,81.46819849054737
Kdm4a.4,58,0.005409705945173563,30.085827384781687
Kdm4c.1,3318,0.30947248838079106,78.40452468128024
Kdm4c.2,3430,0.3199188171025055,78.90570826980836
Kdm4c.3,1461,0.1362686273430789,65.98532075293755
Kdm4c.4,136,0.012684827733510422,37.23174332383067
Kdm4d.1,6623,0.617732456463526,88.26996925661138
Kdm4d.2,4705,0.43883907710416575,83.57563297625714
Kdm4d.3,26,0.002425040596112287,24.597763298805315
Kdm4d.4,2688,0.2507118893211472,75.20239931820979
Kdm5a.1,4650,0.43370918353546667,83.40631163678432
Kdm5a.2,7163,0.668098684228935,89.26857671037692
Kdm5a.3,2835,0.26442269576839744,76.01467487352906
Kdm5a.4,675,0.06295778470676129,55.15106018895192
Kdm5b.1,1071,0.09989301840139458,61.4778394532266
Kdm5b.2,953,0.08888706492673112,59.83261729281831
Kdm5b.3,3659,0.3412778285067253,79.8770195460373
Kdm5b.4,1643,0.1532439115158649,67.73188739279378
Kdm5c.1,8110,0.7564261244027172,90.77692110276804
Kdm5c.2,9798,0.9138672215656994,92.877257732641
Kdm5c.3,2452,0.22869998237182027,73.79929782299067
Kdm5c.4,612,0.0570817248007969,53.87292464544019
Kdm5d.1,3469,0.32355637799667397,79.07609085056232
Kdm5d.2,1622,0.1512852248805434,67.5396236931679
Kdm5d.3,2832,0.26414288339192293,75.99852276679735
Kdm5d.4,0,0.0,3.1308102742370734
Kdm6a.1,1612,0.1503525169589618,67.44721113650796
Kdm6a.2,989,0.09224481344442506,60.35193117842097
Kdm6a.3,1611,0.1502592461668036,67.43797105980013
Kdm6a.4,451,0.04206512726333236,50.0438431253221
Kdm6b.1,22,0.0020519574274796273,23.583683227251765
Kdm6b.2,758,0.07069926045588898,56.69412111400539
Kdm6b.3,595,0.0554961213341081,53.509950138307616
Kdm6b.4,63,0.005876059905964387,30.716850631991065
Klf12.4,45,0.0041971856471174195,28.230961697365952
Klf12.5,608,0.05670864163216425,53.788245394698265
Klf2.2,107,0.009979974760923643,35.06926347454413
Klf2.3,52,0.004850081192224574,29.27400100285243
Klf2.4,3029,0.2825172294470814,77.0225761521321
Klf2.5,0,0.0,3.1308102742370734
Klf2.6,571,0.053257622322312154,52.98267565813083
Klf2.7,40,0.0037308316863265954,27.4073370320181
L3mbtl1.1,946,0.08823416938162397,59.72968332572943
L3mbtl1.2,674,0.06286451391460313,55.131601748990796
L3mbtl1.3,23834,2.223016060297702,98.90591418485381
L3mbtl1.4,2614,0.243809850701443,74.77623042261206
L3mbtl2.1,238,0.02219844853364324,42.78132249185979
L3mbtl2.3,154,0.014363701992357392,38.40222248604328
L3mbtl2.4,15,0.0013990618823724733,21.420866443835873
L3mbtl3.1,449,0.041878585679016034,49.98968621243953
L3mbtl3.2,914,0.08524950403256269,59.250827802548635
L3mbtl3.3,1947,0.18159823233194702,70.28869698073045
L3mbtl3.4,6015,0.5610238148313618,86.99917579662873
L3mbtl4.1,375,0.03497654705931183,47.84236948590395
L3mbtl4.2,3298,0.3076070725376278,78.31312258425717
L3mbtl4.3,708,0.06603572084798073,55.78220834053922
L3mbtl4.4,319,0.029753382698454595,45.98340212883882
Mbd1.1,3464,0.32309002403588316,79.05438321232349
Mbd1.2,324,0.03021973665924542,46.15919510048968
Mbd1.3,7,0.0006528955451071541,17.67843241726542
Mbd1.4,5128,0.4782926221870695,84.80155725238365
Mbd2.2,263,0.024530218337597363,43.84968486133735
Mbd2.3,2815,0.26255727992523414,75.90675689201399
Mbd2.4,1899,0.1771212343083551,69.91083727387736
Mbd3.1,1044,0.09737470701312413,61.115407353711916
Mbd3.2,7721,0.720143786253191,90.19119608920259
Mbd3.3,28,0.0026115821804286164,25.05882533690218
Mbd3.4,12,0.0011192495058979786,20.250941723032327
Mbd4.1,10281,0.9589170141780932,93.37016295344401
Mbd4.2,955,0.08907360651104745,59.86182030015229
Mbd4.3,2456,0.22907306554045295,73.82424648688334
Mbd4.4,1447,0.1349628362528646,65.8429714391867
Mecom.1,510,0.04756810400066409,51.55797315836399
Mecom.2,540,0.050366227765409034,52.274806726152015
Mecom.3,1476,0.13766768922545136,66.1364609211694
Mecom.4,616,0.05745480796942957,53.95715743848708
Men1.1,947,0.08832744017378213,59.744382249407515
Men1.3,435,0.04057279458880172,49.60601778281721
Men1.4,616,0.05745480796942957,53.95715743848708
Mll1.1,31,0.0028913945569031116,25.708455938942322
Mll1.2,4082,0.380731373589629,81.50442636526097
Mll1.3,1065,0.09933339364844561,61.397946978935416
Mll1.4,55,0.005129893568699068,29.687525675571475
Mll2.1,2807,0.26181111358796877,75.86336878972575
Mll2.2,6031,0.5625161475058924,87.03485436902196
Mll2.3,0,0.0,3.1308102742370734
Mll2.4,971,0.09056593918557809,60.094229360481485
Mll3.2,12683,1.1829534569420053,95.30546284326832
Mll3.3,3131,0.29203085024721426,77.5257042713794
Mll3.4,1308,0.12199819614287966,64.35944949811383
Mll5.2,3754,0.35013855376175096,80.26039162570459
Mll5.3,1155,0.10772776494268044,62.55704045520639
Mll5.4,510,0.04756810400066409,51.55797315836399
Morf4l1.2,23318,2.1748883315440883,98.8335506062002
Morf4l1.3,1562,0.14568897735105354,66.97729994437516
