Gene,nbPctgShift,ZScore
Actb,0.32129958174377293,-0.1291634230418051
Actl6a,2.462278167967188,0.1817195600942581
Actl6b,-14.50662612121039,-2.2822675250242903
Aff1,-7.363891787280194,-1.2450994880484727
Aff4,3.58383834400549,0.34457685139881045
Arid1a,0.1796037336830576,-0.14973851343577915
Arid1b,-1.3259403591288443,-0.3683525817071749
Arid2,2.4091429173278964,0.174004001734768
Ash1l,1.3084440464120988,0.014175897555359019
Ash2l,-2.681434913079185,-0.5651785533765596
Asxl1,0.0718383497304469,-0.16538669612082296
Asxl2,2.226103796819975,0.14742561922302158
Asxl3,-5.328101670355923,-0.9494905040722599
Atad2,-0.13078648938236803,-0.19480904291410536
Atad2b,3.1216434824566015,0.2774633742846195
Atm,-8.51948499250492,-1.4128985801289475
Atr,-2.60084525206069,-0.5534764493066877
Atrx,-1.2917618012926813,-0.3633896492949747
Aurkb,-1.967586753321127,-0.4615235019716616
Baz1a,-2.8074343122195593,-0.5834744248673657
Baz1b,-4.117621275265904,-0.7737214615069571
Baz2a,5.271247187803425,0.5895987766556265
Baz2b,-8.764817333392452,-1.4485223133533913
Bmi1,-3.9880636689471984,-0.7549089169072588
Bop1,-0.09722505025321748,-0.18993571985429175
Bptf,-5.608082259049544,-0.990145371520888
Brd1,1.291702209967184,0.011744882088570953
Brd2,-14.412110953105179,-2.268543353469644
Brd3,5.299196935597146,0.5936572483413894
Brd4,22.315692682787514,3.064554899746782
Brd7,-8.972705216806242,-1.4787088858718596
Brd8,-3.2126929924985745,-0.64232042560629
Brd9,-2.4612538948270646,-0.5332069436535036
Brdt,-2.61062382111473,-0.5548963564173347
Brpf1,-8.62589535299365,-1.428350005247437
Brpf3,-1.3165687036359315,-0.36699176089593105
Brwd1,5.417516723283191,0.6108379940044032
Brwd3,-8.331212642406875,-1.3855603011675672
Carm1,-15.07585063515973,-2.3649223521717673
Cbx1,-3.893044929029543,-0.7411116236930669
Cbx2,-5.008843353508297,-0.9031322739754031
Cbx3,-12.799213720811789,-2.0343409628928404
Cbx4,-9.737579590448565,-1.589773250799347
Cbx5,4.183388769215586,0.43163518347610275
Cbx6,12.948875718525198,1.7044366719993695
Cbx7,-6.8606804038407105,-1.1720301649649363
Cbx8,-6.897175593062325,-1.1773294862044559
Cecr2,-14.74434170943429,-2.31678525989587
Chaf1a,-2.9553483956304776,-0.6049524404787858
Chaf1b,9.100082942146923,1.1455687844397742
Chd1,0.6747587689472093,-0.07783902062053498
Chd1l,11.351049757111907,1.4724227207096312
Chd2,-2.1730809304890037,-0.49136249392894676
Chd3,3.1000852393796094,0.27433298757170527
Chd4,17.475332274204884,2.3617054210286264
Chd5,6.19934935935529,0.7243648007549415
Chd6,2.764768969274896,0.2256430459650996
Chd7,0.17961248886479217,-0.14973724213066986
Chd8,3.5622412673563963,0.3414408258173815
Chd9,7.503144896852193,0.913683763917251
Clock,-0.7754210147002905,-0.2884138578117837
Crebbp,4.3971023700091365,0.46266768523906787
Ctsl,4.90143080669036,0.5358992111799092
Cxxc1,-6.372051008303499,-1.1010782343337497
Dmap1,3.8205896184757844,0.37895456210652023
Dnmt1,-6.819268985027538,-1.1660169775844658
Dnmt3a,2.5198220936688696,0.19007528462070225
Dnmt3b,5.0395013238215025,0.555947881692109
Dnmt3l,7.5645864810993135,0.9226054519351793
Dot1l,19.44157501944955,2.6472157078407696
Dpy30,6.329971790060685,0.7433319642676827
Dub2a,3.1988866289389417,0.2886795442920013
Eaf1,5.268242689615415,0.5891625054264206
Eed,-2.0322101089709497,-0.47090720235706246
Ehmt1,0.3628756618243756,-0.1231263258537565
Ehmt2,-4.076282007365364,-0.767718750873475
Elp3,0.3883956671281273,-0.11942066740881466
Elp4,1.5491829900524863,0.0491326418392733
Ep300,7.192647439760904,0.868597663412634
Ep400,-10.608566716489424,-1.716245826358509
Epc1,10.755826857463965,1.3859927714031977
Epc2,9.274360021692232,1.1708748658410164
Ercc5,4.794430337757447,0.5203620987618449
Ezh1,3.5805941257579073,0.3441057713734227
Ezh2,4.297686489782771,0.4482319007736156
Fbxl19,-1.1744974971249706,-0.34636216619467036
Fbxo17,-1.5511988707512991,-0.40106147404294845
Fbxo44,8.444841612675047,1.0504237977075248
Fbxw9,-1.858812807962531,-0.44572887009717416
Fkbp1a,8.691453321224264,1.0862333028204645
Fkbp2,18.27889734110055,2.4783879076017947
Fkbp5,-0.6212174802559259,-0.2660225760368682
Gadd45a,0.013655559390695515,-0.17383518763979164
Gadd45b,11.048446562372213,1.4284829146356615
Gtf2b,-3.1088137517176357,-0.6272365343111167
Gtf2f1,-7.057354219231671,-1.2005883872782876
Gtf2h1,-5.1296349217250095,-0.9206719370558895
Gtf3c4,4.707355656181647,0.5077183306559445
H2afz,8.58578191209305,1.0708891778888596
Hat1,13.295194721193667,1.7547242766298274
Hcfc1,10.08695096819497,1.2888679644846321
Hdac1,-14.56844974443377,-2.291244687402111
Hdac10,-2.466210586154764,-0.5339266850821922
Hdac11,5.328505482150814,0.5979130257894297
Hdac2,-2.3818321256724353,-0.5216744245150061
Hdac3,-8.06892863091377,-1.3474750832926412
Hdac4,-1.7628772062610532,-0.43179844303086795
Hdac5,-1.2106919379745087,-0.3516178169595361
Hdac6,0.1318995835403669,-0.1566654432984876
Hdac7,-1.0538700197993336,-0.32884633009968084
Hdac8,-6.168230717457238,-1.0714823007500713
Hdac9,8.059542429408028,0.9944760361256441
Hells,10.106528066931972,1.2917106771094438
Hes6,-12.575131369292016,-2.0018028560865067
Hira,-3.9656453152419395,-0.7516536369517577
Hltf,-5.02153979313474,-0.9049758734638211
Ing2,-4.059322436256213,-0.7652561190222983
Ing3,-11.841946154896648,-1.8953399479055555
Ing4,-5.472851392870341,-0.9705090354265496
Ing5,2.5337672137023928,0.19210020002345715
Ino80,10.952280032471242,1.4145189554041993
Iws1,-1.8874130549103423,-0.44988179817724777
Jarid2,5.443795610241702,0.6146538466354042
Jhdm1d,1.7752508405477716,0.0819590550530101
Jmjd1c,-8.018606310383866,-1.340167979323768
Jmjd4,4.336881090130987,0.4539231927638698
Jmjd5,0.414758112918701,-0.11559268153222864
Jmjd6,-2.316099106135905,-0.5121295942511479
Jmjd8,-9.203643229224264,-1.5122424759236268
Kat2a,-1.016895380863134,-0.3234773898744818
Kat2b,-5.860741793626261,-1.0268330573914568
Kat5,5.229520504771972,0.5835398110122226
Kdm1a,9.258141952348865,1.1685199045113626
Kdm1b,0.15585434663943154,-0.15318706744714794
Kdm2a,3.4136939092331726,0.3198708549043188
Kdm2b,17.166295911459255,2.316831480221329
Kdm3a,-6.023639864955731,-1.0504868382783303
Kdm3b,4.825913135334702,0.5249335905512842
Kdm4a,4.492463841205325,0.47651474509874137
Kdm4b,5.702850402902542,0.6522701624903692
Kdm4c,5.222663290237001,0.5825441021693818
Kdm4d,0.14020299653936696,-0.1554597377300385
Kdm5a,3.9478410664374812,0.39743223862569477
Kdm5b,-0.6984359967695308,-0.27723516962447436
Kdm5c,1.6487503232440541,0.06359041818728339
Kdm5d,-3.105978203240806,-0.6268247955973454
Kdm6a,-4.037758715611034,-0.7621249369334987
Kdm6b,7.95588076305272,0.9794237379472491
L3mbtl1,3.6864679063622225,0.3594792818615504
L3mbtl2,-6.484302381387053,-1.1173778096540667
L3mbtl3,-7.056780557387317,-1.2005050881240449
L3mbtl4,3.731574813366805,0.3660290763806826
Mbd1,2.8662356246306153,0.24037661532856877
Mbd2,-15.398457605429007,-2.411766826910168
Mbd3,-1.8293438436626008,-0.44144979902638276
Mbd4,1.0708888616628371,-0.02031854576579548
Mecom,3.0515878811596195,0.26729087911968014
Mecp2,-10.90397593980711,-1.7591410244617776
Men1,2.8783575018022938,0.2421367848886893
Mll1,-7.341387784102265,-1.241831771273781
Mll2,-3.2577518378225214,-0.648863241279979
Mll3,-1.1843725737034276,-0.34779608677900614
Mll5,-3.0895399434405184,-0.6244378612874167
Morf4l1,-2.5341182873665247,-0.5437872922206615
Msl3,11.483238396051243,1.4916173070892396
Mta1,-5.168360958473363,-0.9262951907898754
Mta2,-3.553389510996235,-0.6917916116780086
Mta3,5.030212200477214,0.5545990450458326
Mtf2,-0.5549540409793661,-0.2564007256327079
Myst1,1.0298803382145714,-0.02627323031315026
Myst2,2.8957918995254044,0.24466836442349535
Myst3,-1.00690169099233,-0.3220262459258389
Myst4,-2.65814456379848,-0.5617966544125731
Nap1l1,-9.299946710624855,-1.5262263213375202
Nap1l2,4.655888306811425,0.500244961604391
Nap1l3,0.07450924659520197,-0.164998865812614
Ncoa1,-4.124438313756508,-0.7747113365462263
Ncoa3,8.631922872911428,1.077589123248558
Ncor1,-7.143382698164236,-1.21308024046043
Ncor2,-10.705570517315914,-1.7303313623701844
Nsd1,16.470911699225024,2.2158575051819827
