type,shRNA,count,nbRawCount
target,Smarcb1.2,854598,99.95214939203025
target,Tet3.2,372408,99.54392690207278
target,Zmynd11.3,132371,98.04487473148885
target,Sp100.1,119279,97.83698179078631
target,Taf1.2,100585,97.47908549451024
target,Sirt1.2,91181,97.26395520734529
target,Sp140.1,70531,96.67401683457079
target,Setd5.4,55730,96.10394639979152
target,Supt16h.4,52801,95.97000848688577
target,Smarcd1.2,46798,95.66677336963761
target,Setd5.2,41515,95.36111655598599
target,Suv39h2.3,39713,95.24681665474233
target,Setd2.3,31446,94.63752372498442
target,Ube2a.1,28984,94.42193870025602
target,Whsc1l1.4,26371,94.17061973367977
target,Whsc1.4,23689,93.88362755131385
target,Smarca5.1,23388,93.84930226745125
target,Smarcc2.4,23180,93.82531065521935
target,Setdb1.2,22799,93.78077364759201
target,Zmynd11.2,20803,93.53396706212507
target,Setmar.2,19248,93.3239688533703
target,Trim24.3,14862,92.6213203160091
target,Taf3.4,13714,92.40203942787778
target,Setmar.1,13711,92.40144225456555
target,Tet2.3,13560,92.37121190294097
target,Smarce1.4,13552,92.36960077295905
target,Wdr82.2,13348,92.32818751119798
target,Smarcd3.4,12491,92.14690282510122
target,Whsc1l1.2,11176,91.84270890083343
target,Zmynd11.4,11086,91.82058710932087
target,Setmar.4,10659,91.71310656668487
target,Tcea1.3,10132,91.57432373690345
target,Scmh1.2,9159,91.29792708426059
target,Sfmbt1.1,8991,91.2472420318614
target,Trim24.2,8929,91.228297277112
target,Suv39h1.4,8908,91.22185068187059
target,Suv39h2.1,8652,91.14201947991761
target,Sin3a.2,8186,90.99045389097714
target,Ube2b.4,7965,90.91553980340062
target,Smyd4.1,7844,90.87364131143805
target,Ube2a.2,7780,90.85121913739195
target,Sirt1.3,7604,90.78859831108487
target,Sirt7.1,7600,90.78715840576331
target,Suv39h2.2,7587,90.78247350337963
target,Ube2b.1,7383,90.70789207044196
target,Taf1.3,7354,90.69712377938511
target,Smarcc1.2,7126,90.61096250743913
target,Sfmbt1.3,7052,90.58240823742894
target,Zmynd8.3,6988,90.55747166537395
target,Smyd4.2,6917,90.52954096625172
target,Sirt3.4,6590,90.39711715366312
target,Smyd5.1,6405,90.31928176843834
target,Whsc1l1.3,6397,90.31586585646983
target,Sirt1.1,6251,90.25277081975564
target,Setd7.1,6216,90.23742845051646
target,Suv39h1.2,6156,90.21092714741327
target,Sirt7.4,5904,90.09675653129656
target,Setd3.1,5812,90.05386993675437
target,Smarca1.1,5656,89.9795914927665
target,Ube2b.3,5615,89.95973349191041
target,Scmh1.3,5461,89.88384315358972
target,Smyd4.4,5423,89.86479184312954
target,Sirt1.4,5421,89.86378549473564
target,Satb1.3,5348,89.82680062993624
target,Smarcd1.1,5331,89.81811617843286
target,Suz12.3,5009,89.64824812621711
target,Smarcc1.3,4947,89.61430697519866
target,Smyd1.3,4927,89.60326870385006
target,Tcea1.4,4820,89.54345332082687
target,Tet3.4,4717,89.48462493568675
target,Setdb1.1,4676,89.46085495244259
target,Setd8.3,4600,89.41624552752417
target,Setd1a.2,4572,89.39962730101837
target,Setd2.2,4561,89.3930712822138
target,Usp22.3,4557,89.39068341414082
target,Smarca2.2,4541,89.38111126540905
target,Setdb2.2,4477,89.34248773582266
target,Smarcd3.3,4299,89.23213865671543
target,Smarcd1.4,4266,89.2111876727857
target,Taf3.3,4030,89.0565407231623
target,Smarca4.3,3989,89.0287692333767
target,Trim24.4,3957,89.00689835226372
target,Setd3.3,3873,88.94864998037379
target,Suv39h2.4,3834,88.92118302529447
target,Whsc1.3,3809,88.90343131316402
target,Sp110.1,3804,88.8998672450255
target,Setd2.4,3770,88.87550889854371
target,Uhrf1.3,3641,88.7810867463974
target,Whsc1.1,3628,88.77138986986583
target,Suv420h1.4,3606,88.75490182932887
target,Satb1.2,3505,88.67791752539148
target,Ssrp1.4,3390,88.5875672503546
target,Wbp7.4,3372,88.57315403098633
target,Setdb1.3,3351,88.55624296182577
target,Sp140.3,3339,88.54653278602325
target,Sirt5.1,3339,88.54653278602325
target,Smarca5.4,3301,88.51555663786024
target,Scml2.4,3290,88.50652460730379
target,Suv420h1.3,3262,88.48339974782603
target,Supt16h.1,3234,88.46007952667865
target,Smyd3.2,3223,88.450863834937
target,Taf3.1,3190,88.42303068697558
target,Wbp7.2,3184,88.41793981952856
target,Sirt4.2,3158,88.3957702286903
target,Sfmbt1.4,3156,88.39405747611664
target,Usp51.4,3130,88.37169441009983
target,Setd4.2,3089,88.33605715150529
