type,shRNA,count,nbRawCount
target,Smarcb1.2,778365,99.95336698734027
target,Tet3.2,317115,99.47368459011263
target,Zmynd11.3,186989,98.78399786533024
target,Sp100.1,114921,97.87951098902752
target,Taf1.2,106501,97.71833668879457
target,Sirt1.2,74878,96.91528826733825
target,Sp140.1,58025,96.28548529220535
target,Smarcd1.2,57935,96.28154748858745
target,Supt16h.4,41683,95.4229286702087
target,Setd5.2,40392,95.33872811120958
target,Setd5.4,39353,95.2687397951346
target,Suv39h2.3,34241,94.89153910127767
target,Setdb1.2,29523,94.48394919464374
target,Setd2.3,29270,94.46012818996222
target,Whsc1l1.4,25174,94.04040565694942
target,Ube2a.1,23178,93.80863244745636
target,Setmar.2,22164,93.68266474202224
target,Smarcc2.4,21907,93.64977321448148
target,Whsc1l1.2,18930,93.23632417490984
target,Smarca5.1,18185,93.1222194254572
target,Whsc1.4,17263,92.97410125923554
target,Ube2a.2,16430,92.83307462147347
target,Suv39h2.2,13257,92.21900959347738
target,Tcea1.3,11949,91.9207962604015
target,Smyd4.1,11912,91.91188611328901
target,Tet2.3,11309,91.76258937780275
target,Suz12.3,10409,91.52409180040495
target,Ube2b.4,10363,91.51134950917087
target,Smarcd1.1,10140,91.44875879128162
target,Smyd5.1,9917,91.38476762102343
target,Smyd1.3,9844,91.36350513980427
target,Wdr82.2,9621,91.29755759170116
target,Smarcc1.2,9462,91.24959248248808
target,Setdb1.1,9449,91.24563509835234
target,Setmar.1,9439,91.24258723752878
target,Sin3a.2,8914,91.07785214451877
target,Satb1.3,8445,90.92225435448144
target,Sirt1.1,8327,90.88174511756813
target,Setd3.3,8286,90.86753547458719
target,Sirt7.1,8209,90.84065823135603
target,Sirt7.3,8157,90.82236455597803
target,Sirt3.4,7783,90.68725714876675
target,Ube2b.1,7483,90.57411769781524
target,Sirt4.2,7437,90.55637110080131
target,Zmynd11.4,7330,90.5146645572853
target,Sfmbt1.1,7083,90.41602787594535
target,Smarcd1.4,6904,90.34238459448221
target,Wbp7.4,6854,90.32147461914768
target,Sfmbt1.3,6780,90.29024808445376
target,Setd7.1,6670,90.24319905469387
target,Setmar.4,6262,90.06169863683424
target,Taf3.4,6106,89.98918422929442
target,Smarca4.3,6079,89.97644756717679
target,Zmynd8.3,6052,89.9636547485319
target,Smarcc1.3,5826,89.85430321837495
target,Setdb1.3,5622,89.75192994681237
target,Suv39h1.2,5513,89.6957143737834
target,Setd3.1,5416,89.64475610153187
