type,shRNA,count,nbRawCount
target,Rbbp7.3,382193,99.98896013058827
target,Kat5.2,188341,99.73106038285472
target,Psip1.2,147628,99.44199037456947
target,Kat2b.2,109557,98.85056981931997
target,Prmt8.4,103636,98.70743861799002
target,Pcgf6.3,98406,98.564223859287
target,Mll5.1,83579,98.04959639411526
target,Nap1l3.3,62430,96.8930295691651
target,Morf4l1.2,60036,96.7155974882475
target,Phf8.2,53081,96.1240777132185
target,Prdm8.1,52479,96.06682827852092
target,Pbrm1.2,51385,95.96002417261393
target,L3mbtl1.3,45173,95.2776616696918
target,Prmt3.2,44644,95.21286083646295
target,Nap1l1.4,33996,93.61139549927307
target,Phf20.3,33543,93.52786141343975
target,Prmt2.4,31506,93.13247762615184
target,Prmt5.2,30363,92.89534982946479
target,Phc1.2,29846,92.78419327444165
target,Mbd4.1,29172,92.63544208692889
target,Phf19.1,28495,92.48146620056319
target,Phf20l1.4,28197,92.41218441291356
target,Prdm15.4,28067,92.38166511160095
target,Prmt5.3,27370,92.21488872582722
target,Padi6.1,26127,91.90362925723844
target,Mbd3.2,25020,91.6103264702254
target,Parp1.3,24901,91.57783618182678
target,Kdm4d.1,24686,91.51864430542493
target,Prdm9.4,23896,91.2955554001007
target,Nap1l3.1,21236,90.47273972081906
target,Prdm10.2,21192,90.45810297365527
target,Mta3.1,20903,90.36105999295383
target,Ppargc1a.4,20357,90.1733074750603
target,Kdm5c.2,20314,90.15826920226098
target,Jmjd6.2,19934,90.02372429208303
target,Mtf2.1,19818,89.98205226407458
target,Rbbp4.3,19631,89.91426957378441
target,Ncoa1.2,19254,89.77529690063356
target,Ncor1.4,18946,89.65938988485976
target,Prkaa2.3,18684,89.55906195347211
target,Prdm6.4,18193,89.36659628836843
target,Mll2.2,17944,89.26669657908819
target,Nap1l2.1,16717,88.75019769216867
target,Jmjd5.4,16633,88.71327813114338
target,Phip.1,16631,88.7123965365805
target,Kdm4a.3,16590,88.69429744072906
target,Prdm4.2,16399,88.60931349646091
target,Ncor1.1,14783,87.84280255448304
target,Kat2a.3,14227,87.5574162037946
target,Rbbp7.1,14139,87.5111286588907
target,L3mbtl3.4,13990,87.4320334651436
target,Pcmt1.4,13666,87.25682668421751
target,Myst1.2,13485,87.1569727643526
target,Rnf217.4,13246,87.02287439461655
target,L3mbtl3.3,13215,87.00528945964533
target,Myst2.1,13199,86.99619593029684
target,Kdm2a.2,12946,86.85080340630884
target,Ncor2.1,12894,86.82054135739826
target,Prkcd.1,12834,86.78546012287163
target,Mbd2.3,12554,86.61938595025892
target,Kdm4c.2,12439,86.55002394407035
target,Nap1l3.4,12372,86.50929620960751
target,Prmt3.1,12227,86.42034188628104
target,Prdm13.1,12126,86.35771338920442
target,Kat2b.3,12069,86.32212289969671
target,Kdm5b.3,11822,86.1658046617719
target,Rbbp7.4,11692,86.08213392849552
target,Padi1.4,11682,86.07565694714103
target,Mll5.2,11120,85.70191860371467
target,Kdm1a.1,11050,85.65397933584309
target,Pbrm1.1,10861,85.52293427568671
target,Phf1.3,10757,85.44980186442076
target,Phf19.3,10751,85.44556014142265
target,Mta1.4,10736,85.43494499135042
target,Prdm5.1,10712,85.41792845279116
target,Myst3.2,10676,85.39232878593346
target,Prdm2.4,10634,85.36234827495174
target,Kdm4c.1,10607,85.34300972034566
target,Kdm5a.2,10412,85.20179911246592
target,Prkcd.3,10393,85.18789305235096
target,Phc1.1,10238,85.07345116957114
target,Prkaa1.2,10174,85.02567157441426
target,Phip.2,10125,84.98887898258349
target,Kdm3a.3,9771,84.71746281176824
target,Prmt3.3,9767,84.71433819009847
target,Mbd4.4,9520,84.51879173478162
target,Prmt3.4,9503,84.5051414347481
target,Msl3.3,9330,84.36478466858959
target,Kdm5a.3,9204,84.26086766797776
target,Kdm5a.1,9159,84.22340070947679
target,Paxip1.4,8873,83.9807850427001
target,Kdm5d.2,8807,83.9236631253105
target,Kdm5c.3,8739,83.86435213525006
target,Ncoa1.1,8375,83.53866465705877
target,Kdm5d.1,8302,83.47162145008609
target,Mbd1.1,8294,83.46423798987738
target,Kdm1a.3,7820,83.01341899289964
target,Psip1.1,7812,83.00557609149465
target,L3mbtl3.2,7779,82.97313853709142
target,Pbrm1.4,7512,82.70549290122202
target,Rnf20.3,7438,82.62962535962973
target,Nap1l2.4,7237,82.41968077436246
target,Mll1.2,7227,82.4090843035546
target,Mbd1.4,7215,82.39634921639669
target,Kdm5b.2,7173,82.35160949725834
target,Rbbp5.4,7161,82.3387787519926
target,Orc1.2,7037,82.20492616765085
target,Kdm5c.1,6933,82.09084074603203
target,L3mbtl4.2,6581,81.69169763958894
target,Prdm6.1,6556,81.66255059504856
target,Pcmt1.3,6313,81.37338445660217
target,Morf4l1.3,6256,81.30396747147327
target,Pcgf1.1,6146,81.16822782281497
target,Kdm6a.3,6078,81.08311672880808
target,Mta2.1,5924,80.88685893250376
target,Kdm5b.4,5855,80.79729807488046
target,Ncor1.3,5847,80.78684744695157
target,Rbbp5.3,5812,80.74096086122094
target,Kdm4d.4,5770,80.68553891453912
target,Psip1.3,5769,80.68421454371962
target,Kdm5d.3,5700,80.59228694990493
