type,shRNA,count,nbRawCount
target,Asxl3.1,91997,99.98463760116752
target,Crebbp.1,34465,99.39318912049188
target,Gadd45b.4,25715,98.84390372895083
target,Hltf.3,22286,98.48899051831005
target,Asxl2.4,19763,98.14605876231788
target,Eed.4,19563,98.11514943681476
target,Epc2.4,19021,98.02825738351238
target,Elp4.4,16571,97.5700273958665
target,Hdac10.4,16218,97.49378203387928
target,Gtf3c4.4,15474,97.32319972159141
target,Hat1.3,14508,97.07961511512492
target,Chd9.3,11754,96.21179921276747
target,Hells.4,11032,95.93004623378222
target,Actl6b.1,10989,95.91239705318218
target,Cbx1.1,10481,95.69587686833702
target,Bmi1.4,9828,95.39403776820942
target,Atad2b.1,9806,95.38336994101861
target,Chd9.4,9516,95.23950001695502
target,Arid2.2,9470,95.21610999374082
target,Cbx3.1,8599,94.74105058443605
target,Chd3.1,6776,93.4987466905678
target,Chd5.1,6377,93.1684051778606
target,Atad2.1,6259,93.06572292024144
target,Asxl3.2,6237,93.04631271154047
target,Gtf2f1.4,5473,92.31492834008816
target,Hat1.4,4886,91.66405027583453
target,Atad2.3,4556,91.25641531184051
target,Cbx4.2,4464,91.13665153059767
target,Hdac2.1,4336,90.96522477180442
target,Dot1l.2,4279,90.88701448778096
target,Atr.1,4062,90.57804722050858
target,Chd6.4,3978,90.45340211021733
target,Ash1l.1,3866,90.2825302858062
target,Brd3.2,3841,90.24363237735288
target,Atad2.4,3703,90.02370948380957
target,Dnmt3b.1,3667,89.96483805663253
target,Gtf2b.1,3618,89.88367058556003
target,Arid2.1,3569,89.80127881471633
target,Asxl2.1,3499,89.68138723848355
target,Atrx.3,3323,89.36792799936849
target,Ctsl.4,3269,89.26810468013035
target,Dnmt3a.4,3229,89.19299809853626
target,Fkbp1a.4,3068,88.88015442988853
target,Jmjd1c.2,3068,88.88015442988853
target,Dnmt1.2,2954,88.64774060668643
target,Ing3.3,2923,88.58287411949165
target,Ehmt2.1,2891,88.51513866753064
target,Jmjd1c.4,2842,88.40985157185479
target,Chaf1b.4,2794,88.3048206328409
target,Jmjd4.2,2506,87.63154971809624
target,Chd8.2,2500,87.61667031256076
target,Chd1.2,2498,87.61170219210679
target,Crebbp.3,2483,87.57430791717495
target,Ezh1.2,2481,87.56930414396967
target,Asxl1.2,2452,87.496271271173
target,Asxl3.4,2395,87.35005564622026
target,Chd9.2,2354,87.24262096657408
target,Cbx5.4,2322,87.15740758095272
target,Fkbp1a.1,2311,87.12783331661365
