GeneName,q3minusOther_nbPctg
Bcl6,3.9402953256099473
CD4,-2.0899294229742686
CDK9,6.011613716178772
Ccnt1,3.2319996241184192
Cd14,-5.535504811843545
Cd19,-10.104065682441169
Fosb,20.42055116759378
Hes1,-15.999557949383581
Id2,-12.212043494579712
Id3,-5.530735013959246
Klf12,5.804947888797291
Klf2,8.770269335566045
Ms4a1,-0.9330159806005298
Nfatc3,-8.622163508496891
Rpa3,-12.278244309772441
Runx3,-2.119953516470474
Satb1,-5.48176590378048
Scmh1,-5.379787891258236
Scml2,-2.921421886898596
Scml4,-18.1137721611375
Setd1a,-7.4153961989830925
Setd2,-4.506537342756477
Setd3,-5.082990486998487
Setd4,-10.012950481894402
Setd5,-5.94691790257092
Setd7,-8.308212186393298
Setd8,-12.760986375736683
Setdb1,-4.700085199391662
Setdb2,-11.151962694381076
Setmar,-5.620258271279308
Sfmbt1,-6.306843848213413
Sfmbt2,-12.455058503296868
Sgk1,3.584527437212401
Sin3a,-11.7157278486335
Sin3b,-12.644730568064059
Sirt1,-10.833247624880775
Sirt3,-9.40516997508463
Sirt4,-8.895703085370817
Sirt5,-6.9142868711975485
Sirt6,-12.324663862018873
Sirt7,-9.458638678310995
Smarca1,-3.1752312234152456
Smarca2,-7.29370659105814
Smarca4,1.0042517677639644
Smarca5,-10.454112684774717
Smarcb1,-0.7844591380182493
Smarcc1,-2.726189383584
Smarcc2,-9.087334264100424
Smarcd1,-7.410796542946368
Smarcd2,-8.296927860402578
Smarcd3,-11.121334735766188
Smarce1,0.06712468594985666
Smyd1,-4.902469504149536
Smyd2,-15.070722393131462
Smyd3,-17.062826100879942
Smyd4,-3.2818492705809845
Smyd5,-3.18761796858578
Sp100,-7.291743834012271
Sp110,-8.706716028709824
Sp140,-13.18329522371508
Ssrp1,-6.044612787233467
Supt16h,-8.670410465144878
Suv39h1,-12.903967398845044
Suv39h2,-14.505324148011406
Suv420h1,-12.751106893856546
Suv420h2,-9.516671048049135
Suz12,-3.7157804981363736
Taf1,-5.783312346850645
Taf3,-7.992117363423082
Tbx21,-4.174653078314279
Tcea1,-8.591106453594843
Tdg,-7.517670691629409
Tet1,-10.706167304731421
Tet2,-3.3712738857229425
Tet3,-10.26734251715189
Trim24,-6.23400682232646
Trim28,-2.3899055205533912
Trim33,-5.3570976472455065
Trim66,-5.235882343797333
Ube2a,-3.828568052570162
Ube2b,-3.2081839665341434
Ube2e1,-9.621696962419946
Ube2i,-8.292625446061129
Uhrf1,-5.58332697896271
Usp22,-4.1472268553027405
Usp27x,-3.711926455687397
Usp51,-6.202256238701601
Wbp7,-14.291071089605635
Wdr5,-10.72899817015107
Wdr82,-4.575496696581059
Whsc1,-6.560323703806505
Whsc1l1,-0.2639049558091102
Zmynd11,-9.94772318693871
Zmynd8,-4.0059199265772065
