shRNA,nbPctg_Q4,nbPctg_Q3,nbPctg_Q2,nbPctg_Q1,q3minusOther_nbPctg
Actb,35.388868053582314,79.94225736858176,32.82793722837936,30.807365732979118,46.9342003636015
Actl6a,51.98357818027035,87.9865370508393,51.96999853974117,42.904048105485614,39.033995442340256
Actl6b.1,36.44197678628328,85.87295981436051,60.446604053853136,61.938797264812585,32.930500446044185
Actl6b.2,80.30151194903262,92.45788731263517,72.10835056460104,81.52064004267469,14.481053127199047
Actl6b.3,66.56820583675076,79.94225736858176,62.544799706367215,74.17450252584345,12.17975467892795
Actl6b.4,66.92649444389427,87.16194726401505,84.44343801410645,77.69559510267976,10.806771410454886
Aff1.1,66.00472202867552,85.87295981436051,72.94672060860646,54.29283588687556,21.458200306308
Aff1.2,36.44197678628328,79.94225736858176,29.132201675469727,28.503629259000938,48.582988128330456
Aff1.3,83.2664434507955,93.56905482837881,83.72272130901587,83.0956395701675,10.207453385052503
Aff1.4,61.89639841421427,89.0064754939616,69.36655492290129,43.28437569280903,30.82403248398674
Aff4.1,43.22767995688751,79.94225736858176,44.75702482737635,29.565226176863433,40.758947048206004
Aff4.2,31.80062838352708,85.87295981436051,31.424469421819463,29.103001485830344,55.09692671730156
Aff4.3,82.48324132974157,94.3118632019058,79.98177485908057,76.03871846531179,14.810618317194482
Aff4.4,73.76844312041358,93.05287325436761,82.98680626578812,70.88139141978846,17.173992985704217
Arid1a.1,24.293712057118476,79.94225736858176,36.45346572425871,26.160611047162902,50.97299442573507
Arid1a.2,31.80062838352708,79.94225736858176,21.774226841426046,22.79549075044372,54.485475376782816
Arid1b.1,24.293712057118476,79.94225736858176,21.774226841426046,16.626866860908013,59.043988782097585
Arid1b.2,24.293712057118476,79.94225736858176,21.774226841426046,16.626866860908013,59.043988782097585
Arid1b.3,46.0618420188408,79.94225736858176,42.18796586716343,41.56778679499748,36.66972580824786
Arid2.1,85.59834621217577,88.60062233978852,81.40758486390527,79.48409399783543,6.437280648483025
Arid2.2,87.06742408537453,95.57295047823445,85.98423688859167,92.76557176991813,6.967206230273021
Arid2.3,77.55530949689305,79.94225736858176,38.02485737829957,55.859798718554366,22.7956021706661
Arid2.4,78.62116508675058,79.94225736858176,78.79773963174314,82.14235616090033,0.08850374211706935
Ash1l.1,85.09958906780159,94.73557381080562,87.00685588838304,75.91312471058784,12.062383921881462
Ash1l.2,79.57739975592165,93.78107711230516,78.6513859417036,80.57228265649373,14.1807209942655
Ash1l.3,64.11529624017226,95.11132306889503,66.43770241052907,71.82169764626845,27.653090969905108
Ash1l.4,82.26208856396761,88.82029034439161,80.23029238033241,66.16613870010698,12.60078379625594
Ash2l.1,80.03109056122199,91.3540517513969,84.05317608161312,87.2225207561753,7.585122618393427
Ash2l.2,76.21990914727115,92.29506999311144,73.58821811320276,82.99546738538095,14.693871777826487
Ash2l.3,71.18984955778775,89.08994083686598,58.47492628688214,46.81830562624111,30.26224701322898
Ash2l.4,24.293712057118476,79.94225736858176,21.774226841426046,16.626866860908013,59.043988782097585
Asxl1.1,54.737419739568814,79.94225736858176,63.06864959645734,68.88814648045901,17.710852096420034
Asxl1.2,83.30497839210268,92.49553883108592,79.18582040834764,58.69946452679523,18.765451055337408
Asxl1.3,67.52670630565049,79.94225736858176,50.817114154895734,47.98257244034019,24.500126401619625
Asxl1.4,78.01338296457998,94.23415209388503,83.0187464928857,84.47232263621866,12.399334729323584
Asxl2.1,89.56467256802357,95.67692922394251,83.04577482460404,85.24551194956639,9.72494277654451
Asxl2.2,74.50862924663288,92.00338575564611,72.7368988484679,69.97568247761602,19.596315564740507
Asxl2.3,82.2694352598945,93.70537126546975,75.41592674764271,75.2248969703725,16.068618272833177
Asxl2.4,99.9906263071103,98.25357341877178,99.9792158034612,99.9062120522016,-1.7051113021525737
Asxl3.1,99.65896960653954,96.52490518336128,99.8103472179639,99.97534340165011,-3.289981558689888
Asxl3.2,84.63434913724183,91.93105940346918,85.23378610165972,89.4333775766032,5.497221798300927
Asxl3.3,76.12497297836029,91.53616496068389,88.91792921469381,81.76843416064688,9.265719509450221
Asxl3.4,85.17318434728891,90.93982217555275,75.30888972187894,77.25454798775434,11.69428148991203
Atad2.1,83.9672985727122,92.942199144813,67.967268489663,44.99151271480814,27.30017255241856
Atad2.2,61.86961550571842,91.17144889712017,82.62880278925049,75.01442044080922,18.0005026518608
Atad2.3,82.24034594601564,93.89040336156258,75.27123475104305,76.430617714769,15.909670557620018
