type,shRNA,count
control,Bcl6,141666
control,Bcl6.2,8656
control,Bcl6.3,26538
control,CD4.1,2
control,CD4.2,1079
control,CD4.3,6232
control,CD4.4,31528
control,CDK9.1,50432
control,CDK9.2,0
control,CDK9.3,7688
control,Ccnt1,19186
control,Ccnt1.2,9703
control,Ccnt1.3,79
control,Ccnt1.4,9
control,Cd14,1
control,Cd14.2,10
control,Cd19,1
control,Cd19.3,0
control,Cd19.4,3
control,Fosb,0
control,Fosb.2,0
control,Hes1,0
control,Hes1.2,379
control,Hes1.3,1
control,Id2,0
control,Id2.2,1
control,Id2.3,7774
control,Id2.4,0
control,Id2.5,0
control,Id3,20384
control,Id3.2,5
control,Id3.3,344
control,Id3.4,344
control,Id3.5,0
target,Jmjd5.1,2242
target,Jmjd5.2,1161
target,Jmjd5.3,79404
target,Jmjd5.4,22268
target,Jmjd6.1,10558
target,Jmjd6.2,76258
target,Jmjd6.3,2071
target,Jmjd6.4,1215
target,Jmjd8.1,0
target,Jmjd8.2,1
target,Jmjd8.3,0
target,Kat2a.1,3
target,Kat2a.2,0
target,Kat2a.3,28074
target,Kat2b.1,3633
target,Kat2b.2,193299
target,Kat2b.3,59535
target,Kat2b.4,454
target,Kat5.1,14085
target,Kat5.2,113468
target,Kat5.3,380
target,Kat5.4,117714
target,Kdm1a.1,21251
target,Kdm1a.2,25321
target,Kdm1a.3,29725
target,Kdm1a.4,43774
target,Kdm1b.1,33059
target,Kdm1b.2,6608
target,Kdm1b.3,5293
target,Kdm1b.4,8157
target,Kdm2a.1,1101
target,Kdm2a.2,25675
target,Kdm2a.3,24943
target,Kdm2a.4,5142
target,Kdm2b.1,28
target,Kdm2b.2,23558
target,Kdm2b.3,4266
target,Kdm2b.4,1404
target,Kdm3a.1,7064
target,Kdm3a.2,18368
target,Kdm3a.3,83702
target,Kdm3a.4,1569
target,Kdm3b.2,17677
target,Kdm3b.3,9802
target,Kdm3b.4,2150
target,Kdm4a.1,54069
target,Kdm4a.2,549
target,Kdm4a.3,29024
target,Kdm4a.4,2699
target,Kdm4b.1,4
target,Kdm4b.2,1
target,Kdm4b.3,1
target,Kdm4c.1,91991
target,Kdm4c.2,30145
target,Kdm4c.3,36461
target,Kdm4c.4,4860
target,Kdm4d.1,45564
target,Kdm4d.2,107129
target,Kdm4d.3,970
target,Kdm4d.4,13020
target,Kdm5a.1,59373
target,Kdm5a.2,318344
target,Kdm5a.3,14007
target,Kdm5a.4,2871
target,Kdm5b.1,275
target,Kdm5b.2,10256
target,Kdm5b.3,18092
target,Kdm5b.4,4829
target,Kdm5c.1,148138
target,Kdm5c.2,101783
target,Kdm5c.3,9965
target,Kdm5c.4,3638
target,Kdm5d.1,31927
target,Kdm5d.2,1544
target,Kdm5d.3,26535
target,Kdm5d.4,74
target,Kdm6a.1,5298
target,Kdm6a.2,10878
target,Kdm6a.3,1709
target,Kdm6a.4,3792
target,Kdm6b.1,4292
target,Kdm6b.2,1428
target,Kdm6b.3,7064
target,Kdm6b.4,552
control,Klf12,53
control,Klf12.4,13
control,Klf12.5,1
control,Klf2,921
control,Klf2.2,2
control,Klf2.3,0
control,Klf2.4,1
control,Klf2.5,0
control,Klf2.6,1
control,Klf2.7,2
target,L3mbtl1.1,288
target,L3mbtl1.2,15048
target,L3mbtl1.3,160514
target,L3mbtl1.4,43433
target,L3mbtl2.1,5155
target,L3mbtl2.3,518
target,L3mbtl2.4,2219
target,L3mbtl3.1,1213
target,L3mbtl3.2,2159
target,L3mbtl3.3,1533
target,L3mbtl3.4,36181
target,L3mbtl4.1,26362
target,L3mbtl4.2,51714
target,L3mbtl4.3,2932
target,L3mbtl4.4,1482
target,Mbd1.1,28991
target,Mbd1.2,178
target,Mbd1.3,2717
target,Mbd1.4,21604
target,Mbd2.2,2616
target,Mbd2.3,8525
target,Mbd2.4,1253
target,Mbd3.1,2936
target,Mbd3.2,57125
target,Mbd3.3,210
target,Mbd3.4,2209
target,Mbd4.1,92717
target,Mbd4.2,18061
target,Mbd4.3,25855
target,Mbd4.4,13822
target,Mecom.1,5771
target,Mecom.2,551
target,Mecom.3,2755
target,Mecom.4,4988
target,Mecp2.1,0
target,Mecp2.2,51
target,Mecp2.3,1
target,Men1.1,1917
target,Men1.3,3479
target,Men1.4,11416
target,Mll1.1,680
target,Mll1.2,33227
target,Mll1.3,17105
target,Mll1.4,52
target,Mll2.1,59952
target,Mll2.2,87059
target,Mll2.3,0
target,Mll2.4,373
target,Mll3.2,68448
target,Mll3.3,11665
target,Mll3.4,10996
target,Mll5.1,98728
target,Mll5.2,24059
target,Mll5.3,15183
target,Mll5.4,12603
target,Morf4l1.2,302384
target,Morf4l1.3,26290
target,Morf4l1.4,55503
control,Ms4a1,3247
control,Ms4a1.2,0
target,Msl3.1,5635
target,Msl3.2,11923
target,Msl3.3,27743
target,Msl3.4,3372
target,Mta1.1,10221
target,Mta1.2,53
target,Mta1.3,3033
target,Mta1.4,31958
target,Mta2.1,16534
target,Mta2.2,62172
target,Mta2.3,1415
target,Mta2.4,8586
target,Mta3.1,87745
target,Mta3.2,255
target,Mta3.3,36
target,Mta3.4,14062
target,Mtf2.1,10098
target,Mtf2.2,74913
target,Mtf2.3,2178
target,Mtf2.4,24125
target,Myst1.1,1255
target,Myst1.2,54636
target,Myst1.3,46608
target,Myst1.4,12156
target,Myst2.1,1334
target,Myst2.2,9552
target,Myst2.3,137
target,Myst2.4,3746
