type,shRNA,count
control,Bcl6,4175
control,Bcl6.2,4236
control,Bcl6.3,666
control,CD4.1,23
control,CD4.2,126
control,CD4.3,775
control,CD4.4,5679
control,CDK9.1,12974
control,CDK9.2,2198
control,CDK9.3,4337
control,Ccnt1,430
control,Ccnt1.2,12148
control,Ccnt1.3,25348
control,Ccnt1.4,30186
control,Cd14,10496
control,Cd14.2,18967
control,Cd19,17255
control,Cd19.3,419
control,Cd19.4,8852
control,Fosb,560
control,Fosb.2,0
control,Hes1,17
control,Hes1.2,156
control,Hes1.3,412
control,Id2,103
control,Id2.2,2814
control,Id2.3,1030
control,Id2.4,2127
control,Id2.5,3188
control,Id3,67
control,Id3.2,0
control,Id3.3,90
control,Id3.4,2172
control,Id3.5,553
control,Klf12,1562
control,Klf12.4,86175
control,Klf12.5,2212
control,Klf2,2586
control,Klf2.2,573
control,Klf2.3,52
control,Klf2.4,0
control,Klf2.5,0
control,Klf2.6,55
control,Klf2.7,6561
control,Ms4a1,10253
control,Ms4a1.2,6105
control,Nfatc3.2,7880
control,Nfatc3.3,9257
control,Nfatc3.7,1219
control,Nfatc3.8,0
target,Rpa3.1,5730
target,Rpa3.2,16073
target,Rpa3.3,6667
target,Rpa3.4,19327
control,Runx3,0
control,Runx3.2,0
control,Runx3.3,545
target,Satb1.1,33
target,Satb1.2,1623
target,Satb1.3,1450
target,Scmh1.1,13862
target,Scmh1.2,73962
target,Scmh1.3,6147
target,Scml2.1,18816
target,Scml2.2,45004
target,Scml2.3,6285
target,Scml2.4,35635
target,Scml4.1,3862
target,Scml4.2,50
target,Scml4.3,2898
target,Setd1a.1,0
target,Setd1a.2,619260
target,Setd1a.3,5434
target,Setd1a.4,11116
target,Setd2.1,202
target,Setd2.2,25843
target,Setd2.3,150782
target,Setd2.4,106487
target,Setd3.1,125403
target,Setd3.2,416
target,Setd3.3,96307
target,Setd4.1,0
target,Setd4.2,162133
target,Setd4.3,3238
target,Setd4.4,9209
target,Setd5.1,0
target,Setd5.2,85655
target,Setd5.3,0
target,Setd5.4,2980
target,Setd7.1,19
target,Setd7.2,42336
target,Setd8.1,4868
target,Setd8.2,114150
target,Setd8.3,1992
target,Setd8.4,10618
target,Setdb1.1,256420
target,Setdb1.2,11156
target,Setdb1.3,10338
target,Setdb1.4,11534
target,Setdb2.1,7159
target,Setdb2.2,2096
target,Setdb2.3,14296
target,Setdb2.4,132
target,Setmar.1,22106
target,Setmar.2,1809
target,Setmar.3,2799
target,Setmar.4,25060
target,Sfmbt1.1,9107
target,Sfmbt1.2,27436
target,Sfmbt1.3,58680
target,Sfmbt1.4,1128
target,Sfmbt2.1,0
target,Sfmbt2.2,15098
target,Sfmbt2.3,4731
target,Sgk1.1,1562
target,Sin3a.1,910
target,Sin3a.2,87581
target,Sin3a.3,292
target,Sin3a.4,450
target,Sin3b.1,0
target,Sin3b.2,3601
target,Sin3b.3,858
target,Sin3b.4,363
target,Sirt1.1,6875
target,Sirt1.2,369478
target,Sirt1.3,1750
target,Sirt1.4,64660
target,Sirt3.1,9982
target,Sirt3.2,16289
target,Sirt3.3,448
target,Sirt3.4,35086
target,Sirt4.1,3659
target,Sirt4.2,26164
target,Sirt4.3,24612
target,Sirt4.4,368576
target,Sirt5.1,24529
target,Sirt5.2,97
target,Sirt5.3,0
target,Sirt5.4,4092
target,Sirt6.1,432
target,Sirt6.2,6
target,Sirt6.3,1
target,Sirt6.4,7
target,Sirt7.1,1732
target,Sirt7.2,1324
target,Sirt7.3,18123
