idx1,idx2,val
0,9,0.2693032887097014
0,16,0.21882005925313636
0,25,0.2407891625278746
0,33,0.26259878735933484
0,34,0.3780224217605957
0,36,0.23959645492669893
0,43,0.5861356121260465
0,46,0.3191279539431672
0,47,0.25304974585754864
0,48,0.3384951467387555
0,51,0.3188444254916884
0,62,0.32102026012708706
0,65,0.15425071712214555
0,74,0.3166424573104335
0,77,0.23614313960675143
0,91,0.26575482546938717
0,93,0.3691027524112023
0,104,0.3364741817241102
0,108,0.3403039704984596
0,114,0.3527261779022309
0,116,0.2723559130295192
0,129,0.26850304722888835
0,134,0.25459084850532326
0,136,0.19098042307081525
0,140,0.0046838795956082955
0,154,0.40935393215667065
0,167,0.3691035413958704
0,168,0.8174571055277737
0,169,0.3572457663793973
0,171,0.22313544457867515
0,178,0.36910349707382045
0,181,0.3332194909526502
0,185,1.0
0,187,0.26187047233460564
0,188,0.3691010952588075
0,208,0.3139890682411423
1,5,0.44363872769645113
1,20,0.16689499806879776
1,34,0.28399323535545046
1,46,1.0
1,57,0.15363285307833652
1,128,0.3619543438737485
1,143,0.40448781754658636
1,145,1.0
1,158,0.6006338315838714
1,202,1.0
2,19,1.0
2,55,0.28860579008034565
2,59,0.17864871648517236
2,64,0.5031937514296841
2,68,0.07198373134808668
2,75,0.12275359836484717
2,117,0.6761298921575789
2,150,0.1905999635869776
2,168,0.30779874838576415
2,173,0.4709678453025013
2,200,0.6457127777293349
2,207,0.6585022033596213
3,10,0.30695453043073945
3,40,0.3968079040345146
3,53,0.7489255633017002
3,54,0.2534155676979408
3,62,0.2623992259810863
3,66,1.0
3,72,0.749600900556302
3,109,0.30113639574870393
3,153,0.44040257495383395
3,166,0.7069514410645127
4,6,0.21303839709576158
4,8,0.9993096242542416
4,12,0.2915568320052212
4,38,0.7690992816848222
4,80,0.24280376253545416
4,95,0.42458231447234124
4,107,0.44383836612783856
4,148,0.33229633187480645
4,156,0.35188914422970646
4,177,0.5050802949247282
4,203,1.0
5,1,0.44363872769645113
5,13,0.5336972467591532
5,45,0.9999999999999999
5,47,1.0
5,52,0.4409180490038556
5,54,0.38742232465017834
5,79,0.01629285561559171
5,82,0.6937682035675722
5,85,0.37004684885646727
