gene_name,InputMinusAvg_z,InputMinusAvg_p,Q3minusOther_z,Q3minusOther_p,Q4minusQ1_z,Q4minusQ1_p
Brd3,-0.6790082162976626,0.0807274848940835,0.0,0.665946244836419,0.0,0.665666557461067
Brd4,1.2138411498325854,0.189172698648121,-0.38154316936040616,0.45519210507791,3.2070780150022387,0.082873893456203
Brd7,1.691190964094591,0.295670201848915,0.0,0.925010574332331,-0.3931199932459191,0.532522857851327
Brd8,0.0,0.748832153307616,-0.4251853742731016,0.461261283083407,0.0,0.717329315151575
Brd9,0.0,0.7021617138976,1.2671785691375856,0.390968404464604,0.0,0.716787398752201
Brdt,-1.6712966190783842,0.212774460270715,0.0,0.857246502895504,-1.2577140005563292,0.240486021568389
Brpf1,-0.6713138588728464,0.195814908890306,0.7662070992119138,0.585254025942898,-1.2477526584022802,0.28481605480848
Brpf3,0.0,0.806686556024556,0.0,0.990141294118651,0.0,0.751131793268712
Brwd1,-0.59123794344799,0.218519262884376,-1.006317132856119,0.217410088311922,0.7370630040178646,0.349927843523032
Brwd3,-0.9662860137793041,0.205271966266547,-1.8649121670792173,0.118514126041293,-1.3090211259806142,0.272612244122928
Carm1,-0.4952876837364187,0.296910833655308,-1.0862138325635948,0.246527170510201,-2.332686609101681,0.122082810840704
Cbx1,-0.8230468343871515,0.0500258189208097,-0.7115164871358192,0.381343093916801,-0.6872162830957548,0.443456409875786
Cbx2,0.0,0.896588966358008,-0.7986991213756887,0.168661940240822,0.0,0.995058024145528
Cbx3,0.0,0.602524413564334,-0.21616294554977455,0.271113874882015,-1.4318668049843395,0.257410564653365
Cbx4,-0.5131158775253316,0.159854595245798,0.0,0.825056828738505,-1.5422885236282993,0.0549235715169534
Cbx5,-0.6123115724949073,0.597226481979854,-1.3988807997618802,0.371614019651977,0.5330048620324003,0.416954150690473
Cbx6,0.4683094395678255,0.532444141232134,-1.8969189357356537,0.0547547207307506,1.4906639970649023,0.508683000995478
Cbx7,-1.527878307240406,0.0062488204432661,-2.0902897471919144,0.13000807256222,0.0,0.607154592281756
Cbx8,-0.42173305557879515,0.482054101462696,-0.6566848673496096,0.408401972510974,-1.1331374186615988,0.17288764714465
Cd14,0.0,0.856861019830585,0.9886532727973938,0.561063798238157,-1.2084794396060936,0.466308631154519
Cd4,0.0,0.857640251671929,0.0,0.757428663906558,0.0,0.681026524616671
Cecr2,-1.3874774793262614,0.071385729354468,1.0138444549952303,2.03576132082095e-20,0.0,0.991290097857924
Chaf1a,0.0,0.626091639418017,-1.2934951867363977,0.106753758597161,0.0,0.673903947200104
Chaf1b,0.0,0.701730663311526,-0.8664335263986572,0.529043822514008,1.1685416265798843,0.462186924293649
Chd1,0.0,0.998809515565575,0.0,0.721735250977837,0.017677717317344917,0.316226434351569
Chd1l,0.0,0.76573509024176,-2.25739324685002,0.15122106151639,1.6347682276533637,0.0654409966142721
Chd2,-0.9833646804734891,0.174714827523463,-0.9891126789110635,0.557776045150042,-0.412968209065977,0.473507861805247
Chd3,-0.5074119229031306,0.34844650432293,0.0,0.904309554812444,0.0,0.687150407292931
Chd4,-0.5353517328772445,0.410764615508602,-1.3493995997637775,0.428031493332874,2.444801985451568,0.251736340816496
Chd5,-0.8669989098165783,0.196669912998642,1.622154635805209,0.0303144319496118,0.8201423167459969,0.119751533420699
Chd6,-0.7783841712029789,0.390744734573833,1.0967708502904399,0.0664101151971686,0.0,0.866631984756375
Chd7,-0.6087776756714356,0.436750341311273,1.4254107279613193,0.185844567949353,1.7543889769728092,0.0229509113159804
Chd8,-0.9249743012631639,0.181585802837815,0.2578509607075755,0.354513595108334,0.0,0.790955147992085
Chd9,-0.6723616901039613,0.279465220678189,0.0,0.696705128810788,1.026005958417376,0.08481382505345
Clock,-1.3900580332395158,0.172330620124349,-0.7391475455695643,0.243617029579157,0.0,0.856817630130555
Crebbp,-1.1631537812657082,0.0559106742969434,0.0,0.896835331573479,0.5569686598775812,0.439391487200237
Ctsl,0.0,0.94372918380453,0.38910324584972666,0.28805704989752,0.6572184213118475,0.310238806751747
Cxxc1,-0.38304279070508246,0.251326425626667,0.0,0.966925082122994,-0.9898319215285374,0.321827069290972
Dmap1,-1.2129530767999364,0.154018892391378,1.0652611953508992,0.38118462327831,0.49876828966082387,0.571873163914454
Dnmt1,0.0,0.613008764382757,0.4571853108387033,0.478338787830773,-0.8696001211855737,0.219314304136111
Dnmt3a,-2.05438670378151,5.11121711365426e-09,0.0,0.61170753742801,0.0,0.807396627091973
Dnmt3b,0.0,0.820426792739784,-1.4422596942764085,0.158019718158688,0.6584063899773214,0.438279774468242
Dnmt3l,0.0,0.865969674624783,0.0,0.710306659020338,1.0166166552223534,0.471423131107929
Dot1l,-0.8949396808814641,0.202998721277566,0.0,0.767092343786508,2.640421040204912,0.23359594902739
Dpy30,0.0,0.844255765269079,0.0,0.76316949074964,-0.24398261821560613,0.434847341154726
Dub2a,-0.6920235647960459,0.252886651661409,0.0,0.76248671262247,0.0,0.667514011376705
Eaf1,0.9679756761351975,0.313453165378811,1.034696873794717,0.438339260835391,0.7465242649950428,0.297399699751354
Eed,0.0,0.717850962545577,0.0,0.701702086998481,0.0,0.781967492997967
Ehmt1,0.0,0.648784321022126,0.0,0.885063064011404,0.0,0.952215936790817
Ehmt2,-2.075063134164645,0.0104107754530845,0.0,0.701348897861694,-0.7006519238292539,0.318514449712549
Elp3,0.0,0.982857837968863,1.2264859908019765,0.428824793755827,0.0,0.83979119351759
Elp4,-1.0244288761163114,0.0837970734326145,0.0,0.656685566571432,0.0,0.857231397371883
Ep300,0.2834953861288186,1.17157219493027e-07,0.0,0.991775937531765,0.0,0.826506891367336
Ep400,-1.1311051510471097,0.28371171149882,1.688876898535148,0.373419737489086,-1.4276216430863249,0.264940377761821
Epc1,0.0,0.978458370913544,-0.9248311007873858,0.267402914963704,1.4562412489254086,0.0298407530889725
Epc2,-2.521218899939805,0.00212106741482115,2.20543934207812,0.00672651292457786,1.336977203723586,0.148141987945035
Ercc5,-1.2098810330488714,0.034863538108488,1.2901592911826365,0.17012442411206,0.6277251165053317,0.113618694850705
Ezh1,-2.0144324532979714,0.0535669879595919,0.0,0.715607630807933,0.0,0.631265057107823
Ezh2,0.0,0.813813696406886,0.0,0.795193363450615,0.5262904749200349,0.439769921631242
Fbxl19,0.0,0.61712721096851,1.7097321005223252,0.20749184657404,0.0,0.606702086794259
Fbxo17,2.45199697360264,0.0287165749825184,-0.8829485276522814,0.332713957438506,0.0,0.602016848147832
Fbxo44,0.0,0.941375714150802,0.7534413260120818,0.297806270487414,0.9200694009246236,0.2622335354909
Fbxw9,-1.0760736088755603,0.199463971563775,1.4550167754111496,0.457613122785945,0.0,0.672159172492307
Fkbp1a,-0.7633566114536717,0.35014415874951,0.8565068051366177,0.257866430014642,1.201250316154881,0.394335874588541
Fkbp2,0.0,0.806171521616344,0.0,0.735819216340299,-1.4544639244260908,0.295442711906002
Fkbp5,0.0,0.983804676481169,0.0,0.971226926146483,-1.4827467888776569,0.286129985598463
Fosb,0.0,0.938262257363127,0.0,0.802467515956994,3.8897450549593033,0.165617939260492
Gadd45a,1.2946484409680061,0.466454179636273,0.7011521066434642,0.570553895000458,0.0,0.968079857225037
Gadd45b,-1.8058771054139744,0.00581474458373181,0.0,0.667653818495288,1.5739506636613303,0.100961636271781
Gtf2b,0.0,0.803337301038619,0.0,0.947525496723477,-0.5622338666155141,0.574978219262982
Gtf2f1,0.0,0.957475475248224,1.13636460269661,0.0290039064419825,-1.0753509441543185,0.541906703784872
Gtf2h1,1.2767203314432227,0.346457086387734,0.685995475558639,0.135840549341074,-1.5108775742258858,0.110238150352765
Gtf3c4,-0.7099855240723089,0.331399777737128,0.0,0.842105672938604,0.0,0.733994464133422
H2afz,-0.6870911831216043,0.408843603368701,0.7628907337169061,0.578414411095984,1.7901094341595702,0.421664947546307
Hat1,1.0075693722047336,0.445952138162595,2.0718070603069774,0.0684878729053453,1.537601882180517,0.56580857737869
Hcfc1,1.8260807909076282,0.119559724350739,0.0,0.99321367121228,1.03207303128189,0.523085067450599
Hdac1,0.0,0.997266650013654,0.6065091413018598,0.109480016798855,-2.1453632851889135,0.188387129817839
Hdac10,0.587818701251995,0.540970965385789,2.688280155744274,0.194323474533878,0.0,0.860091475027348
Hdac11,0.0,0.745655776949493,0.4751730873709104,0.564394543835792,-0.8741028603253826,0.0587562250205925
Hdac2,-2.055763778891077,0.0172480214000093,0.8698610454068089,0.0357322304601122,0.0,0.693459418502816
Hdac3,0.0,0.941424627351086,0.583754010668189,0.346122766898733,-1.2201459220871236,0.232138003850551
Hdac4,0.0,0.988572320085128,0.0,0.996086468809521,-0.35235796596273944,0.296468818843935
Hdac5,0.0,0.762800453024833,0.9148860496025422,0.177309576811465,0.0,0.660655135316458
Hdac6,-0.5662341887921915,0.521436055121067,0.5871711950024124,0.56607892308092,0.0,0.923829056797425
Hdac7,-0.7247783405539496,0.342926270363876,-0.9570389318689536,0.417026918555648,0.0,0.734134672256476
Hdac8,-1.4888399037295483,0.0324219574538384,0.2639618370371672,0.017581425259952,-1.0149192822537925,0.116823241427511
Hdac9,0.9669502901408955,0.330615440929465,0.0,0.806275618240096,0.9762187474271433,0.499739109197444
Hells,0.0,0.988843859152912,-0.992538061184994,0.237927426061801,1.4424901970676698,0.266167383581321
Hes1,2.2534435181970647,0.0778633052446852,0.6455949929118805,0.241597318174435,0.9301007236008688,0.205515164702307
Hes6,0.0,0.895427847841012,0.0,0.94580326569538,-2.0492734338616394,0.18465975524122
Hira,-1.8671849026778256,0.00104777989128826,-2.591316084313585,0.221879081220531,0.0,0.706103832689728
Hltf,-1.1501702442578654,0.188293325142885,1.0137179475563538,0.243597809529545,-0.8575891102566164,0.152890522146742
Id2,0.0,0.63576886139742,2.1664835738264214,0.000158716993966655,1.1710968389566645,0.127108252878605
Id3,0.0,0.778935516466892,1.109127530017434,0.0893779876023065,0.0,0.899563670925449
Ing2,0.0,0.620704110524545,-0.3760492592943444,0.593773583237458,-0.7027946714434197,0.253357926661701
Ing3,-1.3300894820798825,0.0534023143632248,0.8073711972095718,0.261096784119645,-1.8811991795112095,0.0287089589416572
Ing4,-1.0650018706515014,0.0879799535817955,0.0,0.722745135429744,-0.9086367896662711,0.15776111429722
Ing5,-1.0183572941790786,0.154913021382235,1.1204364116376162,0.503981179192835,0.28323136912311037,0.420608553290558
Ino80,-1.3068222263232383,0.0264186801686295,0.0,0.72483318377414,1.572624821677354,0.11821349334905
Iws1,0.0,0.873762899526846,-1.9721750954281627,0.197824567963899,-2.691598900551886,0.189984405003069
Jarid2,-1.1787330875536828,0.208942514657715,0.0,0.842760159711863,0.726502032901991,0.296717080684862
Jhdm1d,-1.2449755824296873,0.0867778993319625,0.0,0.668371720636653,0.0,0.883056586939814
Jmjd1c,-1.3738325149162975,0.135415941144718,-1.968000336086802,0.422852625212996,-1.2261720971172436,0.0936831977744942
Jmjd4,-0.9386231841483423,0.0759694800882117,0.0,0.722312541609127,0.0,0.672397200671328
Jmjd5,0.5175033787391404,0.570218914318301,-1.3955314260891296,0.264286860439525,0.0,0.773634235791016
Jmjd6,0.0,0.708493123898535,-1.3898312722870934,0.180048871648726,-0.5224631194164621,0.521150465940091
Jmjd8,-1.6459583119237944,0.146094132489948,0.0,0.767906158455096,0.0,0.95939976878069
Kat2a,0.0,0.701358469253329,-0.47333227484407286,0.238267353335383,-0.28477788522655023,0.172620397077197
Kat2b,0.24294962441329926,0.387696028431633,0.0,0.999704687095654,-1.0037478213771847,0.573439204160788
Kat5,0.0,0.778073210668785,0.0,0.735879763140678,0.59696650297434,0.157501271560275
Kdm1a,0.0,0.828140607121301,-1.5683412201739464,0.374961926539595,1.2285733706008801,0.16807051038303
Kdm1b,-0.21378680234998795,0.575609957343227,0.0,0.848748430946556,0.0,0.855111915959415
Kdm2a,0.0,0.859838058401167,0.5489230388091114,0.528088514561702,0.3306035848077519,0.476971308903563
Kdm2b,3.170677221306168,0.0138928411673046,0.0,0.624186374930828,2.0722228908496336,0.177812711170803
Kdm3a,0.5796940022083592,0.0744102747079612,-1.6413421895047033,0.0685566598781918,-1.0945069443495359,0.332690377086463
Kdm3b,0.2710750280910451,0.543022851230483,0.0,0.7840216472532,0.5418486027253315,0.131195810053569
Kdm4a,0.0,0.842472606274791,-0.746523082968628,0.538538212786191,0.4741120408739317,0.00745642801039365
Kdm4b,0.0,0.671483368113347,0.5816910907587155,0.0729752950403681,0.4446206517070108,0.114192913216597
Kdm4c,0.0,0.816989597063886,-1.4733741570964813,0.113573859384494,0.5910607253872446,0.248248213882117
Kdm4d,-0.5787063776313052,0.483041534530528,-0.4559734466115984,0.316816534474023,0.0,0.904394731588952
Kdm5a,-0.5648404783784741,0.484634687946158,0.0,0.914383448720473,0.4246710294222058,0.57004249043859
Kdm5b,0.0,0.826458761780786,1.017210004539748,0.524037776920424,-0.32614741535810976,0.42587967417349
Kdm5c,0.0,0.90996654026228,0.6767740495235951,0.437199058470722,0.0,0.862603542426676
Kdm5d,-0.5434317401523415,0.512130660967314,0.0,0.717310890168909,-0.6012437379049289,0.151563513617809
Kdm6a,-0.4666055108821317,0.498330862953273,0.0,0.831310851157352,-0.7996357681356298,0.313463492523644
Kdm6b,1.5745978758685835,0.00558823873045788,0.0,0.824877336540904,0.9038239973959115,0.525268238214751
Klf12,1.6955317969140498,0.127246113493885,0.8664344394772784,0.547636152027432,0.8216716255892623,0.362391129333123
Klf2,1.1390276879958277,0.037633996535241,1.7125909389782987,0.00648864973321947,0.6328529121802293,0.287704567995787
L3mbtl1,0.0,0.870680984956536,0.0,0.699249676846074,0.0,0.632680734325509
L3mbtl2,0.0,0.763279623868894,-1.4980263137242358,0.356930851913635,-1.089981866317243,0.393710774657292
L3mbtl3,0.0,0.923888455386804,0.0,0.61284501501334,-1.2377028479396475,0.230164441231394
L3mbtl4,0.0,0.845663974380693,-0.7468912974680626,0.382754469930392,0.38934038370348295,0.484391934885082
Mbd1,1.5597879083361557,0.155717815305395,0.0,0.75964561937208,0.0,0.686759267518496
Mbd2,1.5731575765311085,0.244210341130683,0.63714009184201,0.524238570549513,-2.500205457283885,0.101855414667486
Mbd3,0.6853897539492787,0.438512727372149,-0.6924345332901791,0.214133661420756,0.0,0.742628497610074
Mbd4,-0.7412814908716138,0.0706380303380085,-0.5172171423681509,0.17482027404898,0.0,0.631372311214373
Mecom,0.4271900933829408,0.47445754763775,0.5441913241861424,0.163728430506881,0.0,0.753569972196388
Mecp2,-1.792984504390155,0.00191900226097402,-0.8327627078161075,0.478362982938492,-1.4852443311438561,0.203778175517478
Men1,1.2567166077584941,0.152131100776092,-0.5617385089536041,0.556359739084996,0.0,0.814662138962773
Mll1,0.811015298965167,0.0443788488255932,-1.756322012188795,0.0609603347343551,-1.2325222646822067,0.0391259228607662
Mll2,1.2197026438853569,0.313180054271385,-0.9636800204623556,0.357939042071343,0.0,0.772248118434183
Mll3,-0.7743148345454204,0.363986302255103,0.7551838437286165,0.354971097189935,-0.37379485926115025,1.44150448168962e-11
Mll5,0.0,0.877473878097379,-0.7800021451143412,0.48853971021248,-0.6679089611699883,0.30314547397881
Morf4l1,-1.5198044590841466,0.354259153918911,-1.5718957212897595,0.210786207179451,-0.574231672308408,0.452984162744056
Ms4a1,-1.220931266216467,0.504583145889466,1.9913302313342423,0.0284222456572993,0.0,0.975319194526345
Msl3,-0.9098155103205195,0.00346336306200571,0.0,0.917278151613194,1.4209698696157393,0.521756912819377
Mta1,1.0449732953422062,0.243042225411702,-0.6898031217964595,0.0682783263703779,0.0,0.723052307182016
Mta2,0.0,0.9904370120344,-0.7351906986199868,0.247622905353608,-0.7461427206836824,0.296723183572371
Mta3,0.0,0.684932813891596,0.7262708751473473,0.599483310493345,0.5155588193137856,0.498679864301137
Mtf2,0.0,0.709199221439385,0.0,0.985134508105788,0.0,0.735346239045634
Myst1,0.0,0.8435848485131,-1.1738500868120043,0.073718409844856,0.0,0.998383609295806
Myst2,1.0192185578748347,0.210690152463853,0.0,0.614659265112714,0.0,0.903729203198123
Myst3,0.5155376162460018,0.45209914017699,-0.6394981486865364,0.322311907910517,-0.35193586775293945,0.286387549423586
Myst4,0.0,0.615835561028975,0.0,0.845761749319272,-0.5595155311531517,0.442191184583875
Nap1l1,0.0,0.792713637295669,-1.8724594714315383,0.147391176453398,-1.5242797355222386,0.0275661032750816
Nap1l2,0.0,0.784080842052684,-2.2529694537424714,0.00601483114347148,0.4758291962592338,0.506471725296422
Nap1l3,-0.3970749476032391,0.345989613049928,-0.4227683299167458,0.456438358640828,0.0,0.745258901411704
Ncoa1,0.9427030235197277,0.481715941778917,-0.6730025773822539,0.3238000378813,-0.7553981836319401,0.343201266273011
Ncoa3,-0.5185500814284465,0.317829209288202,-2.1001655665803343,0.201209132539453,1.1209215510201596,0.172188705498291
Ncor1,-0.6811340984914624,0.0293207135966659,0.30930005797828275,0.390520442383043,-1.2321441032328522,0.192290929535051
Ncor2,-0.6397019568092546,0.143141657736047,1.0788853855250042,0.161960608415823,-1.782754742695298,0.0715791369762666
Nfatc3,0.916972990405436,0.138595560836691,0.0,0.967760194661698,-0.7318806422642793,0.180158661471663
Nsd1,0.5590002407364704,0.247348134722155,0.0,0.786736369075606,2.1939110829661517,0.0146905562723221
Orc1,0.0,0.965413308449145,0.0,0.933993926558294,-0.43924683176236184,0.135390757823706
Padi1,-0.2354472124304171,0.581583602748218,0.0,0.660558625985167,0.0,0.740293579140876
Padi2,0.0,0.89881404950972,0.23650712318598408,0.158394316716153,-0.23528066082645638,0.0337768337057755
Padi4,0.0,0.7877395970882,-0.3641141593198863,0.458791923152741,0.7709014037525656,0.339704021277738
Padi6,0.0,0.850517467949957,-1.1204179062378088,0.113335397108466,0.0,0.893773699277888
Paf1,0.0,0.666112049379758,-1.4995001662122651,0.458779038209523,0.0,0.648415908650634
Parp1,0.8174478985382823,0.532871767107718,-1.185060083189096,0.199089581760778,0.0,0.864170509617857
Parp2,-1.0065132213063792,0.237081008622386,0.0,0.647018764369207,0.0,0.925858941901008
Paxip1,-0.9181192102335077,0.0856894552707178,0.0,0.653666443106851,0.37399926982306353,0.388865211637163
Pbrm1,-0.5778073452789926,0.137002355708433,0.42337513578304664,0.183858289391826,0.2726069641406913,0.32891426861379
Pcgf1,-0.716450124698039,0.16384120930754,-0.4737917446169499,0.499053354615977,0.0,0.819080502413277
Pcgf2,3.1067435195733655,0.103988855960601,1.6346250185790945,0.284743306592162,0.0,0.818584148192184
Pcgf5,0.6004593919112372,0.310501900965588,-2.381892333713321,0.0380237234778753,2.4954579047714494,0.0693456945440044
Pcgf6,-1.372718343456911,0.0781246794946035,-0.8769846178012556,0.357965210768827,0.0,0.795797506074883
Pcmt1,-1.4142611897419297,0.0988400507886782,0.0,0.936546288513008,0.0,0.696221090161241
Phc1,0.6878722690268527,0.483808355658352,0.0,0.883726625979234,2.003726956114226,0.353536486711523
Phc2,-1.2053954110175678,0.493347726285892,2.339243915821769,0.403484567133856,0.0,0.767969134438603
Phc3,1.541565360414246,0.0642540251460836,0.0,0.716887766810745,-0.959420515200877,0.386373891790313
Phf1,0.8942340922448729,0.138293636536328,-1.5759925481020125,0.0464909744203688,0.022147515136236546,0.209524431931731
Phf10,0.0,0.82977506802052,0.0,0.628137069180484,-0.4903426395043283,0.559854104324976
Phf17,0.0,0.802388920387218,-0.7964949972824289,0.254732152016427,-1.5807514193763965,0.517077437887186
Phf19,0.7369056711154255,0.275561880065604,-0.3079753499215973,0.552504405439378,-0.5358039533988836,0.421916247719842
Phf2,0.19635050082963132,0.524612754129559,0.0,0.921724888169045,0.0,0.942578077129659
Phf20,0.048380922712107255,0.506394933080527,0.0,0.642323882263078,0.0,0.98690773793871
Phf20l1,0.6187996612529676,0.485974631438441,0.0,0.926292135365735,1.0093746225347822,0.406844009532551
Phf8,0.0,0.686856713055156,0.42734281663066875,0.516652253708669,2.5966565930042838,0.284109878146799
Phip,0.0,0.896478356894829,-0.5204872725506617,0.452853231851354,0.0,0.773242020057153
Polr2b,1.7859340085792432,0.158431035682957,-0.7708139340623787,0.181519964405368,1.3411599838471204,0.274160987677134
Ppargc1a,-0.5548009610249245,0.264666490048981,-1.3247966254022359,0.134087504668553,-0.837179863534937,0.409282086502606
Prdm1,-0.38555802807842565,0.366609418727015,0.1084475120335551,0.213361783254586,0.0,0.808210455842991
Prdm10,0.0,0.982246346637399,0.0,0.828008167062718,-0.5023426777341746,0.437626696776617
Prdm11,0.0,0.743174354685332,-0.5779567402475053,0.494031278015992,-0.948114065972355,0.173001419317347
Prdm12,-0.47466776903127894,0.340668897161876,0.0,0.847464294274913,0.0,0.731964722744277
Prdm13,0.9138122609484152,0.0113204424849051,0.0,0.779164347951026,0.0,0.953270927661231
Prdm14,0.9925694641081879,0.284349218818392,1.7369072375034085,0.117018569649797,0.0,0.605990467465705
Prdm15,-0.2889300363682819,0.0100928204534387,-0.37239201320111326,0.532627958660571,-1.3381571770910279,0.081652099154188
Prdm16,1.4577983716693896,0.496241432465653,2.402386019403323,0.0889626111896462,2.6114386706741937,0.0152947628956651
Prdm2,0.6942874236524197,0.267333432340751,-0.8542405021878008,0.304221939982273,0.0,0.804762307015452
Prdm4,0.0,0.645289410219468,-0.6928500128048933,0.437504317061031,0.7961763957604618,0.403032554387375
Prdm5,1.5113032549040317,0.0276834913467349,-1.6838435855842318,0.0232386438583737,0.0,0.70394379920885
Prdm6,1.1320541263198083,0.455799048086344,0.0,0.798074500507627,1.1326512013852463,0.183921438505706
Prdm8,0.0,0.821761333097717,0.0,0.880272103394344,0.0,0.925684159191084
Prdm9,-0.2329779648466393,0.307334667062696,-0.9544283890355344,0.137772297100539,-0.4657457700558586,0.285523293173774
Prkaa1,0.5848874668212667,0.252314951660445,-0.8004891193806768,0.549390790507369,-1.031115959105245,0.25707657303999
Prkaa2,-0.7460857358851446,0.432683023706958,0.0,0.656084014429101,0.0,0.638995147438482
Prkcd,0.0,0.958635091775082,0.0,0.919485901829318,1.1401497924503314,0.359116505912264
Prmt1,0.6686293631579737,0.251081339046684,0.0,0.786002311214657,0.0,0.628117965843035
Prmt2,0.0,0.899023049444319,0.0,0.649495867336978,0.0,0.777886513296129
Prmt3,-0.5051050997571339,0.176126291022497,0.0,0.893145957183398,0.5459059502600188,0.17067758227593
Prmt5,1.193658275836035,0.372165717704822,-2.146526020350665,0.167957717907401,0.0,0.642190676363707
Prmt6,0.0,0.982050669211229,-2.3665369101515936,0.0163826218258005,-1.056903071743031,0.389531722968
Prmt7,0.9573057109925206,0.158923336324717,-1.4343969806378924,0.172388516507341,-0.7528971314891162,0.349939799778052
Prmt8,0.0,0.918041943747586,0.0,0.983944728175736,1.281381867433738,0.470958482705952
Psip1,-0.5305546534318765,0.279063533834004,-0.6536922813976223,0.2968353762603,0.8021404896849263,0.146665284099156
Rbbp4,0.0,0.700522888127175,0.0,0.845369077593374,0.0,0.774907647038542
Rbbp5,-1.23496305598775,0.266859341503318,0.0,0.708982431806731,0.0,0.622124663792133
Rbbp7,-1.1835060466322953,0.116755746228999,-0.8234929226947283,0.0311618569659624,0.27024291929803057,0.370241084735462
Ring1,1.630251609108072,0.105403950413963,0.4852750223658989,0.0807755413561377,1.3157986495571288,0.257080024180112
Rnf2,-0.3890539732185845,0.340964054852132,0.0,0.961061783715758,0.0,0.611932761635686
Rnf20,-0.6052312194820624,0.000692895456311185,0.0,0.699763934144725,-1.3435179448599026,0.22948968732065
Rnf217,0.0,0.917165304595407,0.0,0.891001705531367,0.0,0.883257718166719
Rnf40,0.451090078730902,0.0137494490045645,0.0,0.622330506600974,0.8615568454784198,0.399179966410744
Rpa3,2.6953824850990173,8.5239893986268e-09,0.8889211521959577,0.306862841486529,1.8736596976024047,0.32253606728467
Runx3,1.4393276283319834,0.278873283458651,0.0,0.711808000532011,-1.9530120859186142,0.205513778889902
Satb1,-1.6184268592111857,0.335993378199817,-0.33682241101339505,0.215777297900925,0.0,0.845397019280499
Scmh1,0.0,0.66221683990869,0.3650154779862366,0.430802691120433,0.0,0.642208451561992
Scml2,1.091948834820029,0.0383552980765829,0.0,0.927339346470253,0.6400627491081954,0.518764415658088
Scml4,0.0,0.641974604080301,0.7138482572592856,0.571875980072786,1.0693585437149487,0.389668004661173
Setd1a,0.6605937104874311,0.364384501397709,-0.13753383814145975,0.594928196227186,0.0,0.765404421632457
Setd2,0.5787370671823121,0.143655121269775,0.5978956706369364,0.11460745664478,0.26045038089617056,0.581822287047537
Setd3,1.3994421021424617,0.263638290656414,1.037243631985861,0.0938039627630706,0.0,0.601829324425862
Setd4,1.317137299946538,0.0943286311499174,0.0,0.748822468521721,0.0,0.857007326238966
Setd5,-0.4986669699703393,0.171267389802925,0.1822274575101005,0.0502217957719738,-0.1474919409619479,0.0186302584421883
