Gene,nbPctgShift,ZScore
Actl6b,6.242937820739135,0.37801875140823404
Aff1,15.273856381163446,1.087645983870091
Aff4,-2.1882199076453546,-0.28448075904707637
Arid2,-3.454442130611058,-0.38397736791945614
Ash1l,-14.429364766107987,-1.2463596299453865
Ash2l,-12.90611931261008,-1.126666771650467
Asxl1,-5.090140049128773,-0.5125064626394521
Asxl2,-3.8538634664167994,-0.4153629080743802
Asxl3,-22.562219115924297,-1.8854191990978253
Atad2,-6.780599632515152,-0.6453385934709739
Atad2b,-16.081467150591465,-1.3761777470062895
Atm,-13.40270855609814,-1.1656875255382313
Atr,1.1127290294936625,-0.025100360133390315
Atrx,-10.626822495045989,-0.9475652681007406
Aurkb,15.228937011408075,1.0841163309527098
Baz1a,-19.777806824051734,-1.666626971541577
Baz1b,-14.433903407800136,-1.24671626517818
Baz2a,-7.666668511100281,-0.714963693273823
Baz2b,-21.471992799000123,-1.7997519130006694
Bmi1,-4.76936590308978,-0.4873008240351471
Bop1,-15.182205870621534,-1.3055160209486927
Bptf,-10.353008114156864,-0.9260496116347303
Brd1,-11.648960744490017,-1.0278823623468318
Brd2,0.5149025715308442,-0.07207608381179066
Brd3,-7.209088855868588,-0.6790082162976626
Brd4,16.87985205662926,1.2138411498325854
Brd8,-1.554925718311857,-0.2347180688064293
Brd9,-4.883451228989023,-0.496265366627433
Brpf1,-7.1111682686931985,-0.6713138588728464
Brpf3,-2.102652597747067,-0.2777570915811309
Brwd1,-6.092099329717307,-0.59123794344799
Brwd3,-10.865068044088682,-0.9662860137793041
Carm1,-4.871008957662937,-0.4952876837364187
Cbx1,-9.042165392417871,-0.8230468343871515
Cbx3,4.327068197177432,0.22747445742204697
Cbx4,-5.097895636783991,-0.5131158775253316
Cbx5,-6.3602883435958475,-0.6123115724949073
Cbx6,7.392002870998134,0.4683094395678255
Cbx7,-18.01205174821496,-1.527878307240406
Cbx8,-3.934931780453569,-0.42173305557879515
Chaf1a,4.651793265759503,0.2529905497427881
Chaf1b,6.848506026493656,0.4256028024702871
Chd1,-1.3241829065013775,-0.21658686965321222
Chd1l,4.947375500205752,0.2762166702743333
Chd2,-11.082416027621862,-0.9833646804734891
Chd3,-5.025305483378032,-0.5074119229031306
Chd4,-5.380875474110477,-0.5353517328772445
Chd5,-9.601512040358296,-0.8669989098165783
Chd6,-8.473775602036476,-0.7783841712029789
Chd8,-10.33932340766793,-0.9249743012631639
Chd9,-7.124503267803139,-0.6723616901039613
Crebbp,-13.37046340381063,-1.1631537812657082
Ctsl,2.60091931657327,0.09183794993230252
Cxxc1,-3.442548434420516,-0.38304279070508246
Dmap1,-14.004223442550813,-1.2129530767999364
Dnmt1,8.41123186913217,0.5483979320452447
Dnmt3a,-24.712547773496624,-2.05438670378151
Dnmt3b,-1.8097781356447484,-0.2547437410996868
Dnmt3l,3.714290497742752,0.17932390218730407
Dot1l,-9.957094262206027,-0.8949396808814641
Dub2a,-7.374725893101031,-0.6920235647960459
Eed,-3.750594075246434,-0.40724825486785143
Ehmt1,10.68859795490741,0.7273477234688144
Ehmt2,-24.975681923890733,-2.075063134164645
Elp3,2.1550055657645353,0.05679915085711506
