gene_name,InputMinusAvg,Q3minusOther,Q4minusQ1
Actl6b,0.37801875140823404,-0.8690149369392963,-2.165001077343818
Aff1,1.087645983870091,0.3049945956096397,-1.102931770553076
Aff4,-0.28448075904707637,1.7959232155033618,0.4523819869058396
Arid1a,0.3569854446204091,-0.6361024937168872,0.03195697820222835
Arid1b,-0.3016369503349042,0.6821855448544355,2.0294733688682243
Arid2,-0.38397736791945614,-1.833537437729229,0.2555077429892837
Ash1l,-1.2463596299453865,0.5784644727867801,0.12436914326099088
Ash2l,-1.126666771650467,0.5233562738404853,-0.520502632851365
Asxl1,-0.5125064626394521,-1.332637765570782,-0.09785079452420224
Asxl2,-0.4153629080743802,0.23485614479897599,0.24849097103804155
Asxl3,-1.8854191990978253,0.047861397210987484,-0.8969354422728388
Atad2,-0.6453385934709739,0.9542724017766084,-0.1045029778331848
Atad2b,-1.3761777470062895,0.8427937028112022,0.3911542964514444
Atm,-1.1656875255382313,-0.19652085039933126,-1.3534221765181083
Atr,-0.025100360133390315,-0.25901878725771604,-0.4500846895434539
Atrx,-0.9475652681007406,-0.7994709500551211,-0.29429510472736065
Aurkb,1.0841163309527098,0.7305466595965825,-0.37100866703673013
Baz1a,-1.666626971541577,-0.006642781180229574,-0.5130454010799907
Baz1b,-1.24671626517818,-1.230292734439529,-0.6875109047833334
Baz2a,-0.714963693273823,0.5682476630294907,0.7098229949333646
Baz2b,-1.7997519130006694,-1.1685838230617949,-1.4223727508644763
Bcl6,-1.877777555359751,1.5307516544468625,0.7663111196541041
Bmi1,-0.4873008240351471,-0.5119121676948639,-0.5921315228729336
Bop1,-1.3055160209486927,1.433761431756733,-0.11498053219442464
Bptf,-0.9260496116347303,-1.2008403049930763,-0.9164383649500124
Brd1,-1.0278823623468318,0.11755465786511456,0.08418496936338832
Brd2,-0.07207608381179066,0.8363470856289087,-2.218682990054006
Brd3,-0.6790082162976626,0.7726780127025299,0.6035896250159328
Brd4,1.2138411498325854,-0.38154316936040616,3.2070780150022387
Brd7,1.691190964094591,-0.04380105698077724,-0.3931199932459191
Brd8,-0.2347180688064293,-0.4251853742731016,-0.5161633036724801
Brd9,-0.496265366627433,1.2671785691375856,-0.48659231648485124
Brdt,-1.6712966190783842,0.2127754033308527,-1.2577140005563292
Brpf1,-0.6713138588728464,0.7662070992119138,-1.2477526584022802
Brpf3,-0.2777570915811309,0.03588692180794008,-0.20715343049761226
Brwd1,-0.59123794344799,-1.006317132856119,0.7370630040178646
Brwd3,-0.9662860137793041,-1.8649121670792173,-1.3090211259806142
Carm1,-0.4952876837364187,-1.0862138325635948,-2.332686609101681
Cbx1,-0.8230468343871515,-0.7115164871358192,-0.6872162830957548
Cbx2,-0.20644628597147488,-0.7986991213756887,0.0013997816753422135
Cbx3,0.22747445742204697,-0.21616294554977455,-1.4318668049843395
Cbx4,-0.5131158775253316,0.23659528564355392,-1.5422885236282993
Cbx5,-0.6123115724949073,-1.3988807997618802,0.5330048620324003
Cbx6,0.4683094395678255,-1.8969189357356537,1.4906639970649023
Cbx7,-1.527878307240406,-2.0902897471919144,-1.135907127301841
Cbx8,-0.42173305557879515,-0.6566848673496096,-1.1331374186615988
Cd14,0.21310283664065585,0.9886532727973938,-1.2084794396060936
Cd4,0.6741730223383802,-0.9198718029525648,-0.11837628333543532
Cecr2,-1.3874774793262614,1.0138444549952303,0.017212688150965338
Chaf1a,0.2529905497427881,-1.2934951867363977,-0.5060878588361422
