Well,GeoMean BV605-A - PD-1 of Amet+GFP+_PD1,GeoMean PerCP-Cy5-5-A - LAG3 of Amet+GFP+_Lag3,Amet+GFP+Tim3+ as % of Amet+GFP+,GeoMean PE-A - Tim3 of Amet+GFP+
B02,2794.53516614186,1893.25210489287,49.5579133510168,200.987792627473
B03,4000.63682971143,1312.35430531722,59.9256505576208,317.811240644093
B04,6039.48094161334,1878.76834055976,41.3948256467942,148.15934926297
B05,3662.66694513083,1859.12492719888,56.3715953307393,262.686837276676
B06,3231.11096059771,1932.01387319607,56.1103810775296,255.145144393823
B07,1892.77066492837,1436.46303156667,52.4633320797292,235.507054185803
B08,3304.66920016246,1828.10186886658,58,278.387488828048
B09,4415.54842016106,973.098377154177,45.7912457912458,142.457204584997
B10,3676.00936249887,1406.95858049815,52.0954223081883,219.009695081948
B11,3139.65438623418,1276.61286723852,53.6101642392315,222.530456616519
C02,3897.92905155712,1897.66434570684,55.2162849872774,239.344740036637
C03,3205.08019433865,1222.99853072144,43.4644417957886,144.684266895792
C04,3108.25430366437,1428.31613691348,51.5151515151515,210.034674653526
C05,4204.13005133379,1708.21365621502,53.3818181818182,217.92520368494
C06,3237.96889553363,1207.67243453951,42.1270199173243,132.500810995553
C07,3763.47212060878,1276.08157306511,36.5591397849462,100.813955791795
C08,3528.50983143929,1243.82171498108,42.4528301886792,132.2731724926
C09,3418.91130191088,1448.1604365525,42.7849522740034,130.566236102133
C10,3241.53418447955,831.34452414329,42.312040700961,135.78704088383
C11,2738.1042842228,896.095511534912,35.7933579335793,98.1335457639247
D02,3811.91447835339,1402.48775829011,46.7928011075219,152.52528316506
D03,4301.60775296953,1979.85010098373,52.3398128149748,213.437376417843
D04,3576.23530197605,1760.57762517215,50.402317347924,189.374066267557
D05,3955.30655677167,1864.1253782584,46.044825313118,134.682019021643
D06,2955.28131994843,1662.22623471159,35.807705903146,95.595160761953
D07,3979.8027277673,1674.50796896175,43.6143721095695,148.846348601149
D08,3989.97435127097,1344.46446011767,44.4235588972431,140.03760323292
D09,3128.60715248192,1476.21149357247,38.2241813602015,111.134110204236
D10,3667.61600469109,1304.42831758173,48.5646641018053,175.143932999002
D11,3193.23772394712,1549.04595106923,50.7035860190649,199.547453203885
E02,3741.48204755442,1422.56180120917,47.9094076655052,174.277986768953
E03,3286.88978941035,1265.81393319858,37.392138063279,94.4195010287866
E04,4134.2430026695,1467.52965235125,51.8094089264174,192.892940847641
E05,4243.81999011799,1481.00383023478,46.4740866610026,152.588464448528
E06,4149.01376816029,1257.66118981013,34.2188203511932,86.8002976418467
E07,3423.07491543621,1059.80533187298,43.9369442198868,134.577255931949
E08,3093.43130594714,1331.02920142425,38.6503067484663,106.60434657427
E09,2798.0622961991,1261.40261887794,49.5831943981327,192.308575837285
E10,4312.47456738102,1532.64183561098,37.5270627856627,105.010746501441
E11,3817.28334045202,1394.31017750772,54.3332360665305,237.554778589717
F02,4165.6379057026,1420.81917756255,46.3609172482552,154.172050673411
F03,4739.52140955427,1406.50435229213,41.1711302768951,144.138101641752
F04,4319.07834424815,1605.99677896326,41.0304743952246,125.947500697506
F05,3634.03675989767,1608.71730891216,46.8581687612208,161.796167856132
F06,4203.23746196373,1344.13766826165,51.0617760617761,191.101246398345
F07,4121.84457061102,1345.84046923731,56.0153994225217,229.92798797498
F08,3851.54433987195,1524.94346802507,43.7111429937829,137.67141593253
F09,3839.37790128121,1764.7070603524,46.7332123411978,150.981640849721
F10,4575.04501149247,1995.9790137469,59.7237368229735,311.251075715217
F11,4012.77062571603,1233.6352902308,49.3880251405888,179.082815988499
G02,3596.31537054246,1199.02848240033,52.2107243650047,220.559885035245
G03,2766.36392371417,698.966613947029,41.48,123.745704276579
G04,4032.78447443833,1294.0211631524,49.0518962075848,191.410462936061
G05,3121.26883388272,1059.78577470999,35.2873119938295,95.7522091227848
G06,2956.16799697523,1413.83723969181,47.9243300052549,166.691263572153
G07,3556.00482255951,1245.73759487449,50.7744107744108,201.55064909615
G08,2168.47089510344,696.103295414521,33.4248724990192,82.1110556963939
G09,2904.3442018472,1681.21142261448,59.1478696741855,282.214016317806
G10,3703.15845065988,1432.92509402422,59.4882020604852,302.75241415456
G11,3140.07780862468,1121.62401741709,54.6432964329643,236.238452988096
