Well,GeoMean BV605-A - PD-1 of Amet+GFP+_PD1,GeoMean PerCP-Cy5-5-A - LAG3 of Amet+GFP+_Lag3,Amet+GFP+Tim3+ as % of Amet+GFP+,GeoMean PE-A - Tim3 of Amet+GFP+
B02,2947.85188927058,1224.96424059233,54.5544066962088,237.645920758902
B03,3348.82441824089,1227.00641327234,33.7516808606006,88.2563174556214
B04,4404.45091858104,1699.04373102815,52.0025031289111,212.627259413055
B05,4295.4040945868,2366.75141569196,60.6370875995449,328.071621288578
B06,3249.53073007204,1647.2415395781,56.0895940270649,264.808812521419
B07,3367.07766945344,2202.37318022303,55.6986477784932,243.64023045115
B08,3947.85506703468,2878.72519959188,53.5893155258765,228.866211185383
B09,2602.25979838452,2260.90530842321,54.2619542619543,245.021336993528
B10,3311.82097741863,1945.16462033891,52.5691699604743,211.00390462744
B11,2938.43962013024,1654.42318915196,53.6975717439294,242.092536189681
C02,4649.2478195956,2195.5964750563,52.4022801302932,211.992700597553
C03,3098.46205568291,1170.08164975643,47.6355247981546,181.161762099845
C04,3222.81575454114,1250.43723424243,51.8883878241263,215.718107818766
C05,2924.22098066884,1140.35443228854,40.6160164271047,120.621548956329
C06,3784.79018334567,1537.48609269336,51.9706078824315,227.491700115365
C07,2536.41227729362,1045.30084879554,44.5852951829048,147.735868746661
C08,2725.47310445474,969.087376944198,33.7209302325581,91.7054698054553
C09,2999.08355525914,1863.02069112039,44.7747329307942,141.607777635567
C10,4353.47586139706,2526.76757132982,51.4265335235378,206.711951456585
C11,4117.89095621446,2174.21395126923,64.1040981154651,376.689593976118
D02,4452.45135071803,1816.72150906518,62.3792270531401,341.62575947749
D03,4106.16183644039,1788.66262735886,50.7725093233884,202.978576256941
D04,4091.5113996759,1498.93655641377,42.8571428571429,133.957699017549
D05,3347.0118811944,1217.44467139258,42.6538461538462,122.578786859246
D06,3047.18605257403,1796.03004607271,50.3048780487805,182.055371227334
D07,4130.65922664051,2207.59326381026,53.2392327180601,213.453073537101
D08,3640.2707308567,1711.91711954219,45.9247648902821,149.349617864603
D09,4693.72474939166,2087.86181673865,72.6342710997442,658.581710120167
D10,3908.34574024818,2011.56350037341,62.5446283674132,355.997891280925
D11,4497.80813079966,1504.71783992039,54.0862290862291,224.911248980322
E02,2934.4929633829,1345.98532753745,64.8051948051948,357.956378185006
E03,3026.90260726658,1714.98158326243,55.0288540807914,239.458529746831
E04,3387.86922006915,1011.43650166731,51.2708498808578,223.364442074338
E05,3746.71435340566,1628.88312126714,54.206500956023,225.129106235027
E06,3408.19819865438,1296.13979450806,47.609819121447,160.070834165629
E07,2608.51960926561,1692.61369939236,50,188.188401675315
E08,3795.62145042532,1651.1383929931,53.68519675203,225.291107443326
E09,2699.92702164262,2013.2694071236,43.5838680109991,124.59034622084
E10,4416.4708488624,2078.4590519201,57.5547866205306,280.024561115231
E11,2689.79177819269,1872.36918444814,70.5128205128205,605.527343657437
F02,5502.19698440635,1469.81024057865,56.9397042093288,260.94613675646
F03,4516.8111013744,1860.03172674209,51.6656571774682,194.858153731544
F04,3761.57556455083,1325.03913131032,49.7195512820513,189.643883221754
F05,3806.58604477029,1338.20431114247,54.0106951871658,218.210182494651
F06,3841.49686794879,1903.94481993232,52.1895190236899,219.485013940967
F07,3063.17469659144,1649.90003787041,57.1428571428571,291.48458922273
F08,3030.24969701752,1350.85642325168,45.4024721133554,148.609781019191
F09,4442.18013768376,1504.86576477228,54.7314578005115,233.191456221401
F10,5984.86231802267,2937.67240561874,43.75,178.812281038754
F11,2399.60313904298,2306.17194889384,48.1026785714286,178.497943817377
G02,4626.58274163277,1852.62004694036,59.748427672956,319.203469517727
G03,3155.81226958768,1100.89722865235,53.3285866856533,220.395677551673
G04,3988.94648233255,1675.80787041306,48.992700729927,169.254904425586
G05,4030.97513238524,1552.0616542585,47.8092783505155,152.173859387647
G06,2951.23974829357,2299.42959013292,58.0795847750865,274.563768508604
G07,4789.85838619073,1763.58239148538,46.0552933243425,146.477294896944
G08,4674.17889736861,2229.6710376821,56.6336633663366,229.103260649162
G09,3433.7745010452,1471.07056108325,50.9476876421531,190.056799465646
G10,4361.09498284771,2067.1457922252,63.4425707922367,361.522110179013
G11,2918.74765126586,1535.35153980463,59.3447905477981,309.289585842504
