Well,GeoMean BV605-A - PD-1 of Amet+_PD1,GeoMean PerCP-Cy5-5-A - LAG3 of Amet+_Lag3,Amet+Tim3+ as % of Amet+,GeoMean PE-A - Tim3 of Amet+
B02,516.802029576437,967.953633934379,12.4135124135124,36.598884421441
B03,204.669045682028,391.312338163711,12.5,16.643061241882
B04,363.239781524157,257.620086751669,9.09090909090909,19.8247826707811
B05,134.780682973428,26.0885195504062,33.3333333333333,28.1011479335546
B06,275.041600697777,651.957048490183,6.6453162530024,25.2509942898056
B07,1296.53898107152,6051.08631787439,20,28.0271501174454
B08,452.649044002396,462.612331354365,33.3333333333333,169.4626784183
B09,161.512268482236,532.164817207801,1.68008400420021,22.1163878257495
B10,389.966114966642,1092.79540612796,9.16299559471366,31.0625876754702
B11,610.310111337098,633.256553211688,12.5,26.038987873078
C02,365.655949784122,103.422805825545,0,6.20292836235521
C03,283.304717578886,574.546481206142,8.68038133467135,27.3251424937102
C04,389.786181243296,595.273532165658,3.71621621621622,21.8609908794588
C05,499.56814962205,489.661231873141,25,61.8287758786313
C06,567.660697097283,2302.90382602235,15.3846153846154,24.2201949392281
C07,464.840858215355,396.243508025333,20,22.3168777369873
C08,291.71601018693,554.856627855212,0,54.078547921981
C09,0,0,NaN,0
C10,847.961120605468,2208.15625,0,93.65380859375
C11,259.050638146851,612.032138969883,4.2483660130719,21.5914378469824
D02,165.283719821293,335.716481896876,3.28454123527312,20.7584664497112
D03,412.173218511929,551.647117315703,18.1818181818182,42.9825673844249
D04,251.620179394512,341.860286973405,0,15.4844550330914
D05,163.66386189669,684.505852534526,5.4902962206333,22.403395628811
D06,520.887352610484,887.536112993906,8.33333333333333,37.6237358845381
D07,505.066356011092,177.719890594791,66.6666666666667,324.672189625347
D08,381.388154143177,1018.47526236101,0,28.8540326548463
D09,310.804711111188,906.488539846965,5.53571428571429,23.2169937079352
D10,431.544430261068,794.537788378327,3.54508684273138,22.7100388465328
D11,405.948290296301,108.817066268341,1.92307692307692,21.7861956277887
E02,529.398825297268,76.2436954238141,0,7.67283828999493
E03,535.922720755909,97.7502365271868,17.6470588235294,43.7034275449461
E04,324.951243039325,857.744517698532,5.44789762340037,25.6156048492811
E05,174.322078772672,358.590175309161,0,9.27978019816423
E06,458.237998693046,495.41256905239,16.6666666666667,23.7958184202517
E07,748.496726335216,1073.66559930792,25,71.3889032303845
E08,334.111488177196,688.753937082003,5.62303193882141,23.2093655704909
E09,876.324761668777,541.258472043761,14.2857142857143,18.4753844979306
E10,613.951112395595,527.85846060542,0,95.2601543941796
E11,288.202091173491,893.501615738264,4.99306518723994,25.4856142700598
F02,166.559625363013,339.164297692256,2.74177467597208,22.6766368273825
F03,2061.79293831215,2861.69744500197,75,210.58250052858
F04,267.24121925757,1614.44286091292,28.5714285714286,167.548157603916
F05,185.152093430544,757.522222649153,2.22222222222222,26.2336457645283
F06,302.371892806534,759.066134865024,3.75502905677246,20.9182134694245
F07,455.717195103843,1024.05050021613,14.2857142857143,16.1351674098593
F08,444.426036809999,129.660275106072,0,19.0400275202343
F09,722.708195543472,1554.29963384522,42.8571428571429,118.972409816772
F10,199.85004618321,763.701648856367,4.96407576747224,24.8899783637772
F11,250.870422796964,738.347784822781,18.75,75.8073538332671
G02,228.56563574062,644.681923860908,28.5714285714286,77.9773420299046
G03,65.9422912597656,1,0,1
G04,345.842897799368,888.975761455765,10.4199557941269,29.7904316709341
G05,525.320585818053,1139.95890334904,44.4444444444445,388.488065877032
G06,812.408504455403,1390.66469489506,0,17.8323458372078
G07,186.389851607612,724.341332593664,5.6241426611797,25.4605358200429
G08,286.612984744271,816.331308705035,6.72834314550042,28.0690815070911
G09,521.474818369026,958.716818115831,37.5,195.736295999383
G10,181.791592531387,451.96126350248,4.63887257780388,25.9770111402886
G11,925.271126602157,418.404485061989,0,14.6544620147684
