Well,GeoMean BV605-A - PD-1 of Amet+_PD1,GeoMean PerCP-Cy5-5-A - LAG3 of Amet+_Lag3,Amet+Tim3+ as % of Amet+,GeoMean PE-A - Tim3 of Amet+
B02,274.493162034739,1038.2369401835,4.77255779269202,25.5309441839063
B03,233.606645791203,387.612733038951,4.86688851913478,23.3360681286902
B04,350.20174157039,754.53175077919,5.31620055429579,24.355110244185
B05,669.587447941224,376.985911087285,2.61219022103148,20.8019510433962
B06,946.899338411845,1441.84844552623,6.41871625674865,35.888535347034
B07,351.14663051822,943.246968599442,5.78399122807018,26.5704947286355
B08,228.070967385644,982.001808665641,4.14821719878816,24.330687792865
B09,334.191082022367,824.091176595083,2.32751454696592,20.4131076010817
B10,313.573454684712,729.167612244637,4.05643738977072,25.2386291595796
B11,500.661299546985,968.861533336566,1.53385049365303,18.9321088060351
C02,319.9703396546,820.088077342241,9.77751756440281,33.1268159971438
C03,512.83461828416,1203.7800720038,13.3333333333333,39.6548998189484
C04,271.525325960302,880.051597823909,4.56094364351245,25.1658889796042
C05,342.259085876586,877.612251655628,4.1837198726694,23.8357350753689
C06,473.499517577795,1012.16051554129,8.9567966280295,32.6282708023957
C07,329.82109940699,835.807392007743,5.90086546026751,26.6182617133158
C08,872.549340049178,1592.85467340227,6.86976078511552,32.628844370493
C09,353.019757798729,779.543272167963,6.19915848527349,27.0297709747869
C10,213.600111968994,1202.59881585927,4.54380225372592,24.4102439655679
C11,263.100163557771,428.990745678156,8.56643356643357,33.7595315467989
D02,421.686310023245,956.983507726652,11.635565312843,32.6404474967184
D03,203.43405841167,337.564112924023,8.88533576975788,33.5001957155458
D04,226.409450452937,924.475045631614,3.3935817041682,20.9652679671809
D05,570.13866214088,122.229474325865,0,24.1479274892267
D06,294.480531665537,813.80966018529,6.25,37.2616059898315
D07,158.92482498514,666.341418966687,0,16.1616510933899
D08,397.945636141009,867.011924106324,11.6133082234777,36.2290013696387
D09,304.223113971286,764.335684333328,4.21961160393191,22.6160187154738
D10,348.554312565753,946.527584277663,5.41958041958042,26.5206925861325
D11,335.634036637735,781.4132300401,7.26723937775714,28.9338041731188
E02,297.057009811074,794.51292612932,5.78703703703704,25.3732356907548
E03,506.642313548943,627.449221853314,2.46305418719212,21.4760353376379
E04,301.716050011865,948.760573408951,4.84044460380065,24.8321063721452
E05,322.917006840115,1123.38284988,8.77817319098458,27.8355086594802
E06,308.166057983309,838.13399281478,4.1501976284585,23.601783514319
E07,221.589557919474,688.018799631608,4.14644905161006,23.2313223087911
E08,358.124646745926,918.173205520965,4.43159922928709,27.3740476701856
E09,348.970832708679,861.473272367637,4.26008968609866,22.9201311593004
E10,261.822013240809,654.236723065504,4.36870997255261,23.1016726401685
E11,284.137043144457,731.333439273752,6.38088199063809,28.8741652996303
F02,705.025059017912,1512.50834185612,5.71573090541224,29.7896391473039
F03,279.932766177772,767.428893735392,6.62552776875609,28.405921316382
F04,225.766823904861,585.435847869912,4.2,22.9342931671453
F05,495.846303448096,1085.23125764601,7.15705765407555,29.3962093948915
F06,472.767842735944,1081.3450485545,10.0212464589235,34.3915009450681
F07,312.127884038627,719.974655706933,1.5518028297581,17.2864211140736
F08,250.053753888529,876.008392867882,7.1301880099326,25.8775324546934
F09,373.358384928385,944.0327508615,6.7006554989075,28.1713664857949
F10,356.315220117883,853.946326020293,8.13611755607115,31.7885724882233
F11,314.108490230271,717.566876103557,7.62589928057554,30.4501403930406
G02,274.798679154294,688.551481709691,8.41712151680552,29.7468031362939
G03,177.464159586454,893.013578652847,5.48829701372074,26.2684725492696
G04,462.693866330871,913.012732036075,12.7544097693351,39.9331819010624
G05,281.920947740373,795.526459076601,6.24087591240876,27.9774718442875
G06,251.499851652128,718.016731013524,6.46319569120287,28.4779311139667
G07,327.878059067979,975.156806417454,7.18125960061444,27.8687008851088
G08,649.658745060506,671.869876181307,5.4714215925745,30.6626171895121
G09,287.207578234212,684.351522787804,9.03686087990488,35.6576745137398
G10,295.917403364331,711.256042405443,5.63079116179615,25.3746856003857
G11,125.816562966419,524.754636122008,0.977292325380857,23.5488104952052
